cluster_id	original_variant	collapsed_to	qid	english	source
ORG-C00661_Q01	יאָהאָניסבורג	יאָהאַניסבורג	Q34647	Johannesburg	kimatch
ORG-C00663	בוקאַרעסט	בוקאַרעסט	Q19660	Bucharest	kimatch
ORG-C00663	בוקאַרעשט	בוקאַרעסט	Q19660	Bucharest	kimatch
ORG-C00663	בוקאָרעסט	בוקאַרעסט	Q19660	Bucharest	kimatch
ORG-C00664	פּאַריז	פּאַריז	Q90	Paris	kimatch
ORG-C00664	פּאָריז	פּאַריז	Q90	Paris	kimatch
ORG-C00665_Q01	פֿילאָדעלפיע	פֿילאָדעלפיע	Q1345	Philadelphia	kimatch
ORG-C00665_Q01	פֿילאדעלפֿיער	פֿילאָדעלפיע	Q1345	Philadelphia	kimatch
ORG-C00666	דעטראָיט	דעטראָיט	Q12439	Detroit	kimatch
ORG-C00666	דעטראיט	דעטראָיט	Q12439	Detroit	kimatch
ORG-C00668	בוקאַרעסט	בוקאַרעסט	Q19660	Bucharest	kimatch
ORG-C00668	בוקאַרעשט	בוקאַרעסט	Q19660	Bucharest	kimatch
ORG-C00672	וואַרשע	וואַרשע	Q270	Warsaw	kimatch
ORG-C00672	וואָרשע	וואַרשע	Q270	Warsaw	kimatch
ORG-C00676	פילאַדעלפיע	פילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C00676	פֿילאַדעלפיע	פילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C00676	פֿילאדעלפיע	פילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C00677	שיקאַגאַ	שיקאַגאַ	Q1297	Chicago	kimatch
ORG-C00677	שיקאַגאָ	שיקאַגאַ	Q1297	Chicago	kimatch
ORG-C00677	שיקאַגע	שיקאַגאַ	Q1297	Chicago	kimatch
ORG-C00678	באָסטאָן	באָסטאָן	Q100	Boston	kimatch
ORG-C00678	כאָסטאָן	באָסטאָן	Q100	Boston	kimatch
ORG-C00682	New York	ניו יאָרק	Q60	New York City	kimatch
ORG-C00682	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C00682	ניו יארק	ניו יאָרק	Q60	New York City	kimatch
ORG-C00682	ניו יאָָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C00682	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C00682	ניו-יאָרקער	ניו יאָרק	Q60	New York City	kimatch
ORG-C00684	ניו יאָרק	ניוּ-יאָרק	Q60	New York City	kimatch
ORG-C00684	ניו יארק	ניוּ-יאָרק	Q60	New York City	kimatch
ORG-C00684	ניו-יאָרק	ניוּ-יאָרק	Q60	New York City	kimatch
ORG-C00684	ניוּ-יאָרק	ניוּ-יאָרק	Q60	New York City	kimatch
ORG-C00691	שיקאַגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C00691	שיקאַגע	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C00691	שיקאַגער	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C00691	שיקאָגער	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C00692	שיקאַגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C00692	שיקאָגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C00699	פּאַריז	פּאַריז	Q90	Paris	kimatch
ORG-C00699	פאַריז	פּאַריז	Q90	Paris	kimatch
ORG-C00718_Q03	ניו-יאָרק	ניו-יאָרק	Q60	New York City	kimatch
ORG-C00718_Q03	ניו-יאָרק	ניו-יאָרק	Q60	New York City	kimatch
ORG-C00722_Q01	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C00722_Q01	ניו יאָרקער	ניו יאָרק	Q60	New York City	kimatch
ORG-C00722_Q02	בראַנקס	בראַנקס	Q18426	Bronx	punchlist
ORG-C00722_Q02	בראנקס	בראַנקס	Q18426	Bronx	punchlist
ORG-C00724	פּאַריז	פּאַריז	Q90	Paris	kimatch
ORG-C00724	פאַריז	פּאַריז	Q90	Paris	kimatch
ORG-C00726	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C00726	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C00727_Q02	לעמבערג	לעמבערג	Q36036	Lviv	kimatch
ORG-C00727_Q02	לעמבערנ	לעמבערג	Q36036	Lviv	kimatch
ORG-C00736	יאַסי	יאָס	Q46852	Iași	kimatch
ORG-C00736	יאָס	יאָס	Q46852	Iași	kimatch
ORG-C00736	יאָסי	יאָס	Q46852	Iași	kimatch
ORG-C00740	אָמעריקע	אָמעריקע	Q30	America	punchlist
ORG-C00740	אמעריקע	אָמעריקע	Q30	America	punchlist
ORG-C00740	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C00740	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C00740	פילאַדעלפיע	פילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C00740	פילאדעלפיע	פילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C00740	פֿילאָדעלפיע	פילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C00752	כאַרקאָוו	כאַרקאָוו	Q42308	Kharkiv	kimatch
ORG-C00752	כאַרקאָווער	כאַרקאָוו	Q42308	Kharkiv	kimatch
ORG-C00752	כאָרקאָוו	כאַרקאָוו	Q42308	Kharkiv	kimatch
ORG-C00753	מאָסקווע	מאָסקווע	Q649	Moscow	kimatch
ORG-C00753	מאָסקווער	מאָסקווע	Q649	Moscow	kimatch
ORG-C00762	בראָנקס	בראָנקס	Q18426	Bronx	punchlist
ORG-C00762	בראנקס	בראָנקס	Q18426	Bronx	punchlist
ORG-C00767	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C00767	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C00773	בוענאָס איירעס	בוענאָס איירעס	Q1486	Buenos Aires	kimatch
ORG-C00773	בוענאָס-איירעס	בוענאָס איירעס	Q1486	Buenos Aires	kimatch
ORG-C00774	בוענאָס איירעס	בוענאָס איירעס	Q1486	Buenos Aires	kimatch
ORG-C00774	בוענאָס-איירעס	בוענאָס איירעס	Q1486	Buenos Aires	kimatch
ORG-C00795	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C00795	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C00795	ניו-יאָרקער	ניו יאָרק	Q60	New York City	kimatch
ORG-C00800	בוענאָס איירעס	בוענאָס-אַיירעס	Q1486	Buenos Aires	kimatch
ORG-C00800	בוענאָס-אַיירעס	בוענאָס-אַיירעס	Q1486	Buenos Aires	kimatch
ORG-C00828	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C00828	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C00829_Q01	פֿילאָדעלפֿיע	פֿילאָדעלפֿיע	Q1345	Philadelphia	kimatch
ORG-C00829_Q01	פילאָדעלפיע	פֿילאָדעלפֿיע	Q1345	Philadelphia	kimatch
ORG-C00829_Q01	פילאדעלפיע	פֿילאָדעלפֿיע	Q1345	Philadelphia	kimatch
ORG-C00829_Q01	פֿילאַדעלפיע	פֿילאָדעלפֿיע	Q1345	Philadelphia	kimatch
ORG-C00829_Q01	פֿילאָדעלפיע	פֿילאָדעלפֿיע	Q1345	Philadelphia	kimatch
ORG-C00829_Q01	פֿילאָדעלפֿיע	פֿילאָדעלפֿיע	Q1345	Philadelphia	kimatch
ORG-C00861	וואַרשע	וואַרשע	Q270	Warsaw	kimatch
ORG-C00861	וואַרשעווער	וואַרשע	Q270	Warsaw	kimatch
ORG-C00862	לעמבערג	לעמערג	Q36036	Lviv	kimatch
ORG-C00862	לעמערג	לעמערג	Q36036	Lviv	kimatch
ORG-C00874	וואַרשאָ	וואַרשאָ	Q270	Warsaw	punchlist
ORG-C00874	וואַרשע	וואַרשאָ	Q270	Warsaw	punchlist
ORG-C00914	וואַרשא	וואַרשא	Q270	Warsaw	punchlist
ORG-C00914	וואַרשע	וואַרשא	Q270	Warsaw	punchlist
ORG-C00918	נ. י.	ניו יאָרק	Q60	New York City	kimatch
ORG-C00918	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C00920	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C00920	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C00957	פילאָדעלפיע	פילאָדעלפיע	Q1345	Philadelphia	kimatch
ORG-C00957	פֿילאָדעלפיע	פילאָדעלפיע	Q1345	Philadelphia	kimatch
ORG-C00957	פֿילאָדעלפֿיע	פילאָדעלפיע	Q1345	Philadelphia	kimatch
ORG-C00957	פֿילאָדעלפֿיער	פילאָדעלפיע	Q1345	Philadelphia	kimatch
ORG-C00970_Q01	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C00970_Q01	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C00970_Q02	לאָס אַנדזשעלעס	לאָס אַנדזשעלעס	Q65	Los Angeles	kimatch
ORG-C00970_Q02	לאָס אָנדזשעלעס	לאָס אַנדזשעלעס	Q65	Los Angeles	kimatch
ORG-C00970_Q02	לאָס-אַנדזשעלעס	לאָס אַנדזשעלעס	Q65	Los Angeles	kimatch
ORG-C00970_Q03	בוענאָס איירעס	בוענאָס-אַיירעס	Q1486	Buenos Aires	kimatch
ORG-C00970_Q03	בוענאָס-אַיירעס	בוענאָס-אַיירעס	Q1486	Buenos Aires	kimatch
ORG-C00986_Q01	פילאַדעלפיע	פילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C00986_Q01	פֿילאַדעלפיע	פילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C00986_Q01	פֿילאָדעלפיע	פילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C00986_Q01	פֿילאָדעלפֿיע	פילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C00986_Q01	פֿילאדעלפיע	פילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C00988	בּרוּקלינער	ברוקלין	Q18419	Brooklyn	kimatch
ORG-C00988	ברוקלין	ברוקלין	Q18419	Brooklyn	kimatch
ORG-C00988	ברוקלינער	ברוקלין	Q18419	Brooklyn	kimatch
ORG-C01000	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01000	לאדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01000	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01011	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01011	לאָדזשער	לאָדזש	Q580	Łódź	kimatch
ORG-C01011	לאדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01011	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01027_Q01	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01027_Q01	ניו יאָָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01027_Q01	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01027_Q02	ברוקלין	ברוקלין	Q18419	Brooklyn	kimatch
ORG-C01027_Q02	ברוקלינער	ברוקלין	Q18419	Brooklyn	kimatch
ORG-C01042	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01042	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01053_Q01	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01053_Q01	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01086	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01086	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01091	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01091	ניו יארק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01096	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01096	ניויאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01097_Q01	האַרלעם	האַרלעם	Q41183	Harlem	punchlist
ORG-C01097_Q01	האָרלעם	האַרלעם	Q41183	Harlem	punchlist
ORG-C01098	נ. י.	ניו יאָרק	Q60	New York City	kimatch
ORG-C01098	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01098	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01098	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01104	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01104	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01104	לאָדזשער	לאָדזש	Q580	Łódź	kimatch
ORG-C01105	וואַרשע	וואַרשע	Q270	Warsaw	kimatch
ORG-C01105	וואַרשעווער	וואַרשע	Q270	Warsaw	kimatch
ORG-C01124	ווילנע	ווילנע	Q216	Vilnius	kimatch
ORG-C01124	ווילנער	ווילנע	Q216	Vilnius	kimatch
ORG-C01140	אָדעם	אָדעם	Q1874	Odesa	kimatch
ORG-C01140	אָדעס	אָדעם	Q1874	Odesa	kimatch
ORG-C01153	ניו-יאָרק	ניו-יאָרק	Q60	New York City	kimatch
ORG-C01153	ניויאָרק	ניו-יאָרק	Q60	New York City	kimatch
ORG-C01162	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01162	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01165_Q01	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01165_Q01	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01167_Q01	דעטראָיט	דעטראָיט	Q12439	Detroit	kimatch
ORG-C01167_Q01	דעטראיט	דעטראָיט	Q12439	Detroit	kimatch
ORG-C01168	נו-אָרק	נו-אָרק	Q25395	Newark	kimatch
ORG-C01168	נואַרק	נו-אָרק	Q25395	Newark	kimatch
ORG-C01171	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01171	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01181	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01181	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01187	פּאַריז	פּאַריז	Q90	Paris	kimatch
ORG-C01187	פאַריז	פּאַריז	Q90	Paris	kimatch
ORG-C01188_Q01	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01188_Q01	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01212	מאָנטרעאַל	מאָנטרעאַל	Q340	Montreal	kimatch
ORG-C01212	מאָנטרעאָל	מאָנטרעאַל	Q340	Montreal	kimatch
ORG-C01241_Q02	שיקאַגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C01241_Q02	שיקאָגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C01241_Q03	לייפּציג	לייפּציג	Q2079	Leipzig	kimatch
ORG-C01241_Q03	לייפציג	לייפּציג	Q2079	Leipzig	kimatch
ORG-C01277	לאָס אַנדזשעלעס	לאָס אַנדזשעלעס	Q65	Los Angeles	kimatch
ORG-C01277	לאָס אַנדזשעלעסער	לאָס אַנדזשעלעס	Q65	Los Angeles	kimatch
ORG-C01277	לאָס-אַנדזשעלעס	לאָס אַנדזשעלעס	Q65	Los Angeles	kimatch
ORG-C01280	האַמעל	האַמעל	Q66263	Homel	punchlist
ORG-C01280	האָמעל	האַמעל	Q66263	Homel	punchlist
ORG-C01281	וואַרשע	וואַרשע	Q270	Warsaw	kimatch
ORG-C01281	וואַרשעווער	וואַרשע	Q270	Warsaw	kimatch
ORG-C01286_Q01	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01286_Q01	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01287	שיקאַגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C01287	שיקאַגע	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C01287	שיקאָגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C01287	שיקאגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C01296	ריגע	ריגע	Q1773	Riga	kimatch
ORG-C01296	ריגער	ריגע	Q1773	Riga	kimatch
ORG-C01305	לאָדז	לאָדז	Q580	Łódź	punchlist
ORG-C01305	לאָדזש	לאָדז	Q580	Łódź	punchlist
ORG-C01306	לאָדז	לאָדז	Q580	Łódź	punchlist
ORG-C01306	לאָדזש	לאָדז	Q580	Łódź	punchlist
ORG-C01306	לאָדזש	לאָדז	Q580	Łódź	punchlist
ORG-C01316	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01316	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01322	לאָס אַנדזשעלעס	לאָס אַנדזשעלעס	Q65	Los Angeles	kimatch
ORG-C01322	לאָס-אַנדזשעלעס	לאָס אַנדזשעלעס	Q65	Los Angeles	kimatch
ORG-C01358	ברוקלין	ברוקלין	Q18419	Brooklyn	kimatch
ORG-C01358	ברוקלינער	ברוקלין	Q18419	Brooklyn	kimatch
ORG-C01363	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01363	ניו יאָרקער	ניו יאָרק	Q60	New York City	kimatch
ORG-C01363	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01363	ניו-יאָרקער	ניו יאָרק	Q60	New York City	kimatch
ORG-C01375	פֿילאַדעלפיע	פֿילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C01375	פֿילאדעלפֿייער	פֿילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C01379	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01379	ניו יאָרקער	ניו יאָרק	Q60	New York City	kimatch
ORG-C01387_Q01	לעמבער	לעמבערג	Q36036	Lviv	kimatch
ORG-C01387_Q01	לעמבערג	לעמבערג	Q36036	Lviv	kimatch
ORG-C01387_Q04	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01387_Q04	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01387_Q06	שיקאַגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C01387_Q06	שיקאָגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C01387_Q06	שיקאגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C01387_Q08	אָדעם	אָדעם	Q1874	Odesa	kimatch
ORG-C01387_Q08	אָדעס	אָדעם	Q1874	Odesa	kimatch
ORG-C01387_Q10	בוענאָס איירעס	בוענאָס איירעס	Q1486	Buenos Aires	kimatch
ORG-C01387_Q10	בוענאָס- איירעס	בוענאָס איירעס	Q1486	Buenos Aires	kimatch
ORG-C01387_Q10	בוענאָס-איירעס	בוענאָס איירעס	Q1486	Buenos Aires	kimatch
ORG-C01387_Q12	מאַנטרעאָל	מאַנטרעאָל	Q340	Montreal	kimatch
ORG-C01387_Q12	מאָנטרעאַל	מאַנטרעאָל	Q340	Montreal	kimatch
ORG-C01387_Q12	מאָנטרעאָל	מאַנטרעאָל	Q340	Montreal	kimatch
ORG-C01387_Q12	מאָנטרעאל	מאַנטרעאָל	Q340	Montreal	kimatch
ORG-C01387_Q13	פּאַריז	פּאַריז	Q90	Paris	kimatch
ORG-C01387_Q13	פאַריז	פּאַריז	Q90	Paris	kimatch
ORG-C01387_Q16	יאַסי	יאָס	Q46852	Iași	kimatch
ORG-C01387_Q16	יאָס	יאָס	Q46852	Iași	kimatch
ORG-C01387_Q16	יאָסי	יאָס	Q46852	Iași	kimatch
ORG-C01387_Q16	יאס	יאָס	Q46852	Iași	kimatch
ORG-C01387_Q17	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01387_Q17	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01387_Q18	פֿילאַדעלפיע	פֿילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C01387_Q18	פֿילאָדעלפיע	פֿילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C01387_Q18	פֿילאדעלפיע	פֿילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C01387_Q26	בוקאַרעסט	בוקאַרעסט	Q19660	Bucharest	kimatch
ORG-C01387_Q26	בוקאַרעשט	בוקאַרעסט	Q19660	Bucharest	kimatch
ORG-C01398	אַרץ-ישראל	אַרץ-ישראל	Q23793	Land of Israel	punchlist
ORG-C01398	אָרץ ישראל	אַרץ-ישראל	Q23793	Land of Israel	punchlist
ORG-C01402_Q01	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01402_Q01	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01413	לאָס אַנדזשעלעס	לאָס אַנדזשעלעס	Q65	Los Angeles	kimatch
ORG-C01413	לאָס-אַנדזשעלעס	לאָס אַנדזשעלעס	Q65	Los Angeles	kimatch
ORG-C01422	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01422	לאָדזשער	לאָדזש	Q580	Łódź	kimatch
ORG-C01423_Q01	וואַרשע	וואַרשע	Q270	Warsaw	kimatch
ORG-C01423_Q01	וואַרשעווער	וואַרשע	Q270	Warsaw	kimatch
ORG-C01423_Q02	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01423_Q02	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01438_Q01	נואַרק	נואַרק	Q25395	Newark	kimatch
ORG-C01438_Q01	נואָרק	נואַרק	Q25395	Newark	kimatch
ORG-C01438_Q01	נוארק	נואַרק	Q25395	Newark	kimatch
ORG-C01438_Q02	שיקאַגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C01438_Q02	שיקאָגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C01448	לאָס אַנדזשעלעס	לאָס אַנדזשעלעס	Q65	Los Angeles	kimatch
ORG-C01448	לאָס-אַנדזשעלעס	לאָס אַנדזשעלעס	Q65	Los Angeles	kimatch
ORG-C01467	שיקאַגא	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C01467	שיקאַגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C01467	שיקאַגע	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C01467	שיקאגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C01468	שיקאַגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C01468	שיקאַגער	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C01486_Q01	פּאַריז	פּאַריז	Q90	Paris	kimatch
ORG-C01486_Q01	פּאָריז	פּאַריז	Q90	Paris	kimatch
ORG-C01486_Q01	פאַריז	פּאַריז	Q90	Paris	kimatch
ORG-C01507	וואַרשע	וואַרשע	Q270	Warsaw	kimatch
ORG-C01507	וואַרשעווער	וואַרשע	Q270	Warsaw	kimatch
ORG-C01515_Q01	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01515_Q01	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01605	נאָוואָ-מינסק	נאָוואָ-מינסק	Q198480	Gugney-aux-Aulx	kimatch
ORG-C01605	נאָוואָמינסק	נאָוואָ-מינסק	Q198480	Gugney-aux-Aulx	kimatch
ORG-C01608	וואַרשע	וואַרשע	Q270	Warsaw	kimatch
ORG-C01608	ווארשע	וואַרשע	Q270	Warsaw	kimatch
ORG-C01629	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01629	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01645_Q01	דעטראָיט	דעטראָיט	Q12439	Detroit	kimatch
ORG-C01645_Q01	דעטראיט	דעטראָיט	Q12439	Detroit	kimatch
ORG-C01645_Q02	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01645_Q02	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01679	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01679	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01689	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01689	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01720	שיקאַגאַ	שיקאַגאַ	Q1297	Chicago	kimatch
ORG-C01720	שיקאַגאָ	שיקאַגאַ	Q1297	Chicago	kimatch
ORG-C01720	שיקאַגע	שיקאַגאַ	Q1297	Chicago	kimatch
ORG-C01720	שיקאָגאָ	שיקאַגאַ	Q1297	Chicago	kimatch
ORG-C01720	שיקאגאָ	שיקאַגאַ	Q1297	Chicago	kimatch
ORG-C01721	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01721	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01741	נ. י.	ניו יאָרק	Q60	New York City	kimatch
ORG-C01741	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01741	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01757_Q01	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01757_Q01	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01757_Q01	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01757_Q01	ניויאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01764	פֿילאַדעלפיע	פֿילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C01764	פילאַדעלפיע	פֿילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C01764	פילאָדעלפיע	פֿילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C01764	פֿילאַדעלפיע	פֿילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C01764	פֿילאָדעלפיע	פֿילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C01777	שיקאַגאַ	שיקאַגאַ	Q1297	Chicago	kimatch
ORG-C01777	שיקאַגאָ	שיקאַגאַ	Q1297	Chicago	kimatch
ORG-C01777	שיקאַגער	שיקאַגאַ	Q1297	Chicago	kimatch
ORG-C01779_Q02	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01779_Q02	לאדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01827	שיקאַגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C01827	שיקאַגע	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C01863	יאָסי	יאָסי	Q46852	Iași	kimatch
ORG-C01863	יאסי	יאָסי	Q46852	Iași	kimatch
ORG-C01864	יאָס	יאָס	Q46852	Iași	kimatch
ORG-C01864	יאָסי	יאָס	Q46852	Iași	kimatch
ORG-C01864	יאסי	יאָס	Q46852	Iași	kimatch
ORG-C01866	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01866	ניו יארק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01879_Q01	בוקאַרעסט	בוקאַרעסט	Q19660	Bucharest	kimatch
ORG-C01879_Q01	בוקאַרעשט	בוקאַרעסט	Q19660	Bucharest	kimatch
ORG-C01916	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01916	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01916	ניויארק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01921	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01921	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C01937_Q01	אָדעם	אָדעם	Q1874	Odesa	kimatch
ORG-C01937_Q01	אָדעס	אָדעם	Q1874	Odesa	kimatch
ORG-C01954	שיקאַגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
