mention_surface	source_sheet	occurrences	as_heading	alternative_heading	notes	match_method	matched_person_ids	n_matched	db_id	db_status
מאַרקאָוויטשע	surnames	1.0	ייהודית מרים שייווער מאַרקאָוויטש	מאַרקאָוויטש משה	יש עוד אפשרויות	exact	P-5-facs_617_r_9	1		no_db_alignment
מאַרקיש	surnames	2.0	מאַרקיש, פּערעץ			exact	P-2-facs_242_tr_1744280797	1	2405	ok
מאַרקס	surnames	2.0	מאַרקס, דאָלף [ראָדקינסאָן]	מאַרקס, צילע		exact	P-2-facs_243_tr_1744280772	1	724	ok
מאַרקשיע	surnames	1.0	מאַרקיש, פּערעץ			exact	P-2-facs_242_tr_1744280797	1	2405	ok
מאָגולעסקאָ	surnames	83.0	מאָגולעסקאָ, זיגמונט [זעלייג מאָגילעווסקי]			exact	P-2-facs_198_r_4	1		no_db_alignment
מאָגולעסקאָן	surnames	3.0	מאָגולעסקאָ, זיגמונט [זעלייג מאָגילעווסקי]	מאָגולעסקאָ, אַמאַליע [פינקעלשטיין]		exact	P-2-facs_198_r_4	1		no_db_alignment
מאָגולעסקו	surnames	1.0	מאָגולעסקאָ, אַמאַליע [פינקעלשטיין]	מאָגולעסקאָ, זיגמונט [זעלייג מאָגילעווסקי]		exact	P-2-facs_198_r	1	759	ok
מאָטל	surnames	1.0	קאָן, מאָטל	גילינסקי, מאָטל (באַטקע)	יש עוד אפשרויות	exact	P-5-facs_331_tr_1739222358	1	2134	ok
מאָטעלע	surnames	1.0	"בראַנדט, לואי [„מאָטעלע""]"	קוציק מאָטעלע		exact	P-6-facs_609_tr_1747930163	1	3622	ok
מאָלווינע	surnames	2.0	יאָלעס-גימפּעל, מאַלווינאַ	לאָבּעל, מאַלווינאַ [טרייטלער]	יש עוד אפשרויות	exact	P-2-facs_64_tr_1744131363|P-5-facs_68_tr_1733059493	2	3314	ok
מאָלי	surnames	1.0	בעני און מאָלי טראָי	מאָליי, פ. ה.		exact	P-4-facs_659_tr_1755030149	1		no_db_alignment
מאָרגולעס	surnames	2.0	אַרנאָן,מרים [מאַניע מאַרגוליס]	מאַרגולעס ראָזאַ [רייזל גאָלדבערג]		exact	P-1-facs_65_tr_1740520943	1	1176	ok
מאָרגענבעסער	surnames	5.0	מאָרגענבעסער מעימי [צווערלינג-קופּערשמידט]			exact	P-2-facs_231_tr_1744280785	1	2506	ok
מאָרגענשטערן	surnames	2.0	משה מאָרגענשטערן			exact	P-5-facs_610_r_145	1		no_db_alignment
מאָריסאָן	surnames	4.0	מאָריסאָן, מאָריטץ [משה קאָהן]			exact	P-2-facs_232_tr_1744280746	1	842	ok
מאָריסאָנען	surnames	2.0	מאָריסאָן, מאָריטץ [משה קאָהן]			exact	P-2-facs_232_tr_1744280746	1	842	ok
מאָריענהאָף	surnames	5.0	מאַריענהאָף, מאַקס			exact	P-2-facs_236_tr_1744280789	1	2402	ok
מאָרעווסקי	surnames	20.0	מאָרעווסקי, אַברהם (מנקר]			exact	P-2-facs_238_tr_1744280834	1	2505	ok
מאָרעווסקין	surnames	2.0	מאָרעווסקי, אַברהם (מנקר]			exact	P-2-facs_238_tr_1744280834	1	2505	ok
מאָשקאָוויטש	surnames	51.0	מאָשקאָוויטש משה	מאָשקאָוויטש, איטשע מאיר	יש יותר מדי אפשרויות - 8 אפשרויות	exact	P-2-facs_249_tr_1744280757	1	2515	ok
מאָשקאָוויטשן	surnames	2.0	מאָשקאָוויטש, יאָסעלע	גערץ, מ. [מאָשקאָוויטש]	יש יותר מדי אפשרויות	exact	P-1-facs_132_tr_1740520968|P-2-facs_245_tr_1744280730	2	2518	ok
מאוד	surnames	1.0	מאוד זוּני (מועד]			exact	P-2-facs_214_tr_1744280718	1	2421	ok
מאטע	surnames	1.0	מאטעס ל. [מאטעס לוניאַנסקי]			exact	P-2-facs_215_tr_1744280690	1	2419	ok
מוני	surnames	5.0	באַדין, מאַקס [מוני באַדיאַן]	ווייזענפֿריינד מוני [משולם-מאיר]		exact	P-1-facs_73_tr_1740521067	1	1215	ok
מוסיאַ	surnames	1.0	בראָדסקי, מוסיאַ	קורץ-סמאַרגאַנסקאַ, מוסיאַ [לאַנגמאַן]		exact	P-5-facs_178_tr_1736588958	1	1401	ok
מושקאַט	surnames	1.0	מושקאַט, מאַקס [מאַריאַן]	מושקאָט, חיים-אַליעזר		exact	P-7-facs_76_r_2	1	2526	ok
מיאָדאָווניק	surnames	3.0	מיאָדאָווניק, מאַרק			exact	P-2-facs_253_tr_1744280798	1	2528	ok
מיטניק	surnames	3.0	מיטניק, לייזער	מיטניק, אייק		exact	P-2-facs_254_tr_1744280773	1	2494	ok
מייזעל	surnames	6.0	מייזעל, בעלאַ	מייזעל, היימאַן (חיים)		exact	P-2-facs_256_tr_1744280809	1	2529	ok
מייעראָוויטש	surnames	6.0	בלאָכמאַן, קיידי [קיילע מייעראָוויטש]	יאָקוּבּאָוויטש, אַננאַ [חנה מייעראָוויטש]		exact	P-1-facs_101_r_4	1	1320	ok
מייערסאָן	surnames	23.0	מייערסאָן, ליאָסע	מייערסאָן, מ. ל.		exact	P-2-facs_259_tr_1744280735	1	2459	ok
מייערסאָנען	surnames	1.0	מייערסאָן, מ. ל.	מייערסאָן, ליאָסע		exact	P-2-facs_259_tr_1744280724	1	3814	ok
מייק	surnames	1.0	טאָמאַשעווסקי, מייק (מרדכי)			exact	P-2-facs_31_tr_1744131345	1	3073	ok
מייקל	surnames	1.0	דר מייקל סאַסין	ווילענסקי, מייקל [מיכאל]		exact	P-5-facs_598_tr_1739222545	1		no_db_alignment
מייקעלזאָן	surnames	1.0	מייקעלזאָהן, דזשוליוס [יהודה מיכלזאָהן]			exact	P-2-facs_262_tr_1744280752	1	2462	ok
מייקעלסאנען	surnames	1.0	מייקעלזאָהן, דזשוליוס [יהודה מיכלזאָהן]			exact	P-2-facs_262_tr_1744280752	1	2462	ok
מיכאַלעוויטש	surnames	1.0	מיכאַלעוויטש, ב. ּ[יוסף איזבּיצקי]			exact	P-2-facs_262_tr_1744280732	1	2469	ok
מיכאַלעסקאַ	surnames	3.0	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]	אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ		exact	P-2-facs_263_tr_1744280809	1	2463	ok
מיכאַלעסקאָ	surnames	16.0	אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]		exact	P-4-facs_672_r_1	1		no_db_alignment
מיכאָלעסקאַ	surnames	2.0	אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]		exact	P-4-facs_672_r_1	1		no_db_alignment
מיכאָלעסקאָ	surnames	12.0	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]	אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ		exact	P-2-facs_263_tr_1744280809	1	2463	ok
מיכאָעלעס	surnames	1.0	מיכאָעלס, ס. מ. [שלמה וואַפּסי]			exact	P-2-facs_264_r	1	2470	ok
מיכאלעסקאָ	surnames	2.0	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]	אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ		exact	P-2-facs_263_tr_1744280809	1	2463	ok
מיכל	surnames	1.0	שאַרקאַנסקי, אַברהם מיכל	גאָלדבערג, מיכל	יש עוד אפשרויות	exact	P-4-facs_43_r	1	696	ok
מילטאָן	surnames	1.0	מילטאָן מ. און י	וויינטרויב, מילטאָן		exact	P-2-facs_265_r_4	1	2482	ok
מיליך	surnames	1.0	מיליך, זקן			exact	P-2-facs_266_r_2	1	2473	ok
מילנער	surnames	2.0	מילנער, מוישע	מילנער מאַרקאָ (מאַרעק)		exact	P-2-facs_269_tr_1744280807	1	2481	ok
מילער	surnames	2.0	קרויזע מילער, לאה [לויפלאַנד]	אַלעקסאַנדראָוו, ח. [וויליאָם מילער]	יש יותר מדי אפשרויות	exact	P-5-facs_215_tr_1739221509	1	2152	ok
מינדל	surnames	1.0	צוקערמאַן, מינדל [שנאַפּ]			exact	P-7-facs_30_r_7	1	3112	ok
מינדלין	surnames	3.0	צוקערמאַן, מינדל [שנאַפּ]	בירנבוים, מיני [מינדל פּולפּעל]		exact	P-7-facs_30_r_7	1	3112	ok
מיניקע	surnames	1.0	מיניקעס, חנן-יעקב			exact	P-2-facs_270_tr_1744280698	1	863	ok
מיניקעס	surnames	1.0	מיניקעס, חנן-יעקב			exact	P-2-facs_270_tr_1744280698	1	863	ok
מינץ	surnames	1.0	מינץ, מייקעל (מיכאל)	מינץ, עליע [אליהו זאַץ]		exact	P-2-facs_271_tr_1744280771	1	2488	ok
מינצע	surnames	3.0	גאָכאַנסקי, מרים (מינצע)			exact	P-5-facs_483_tr_1739222529	1	1718	ok
מיראָן	surnames	1.0	גאָלובאַק, מיראָן ע.			exact	P-1-facs_210_tr_1741260180	1	789	ok
מירעלע	surnames	2.0	גרובער מירעלע			exact	P-3-facs_345_r	1		no_db_alignment
מישוראַד	surnames	1.0	מישוראַט, סאָניע [שרה-כייקע ראַבינאָוויטש]	מישוראַט, מאיר [ראַטוּשניק]		exact	P-2-facs_274_tr_1744280822	1	2492	ok
מישוראַט'ן	surnames	1.0	מישוראַט, מאיר [ראַטוּשניק]			exact	P-2-facs_273_tr_1744280704	1	2491	ok
מישוראָט	surnames	24.0	מישוראַט, מאיר [ראַטוּשניק]	מישוּראַט, מאַקס (מאָטל)		exact	P-2-facs_273_tr_1744280704	1	2491	ok
מלך	surnames	1.0	הערשקאָוויטש, מלך	מאַקסימאָוו, מ. [מלך פּאָקאָי]		exact	P-1-facs_335_tr_1741260409|P-5-facs_88_tr_1733059455	2	1990	ok
מלכה	surnames	3.0	שעפנער, מלכה	גאָלדשטיין, בעקי [מלכה רבקה ראָזענבערג]	יש עוד אפשרויות	exact	P-6-facs_45_tr_1747746107	1	2909	ok
מעדאָוו	surnames	2.0	מאָריס מעדאָוו	מעדאָוו, דייוויד		exact	P-4-facs_661_tr_1755030261	1		no_db_alignment
מעי	surnames	1.0	סיימאָן, מעי			exact	P-2-facs_351_tr_1744365735	1	2980	ok
מעימי	surnames	1.0	מאָרגענבעסער מעימי [צווערלינג-קופּערשמידט]			exact	P-2-facs_231_tr_1744280785	1	2506	ok
מעלווין	surnames	1.0	מעלווין טיליס			exact	P-5-facs_618_tr_1739221557	1		no_db_alignment
מעלניק	surnames	2.0	מעלניק, נחום			exact	P-2-facs_284_tr_1744280794	1	2435	ok
מעלצער	surnames	6.0	מעלצער, עני	מעלצער דזשוליוס		exact	P-2-facs_286_r_2	1	2436	ok
מעלצערן	surnames	1.0	מעלצער, עני	מעלצער דזשוליוס		exact	P-2-facs_286_r_2	1	2436	ok
מענדעלסאָן	surnames	3.0	מענדעלסאָן, דזשאָזעף	מענדעלסאָן, שלמה [קייאָווסקי]		exact	P-2-facs_286_tr_1744280821	1	2443	ok
מענדעלע	surnames	23.0	מענדעלע מוכר ספרים [שלום-יעקב אַבראָמאָוויטש]			exact	P-2-facs_287_tr_1744280748	1	3469	ok
מענדעלעוויטש	surnames	5.0	מענדעלעוויטש, דוד			exact	P-2-facs_292_tr_1744280734|P-5-facs_568_tr_1739221639	2	2441	ok
מענדעלען	surnames	2.0	גאַזאָווסקי, מאַרקוס [מענדעלע]	מענדעלע מוכר ספרים [שלום-יעקב אַבראָמאָוויטש]		exact	P-1-facs_142_tr_1740521045	1	1732	ok
מענדעלעס	surnames	1.0	גאַזאָווסקי, מאַרקוס [מענדעלע]			exact	P-1-facs_142_tr_1740521045	1	1732	ok
מענזעלע	surnames	1.0	גאַזאָווסקי, מאַרקוס [מענדעלע]	מענדעלע מוכר ספרים [שלום-יעקב אַבראָמאָוויטש]		exact	P-1-facs_142_tr_1740521045	1	1732	ok
מעני	surnames	1.0	פליישמאַן, מעני [מאיר]			exact	P-7-facs_53_r_4	1	1667	ok
מעסטל	surnames	1.0	מעסטעל, יצחק (=יונה)	מעסטעל, מאיר		exact	P-2-facs_295_tr_1744280772	1	2450	ok
מעסטעל	surnames	2.0	מעסטעל, מאיר	מעסטעל, יעקב		exact	P-2-facs_296_r|P-5-facs_112_tr_1733832830	2	984	ok
מעערסאָן	surnames	17.0	מעערסאָן, מ. ל.	מעערסאָן, ליאָסע		exact	P-2-facs_297_r_8	1	3814	ok
מעערסאָנען	surnames	2.0	מעערסאָן, ליאָסע	מעערסאָן, מ. ל.		exact	P-2-facs_297_r_10	1	2459	ok
מערי	surnames	3.0	מערי ריטשמאַן	אַבראַמאָוו, מערי [מרים איינהאָרן]		exact	P-6-facs_652_r	1		no_db_alignment
משהלע	surnames	1.0	גאָלדבערג, משהלע	היבינער, משהלע		exact	P-1-facs_150_r	1	1818	ok
מתתיהן	surnames	1.0	קאָוואָלסקי, מתתיהן			exact	P-4-facs_99_r_2	1	2148	ok
נ.	surnames	3.0	ראַקאָוו, נ.	גאָרדאָן, נ.	יש עוד אפשרויות	exact	P-4-facs_47_r_2	1		no_db_alignment
נאַאום	surnames	1.0	זיגעל, נאַאום			exact	P-5-facs_593_r_1	1	3392	ok
נאַגער	surnames	1.0	נאַגער אהרן			exact	P-2-facs_300_tr_1744280760	1	2534	ok
נאַדאָלסקי	surnames	1.0	נאַדאָלסקי, סאָניאַ [שרה קאַץ]			exact	P-2-facs_302_tr_1744365753	1	840	ok
נאַדיע	surnames	2.0	ראַדין, נאַדיע	דראַנאָוו, נאַדיאַ [גנעסיע מייטוס]	יש יותר מדי אפשרויות	exact	P-5-facs_357_tr_1739221522	1	2723	ok
נאַטאַליאַ	surnames	2.0	ליפּמאַן, נאַטאַליאַ [נייטשע עלבּוים]			exact	P-2-facs_161_tr_1744279095	1	2316	ok
נאַטאַנסאָן	surnames	6.0	נאַטאַנסאָן, איידאַ	נאַטאַנסאָן, אַמאַליע (נאַטאַליאָ?)	יש עוד אפשרויות	exact	P-2-facs_308_tr_1744365752	1	2372	ok
נאָדיר	surnames	3.0	נאַדיר, משה [יצחק רייז]			exact	P-2-facs_303_tr_1744365806	1	2533	ok
נאָוויקאָוו	surnames	2.0	נאַוויקאָוו, מאָריס [באַכנאָוו]			exact	P-2-facs_305_tr_1744365746	1	2577	ok
נאָזשיק	surnames	6.0	נאָזשיק, יצחק			exact	P-2-facs_305_tr_1744365748	1	2579	ok
נאָמבערגן	surnames	1.0	נאָמבערג, הערש-דוד			exact	P-2-facs_311_tr_1744365774	1	2005	ok
נאָרוויד	surnames	5.0	נאָרווייד מאָריץ [טרעפלער]			exact	P-2-facs_313_tr_1744365813	1	2576	ok
נאָרוויך	surnames	1.0	נאָרווייד מאָריץ [טרעפלער]			exact	P-2-facs_313_tr_1744365813	1	2576	ok
נאָרפלוס	surnames	3.0	נאָרפלוס, יוסף			exact	P-2-facs_314_tr_1744365768	1	2574	ok
נאכבוש	surnames	1.0	נאַכבוש, נח [בושעלעוויטש]			exact	P-2-facs_310_tr_1744365749	1	2530	ok
נוגער	surnames	2.0	נוגער, א. פ.			exact	P-7-facs_103_r_1	1	2580	ok
נוגער-סיליויאָ	surnames	1.0	נוגער, א. פ.			exact	P-7-facs_103_r_1	1	2580	ok
נודעלמאַן	surnames	1.0	קאָהן, ס. ה. [נודעלמאַן]			exact	P-4-facs_375_tr_1755029880	1	1460	ok
נוימאַן	surnames	1.0	נוימאַן, משה-שמואל			exact	P-2-facs_315_tr_1744365735	1	2578	ok
נוסינאָווס	surnames	1.0	נוסינאָוו, יצחק			exact	P-2-facs_316_tr_1744365726	1	2583	ok
נחמה	surnames	9.0	נחמה [ליפּשיץ, קדיש]	אייזענשטאָט, נחמה		exact	P-5-facs_168_tr_1735652657	1	2299	ok
נחמיה	surnames	1.0	שמאַיען, נחמיה,			exact	P-5-facs_548_r_4	1		no_db_alignment
ניגער	surnames	4.0	ניגער שמואל [טשאַרני]			exact	P-2-facs_317_tr_1744365780	1	2567	ok
ניומאָן	surnames	1.0	בראָניאַ ניומאַן	יעקב ניומאַן — וואָרט-קינסטלער און קולטור-עסקן		exact	P-4-facs_662_tr_1755029946	1		no_db_alignment
ניוסיא	surnames	1.0	גאָלד, ניוסיאָ [גיסי גאָלדבערג]			exact	P-1-facs_147_tr_1740521027	1	1805	ok
ניימאַן	surnames	2.0	ניימאַן, אברהם [בּאַראַקאַן]	ניימאַן, אהרן		exact	P-2-facs_318_tr_1744365808	1	3809	ok
נינאַ	surnames	1.0	שייקעוויטש, נינאַ [הע צאָג]	טאַליני, נינאַ [ווינאָקור]		exact	P-3-facs_278_tr_1755674210	1		no_db_alignment
ניקאָליי	surnames	2.0	אפרת ניקאָליי	עליאַשעוו, ניקאָליי [שלמה]		exact	P-1-facs_59_tr_1740521083	1	1131	ok
נעמי	surnames	9.0	נעמי, לאה [קיגעל-אייזענבערג]	נאַטאַן, נעמי [לעווענטאַל]		exact	P-2-facs_322_tr_1744365727	1	2539	ok
נעסטאָר	surnames	3.0	נעסטאָר משה			exact	P-2-facs_322_tr_1744365731	1	2556	ok
נעראָסלאַווסקאַ	surnames	1.0	נעראָסלאַווסקאַ, אסתר			exact	P-2-facs_323_tr_1744365725	1	2555	ok
נעראָסלאָווסקאָ	surnames	2.0	נעראָסלאַווסקאַ, אסתר			exact	P-2-facs_323_tr_1744365725	1	2555	ok
נערה	surnames	2.0	נערה [רבקה מאָצקין-ראַקאָוו]			exact	P-2-facs_324_tr_1744365769|P-5-facs_198_tr_1736588963	2		conflicting_db_ids
נפתלי	surnames	4.0	שראַגע, אַדאָלף [נפתלי-יהושע]	בוכוואַלד נפתלי	יש עוד אפשרויות	exact	P-6-facs_52_tr_1747746168	1	2943	ok
סאַבינאַ	surnames	3.0	ראָזענטאַל, סאַבינאַ	וויינבלאַט, סאַבינאַ		exact	P-4-facs_276_tr_1754998432	1	858	ok
סאַדיגורסקי	surnames	2.0	סאַקס, מיכאַאיל [סאַדייגורסקי]			exact	P-2-facs_337_tr_1744365760	1	2821	ok
סאַדיגורסקין	surnames	1.0	סאַקס, מיכאַאיל [סאַדייגורסקי]			exact	P-2-facs_337_tr_1744365760	1	2821	ok
סאַול	surnames	1.0	יאָזעפזאָן, סאַול			exact	P-2-facs_64_tr_1744131365	1	2059	ok
סאַמאָלעסקאָ	surnames	1.0	סאַמאָלעסקאָ, דעיוו			exact	P-2-facs_327_tr_1744365754	1	2826	ok
סאַמבערג	surnames	17.0	סאַמבערג, אַ. [יצחק-אייזיק סאַמבאָרעק]	סאַמבערג, א. [יצחק-אייזיק סאָמבאָרק]		exact	P-2-facs_327_tr_1744365756	1	2824	ok
סאַמבערגן	surnames	4.0	סאַמבערג, א. [יצחק-אייזיק סאָמבאָרק]	סאַמבערג, אַ. [יצחק-אייזיק סאַמבאָרעק]		exact	P-5-facs_485_r	1	2824	ok
סאַמועל	surnames	2.0	קופּערמאַן, סאַמועל	גאָלדין, סידני [סאַמועל גאָלדשטיין]	יש יותר מדי אפשרויות	exact	P-4-facs_354_tr_1754998468|P-5-facs_271_tr_1739221101	2		no_db_alignment
סאַנדאו	surnames	1.0	סאַנדוּ, א. [אַלעקסאַנדער-סאַמועלי]			exact	P-2-facs_331_tr_1744365767	1	2833	ok
סאַנדלער	surnames	12.0	סאַנדלער חיים	סאַנדלער פּרץ		exact	P-5-facs_432_r	1	3527	ok
סאַקסאַגאַנסקי	surnames	1.0	קרייצבערג יאַשאַ [סאַקסאַנסקי]			exact	P-6-facs_81_r_1	1	2154	ok
סאַקסן	surnames	1.0	סאַקס, מיכאַאיל [סאַדייגורסקי]			exact	P-2-facs_337_tr_1744365760	1	2821	ok
סאַראַ	surnames	2.0	גינטער סאַראַ מייסטערמאַן]	זובאַק סאַראַ	יש עוד אפשרויות	exact	P-1-facs_257_tr_1741260312	1	1770	ok
סאַשא	surnames	1.0	ראָזענטאָל, סאַשאַ (שמעיה פישנאָוו)	בעקער, סאַשאַ		exact	P-7-facs_34_r	1		no_db_alignment
סאָבזיי	surnames	1.0	סאָבסיי דוד-משה			exact	P-2-facs_324_tr_1744365762	1	2817	ok
סאָבסיי	surnames	67.0	סאָבסיי דוד-משה			exact	P-2-facs_324_tr_1744365762	1	2817	ok
סאָבסיין	surnames	8.0	סאָבסיי דוד-משה			exact	P-2-facs_324_tr_1744365762	1	2817	ok
סאָבסייס	surnames	5.0	סאָבסיי דוד-משה			exact	P-2-facs_324_tr_1744365762	1	2817	ok
סאָלאָמאָנעסקן	surnames	1.0	סאָלאָמאָנעסקאָ, אָסקאַר	סאָלאָמאָנעסקאָ, נעלי [אַזאַראַ]		exact	P-2-facs_326_r_2	1	3009	ok
סאָמבערג	surnames	1.0	סאַמבערג, א. [יצחק-אייזיק סאָמבאָרק]			exact	P-5-facs_485_r	1	2824	ok
סאָמואילאָוו	surnames	5.0	סאַמאילאָוו, ס. [שלמה רעזידענט]			exact	P-2-facs_330_tr_1744365795	1	2829	ok
סאָפיע	surnames	3.0	קאַרפּ, סאָפיע	אַפּטייקער סאָפיאַ [שרה פֿריינד]	יש עוד אפשרויות	exact	P-4-facs_92_r_1	1	723	ok
סאָקאָלאָוו	surnames	11.0	סאָקאָלאָוו, ליפּמאַן (סאָקאָלאָווסקי]			exact	P-2-facs_336_tr_1744365764	1	3006	ok
סאָקאָלעוו	surnames	1.0	סאָקאָלאָוו, ליפּמאַן (סאָקאָלאָווסקי]			exact	P-2-facs_336_tr_1744365764	1	3006	ok
סאָקס	surnames	3.0	סאַקס, מיכאַאיל [סאַדייגורסקי]			exact	P-2-facs_337_tr_1744365760	1	2821	ok
סאלטשא	surnames	2.0	וויינבערג, סאלטשע [שרה ליכט]			exact	P-1-facs_358_tr_1741260404	1	3151	ok
סטאַמבולקא	surnames	1.0	סטאַמבולקאַ, העריס			exact	P-2-facs_339_tr_1744365749	1	3020	ok
סטאָלאָרסקאָיאָ	surnames	1.0	בראַנשטיין, אסתר [סטאָלאַרסקאַיאַ]			exact	P-1-facs_136_tr_1740521121	1	1408	ok
סטעלאַ	surnames	1.0	אַדלער, סטעלאַ	גאָלד, סטעלאַ [טאָלצע שטאָלצענגאָלד]		exact	P-1-facs_31_TextRegion_1710063786700_90	1	1127	ok
סיגאַל	surnames	1.0	סיגאַל בן-ציון	סיגאָל, א.		exact	P-2-facs_343_r_5	1	2871	ok
סיגאַלאָווסקאַ	surnames	1.0	סיגאַלאָווסקאַ, לענאַ			exact	P-7-facs_108_r	1		no_db_alignment
סיגעל	surnames	9.0	סיגעל, סאַלי	סיגעל וויליאָם (וועלוול-יצחק הערצאָג]		exact	P-2-facs_350_r	1	2965	ok
סיגעלס	surnames	1.0	סיגעל, סאַלי	סיגעל וויליאָם (וועלוול-יצחק הערצאָג]		exact	P-2-facs_350_r	1	2965	ok
סידני	surnames	2.0	גאָלדין, סידני [סאַמועל גאָלדשטיין]	האַרט, סידני [יוסף הערש]		exact	P-1-facs_151_tr_1740521138	1	1836	ok
סיימאַן	surnames	7.0	סיימאָן	וואולף, סיימאַן [שמחה]	יש עוד אפשרויות	exact	P-2-facs_350_tr_1744365746	1	2979	ok
סילוויאַ	surnames	4.0	גראָסמאַן, סילוויאַ	סילוויאפ, סאַראַ [גאָלדשטיין]		exact	P-1-facs_278_tr_1741260264	1	1926	ok
סיליע	surnames	2.0	ליפּצין, סיליע [פּעקער]			exact	P-2-facs_162_tr_1744279207	1	2325	ok
סימאָוויטש	surnames	1.0	סימאָוויטש, אַברהם	סימאָוויטש, רעגינאַ [קובאָוויטש]		exact	P-2-facs_352_r_2	1	715	ok
סימאָנאָוו	surnames	2.0	סימאָנאָף, בעטי	סימאָנאָף, משה		exact	P-2-facs_352_tr_1744365752	1	2982	ok
סימאָר	surnames	1.0	רעכצייט, סימאָר (שמעון ישעיהו]			exact	P-3-facs_396_r_1	1		no_db_alignment
סיעראָצקי	surnames	27.0	סיעראָצקי, הערמאַן	סיעראָצקאַ, מאלווינאַ [קאָמפּאַניעעץ]		exact	P-2-facs_356_tr_1744365750	1	2891	ok
סמאָלניק	surnames	1.0	בראַנדעסקאָ, יוסף [סמאָלניק]			exact	P-6-facs_34_r_1	1		no_db_alignment
סמבטיון	surnames	1.0	„סמבטיון'.			exact	P-2-facs_358_tr_1744365784	1		no_db_alignment
סמיט	surnames	6.0	סמיטה, דוד [שמידט]			exact	P-2-facs_360_tr_1744365766	1	3001	ok
סמיטן	surnames	2.0	סמיטה, דוד [שמידט]			exact	P-2-facs_360_tr_1744365766	1	3001	ok
סניעגאָוו	surnames	5.0	סניעגאָוו, אסתר	אָרזשעווסקאַיאָ, אַסתר [סניעגאָוו]		exact	P-2-facs_360_r_1	1	2598	ok
סעגאַל	surnames	5.0	סעגאַל, באָריס	סעגאַל, בעטי [גליקמאַן]		exact	P-2-facs_361_tr_1744366818	1	2873	ok
סעגאָלעסקאָ	surnames	38.0	סעגאַלעסקאָ, אַלבערט			exact	P-2-facs_363_tr_1744366851|P-5-facs_356_tr_1739222186	2	2875	ok
סעווילא	surnames	1.0	סעווילאַ [בת שבע זיגלער, פּאַסטאָר]			exact	P-2-facs_365_tr_1744366810	1	2892	ok
סענדיק	surnames	2.0	סענדיק, איסר			exact	P-2-facs_365_tr_1744366830	1	2886	ok
סעקונדאָ	surnames	2.0	סעקונדאַ, שלום			exact	P-2-facs_366_tr_1744366819	1	2870	ok
סעקונדע	surnames	1.0	סעקונדאַ, שלום			exact	P-2-facs_366_tr_1744366819	1	2870	ok
סעקלער	surnames	15.0	סעקלער הער (ביידערש)			exact	P-2-facs_368_tr_1744366867	1	2818	ok
סעקלערס	surnames	1.0	סעקלער הער (ביידערש)			exact	P-2-facs_368_tr_1744366867	1	2818	ok
סערא	surnames	1.0	אַדלער סעראַ [שרה-סאָניאַ לעוויצקאַ, היינע-חיימאָוויטש]			exact	P-1-facs_33_tr_1740521056	1	1126	ok
סעראַ	surnames	5.0	אַדלער סעראַ [שרה-סאָניאַ לעוויצקאַ, היינע-חיימאָוויטש]			exact	P-1-facs_33_tr_1740521056	1	1126	ok
ספּיוואַקאָווסקי	surnames	61.0	ספּיוואַקאָווסקי, יעקב			exact	P-2-facs_372_tr_1744366832	1	768	ok
ספּיוואָקן	surnames	1.0	ספּיוואַק, איסאַק,	ספּיוואַק, יונה		exact	P-5-facs_592_r_6|P-5-facs_593_r_15	2		no_db_alignment
ספּעקטאָר	surnames	5.0	ספעקטאָר לעאָן	שושנה ספעקטאָר-גרינבערג		exact	P-2-facs_376_tr_1744366815	1	781	ok
סקולער	surnames	4.0	סקולער צבי			exact	P-2-facs_378_tr_1744366824	1	2869	ok
עדעלהאָפער	surnames	3.0	עדעלהאָפֿער, מאָריץ (משה)			exact	P-2-facs_379_r_3	1	1537	ok
עדעלהאָפֿער	surnames	1.0	עדעלהאָפֿער, מאָריץ (משה)			exact	P-2-facs_379_r_3	1	1537	ok
עדעלמאַן	surnames	6.0	אַברהם עדעלמאַן	דאָשקעוויטש, חנה [עדעלמאַן]	יש יותר מדי אפשרויות	exact	P-4-facs_664_tr_1755030050	1		no_db_alignment
עדעלשטיין	surnames	22.0	עדעלשטיין, יאָזעף (יוסף)	עדעלשטיין, פאולינאַ [פינקעלשטיין]		exact	P-2-facs_382_tr_1744366859	1	707	ok
עדעלשטיינ׳ען	surnames	2.0	עדעלשטיין, פאולינאַ [פינקעלשטיין]	עדעלשטיין, יאָזעף (יוסף)		exact	P-2-facs_383_r_91	1	718	ok
עטינגער	surnames	6.0	עטינגער שלמה (דר.]	עטינגער שרה [גליקמאַן]		exact	P-2-facs_385_tr_1744366798	1	1597	ok
עטינגערן	surnames	1.0	עטינגער, יוסף	עטינגער שלמה (דר.]		exact	P-2-facs_384_tr_1744366804	1	1598	ok
