source_sheet	volume	xml_id	heading	index_unmatched	extras
volume 4 align	4.0	facs_619_tr_1755030061	קרעמער, איזאַ		קרעמער, איזאַ 1463:4
volume 4 align	4.0	facs_141_tr_1754377600	ראַבינאָוויטש, לעאָן [לייבל]		ראַבינאָוויטש, לעאָן )לייבל( 6862:4
volume 4 align	4.0	facs_386_tr_1755029936	ראָבינער, אסתר		ראַבינער, אסתר 6713:4
volume 4 align	4.0	facs_356_tr_1754998402	ראָגאָוו, דוד		ראָגאָוו, דוד 6113:4
volume 4 align	4.0	facs_386_tr_1755029933	ראָזאַנקאַ, וויעראַ [שרה ווינער]		ראָזאַנקאָ, וויעראַ )שפרע ווינער( 5713:4
volume 4 align	4.0	facs_65_tr_1753681954	ראָזענבערג ישראל		ראָזענבּערג, ישראל )אַמעריקע( 3352:4
volume 4 align	4.0	facs_57_tr_1753681918	ראָזענבערג, ישראל		ראָזענבּערג, ישראל )רוסלאַנד( 7152:4
volume 4 align	4.0	facs_359_tr_1754998378	ראָזענטאַל, יאַשאַ [יעקב-בער]		ראָזענטאַל, יאַשאַ )יעקב-בּער( 1213:4
volume 4 align	4.0	facs_41_r_2	ראָזענטאַל, מאַקס		ראָזענטאַל, מאַקס 5842:4
volume 4 align	4.0	facs_276_tr_1754998432	ראָזענטאַל, סאַבינאַ		ראָזענטאַל, סאַבּינאַ 6592:4
volume 4 align	4.0	facs_202_tr_1754998544	ראָזענפעלד, יונה		ראָזענפעלד, יונה 8082:4
volume 4 align	4.0	facs_82_tr_1753938284	ראָזענפעלד, מאָריס [משה יעקב, אַלטער]		מאָריס ראָזענפֿעלד (משה-יעקב אַלטער) 4:2567
volume 4 align	4.0	facs_96_tr_1753602020	ראָזענשטיין, לייזער		ראָזענשטיין, לייזער 5952:4
volume 4 align	4.0	facs_39_tr_1752612112	ראָזענשטיין, סעמועל [שמואל]		ראָזענשטיין, סעמועל 2842:4
volume 4 align	4.0	facs_274_tr_1754998431	ראָטשטיין, עליאַס		ראָטשטיין, עליאַס 2592:4
volume 4 align	4.0	facs_614_tr_1755030236	ראַסקין, שאַול		ראַסקין, שאול 2363:4
volume 4 align	4.0	facs_323_tr_1754998449	ראָפֿאָלאַ קלאַראַ		ראַפאַלאַ, קלאַראַ 9403:4
volume 4 align	4.0	facs_201_tr_1754998574	ראַפּעל, מישאַ [משה ראַפּאָפּאָרט]		ראַפּעל, מישאַ 6082:4
volume 4 align	4.0	facs_47_r_2	ראַקאָוו, נ.		ראַקאָוו, נ. 7942:4
volume 4 align	4.0	facs_249_tr_1754998575	רובין, גרשון		רובין, גרשון 1092:4
volume 4 align	4.0	facs_627_tr_1755030085	רובין, מנחם [עקהייזער קייזער]		רובין, מנחם )עקהייזער, קייזער( 7563:4
volume 4 align	4.0	facs_274_tr_1754998428	רובין, ראָזאַ		רובין, ראָזאַ 2592:4
volume 4 align	4.0	facs_661_tr_1755030263	רויזעלע ליבקין		
volume 4 align	4.0	facs_79_tr_1753938272	רויך, יעטאָ		רויך, יעטאַ 1652:4
volume 4 align	4.0	facs_97_tr_1753602022	רוניטש, אַסיפּ		רוניטש, אָסיפּ 7952:4
volume 4 align	4.0	facs_69_r	רוסאַטאָ, הענרי		רוסאָטאַ, הענרי )הייםנעסוויזשקי( 2452:4
volume 4 align	4.0	facs_658_tr_1755030003	רחל (קאָקאָ) זינגער		
volume 4 align	4.0	facs_322_tr_1754998441	רייטין (רייצען], דוד		רייטץ )רייצען(, דוד 7403:4
volume 4 align	4.0	facs_325_tr_1754998561	רייכער, עמנואל		רייכער, עמנואל 3503:4
volume 4 align	4.0	facs_385_tr_1755029934	ריינגאָלד לואיס [אַלער דוד אַזשאַראָוו]		)אלעזר דוד אַזשאַראַוו( 3713:4
volume 4 align	4.0	facs_34_r_1	ריינהאָרט פעני [זלאטע-פֿייגע בראון]		ריינהאַרט, פעני 1742:4
volume 4 align	4.0	facs_103_tr_1753681918	ריכטער, משה		ריכטער, משה 9062:4
volume 4 align	4.0	facs_635_tr_1755030187	רעכטצייט, יעקב		רעכטצייט, יעקב 3763:4
volume 4 align	4.0	facs_394_tr_1755030217	רעלקין, ערווין, א. נאַרנאָלד אַברהם]		רעלקין, עדווין א. )אַראָלד, אברהם( 2913:4
volume 4 align	4.0	facs_28_r	שאצקי, יעקב, דר.		שאַצקי, יעקב, דר. 9542:4
volume 4 align	4.0	facs_252_tr_1754998536	שאָר [שור], אַנשל		שאָר )שור(, אַנשל 7092:4
volume 4 align	4.0	facs_123_tr_1753936429	שאָר [שור], משה		שאָר )שור(, משה 0562:4
volume 4 align	4.0	facs_276_tr_1754998430	שאָר יהושע-העשל		שאָר, יהושע-העשל 5592:4
volume 4 align	4.0	facs_101_r_1	שאַראַוונער, דוד		שאַראַוונער, דוד 6062:4
volume 4 align	4.0	facs_102_r_1	שאַראַוונער, סאָניאַ		שאַראַוונער, סאָניאַ )סאָפיאַ ווינער( 7062:4
volume 4 align	4.0	facs_670_tr_1755030250	שאַרי שאַרף		
volume 4 align	4.0	facs_43_r	שאַרקאַנסקי, אַברהם מיכל		שאַרקאַנסקי, אברהם-מיכל 0942:4
volume 4 align	4.0	facs_60_tr_1753681919	שוואַרץ, מאיר		שוואַרץ, מאיר 4252:4
volume 4 align	4.0	facs_269_tr_1754998524	שוואַרצבערג, יוסף		שוואַרצבּערג, יוסף 2492:4
volume 4 align	4.0	facs_632_tr_1755030238	שווייד, מאַרק [וואָלף-מרדכי]		שווייד, מאַרק 7663:4
volume 4 align	4.0	facs_493_tr_1755030116	"שווער צו זיין אַ ייד“ („דער בלוטיקער שפּאַס"")"		
volume 4 align	4.0	facs_381_r	שולמאַן, נייטאָן		שולמאַן, נייטאַן 6613:4
volume 4 align	4.0	facs_247_tr_1754998367	שטויב, פֿערדינאַנד		שטויב, פערדינאַנד 8982:4
volume 4 align	4.0	facs_641_tr_1755030027	שטיינבערג, שלמה		שטיינבּערג, שלמה 6863:4
volume 4 align	4.0	facs_89_tr_1753938268	שטרענג, מאַקס		שטרענג, מאַקס 1852:4
volume 4 align	4.0	facs_207_tr_1754998369	שילדקרויט, רודאָלף [חיים-מרדכי]		שילדקרויט, רודאָלף )חיים-מרדכי( 7182:4
volume 4 align	4.0	facs_80_tr_1753938276	שילינג, סעם [שמחה]		שילינג, סעם )שמחה( 3652:4
volume 4 align	4.0	facs_79_tr_1753938275	שימאַנסקי (סיימאַן], אַברהם-שמואל		שימאַנסקי )סיימאָן(, אברהם-שמואל 1652:4
volume 4 align	4.0	facs_409_r_1	שיקאַגער דראַמאַטישע געזעלשאַפט		שיקאַגער דראַמאַטישע געזעלשאַפט 1223:4
volume 4 align	4.0	facs_453_tr_1755030106	שלום-עליכם [שלום ראַבינאָוויטש]		שלום-עליכם )ראַבּינאָוויטש, שלום( 9033:4
volume 4 align	4.0	facs_563_tr_1755030325	שלום-עליכמס אינטערעס צו יידישער מוזיק		
volume 4 align	4.0	facs_579_tr_1755030126	שלום-עליכמס קליינע דראַמאַטיזאַציעס:		
volume 4 align	4.0	facs_330_tr_1754998389	שליף נייטאָן נתן שליפקאָוויטש]		שליף, נייטאַן 3603:4
volume 4 align	4.0	facs_668_tr_1755029972	שמואל קאַרפּמאַן		
volume 4 align	4.0	facs_599_tr_1755030067	שמש, משה		שמש, משה 2063:4
volume 4 align	4.0	facs_401_tr_1755030076	שניאור, חיים [שניאור-היים גאַמעראָוו]		
volume 4 align	4.0	facs_115_tr_1753936446	שנייער, סעם		שנייער, סעם 4362:4
volume 4 align	4.0	facs_322_tr_1754998436	שנייער, רע[כיענע רייזל פּעימאַן]		שנייער, רעי 8403:4
volume 4 align	4.0	facs_323_tr_1754998450	שניצער לואיס [ישראל-לייב]		שניצער, לואיס )ישראל-לייבּ( 0503:4
volume 4 align	4.0	facs_270_tr_1754998435	שעהנגאָלד אבא [אַלבערט]		שעהנגאָלד, אבא )אַלבּערט( 4492:4
volume 4 align	4.0	facs_86_tr_1753938260	שעהנגאַלד בעני		שעהנגאָלד, בעני 5752:4
volume 4 align	4.0	facs_274_tr_1754998433	שעהנגאָלד, קלאַראַ		שעהנגאָלד, קלאַראַ 1592:4
volume 4 align	4.0	facs_248_tr_1754998565	שעהנהאָלץ, דוד		שעהנהאָלץ, דוד 9982:4
volume 4 align	4.0	facs_355_tr_1754998462	שעהר, מאיר		שעהר, מאיר 3113:4
volume 4 align	4.0	facs_587_tr_1755030057	שעיווער לאַזאַראָוו, עמאַ		שעיווער-לאַזאַראָוו, עמאַ 8753:4
volume 4 align	4.0	facs_88_tr_1753938255	שענקמאַן, דוד (?]		שענקמאַן, דוד ]?[ 0852:4
volume 4 align	4.0	facs_87_tr_1753938277	שענקמאַן, זיגמונד (זיינוול]		שענקמאַן, זיגמונד )זיינוול( 7752:4
volume 4 align	4.0	facs_98_r_2	שערמאַן, פּנחס		שערמאַן, פנחס )שוכמאַכער( 0062:4
volume 4 align	4.0	facs_591_tr_1755030163	שפּיטאַלניק, לייבוש		שפּיטאַלניק, לייבּוש 5853:4
Volume 2 Align	2.0	facs_9_r	טאַבּאַק, אַברהם		טאַבּאַק, אברהם 108:2
Volume 2 Align	2.0	facs_9_tr_1743943374	טאַבאַק, אַננאַ		טאַבּאַק, אַננאַ 108:2
Volume 2 Align	2.0	facs_9_r_3	טאַבאַקשניידער מ. י.		טאַבּאַקשיידער, מ.י. 208:2
Volume 2 Align	2.0	facs_9_tr_1743943368	טאָביאַס, סעמועל [שמואל טאַבאַטשניקאָוו]		
Volume 2 Align	2.0	facs_10_tr_1743943354	טאָגער, אהרן		טאַגער, אהרן 408:2
Volume 2 Align	2.0	facs_10_tr_1743943373	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]		טאָמאַשעוו]פ[סקי, בּאָריס )בּרוך-אהרן( 408:2
Volume 2 Align	2.0	facs_28_tr_1744131420	טאָמאַשעווסקי, בעסי [ברכה באומפעלד-קויפמאַן]		
Volume 2 Align	2.0	facs_31_tr_1744131359	טאָמאַשעווסקי, הער (הערש-יונה)		טאָמאַשעווסקי, הערי )הערש-יונה( 648:2
Volume 2 Align	2.0	facs_31_tr_1744131345	טאָמאַשעווסקי, מייק (מרדכי)		טאָמאַשעווסקי, מייק )מרדכי( 648:2
Volume 2 Align	2.0	facs_32_tr_1744131395	טאָמאַשעווסקי, עני		טאָמאַשעווסקי, עני 748:2
Volume 2 Align	2.0	facs_32_tr_1744131393	טאָמאַשעווסקי, פּנחס		טאָמאַשעווסקי, פּנחס 848:2
Volume 2 Align	2.0	facs_33_r_12	טאָמבאק, ג.וו		טאָמבּאַק, ג.וו. 948:2
Volume 2 Align	2.0	facs_33_r	טאַנטשוק, [?]		טאַנטשוּק )?( 058:2
Volume 2 Align	2.0	facs_34_tr_1744131425	טאַנין, שלום [טאַנקוס]		טאַנין, שלום )טאַנקוּס( 158:2
Volume 2 Align	2.0	facs_34_tr_1744131418	טאַנענצאפּ, דוד		טאַנענצאפּ, דוד 158:2
Volume 2 Align	2.0	facs_34_tr_1744131414	טאַנצמאַן, אַברהם-יצחק		טאַנצמאַן, אברהם-יצחק 258:2
Volume 2 Align	2.0	facs_35_tr_1744131361	טאַנצמאַן, בערטאַ [בערלין]		טאַנצמאַן, בּערטאַ )בּערלין( 458:2
Volume 2 Align	2.0	facs_36_tr_1744131432	טאַנצמאַן, יאָזעף		טאַנצמאַן, יאַזעף 558:2
Volume 2 Align	2.0	facs_36_tr_1744131446	טאקסא, סאַמואיל		טאַקסא, סאַמוּאיל 558:2
Volume 2 Align	2.0	facs_36_tr_1744131442	טארוּ, רות [רייזל טוכמאַכער]		טאַרי, רות )רייזל טוּכמאַכער( 658:2
Volume 2 Align	2.0	facs_36_r_4	טאַרלאָ, הענרי		טאַרלאָ, הענרי 658:2
Volume 2 Align	2.0	facs_37_tr_1744131397	טאַרלאָווסקי, משה		טאַרלאָווסקי, משה 758:2
Volume 2 Align	2.0	facs_37_tr_1744131389	טאָרבערג, סעמיועל (שמואל)		טאָרנבּערג, סעמיועל )שמוּאל( 858:2
Volume 2 Align	2.0	facs_38_tr_1744131347	טהאל, סידי (סאַלי בירקענטאל]		טהאל, סידי )סאַלי בּירקענטאַל( 068:2
Volume 2 Align	2.0	facs_39_tr_1744131440	טהור מאַטיאָס (מתתיהו)		טהוּר, מאַטיאַס )מתּתיהוּ( 168:2
Volume 2 Align	2.0	facs_39_r_1	טויבענשלאַג, חיים		טויבּענשלאַג, חיים 168:2
Volume 2 Align	2.0	facs_39_tr_1744131454	טויבער, חיים		טויבּער, חיים 268:2
Volume 2 Align	2.0	facs_40_tr_1744131398	טוכבאַנד מאָריס		טוּכבּאַנד, מאָריס 368:2
Volume 2 Align	2.0	facs_40_tr_1744131399	טוכמאַן, ליזאַ [קיידאַן]		טוּכמאַן, ליזאַ )קיידאַן( 368:2
Volume 2 Align	2.0	facs_40_r	טוללער, דזשאָדזש [זלמן טאָלער]		טוּללער, דזשאָדזש )זלמן טאָלער( 468:2
Volume 2 Align	2.0	facs_41_tr_1744131371	טוניס, הערמאַן [חיים-הערש אָווענד]		טוּניס, הערמאַן )חיים-הערש אַווענד( 568:2
Volume 2 Align	2.0	facs_41_tr_1744131372	טונקעלער דער [יוסף טונקעל]		טוּנקעלער, דער )יוסף טוּנקעל( 568:2
Volume 2 Align	2.0	facs_41_tr_1744131374	טופמאַן, יהושע		טוּפמאַן, יהושע 668:2
Volume 2 Align	2.0	facs_42_tr_1744131428	טופמאַן, מרים [פּאַקענטרעגער]		טוּפמאַן, מרים )פּאקענטרעגער( 768:2
Volume 2 Align	2.0	facs_42_tr_1744131430	טוראָווסקי, יעקב		טוּראָווסקי, יעקב 768:2
Volume 2 Align	2.0	facs_42_tr_1744131426	טורקאָוו, זיגמונט		טוּרקאָוו, זיגמוּנט 868:2
Volume 2 Align	2.0	facs_44_tr_1744131410	טורקאָוו, יאָנאַס		טוּרקאָוו, יאָנאַס 178:2
Volume 2 Align	2.0	facs_45_r_4	טורקאָוו, יצחק		
Volume 2 Align	2.0	facs_45_r_9	טורקאָוו, מאַרק		טוּרקאָוו, מאַרק 378:2
Volume 2 Align	2.0	facs_45_tr_1744131387	טורקאָוו, רחל		
Volume 2 Align	2.0	facs_45_tr_1744131386	טורש, ב.		טוּרש, בּ. 478:2
Volume 2 Align	2.0	facs_46_tr_1744131398	טיטעלמאַן, מרדכי-חיים		טיטעלמאַן, מרדכי-חיים 578:2
Volume 2 Align	2.0	facs_46_tr_1744131404	טייטעלבוים, אַברהם (=שלום, סעם)		טייעלבּוים, אברהם )שלום, סעם( 578:2
Volume 2 Align	2.0	facs_47_tr_1744131441	טייטעלבוים, חנה [אַננאַ דרוקער]		טייעלבּוים, חנה )אַננאַ דרוּקער( 878:2
Volume 2 Align	2.0	facs_47_tr_1744131445	טייטש, משה		טייטש, משה 878:2
Volume 2 Align	2.0	facs_48_r	טייך-גאַזניק, משה		טייך-גאַזניק, משה 978:2
Volume 2 Align	2.0	facs_48_r_2	טיימאַן, משה		טיימאַן, משה 088:2
Volume 2 Align	2.0	facs_49_tr_1744131389	טימיאַנאָף, אַדאָלף [טימיאַנקאָ]		טימיאַנאָף, אַדאָלף )טימיאַנקאָ( 188:2
Volume 2 Align	2.0	facs_49_tr_1744131387	טיקמאַן, יעקב		טיקמאַן, יעקב 188:2
Volume 2 Align	2.0	facs_49_r_4	"טעאַטער-מוזיי א""נ פֿון אסתר-רחל קאַמינסקי ביים ייוו""א."		
Volume 2 Align	2.0	facs_50_tr_1744131398	טעאַטער-סטודיעס.		טעאַטער-סטודיעס 388:2
Volume 2 Align	2.0	facs_50_tr_1744131407	וויטעבּסקער סטוּדיע.		
Volume 2 Align	2.0	facs_50_r_2	ווייסרוּסלענדיש-יידישע מלוּכה-סטוּדיע.		
Volume 2 Align	2.0	facs_50_tr_1744131393	"""יידיש טעאַטער-סטודיע"" אין וואַרשע."		
Volume 2 Align	2.0	facs_50_r	פּעטראָגראַדער סטוּדיע.		
Volume 2 Align	2.0	facs_50_tr_1744131400	"קיעווער ""קוּלטוּר-ליגע""."		
Volume 2 Align	2.0	facs_50_tr_1744131406	"""שלם-עליכם-סטוּדיע""."		
Volume 2 Align	2.0	facs_50_tr_1744131396	"„טעאַליג"" [טעאַטער-ליבּהאָבּער-געזעלשאַפט]"		
Volume 2 Align	2.0	facs_51_tr_1744131371	"„טעיאַטאָר פֿין חסידים""."		
Volume 2 Align	2.0	facs_51_tr_1744131372	טענענהאָלץ, אליהוּ		טענענהאָלץ, אליהוּ 588:2
Volume 2 Align	2.0	facs_52_tr_1744131407	טעפּליצקי, מענדעל		טעפּליצקי, מענדעל 788:2
Volume 2 Align	2.0	facs_52_tr_1744131414	טעפּער, קלמן (קאָליאַ)		טעפּער, קלמן )קאָליאַ( 888:2
Volume 2 Align	2.0	facs_53_tr_1744131450	טעפנער, אַדאָלף		טעפנער, אַדאָלף 988:2
Volume 2 Align	2.0	facs_53_r_6	טער, יעקב		טער, יעקב 988:2
Volume 2 Align	2.0	facs_54_r_3	טראַכטמאַן, יעקב-שמוּאל		טראַכטמאַן, יעקב-שמוּאל 198:2
Volume 2 Align	2.0	facs_54_r_9	טרוימאַן, חנה [קאַץ]		טרוימאַן, חנה )קאַץ( 198:2
Volume 2 Align	2.0	facs_54_tr_1744131418	טרוימאַן, לייבּ [גאָרדאָן]		
Volume 2 Align	2.0	facs_54_r_15	טריאָ רימס-ראַמס-ראָמס.		טריאַ רימס-ראַמס-ראָמס 298:2
Volume 2 Align	2.0	facs_54_r_13	טרייטלער, חיים-בּנימין (טשאַרלז)		טרייטלער, חיים-בּנימין )טשאַרלז( 298:2
Volume 2 Align	2.0	facs_55_tr_1744131451	טרייסטמאַן, נאָסען [נאכעמיע]		טרייסטמאַן, נאָסען )נאכעמיע( 398:2
Volume 2 Align	2.0	facs_55_r_2	טרייסי, אַרטוּר		טרייסי, אַרטוּר 498:2
Volume 2 Align	2.0	facs_56_tr_1744131372	טרילינג, איליאַ (סימאָן)		טרילינג, איליאַ )סימאָן( 598:2
Volume 2 Align	2.0	facs_56_tr_1744131366	טרילינג, מאַניע (מרים)		טרילינג, מאַניע )מרים( 698:2
Volume 2 Align	2.0	facs_57_tr_1744131462	טרעפּעל, אַווראָם		טרעפּעל, אַווראָם 798:2
Volume 2 Align	2.0	facs_57_tr_1744131461	טשאַפּניק, מנחם		טשאַפּניק, מנחם 798:2
Volume 2 Align	2.0	facs_57_tr_1744131457	טשאָרני, ג.		טשאָרני, ג. 798:2
Volume 2 Align	2.0	facs_57_tr_1744131453	טשיזשיק, בוּנעם		
Volume 2 Align	2.0	facs_57_r_6	טשיזשיק, דאָראַ		טשיזשיק, דאָראַ 898:2
Volume 2 Align	2.0	facs_57_tr_1744131463	טשיזשיק, יוסף		טשיזשיק, יוסף 898:2
Volume 2 Align	2.0	facs_58_tr_1744131437	טשיזשיק, לאה		טשיזשיק, לאה 998:2
Volume 2 Align	2.0	facs_58_tr_1744131430	טשיזשיק, מאַניאַ [פירשטענפעלד]		טשיזשיק, מאַניאַ )פירשטענפעלד( 998:2
Volume 2 Align	2.0	facs_58_r_7	טשיזשיק, משה		טשיזשיק, משה 998:2
Volume 2 Align	2.0	facs_58_tr_1744131436	טשיזשיק, עמנוּאל		טשיזשיק, עמנוּאל 009:2
Volume 2 Align	2.0	facs_59_tr_1744131417	טשייקאָווסקי, הערי [הערשל חייקאָווסקי]		
Volume 2 Align	2.0	facs_59_tr_1744131425	טשעטשיק, דוד		טשעטשיק, דוד 209:2
Volume 2 Align	2.0	facs_59_tr_1744131426	טשעמערינסקי, בּרוּך		טשעמערינסקי, בּרוּך 209:2
Volume 2 Align	2.0	facs_60_r_2	טשעמערינסקי, חיים-אליעזר-משה		טשעמערינסקי( 1831:2
Volume 2 Align	2.0	facs_60_r_4	טשעפּלין		טשעפּלין 309:2
Volume 2 Align	2.0	facs_60_tr_1744131433	טשעריש, דזשעק [יצחק-יעקב חרש]		טשעריש, דזשעק )יצחק-יעקב חרש( 49:2
Volume 2 Align	2.0	facs_60_tr_1744131442	טשערנאַווסקי, יוסף		טשערניאַווסקי, יוסף 409:2
Volume 2 Align	2.0	facs_61_tr_1744131352	טשערניאַק, עני [פיינמאַן]		טשערניאַק, עני )פיינמאַן( 609:2
Volume 2 Align	2.0	facs_62_tr_1744131370	יאַבלאָנסקי, אַברהם-יצחק [יאַבלאָנקא]		
Volume 2 Align	2.0	facs_62_tr_1744131375	יאַבּלאָקאָוו, חיים [יאַבּלאָניק]		יאַבּלאָקאָוו, חיים )יאַבּלאָניק( 709:2
Volume 2 Align	2.0	facs_62_tr_1744131377	יאַגאָדאַ, זאַכאַר		יאַגאָדאַ, זאַכאַר 809:2
Volume 2 Align	2.0	facs_62_tr_1744131376	יאָוועליר דזשין (בּעלאַ)		יאָוועליר, דזשין )בּעלאַ( 809:2
Volume 2 Align	2.0	facs_63_r_2	יאָוועליר, קלמן		יאָוועליר, קלמן 909:2
Volume 2 Align	2.0	facs_63_tr_1744131370	יאוּשזאָן בּ. [משה יוסטמאַן]		יאוּשזאָן, בּ. )משה יוּסטמאַן( 019:2
Volume 2 Align	2.0	facs_63_tr_1744131371	יאָזעפזאָהן, לואי		יאָזעפזאָהן, לוּאי 019:2
Volume 2 Align	2.0	facs_64_tr_1744131365	יאָזעפזאָן, סאַול		יאָזעפזאָן, סאַול 119:2
Volume 2 Align	2.0	facs_64_r_6	יאָזעפזאָן, רייטשל		
Volume 2 Align	2.0	facs_64_tr_1744131363	יאָלעס-גימפּעל, מאַלווינאַ		
Volume 2 Align	2.0	facs_64_tr_1744131361	יאַנאָווסקי, שאוּל-יוסף		יאַנאָווסקי, שאוּל-יוסף 219:2
Volume 2 Align	2.0	facs_65_tr_1744131350	יאַנאָווער, דוד		יאַנאָווער, דוד 319:2
Volume 2 Align	2.0	facs_65_tr_1744131354	יאָנג, בערנאַרד [בועז יונגוויץ]		יאָנג, בּערנאַרד )בּועז יונגוויץ( 419:2
Volume 2 Align	2.0	facs_67_tr_1744131421	יאָנג, קלאַראַ [חיה-ריסיע שפּיקאָליצער]		
Volume 2 Align	2.0	facs_69_tr_1744131401	יאָנגמאַן, דזשייקאָבּ [יעקב יונקמאַן]		יאָנגמאַן, דזשייקאָבּ )יעקב יוּנקמאַן( 129:2
Volume 2 Align	2.0	facs_69_tr_1744131404	יאָנגעלסאָן, נייט. {נתן)		יאָנגעלסאָן, נייט. )נחן( 229:2
Volume 2 Align	2.0	facs_69_tr_1744131410	יאַנפּאָלסקי, בּ.		יאַנפּאָלסקי, בּ. 229:2
Volume 2 Align	2.0	facs_70_tr_1744131377	יאַנקאָ יאַשאַ [מעיטעס]		יאַנקאָ, יאַשאַ )מעיטעס( 829:2
Volume 2 Align	2.0	facs_70_tr_1744131390	יאָסיליס, חיים		יאָסיליס, חיים 829:2
Volume 2 Align	2.0	facs_70_tr_1744131386	בריך שפּטרני		
Volume 2 Align	2.0	facs_70_tr_1744131388	יאָעליט, חוה [גרינשפּאַן]		יאָעליט, חוה )גרינשפּאַן( 929:2
Volume 2 Align	2.0	facs_71_tr_1744131401	יאַקאָבּ, מאָזעס (משה-יעקב)		יאַקאָבּ, מאָזעס )משה-יעקב( 529:2
Volume 2 Align	2.0	facs_71_tr_1744131408	יאַקאָבּי, פּראָפעסאָר		יאַקאָבּי, פּראָפעסאָר 529:2
Volume 2 Align	2.0	facs_71_tr_1744131407	יאקב בּה' יחזקאָל מפּוזנן		יאקב בּה’ יחזקאל מפּוזנן 629:2
Volume 2 Align	2.0	facs_72_tr_1744131382	יאַקובּאָוויטש א. ל.		יאַקובּאָוויטש, א. ל. 729:2
Volume 2 Align	2.0	facs_72_tr_1744131376	יאָקוּבּאָוויטש, אַננאַ [חנה מייעראָוויטש]		
Volume 2 Align	2.0	facs_72_tr_1744131378	יאָקובאָוויטש, היימאַן (חיים-נתן)		יאַקובּאָוויטש, היימאַן )חיים-נתן( 829:2
Volume 2 Align	2.0	facs_73_tr_1744131433	יאַקוּבּאָוויטש, לאָלאַ [סאלפיש]		יאַקובּאָוויטש, לאָלאַ )סאלפיש( 929:2
Volume 2 Align	2.0	facs_73_tr_1744131432	יאָקובאָוויטש, ליאָשאַ		יאַקובּאָוויטש, ליאָשאַ 929:2
Volume 2 Align	2.0	facs_73_r	יאַקוּבּאָוויטש, לייזער		יאַקובּאָוויטש, לייזער 039:2
Volume 2 Align	2.0	facs_73_tr_1744131429	יאַקובזאָן, [?]		יאַקוּבּזאָן, ]?[ 039:2
Volume 2 Align	2.0	facs_73_tr_1744131424	יאַראָסלאַווסקאַ, זלאַטע		יאַראָסלאַווסקאַ, זלאַטע 039:2
Volume 2 Align	2.0	facs_74_r_3	יאַריכאָווסקי, אַליהו-זלמן		יאַריכאָווסקי, אליהו-זלמן 139:2
Volume 2 Align	2.0	facs_74_tr_1744131378	יהואש [שלמה בּלוּמגאַרטען]		יהואש 139:2
Volume 2 Align	2.0	facs_75_tr_1744131424	יהודית [רחל בערנשטיין]		יהודית )רחל בּערנשטיין( 339:2
Volume 2 Align	2.0	facs_75_tr_1744131430	יודסאָן, שלמה		יוּדסאָן, שלמה 339:2
Volume 2 Align	2.0	facs_75_tr_1744131432	יוּווילער, מאַרק		יוּווילער, מאַרק 439:2
Volume 2 Align	2.0	facs_75_tr_1744131431	יוּלין, יהודה [עטמאַן]		יוּלין, יהוּדה )עטמאַן( 439:2
Volume 2 Align	2.0	facs_76_r	"""יונג-אַרגענטינע""."		יוּנג-אַרגענטינע 539:2
Volume 2 Align	2.0	facs_77_tr_1744131367	יונגווירט, לעאָפּאָלד (פרץ)		
Volume 2 Align	2.0	facs_77_tr_1744131366	יונגווירט, ערנעסטינע [קערנער]		
Volume 2 Align	2.0	facs_77_tr_1744131362	יושקעוויטש, סעמיאָן		יוּשקעוויטש, סעמיאָן 739:2
Volume 2 Align	2.0	facs_79_r_1	"„פאַריין יידישע בינע""."		
Volume 2 Align	2.0	facs_79_r_5	"""יידישע דראַמאַטישע שול"""		יידישע דראַמאַטישע שול 249:2
Volume 2 Align	2.0	facs_79_tr_1744131391	יידיש טעאַטער אין ארץ-ישראל.		יידיש טעאַטער אין ארץ-ישראל 249:2
Volume 2 Align	2.0	facs_81_tr_1744131370	"""יידישע טעאַטער-סטודיע""."		יידישע טעאַטער-סטוּדיע 549:2
Volume 2 Align	2.0	facs_81_r_2	יידישע מלוכה-טעאַטערס.		
Volume 2 Align	2.0	facs_81_tr_1744131360	אוקראַאינער יידישער מלוכה-טעאַטער.		
Volume 2 Align	2.0	facs_81_tr_1744131358	ווייסרוסישער יידישער מלוכה-טעאַטער.		
Volume 2 Align	2.0	facs_81_tr_1744131362	ווילנער יידישע מלוכה-טעאַטער.		
Volume 2 Align	2.0	facs_82_tr_1744131388	"כאַרקאָווער ""קוּנסט-ווינקל""."		
Volume 2 Align	2.0	facs_82_tr_1744131382	מאָסקווער יידישער מלוכה-טעאַטער. (גאָסעקט, גאָסט מימט)		
Volume 2 Align	2.0	facs_82_r	פראָנט-טעאַטער.		
Volume 2 Align	2.0	facs_82_r_2	קיעווער יידישער מלוכה-טעאַטער.		
Volume 2 Align	2.0	facs_82_tr_1744131389	ריגער יידישער מלוכה-טעאַטער (ריגער יידישער מעוטים-טעאַטער)		
Volume 2 Align	2.0	facs_82_tr_1744131384	ים, א. [יעקב-אברהם יערוכאָמאָוויטש — י. א. מעריסאָן]		
Volume 2 Align	2.0	facs_83_r_1	יעגער ראָזעטאַ [פאגעט]		יעגער, ראָזעטאַ )פּאגעט( 949:2
Volume 2 Align	2.0	facs_83_tr_1744131381	יעדוואַבּ, הערש		יעדוואַבּ, הערש 059:2
