db_id	hebname	english	alternative_name	gender	date_born	date_died	born_in	died_in	external_source_id	external_source	author_of	editor_of	mentioned_in	professional_role_org	professional_role_perf	character_perf	created_expressions	name_variants	probably_not_zylbercweig	source	raw
1729	יעקב גאַרטענשעיין (הארטענשטיין)	Jacob Gartenstein		Male					yt/lex/G/gartenstein-jacob.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Jacob Gartenstein|1729|יעקב גאַרטענשעיין (הארטענשטיין)
1730	הענרי גאסטווירט	Henry M. Gastvirt		Male					yt/lex/G/gastvirt-henry-m.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Henry M. Gastvirt|1730|הענרי גאסטווירט
1731	ראָזאַ גאזעל (פאזניאק)	Roza Gazel		Female					moyt/lex/G/gazel-roza-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Roza Gazel|1731|ראָזאַ גאזעל (פאזניאק)
1732	מאַרקוס גאַזאָווסקי (מענדעלע)	Marcus Gazovsky		Male					yt/lex/G/gazovsky-marcus.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Marcus Gazovsky|1732|מאַרקוס גאַזאָווסקי (מענדעלע)
1733	מרדכי געבירטיג	Mordechai Gebirtig		Male					yt/lex/G/gebirtig-mordechai.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Mordechai Gebirtig|1733|מרדכי געבירטיג
1734	פּיניע געדולד	Pinie Geduld		Male					moyt/lex/G/geduld-pinie-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Pinie Geduld|1734|פּיניע געדולד
1735	בּערנאַרד געלינג	Bernard Geiling		Male					yt/lex/G/geiling-bernard.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Bernard Geiling|1735|בּערנאַרד געלינג
1736	מיכל געלבּאַרט	Michael Gelbart		Male					yt/lex/G/gelbart-michael.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Michael Gelbart|1736|מיכל געלבּאַרט
1737	געניאַ געלבער	Genia Gelber		Female					yt/lex/G/gelber-genia.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Genia Gelber|1737|געניאַ געלבער
1738	אידאַ געלפאַנד	Ida Gelfand		Female					moyt/lex/G/gelfand-ida-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Ida Gelfand|1738|אידאַ געלפאַנד
1739	לעאָן געליס	Leon Gelis		Male					yt/lex/G/gelis-leon.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Leon Gelis|1739|לעאָן געליס
1740	מ. געלער	M. Geller		Male					yt/lex/G/geller-m.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	M. Geller|1740|מ. געלער
1741	הירש גענדעל	Hirsh Gendel		Male					yt/lex/G/gendel-hirsh.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Hirsh Gendel|1741|הירש גענדעל
1742	סאָלאָמאַן גענפער	Solomon Genfer		Male					yt/lex/G/genfer-solomon.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Solomon Genfer|1742|סאָלאָמאַן גענפער
1743	מ. זשאָרזש (מאָטל אביון)	M. George		Male					yt/lex/G/george-m.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	M. George|1743|מ. זשאָרזש (מאָטל אביון)
1744	א. גערמאַן	A.M. German		Male					yt/lex/G/german-a-m.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	A.M. German|1744|א. גערמאַן
1745	ישראל גערמאַן	Israel German		Male					moyt/lex/G/german-israel-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Israel German|1745|ישראל גערמאַן
1746	לוסי גערמאַן (לאָשאַ קוטנער)	Lucy German		Female					yt/lex/G/german-lucy.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Lucy German|1746|לוסי גערמאַן (לאָשאַ קוטנער)
1747	מישע גערמאַן (הערמאַן)	Misha German		Male					yt/lex/G/german-misha.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Misha German|1747|מישע גערמאַן (הערמאַן)
1748	הערש גערשאַנאָוויטש	Hersh Gershanovitsh		Male					yt/lex/G/gershanovitsh-hersh.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Hersh Gershanovitsh|1748|הערש גערשאַנאָוויטש
1749	מ. גערשאָי (משה גערשויג)	M. Gershoy		Male					yt/lex/G/gershoy-m.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	M. Gershoy|1749|מ. גערשאָי (משה גערשויג)
1750	סעם גערשטענזאַנג (שמואל)	Sam Gerstenzang		Male					yt/lex/G/gerstenzang-sam.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sam Gerstenzang|1750|סעם גערשטענזאַנג (שמואל)
1751	בּערטאַ גערסטין	Berta Gerstin		Female					yt/lex/G/gerstin-berta.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Berta Gerstin|1751|בּערטאַ גערסטין
1752	סעם גערטלער (ישראל)	Sam Gertler		Male					yt/lex/G/gertler-sam.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sam Gertler|1752|סעם גערטלער (ישראל)
1753	אַדאָלף גערטנער	Adolf Gertner		Male					yt/lex/G/gertner-adolf.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Adolf Gertner|1753|אַדאָלף גערטנער
1754	בּעטי גערטנער	Betty Gertner		Female					yt/lex/G/gertner-betty.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Betty Gertner|1754|בּעטי גערטנער
1755	יאַקאָוו גערטנער	Jacob Gertner		Male					yt/lex/G/gertner-jacob.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Jacob Gertner|1755|יאַקאָוו גערטנער
1756	דזשעני גערטנער (שיינדל שטערן)	Jennie Gertner		Female					yt/lex/G/gertner-jennie.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Jennie Gertner|1756|דזשעני גערטנער (שיינדל שטערן)
1757	מ. גערץ (מאָשקאָוויטש)	M. Gertz		Male					yt/lex/G/gertz-m.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	M. Gertz|1757|מ. גערץ (מאָשקאָוויטש)
1758	העלענאַ געשפּאַס	Helene Gespass		Female					yt/lex/G/gespass-helene.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Helene Gespass|1758|העלענאַ געשפּאַס
1759	משה-לייב געטליכערמאַן	Moshe-Leib Getlicherman		Male					moyt/lex/G/getlicherman-moshe-leib-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Moshe-Leib Getlicherman|1759|משה-לייב געטליכערמאַן
1760	זשאַן געצמאַן (שמואל יעקב)	Jan Getsman		Male					yt/lex/G/getsman-jan.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Jan Getsman|1760|זשאַן געצמאַן (שמואל יעקב)
1761	מיכל גיבּסאָן (גזשיבאָוויטש)	Michael Gibson		Male					yt/lex/G/gibson-michael.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Michael Gibson|1761|מיכל גיבּסאָן (גזשיבאָוויטש)
1762	שלמה גילבערט	Shlomo Gilbert		Male					yt/lex/G/gilbert-shlomo.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Shlomo Gilbert|1762|שלמה גילבערט
1763	בּער גילמאַן	Ben Gilman		Male					yt/lex/G/gilman-ben.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Ben Gilman|1763|בּער גילמאַן
1764	לואי גילראָד	Louie Gilrod		Male					yt/lex/G/gilrod-louie.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Louie Gilrod|1764|לואי גילראָד
1765	איזידאָר גילטמאַן	Izidor Giltman		Male					yt/lex/G/giltman-izidor.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Izidor Giltman|1765|איזידאָר גילטמאַן
1766	אַדאָלף גימפעל	Adolph Gimpel		Male					moyt/lex/G/gimpel-adolph-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Adolph Gimpel|1766|אַדאָלף גימפעל
1767	עמיל גימפעל (שמואל מענדל)	Emil Gimpel		Male					yt/lex/G/gimpel-emil.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Emil Gimpel|1767|עמיל גימפעל (שמואל מענדל)
1768	יעקב-בּער גימפּעל	Yaakov Ber Gimpel		Male					yt/lex/G/gimpel-yaakov-ber.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Yaakov Ber Gimpel|1768|יעקב-בּער גימפּעל
1769	נתן גינטער	Nathan Ginter		Male					yt/lex/G/ginter-nathan.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Nathan Ginter|1769|נתן גינטער
1770	סאַראַ גינטער (מייסטערמאַן)	Sara Ginter		Female					yt/lex/G/ginter-sara.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sara Ginter|1770|סאַראַ גינטער (מייסטערמאַן)
1771	לואיס גינצבּורג (אליהו)	Louis M. Gintsburg		Male					yt/lex/G/gintsburg-louis-m.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Louis M. Gintsburg|1771|לואיס גינצבּורג (אליהו)
1772	סאָניאַ גינצבּורג (שרה טשערעשניאַ)	Sonya Gintsburg		Female					yt/lex/G/gintsburg-sonya.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sonya Gintsburg|1772|סאָניאַ גינצבּורג (שרה טשערעשניאַ)
1773	יונה גינצבּורג (חיים-יונה, סעמועל)	Yuna Gintsburg		Male					yt/lex/G/gintsburg-yuna.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Yuna Gintsburg|1773|יונה גינצבּורג (חיים-יונה
1774	אַדעלאַ גינזבּורג	Adela Ginzburg		Female					yt/lex/G/ginzburg-adela.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Adela Ginzburg|1774|אַדעלאַ גינזבּורג
1775	חיים גינזבּורג	Chaim Ginzburg		Male					moyt/lex/G/ginzburg-chaim-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Chaim Ginzburg|1775|חיים גינזבּורג
1776	שאול גינזבּורג	Saul Ginzburg		Male					yt/lex/G/ginzburg-saul.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Saul Ginzburg|1776|שאול גינזבּורג
1777	יעקב גינזבּורג	Yakov Ginzburg		Male					yt/lex/G/ginzburg-yakov.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Yakov Ginzburg|1777|יעקב גינזבּורג
1778	מאָריס גיסנעט	Morris Gisnet		Male					yt/lex/G/gisnet-morris.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Morris Gisnet|1778|מאָריס גיסנעט
1779	איסאַק גלאַדסטאָן (יצחק)	Isaak Gladstone		Male					yt/lex/G/gladstone-isaak.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Isaak Gladstone|1779|איסאַק גלאַדסטאָן (יצחק)
1780	יואל גלאַנץ (ראַטץ)	Yoel Glantz		Male					moyt/lex/G/glantz-yoel-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Yoel Glantz|1780|יואל גלאַנץ (ראַטץ)
1781	ישראל גלאַטשטיין	Israel Glatstein		Male					moyt/lex/G/glatstein-israel-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Israel Glatstein|1781|ישראל גלאַטשטיין
1782	יעקב גלאַטשטיין	Jacob Glatstein		Male					yt/lex/G/glatstein-jacob.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Jacob Glatstein|1782|יעקב גלאַטשטיין
1783	שמואל גלאַזערמאַן	Shmuel Glazerman		Male					yt/lex/G/glazerman-shmuel.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Shmuel Glazerman|1783|שמואל גלאַזערמאַן
1784	ברוך גלאַזמאַן	Barukh Glazman		Male					yt/lex/G/glazman-barukh.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Barukh Glazman|1784|ברוך גלאַזמאַן
1785	משה גלאַזמאַן	Moshe Glazman		Male					yt/lex/G/glazman-moshe.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Moshe Glazman|1785|משה גלאַזמאַן
1786	בּעטיע גלאַזונאָוו (בונצע טייקין)	Betty Glazunov		Female					yt/lex/G/glazunov-betty.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Betty Glazunov|1786|בּעטיע גלאַזונאָוו (בונצע טייקין)
1787	נאַאום גלאַזונאָוו (נחמן גלאַזמאַן)	Naum Glazunov		Male					yt/lex/G/glazunov-naum.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Naum Glazunov|1787|נאַאום גלאַזונאָוו (נחמן גלאַזמאַן)
1788	הערשעל גליק	Hershel Glick		Male					yt/lex/G/glick-hershel.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Hershel Glick|1788|הערשעל גליק
1789	עליאַס גליקמאַן	Elias Glickman		Male					yt/lex/G/glickman-elias.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Elias Glickman|1789|עליאַס גליקמאַן
1790	אסתר גליקמאַן	Esther Glickman		Female					yt/lex/G/glickman-esther.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Esther Glickman|1790|אסתר גליקמאַן
1791	עטל גליקמאַן (גליק)	Ethel Glikman		Female					yt/lex/G/glikman-ethel.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Ethel Glikman|1791|עטל גליקמאַן (גליק)
1792	מאַלווינע גליקמאַן (פלאקסבוים)	Malvina Glikman		Female					yt/lex/G/glikman-malvina.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Malvina Glikman|1792|מאַלווינע גליקמאַן (פלאקסבוים)
1793	מאַרקוס גליקמאַן	Markus Glikman		Male					yt/lex/G/glikman-markus.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Markus Glikman|1793|מאַרקוס גליקמאַן
1794	מעכעלע גליקמאַן	Mekhele Glikman		Male					yt/lex/G/glikman-mekhele.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Mekhele Glikman|1794|מעכעלע גליקמאַן
1795	יעקב גליקמאַן	Yakov Glikman		Male					yt/lex/G/glikman-yakov.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Yakov Glikman|1795|יעקב גליקמאַן
1796	בּעטיע גלאַזונאָוו (בונצע טייקין)	Laura Gliksman		Female					moyt/lex/G/gliksman-laura-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Laura Gliksman|1796|בּעטיע גלאַזונאָוו (בונצע טייקין)
1797	נאָרבּערט גלימער	Norbert Glimer		Male					yt/lex/G/glimer-norbert.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Norbert Glimer|1797|נאָרבּערט גלימער
1798	סטעפאַניע גלימער (שטייף)	Stefanie Glimer		Female					yt/lex/G/glimer-stefanie.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Stefanie Glimer|1798|סטעפאַניע גלימער (שטייף)
1799	גדליה גליוויצקי	Gedalya Glivitski		Male					moyt/lex/G/glivitski-gedalya-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Gedalya Glivitski|1799|גדליה גליוויצקי
1800	וולאַדיסלאַוו גאָדיק	Vladislav Godik		Male					yt/lex/G/godik-vladislav.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Vladislav Godik|1800|וולאַדיסלאַוו גאָדיק
1801	קלאַראַ גאָלד (בלאַנק)	Clara Gold		Female					yt/lex/G/gold-clara.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Clara Gold|1801|קלאַראַ גאָלד (בלאַנק)
1802	גינא גאָלד	Gina Gold		Female					yt/lex/G/gold-gina.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Gina Gold|1802|גינא גאָלד
1803	הערמאַן גאָלד (הלל גורני)	Herman Gold		Male					yt/lex/G/gold-herman.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Herman Gold|1803|הערמאַן גאָלד (הלל גורני)
1804	לעאן גאָלד (לייבּעלע גאָלדוואָג)	Leon Gold		Male					yt/lex/G/gold-leon.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Leon Gold|1804|לעאן גאָלד (לייבּעלע גאָלדוואָג)
1805	ניוסיאַ גאָלד (מיסי דאָלדבערג)	Nyusya Gold		Female					yt/lex/G/gold-nyusya.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Nyusya Gold|1805|ניוסיאַ גאָלד (מיסי דאָלדבערג)
1806	סטעלאַ גאָלד (טאָלצע שטאָלצענגאָלד)	Stella Gold		Female					yt/lex/G/gold-stella.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Stella Gold|1806|סטעלאַ גאָלד (טאָלצע שטאָלצענגאָלד)
1807	צילע גאָלד (צביה גרופט)	Tsila Gold		Female					yt/lex/G/gold-tsila.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Tsila Gold|1807|צילע גאָלד (צביה גרופט)
1808	זישע גאָלד	Zishe Gold		Male					yt/lex/G/gold-zishe.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Zishe Gold|1808|זישע גאָלד
1809	אברהם גאָלדבּערג	Avraham Goldberg		Male					yt/lex/G/goldberg-avraham.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Avraham Goldberg|1809|אברהם גאָלדבּערג
1810	דינה גאָלדבּערג	Diana Goldberg		Female					yt/lex/G/goldberg-diana-V7.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Diana Goldberg|1810|דינה גאָלדבּערג
1811	הערשל גאָלדבּערג	Hershl Goldberg		Male					yt/lex/G/goldberg-hershl.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Hershl Goldberg|1811|הערשל גאָלדבּערג
1812	איטשע גאָלדבּערג	Itshe Goldberg		Male					yt/lex/G/goldberg-itshe.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Itshe Goldberg|1812|איטשע גאָלדבּערג
1813	יעקב גאָלדבּערג	Jacob Goldberg		Male					yt/lex/G/goldberg-jacob.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Jacob Goldberg|1813|יעקב גאָלדבּערג
1814	לילי גאָלדבּערג	Lili Goldberg		Female					moyt/lex/G/goldberg-lili-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Lili Goldberg|1814|לילי גאָלדבּערג
1815	לואי גאָלדבּערג	Louie Goldberg		Male					yt/lex/G/goldberg-louie.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Louie Goldberg|1815|לואי גאָלדבּערג
1816	לואיס גאָלדבּערג (לייבוש)	Louis Goldberg		Male					yt/lex/G/goldberg-louis.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Louis Goldberg|1816|לואיס גאָלדבּערג (לייבוש)
1817	מיכל גאָלדבּערג	Michael Goldberg		Male					yt/lex/G/goldberg-michael.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Michael Goldberg|1817|מיכל גאָלדבּערג
1818	משהלע גאָלדבּערג	Moshele Goldberg		Male					yt/lex/G/goldberg-moshele.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Moshele Goldberg|1818|משהלע גאָלדבּערג
1819	נייטאן גאָלדבּערג	Nathan Goldberg		Male					yt/lex/G/goldberg-nathan.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Nathan Goldberg|1819|נייטאן גאָלדבּערג
1820	ראָזא גאָלדבּערג (פינקענטאל)	Rose Goldberg		Female					yt/lex/G/goldberg-rose.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Rose Goldberg|1820|ראָזא גאָלדבּערג (פינקענטאל)
1821	סעם גאָלדבּערג	Sam Goldberg		Male					yt/lex/G/goldberg-sam.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sam Goldberg|1821|סעם גאָלדבּערג
1822	יודל גאָלדבּערג	Yudl Goldberg		Male					yt/lex/G/goldberg-yudl.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Yudl Goldberg|1822|יודל גאָלדבּערג
1823	מוישע גאָלדבּלאט (משה גאָלדענבלאַט-בן עמי)	Moishe Goldblatt		Male					yt/lex/G/goldblatt-moishe.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Moishe Goldblatt|1823|מוישע גאָלדבּלאט (משה גאָלדענבלאַט-בן עמי)
1824	אסתר גאָלדענבערג	Esther Goldenberg		Female					moyt/lex/G/goldenberg-esther-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Esther Goldenberg|1824|אסתר גאָלדענבערג
1825	הערשל גאָלדענבּורג (קאַליגראַף)	Hershl Goldenberg		Male					yt/lex/G/goldenberg-hershl.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Hershl Goldenberg|1825|הערשל גאָלדענבּורג (קאַליגראַף)
1826	איציקל גאָלדענבּורג	Itsikl Goldenberg		Male					yt/lex/G/goldenberg-itsikl.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Itsikl Goldenberg|1826|איציקל גאָלדענבּורג
1827	שפרה גאָלדענבּורג (האַזענבערג)	Shifra Goldenberg		Female					yt/lex/G/goldenberg-shifra.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Shifra Goldenberg|1827|שפרה גאָלדענבּורג (האַזענבערג)
1828	יעקב-משה גאָלדענבערג	Yakov Moshe Goldenberg		Male					moyt/lex/G/goldenberg-yakov-moshe-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Yakov Moshe Goldenberg|1828|יעקב-משה גאָלדענבערג
1829	סעמיועל גאָלדעבּורג (שלום גאָלדשטיין)	Samuel Goldenburg		Male					yt/lex/G/goldenburg-samuel.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Samuel Goldenburg|1829|סעמיועל גאָלדעבּורג (שלום גאָלדשטיין)
1830	נפתלי גאָלדפאַדען (גאָלדענפאָדים)	Naftali Goldfaden		Male					yt/lex/G/goldfaden-naftali.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Naftali Goldfaden|1830|נפתלי גאָלדפאַדען (גאָלדענפאָדים)
1831	פּאולינע גאָלדפאַדען (פּאָליע ווערבעל)	Paulina Goldfaden		Female					yt/lex/G/goldfaden-paulina.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Paulina Goldfaden|1831|פּאולינע גאָלדפאַדען (פּאָליע ווערבעל)
1832	שמעיה גאָלדפאַדען (גאָלדענפאָדים)	Shimi Goldfaden		Male					yt/lex/G/goldfaden-shimi.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Shimi Goldfaden|1832|שמעיה גאָלדפאַדען (גאָלדענפאָדים)
1833	וואָלף גאָלדפאַדען	Wolf Goldfaden		Male					yt/lex/G/goldfaden-wolf.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Wolf Goldfaden|1833|וואָלף גאָלדפאַדען
1834	יידל גאָלדפאַדען (איליאַ גאָלדענפאָדים)	Yidl Goldfaden		Male					yt/lex/G/goldfaden-yidl.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Yidl Goldfaden|1834|יידל גאָלדפאַדען (איליאַ גאָלדענפאָדים)
1835	שמואל גאָלדבפאַרבּ	Shmuel Goldfarb		Male					moyt/lex/G/goldfarb-shmuel-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Shmuel Goldfarb|1835|שמואל גאָלדבפאַרבּ
1836	סידני גאָלדין (סאַמועל גאָלדשטיין)	Sidney Goldin		Male					yt/lex/G/goldin-sidney.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sidney Goldin|1836|סידני גאָלדין (סאַמועל גאָלדשטיין)
1837	גאָלדיצע	Golditsa		Female					yt/lex/G/golditsa.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Golditsa|1837|גאָלדיצע
1838	אברהם גאָלדקנאָפּף	Avraham Goldknopf		Male					yt/lex/G/goldknopf-avraham-dr.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Avraham Goldknopf|1838|אברהם גאָלדקנאָפּף
1839	דוד גאָלדמאַן	David Goldman		Male					yt/lex/G/goldman-david.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	David Goldman|1839|דוד גאָלדמאַן
1840	גאָלדמאַן	Goldman		Male					yt/lex/G/goldman.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Goldman|1840|גאָלדמאַן
1841	יוסף גאָלדשמידט	Joseph Goldshmidt		Male					yt/lex/G/goldshmidt-joseph.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Joseph Goldshmidt|1841|יוסף גאָלדשמידט
1842	בּעקי גאָלדשטיין (מלכה רבקה ראָזענבערג)	Becky Goldshteyn		Female					yt/lex/G/goldshteyn-becky.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Becky Goldshteyn|1842|בּעקי גאָלדשטיין (מלכה רבקה ראָזענבערג)
1843	יחיאל גאָלדשמידט	Yechiel Goldsmith		Male					yt/lex/G/goldsmith-yechiel.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Yechiel Goldsmith|1843|יחיאל גאָלדשמידט
1844	ב. גאָלדשטיין (ברוך)	B.I. Goldstein		Male					yt/lex/G/goldstein-b-i.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	B.I. Goldstein|1844|ב. גאָלדשטיין (ברוך)
1845		Charlotte Goldstein		Female					yt/lex/G/goldstein-charlotte.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Charlotte Goldstein|1845|
1846	גוסטאַוו גאָלדשטיין	Gustav Goldstein		Male					yt/lex/G/goldstein-gustav.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Gustav Goldstein|1846|גוסטאַוו גאָלדשטיין
1847	איידע גאָלדשטיין	Ida Goldstein		Female					yt/lex/G/goldstein-ida.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Ida Goldstein|1847|איידע גאָלדשטיין
1848	איזי גאָלדשטיין	Izzy Goldstein		Male					yt/lex/G/goldstein-izzy.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Izzy Goldstein|1848|איזי גאָלדשטיין
1849	דזשאן גאָלדשטיין (יעקב)	Jacob Goldstein		Male					yt/lex/G/goldstein-jacob-V8.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Jacob Goldstein|1849|דזשאן גאָלדשטיין (יעקב)
1850		Jan D. Goldstein		Male					yt/lex/G/goldstein-jan-d.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Jan D. Goldstein|1850|
1851	יעקב גאָלדשטיין	Joseph Goldstein		Male					yt/lex/G/goldstein-joseph.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Joseph Goldstein|1851|יעקב גאָלדשטיין
