db_id	hebname	english	alternative_name	gender	date_born	date_died	born_in	died_in	external_source_id	external_source	author_of	editor_of	mentioned_in	professional_role_org	professional_role_perf	character_perf	created_expressions	name_variants	probably_not_zylbercweig	source	raw
302	יצחק שנהר	Yitzhak Shenhar																		DBKey	Yitzhak Shenhar|302|יצחק שנהר
303	נתן ביסטריצקי	Nathan Bistritzky																		DBKey	Nathan Bistritzky|303|נתן ביסטריצקי
305	מנחם זלמן ולפובסקי	Menahem Zalman Wolfowski																		DBKey	Menahem Zalman Wolfowski|305|מנחם זלמן ולפובסקי
306	שרגא בן דב עקיבא קדרי	Shraga Kadari																		DBKey	Shraga Kadari|306|שרגא בן דב עקיבא קדרי
307	שמעון הלקין	Simon Halkin																		DBKey	Simon Halkin|307|שמעון הלקין
308	יהודה בורלא	Yehuda Burla																		DBKey	Yehuda Burla|308|יהודה בורלא
309	גד שמרון	Gad Shimron																		DBKey	Gad Shimron|309|גד שמרון
310	יובל אברמוביץ'	Yuval Abramovich																		DBKey	Yuval Abramovich|310|יובל אברמוביץ'
311	איריס אליה-כהן	Iris Eliya-Cohen																		DBKey	Iris Eliya-Cohen|311|איריס אליה-כהן
312	רמי בר אדון	Rami Bar-Adon																		DBKey	Rami Bar-Adon|312|רמי בר אדון
313	שמי זרחין	Shemi Zarhin																		DBKey	Shemi Zarhin|313|שמי זרחין
314	חנה גרפי	Hana Grafi																		DBKey	Hana Grafi|314|חנה גרפי
315	שרה פכטר	Sarah Pachter																		DBKey	Sarah Pachter|315|שרה פכטר
316	אורגד ורדימון	Orgad Ṿardimon																		DBKey	Orgad Ṿardimon|316|אורגד ורדימון
317	יצחק נוי	Isaac Noy																		DBKey	Isaac Noy|317|יצחק נוי
318	אורית רז	Orit Raz																		DBKey	Orit Raz|318|אורית רז
319	עודד לויתן	Oded Liviatan																		DBKey	Oded Liviatan|319|עודד לויתן
320	גבי ויסמן	Gabi Visman																		DBKey	Gabi Visman|320|גבי ויסמן
321	רינה עוזיאל-בלומנטל	Rina Ouziel-Blumenthal																		DBKey	Rina Ouziel-Blumenthal|321|רינה עוזיאל-בלומנטל
322	רון דהן	Ron Dahan																		DBKey	Ron Dahan|322|רון דהן
323	עזרא בן יצחק גולדין	Ezra Goldin																		DBKey	Ezra Goldin|323|עזרא בן יצחק גולדין
324	נח טמיר	N. Ṭamir																		DBKey	N. Ṭamir|324|נח טמיר
325	מרגוט קלאוזנר	Margot Klausner																		DBKey	Margot Klausner|325|מרגוט קלאוזנר
326	משה טמקין	Mosheh Ṭemḳin																		DBKey	Mosheh Ṭemḳin|326|משה טמקין
327	רחל זימן	Rachel Ziman-Coral																		DBKey	Rachel Ziman-Coral|327|רחל זימן
328	מאיר אלעזרי-וולקני	Meʼir Ṿilḳansḳi																		DBKey	Meʼir Ṿilḳansḳi|328|מאיר אלעזרי-וולקני
329	אריה קרישק	Arieh Krishek																		DBKey	Arieh Krishek|329|אריה קרישק
330	ברוך בן מנחם נדל	Baruch Nadel																		DBKey	Baruch Nadel|330|ברוך בן מנחם נדל
331	מנחם תלמי	Menaḥem Talmi																		DBKey	Menaḥem Talmi|331|מנחם תלמי
332	שי אספריל	Shay Aspril																		DBKey	Shay Aspril|332|שי אספריל
333	אפרים צורף	Ephraim Zoref																		DBKey	Ephraim Zoref|333|אפרים צורף
334	חיים דב הורביץ	Chaim Dow Horowitz																		DBKey	Chaim Dow Horowitz|334|חיים דב הורביץ
335	מאיר עוזיאל	Meir Ouziel																		DBKey	Meir Ouziel|335|מאיר עוזיאל
336	אליעזר ברקמן	Eliezer Berkman																		DBKey	Eliezer Berkman|336|אליעזר ברקמן
337	יצחק בן משה רומש	Yitsḥaḳ ben Mosheh Rumsh																		DBKey	Yitsḥaḳ ben Mosheh Rumsh|337|יצחק בן משה רומש
338	צביקה ניר	Tsvika Nir																		DBKey	Tsvika Nir|338|צביקה ניר
339	מיכל הרטשטיין	Michal Hartstein																		DBKey	Michal Hartstein|339|מיכל הרטשטיין
340	נפתלי נאמן	Naftali Neeman																		DBKey	Naftali Neeman|340|נפתלי נאמן
341	יעקב דודון	Yaʻaḳov Daṿidon																		DBKey	Yaʻaḳov Daṿidon|341|יעקב דודון
342	יעל שכנאי	Yael Shachnay																		DBKey	Yael Shachnay|342|יעל שכנאי
343	טל איפרגן	Tal Ifergan																		DBKey	Tal Ifergan|343|טל איפרגן
344	יפתח רייכר-עתיר	Yiftach Reicher-Atir																		DBKey	Yiftach Reicher-Atir|344|יפתח רייכר-עתיר
345	פישל שניאורסון	Fishl Sheneʼurson																		DBKey	Fishl Sheneʼurson|345|פישל שניאורסון
346	דב בהט	Dov Bahat																		DBKey	Dov Bahat|346|דב בהט
347	צבי לידסקי	Tsevi Lidsḳi																		DBKey	Tsevi Lidsḳi|347|צבי לידסקי
348	משה יהלום	Moshe Yahalom																		DBKey	Moshe Yahalom|348|משה יהלום
349	עדו ראם	Ido Re'em																		DBKey	Ido Re'em|349|עדו ראם
350	עילי ראונר	Ilai Rowner																		DBKey	Ilai Rowner|350|עילי ראונר
351	אפרים רחמן	Efraim Rachman																		DBKey	Efraim Rachman|351|אפרים רחמן
352	שמחה זרמתי-עצטה	Śimḥah Zeramati ʻAtsṭah																		DBKey	Śimḥah Zeramati ʻAtsṭah|352|שמחה זרמתי-עצטה
353	מאירה ברנע-גולדברג	Meira Barnea-Goldberg																		DBKey	Meira Barnea-Goldberg|353|מאירה ברנע-גולדברג
354	כרמלה לכיש	Carmela Raàm-Lachish																		DBKey	Carmela Raàm-Lachish|354|כרמלה לכיש
355	רן סיגד	Ran Sigad																		DBKey	Ran Sigad|355|רן סיגד
356	ישראל שף	Israel Schaff																		DBKey	Israel Schaff|356|ישראל שף
357	שלמה זלמן אריאל	S. Z. Ariel																		DBKey	S. Z. Ariel|357|שלמה זלמן אריאל
358	עדה אמיכל-יבין	Ada Amichal Yeivin																		DBKey	Ada Amichal Yeivin|358|עדה אמיכל-יבין
359	אלק סרור	Alek Srur																		DBKey	Alek Srur|359|אלק סרור
360	שרה רנה בן מנחם	Ś. R. B.																		DBKey	Ś. R. B.|360|שרה רנה בן מנחם
361	אלונה קמחי	Alona Kimchi																		DBKey	Alona Kimchi|361|אלונה קמחי
363	אלכס אפשטיין	Aleks Epshtain																		DBKey	Aleks Epshtain|363|אלכס אפשטיין
364	נגה אלבלך	Noga Albalach																		DBKey	Noga Albalach|364|נגה אלבלך
365	רבקה קרן	Rivka Keren																		DBKey	Rivka Keren|365|רבקה קרן
366	שפרה הורן	Shifra Horn																		DBKey	Shifra Horn|366|שפרה הורן
373	אברהם רגלסון	Abraham Regelson																		DBKey	Abraham Regelson|373|אברהם רגלסון
383	שלום עליכם	Sholem-Aleykhem																		DBKey	Sholem-Aleykhem|383|שלום עליכם
392	פניה ברגשטיין	Fania Bergstein																		DBKey	Fania Bergstein|392|פניה ברגשטיין
393	נחום גוטמן	Nachum Gutman																		DBKey	Nachum Gutman|393|נחום גוטמן
404	אברהם זינגר	Avraham Zinger																		DBKey	Avraham Zinger|404|אברהם זינגר
408	יוסף זליגר	Joseph Zeliger																		DBKey	Joseph Zeliger|408|יוסף זליגר
409	חיים דוד נוסבוים	John David Nussbaum																		DBKey	John David Nussbaum|409|חיים דוד נוסבוים
410	שלמה בן יהודה אבן גבירול	Ibn Gabirol																		DBKey	Ibn Gabirol|410|שלמה בן יהודה אבן גבירול
416	בר טוביה	Bar Tuvia																		DBKey	Bar Tuvia|416|בר טוביה
419	דבורה דביר	Devora Dvir																		DBKey	Devora Dvir|419|דבורה דביר
427	אהוד בן עזר	Ehud Ben-Ezer																		DBKey	Ehud Ben-Ezer|427|אהוד בן עזר
434	נחמה פוחצ'בסקי	Nechama Pohatchevsky																		DBKey	Nechama Pohatchevsky|434|נחמה פוחצ'בסקי
438	אברהם שמואל בן ישראל שטיין	A. Sh. Sztejn																		DBKey	A. Sh. Sztejn|438|אברהם שמואל בן ישראל שטיין
454	אהרן פולק	Aharon Pollack																		DBKey	Aharon Pollack|454|אהרן פולק
461	צבי זוירי	Tzvi Zaviri																		DBKey	Tzvi Zaviri|461|צבי זוירי
474	יצחק ברקמן	Yitzhak Berkman																		DBKey	Yitzhak Berkman|474|יצחק ברקמן
475	נעמה ישעיהו	Na'ama Yeshayahu																		DBKey	Na'ama Yeshayahu|475|נעמה ישעיהו
482	אהרן אמיר	Aharon Amir																		DBKey	Aharon Amir|482|אהרן אמיר
488	יוסף מיחס	Joseph Meyouhas																		DBKey	Joseph Meyouhas|488|יוסף מיחס
490	אברהם שוער	Abraham Soyer																		DBKey	Abraham Soyer|490|אברהם שוער
494	אברהם שלום פרידברג	Abraham Shalom Friedberg																		DBKey	Abraham Shalom Friedberg|494|אברהם שלום פרידברג
501	יוסף לואידור	Yosef Luidor																		DBKey	Yosef Luidor|501|יוסף לואידור
506	אביגדור המאירי	Avigdor Hameiri																		DBKey	Avigdor Hameiri|506|אביגדור המאירי
508	אברהם בן מאיר אבן עזרא	Abraham ben Meïr Ibn Ezra																		DBKey	Abraham ben Meïr Ibn Ezra|508|אברהם בן מאיר אבן עזרא
510	עמנואל בן שלמה	Immanuel ben Solomon																		DBKey	Immanuel ben Solomon|510|עמנואל בן שלמה
521	אברהם מאפו	Abraham Mapu																		DBKey	Abraham Mapu|521|אברהם מאפו
522	שלום-יעקב אַבּראַמאׇוויטש (מענדעלע מוכר ספרים)	Mendele Mokher Sefarim		Male					yt/lex/M/mendele-mokher-sefarim.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Mendele Mokher Sefarim|522|שלום-יעקב אַבּראַמאׇוויטש (מענדעלע מוכר ספרים)
523	דב בר בן שמואל	Dov Baer ben Samuel																		DBKey	Dov Baer ben Samuel|523|דב בר בן שמואל
524	נחמן בן שמחה	Nahman																		DBKey	Nahman|524|נחמן בן שמחה
525	נתן בן נפתלי הירץ שטרנהרץ	Nathan Sternharz																		DBKey	Nathan Sternharz|525|נתן בן נפתלי הירץ שטרנהרץ
526	אלעזר מרגליות																			DBKey	|526|אלעזר מרגליות
527	פינחס לרנר																			DBKey	|527|פינחס לרנר
528	מנחם מנדל בודק	Menahem Mendel Bodek																		DBKey	Menahem Mendel Bodek|528|מנחם מנדל בודק
529	יצחק יהודה יחיאל סאפרין	Isaac Judah Jehiel Safrin																		DBKey	Isaac Judah Jehiel Safrin|529|יצחק יהודה יחיאל סאפרין
530	אהרן בן ישעיה נתן ולדן	Aaron ben Isaiah Nathan Walden																		DBKey	Aaron ben Isaiah Nathan Walden|530|אהרן בן ישעיה נתן ולדן
531	יעקב בן שמואל דריקרמן	Yaakov Drikerman																		DBKey	Yaakov Drikerman|531|יעקב בן שמואל דריקרמן
532	מנחם מנדל זגל																			DBKey	|532|מנחם מנדל זגל
533	מנחם מנלי בן יהודה																			DBKey	|533|מנחם מנלי בן יהודה
534	יעקב קידנר	Yaʻaḳov Ḳadanir																		DBKey	Yaʻaḳov Ḳadanir|534|יעקב קידנר
535	מיכאל לוי רודקינזון	Michael Levi Rodkinson																		DBKey	Michael Levi Rodkinson|535|מיכאל לוי רודקינזון
536	נ. י. רזניק																			DBKey	|536|נ. י. רזניק
537	נחמן יעקב בן אליהו ליבמן																			DBKey	|537|נחמן יעקב בן אליהו ליבמן
538	ברוך בן יחיאל מיכל																			DBKey	|538|ברוך בן יחיאל מיכל
539	שמואל																			DBKey	|539|שמואל
540	מנדל ציטרין	Menaḥem Mendel Tsiṭrin																		DBKey	Menaḥem Mendel Tsiṭrin|540|מנדל ציטרין
541	שמעון דובנוב	Simon Dubnow																		DBKey	Simon Dubnow|541|שמעון דובנוב
542	נפתלי צבי בן מנחם מנדל הורוויץ	Naphtali Ẓevi Ropshitser																		DBKey	Naphtali Ẓevi Ropshitser|542|נפתלי צבי בן מנחם מנדל הורוויץ
543	אליעזר ליזר לנדסהוט	Eliezer Landshuth																		DBKey	Eliezer Landshuth|543|אליעזר ליזר לנדסהוט
544	צבי יהושע בן שמואל שמלקה הורביץ																			DBKey	|544|צבי יהושע בן שמואל שמלקה הורביץ
545	יוסף בן משה כנאפו	Yosef ben Mosheh Kenafo																		DBKey	Yosef ben Mosheh Kenafo|545|יוסף בן משה כנאפו
546	יצחק אייזיק בן שמואל שמעלקה טויבש																			DBKey	|546|יצחק אייזיק בן שמואל שמעלקה טויבש
547	יצחק בן ליב לנדא	Yitsḥaḳ ben Leyb Landa																		DBKey	Yitsḥaḳ ben Leyb Landa|547|יצחק בן ליב לנדא
548	יעקב חיים זליג בן יחיאל מיכל גולדשלג	Yaʻaḳov Ḥayim Zelig ben Yeḥiʼel Mikhal Yaʻaḳov Ḥayim Zelig ben Yeḥiʼel Mikhal																		DBKey	Yaʻaḳov Ḥayim Zelig ben Yeḥiʼel Mikhal Yaʻaḳov Ḥayim Zelig ben Yeḥiʼel Mikhal|548|יעקב חיים זליג בן יחיאל מיכל גולדשלג
549	ישראל דוד בן אברהם ניסן זיס																			DBKey	|549|ישראל דוד בן אברהם ניסן זיס
550	אלעזר בן יעקב שנקל																			DBKey	|550|אלעזר בן יעקב שנקל
552	יחיאל משה גרינולד	Yeḥiʼel Mosheh Yeḥiʼel Mosheh																		DBKey	Yeḥiʼel Mosheh Yeḥiʼel Mosheh|552|יחיאל משה גרינולד
553	יעקב שלום דינר																			DBKey	|553|יעקב שלום דינר
554	שמעון מנחם מנדל וודניק																			DBKey	|554|שמעון מנחם מנדל וודניק
555	מרדכי בן דב																			DBKey	|555|מרדכי בן דב
556	ישראל משה בן יהודה ברומברג																			DBKey	|556|ישראל משה בן יהודה ברומברג
557	גרשון בן יצחק שלמה קמלהר	Gershon Ḳamelhar																		DBKey	Gershon Ḳamelhar|557|גרשון בן יצחק שלמה קמלהר
558	יצחק בן נחמן צבי צינגר	Isak Zinger																		DBKey	Isak Zinger|558|יצחק בן נחמן צבי צינגר
559	אברהם בן מרדכי כהנא	Abraham Kahana																		DBKey	Abraham Kahana|559|אברהם בן מרדכי כהנא
560	אהרן מרקוס	Ahron Marcus																		DBKey	Ahron Marcus|560|אהרן מרקוס
561	חיים מאיר הילמן	Ḥayim Meʼir Helman																		DBKey	Ḥayim Meʼir Helman|561|חיים מאיר הילמן
562	יצחק דב בר בן צבי הירש																			DBKey	|562|יצחק דב בר בן צבי הירש
563	ישעיה וולף ציקרניק	Isaiah Wolf Tzikernik																		DBKey	Isaiah Wolf Tzikernik|563|ישעיה וולף ציקרניק
564	משה יהודה ליב בן יעקב																			DBKey	|564|משה יהודה ליב בן יעקב
565	שמחה בונם בן צבי הירש																			DBKey	|565|שמחה בונם בן צבי הירש
566	דב בר בן משה שמואל ארמן																			DBKey	|566|דב בר בן משה שמואל ארמן
