hub_id	member_kind	member_id	label	detail	evidence
HUB-D2206	db	2206	בּראָניאַ לאַסקאַ	Bronya Laska	
HUB-D2206	entry	P-2-facs_110_tr_1744279157	לאַסקאַ, בּראָניאַ	vol 2	ra_align
HUB-D2207	db	2207	פיליפּ לאַסקאָווסקי	Philip Laskowski	
HUB-D2207	entry	P-2-facs_110_tr_1744279156	לאַסקאָווסקי, פיליפּ	vol 2	ra_align
HUB-D2207	surface	לאַסקאָווסקי	לאַסקאָווסקי	surnames ×1.0	validated_surface
HUB-D2207	surface	פ. לאַסקאָווסקי	פ. לאַסקאָווסקי	initials ×4.0	validated_surface
HUB-D2207	surface	פיליפ לאַסקאָווסקי	פיליפ לאַסקאָווסקי	full ×1.0	validated_surface
HUB-D2207	surface	פֿיליפּ לאַסקאָווסקי	פֿיליפּ לאַסקאָווסקי	full ×1.0	validated_surface
HUB-D2208	db	2208	מאַקס לאַסקי	Max Lasky	
HUB-D2208	entry	P-2-facs_111_tr_1744279146	לאַסקי, מאַקס	vol 2	ra_align
HUB-D2208	surface	לאַסקי	לאַסקי	surnames ×1.0	validated_surface
HUB-D2208	surface	מאַקס לאַסקי	מאַקס לאַסקי	full ×3.0	validated_surface
HUB-D2209	db	2209	הערמאַן לאַסטער	Herman Laster	
HUB-D2209	entry	P-2-facs_109_tr_1744279123	לאָסטער הערמאַן	vol 2	ra_align
HUB-D2209	surface	הערמאַן לאַסטער	הערמאַן לאַסטער	full ×1.0	validated_surface
HUB-D2210	db	2210	בּערטאַ לאַטאָוויטש (בּיילע גוּרעוויטש)	Berta Latovitsh	
HUB-D2210	entry	P-2-facs_90_tr_1744131429	לאַטאָוויטש, בערטאַ [ביילע גורעוויטש]	vol 2	ra_align
HUB-D2210	surface	לאַטאָוויטש	לאַטאָוויטש	surnames ×2.0	validated_surface
HUB-D2211	db	2211	יצחק לאַטאָוויטש	Itzhak Latovitsh	
HUB-D2211	entry	P-2-facs_90_tr_1744131434	לאַטאָוויטש, יצחק	vol 2	ra_align
HUB-D2211	surface	יצחק לאַטאָוויטש	יצחק לאַטאָוויטש	full ×3.0	validated_surface
HUB-D2211	surface	יצחק לאַטאָוויץ	יצחק לאַטאָוויץ	full ×1.0	validated_surface
HUB-D2212	db	2212	דזשעני לאוויץ (שמילאָוויטש)	Jennie Lavitz	
HUB-D2212	entry	P-6-facs_160_tr_1747825040	לאַוויץ, דזשעני [שמילאָוויטש]	vol 6	ra_align
HUB-D2212	surface	דזשעני לאָוויץ	דזשעני לאָוויץ	full ×3.0	validated_surface
HUB-D2212	surface	זשעני לאָוויץ	זשעני לאָוויץ	full ×1.0	validated_surface
HUB-D2212	surface	זשעני שמילאָוויטש	זשעני שמילאָוויטש	full ×1.0	validated_surface
HUB-D2213	db	2213	פּעפּי לאַוויץ (פּלפּוּל)	Pepi Lavitz	
HUB-D2213	entry	P-2-facs_88_tr_1744131405	לאַוויץ, פּעפּי [פלפּול]	vol 2	ra_align
HUB-D2214	db	2214	פּנחס לאַווענדאַ	Pinchus Lawanda	
HUB-D2214	entry	P-2-facs_89_r_6	לאַווענדאַ, פּנחס	vol 2	ra_align
HUB-D2214	surface	פּנחס לאַווענדאַ	פּנחס לאַווענדאַ	full ×2.0	validated_surface
HUB-D2215	db	2215	אברהם לאַקס	Abraham Lax	
HUB-D2215	entry	P-2-facs_111_tr_1744279150	לאַקס, אַברהם	vol 2	ra_align
HUB-D2215	surface	אַברהם לאַקס	אַברהם לאַקס	full ×1.0	validated_surface
HUB-D2215	surface	אייב לאַקס	אייב לאַקס	full ×3.0	validated_surface
HUB-D2216	db	2216	חנה לאַזאַר-אינגאַרד (ראַקאָווער)	Chana Lazar-Ingard	
HUB-D2216	entry	P-2-facs_89_tr_1744131429	לאַזאַר-אינגאַרד, חנה [ראַקאָווער]	vol 2	ra_align
HUB-D2216	surface	לאַזאַר	לאַזאַר	surnames ×3.0	validated_surface
HUB-D2217	db	2217	עליאַס לאַזאַראָוו (אליעזר שאַפיר)	Elias Lazarov	
HUB-D2217	entry	P-2-facs_89_tr_1744131435	לאַזאַראָוו, עליאַס [אַליעזר שאַפיר]	vol 2	ra_align
HUB-D2217	surface	עליאָס לאַזאַראָוו	עליאָס לאַזאַראָוו	full ×1.0	validated_surface
HUB-D2218	db	2218	פייגע לאַזאַראָוו (קריניצאַיאַ)	Feige Lazarov	
HUB-D2218	entry	P-2-facs_89_tr_1744131436	לאַזאַראָוו, פֿייגע [קריניצאַיאַ]	vol 2	ra_align
HUB-D2219	db	2219	וויעראַ לעבּעדיעוו (רבקה שעכטמאַן)	Vera Lebedeff	
HUB-D2219	entry	P-2-facs_176_tr_1744279118	לעבעדיעוו, וויעראַ [רבקה שעכטמאַן]	vol 2	ra_align
HUB-D2219	surface	לעבעדיעוו	לעבעדיעוו	surnames ×7.0	validated_surface
HUB-D2219	surface	שעכטמאַן	שעכטמאַן	surnames ×1.0	validated_surface
HUB-D2220	db	2220	דער לעבּעדיגער (חיים גוּטמאַן)	Der Lebediger	
HUB-D2220	entry	P-2-facs_174_r_16	לעבעדיגער דער [חיים גוטמאַן]	vol 2	ra_align
HUB-D2221	db	2221	דוד לעדערמאַן	David Lederman	
HUB-D2221	entry	P-2-facs_176_r_4	לדערמאַן, דוד	vol 2	ra_align
HUB-D2221	surface	דוד לעדערמאַן	דוד לעדערמאַן	full ×7.0	validated_surface
HUB-D2222	db	2222	העני לעהמאַן	Henni Lehman	
HUB-D2222	entry	P-2-facs_177_tr_1744279204	לערמאַן, העני	vol 2	ra_align
HUB-D2223	db	2223	דניאל לייבּל	Daniel Leibel	
HUB-D2223	entry	P-2-facs_137_r_4	לייבּל, דניאל	vol 2	ra_align
HUB-D2224	db	2224	דוד לייבּאָוויטש	David Leibovitsh	
HUB-D2224	entry	P-2-facs_137_tr_1744279159	לייבּאָוויטש, דוד	vol 2	ra_align
HUB-D2225	db	2225	הערץ לייבאָוויטש	Herts Leibovitsh	
HUB-D2225	entry	P-5-facs_442_tr_1739222531	לייבאָוויטש, הערץ	vol 5	ra_align
HUB-D2226	db	2226	מאָטי לייבאָוויטש	Moti Leibovitsh	
HUB-D2226	entry	P-5-facs_333_tr_1739220886	רייבאָוויטש, מאַטי	vol 5	ra_align
HUB-D2227	db	2227	רייטשעל לייבּאָוויטש	Raytshel Leibovitsh	
HUB-D2227	entry	P-2-facs_137_tr_1744279152	לייבּאָוויטש, רייטשעל	vol 2	ra_align
HUB-D2227	surface	לייבאָוויטש רייטשל	לייבאָוויטש רייטשל	full ×1.0	validated_surface
HUB-D2227	surface	רייטשעל	רייטשעל	surnames ×1.0	validated_surface
HUB-D2228	db	2228	ציליע לייבאָוויטש	Tsile Leibovitsh	
HUB-D2228	entry	P-5-facs_333_tr_1739220896	לייבאָוויטש, ציליע	vol 5	ra_align
HUB-D2228	surface	ציליע	ציליע	surnames ×1.0	validated_surface
HUB-D2229	db	2229	ה. לייוויק (לייוויק האַלפּער)	H. Leivick	
HUB-D2229	entry	P-2-facs_138_tr_1744279171	לייוויק, ה. [לייוויק האַלפּער]	vol 2	ra_align
HUB-D2229	surface	ה. לייוויק	ה. לייוויק	initials ×36.0	validated_surface
HUB-D2229	surface	ל. לייוויק	ל. לייוויק	initials ×1.0	validated_surface
HUB-D2229	surface	לייוויקן	לייוויקן	surnames ×2.0	validated_surface
HUB-D2230	db	2230	בּערטאַ לעלטשוּק	Bertha Lelchuk	
HUB-D2230	entry	P-2-facs_188_tr_1744279091	לעלטשוק, בערטאַ	vol 2	ra_align
HUB-D2230	surface	בערטא לעלטשוק	בערטא לעלטשוק	full ×1.0	validated_surface
HUB-D2230	surface	בערטא לעש	בערטא לעש	full ×1.0	validated_surface
HUB-D2231	db	2231	ס. לעמבּערג (סאַראַ פיינשטיין)	S. Lemberg	
HUB-D2231	entry	P-2-facs_189_r	לעמבערג, ס. (סאַראַ פֿיינשטיין]	vol 2	ra_align
HUB-D2232	db	2232	לייבוש לענסקי (קשיענסקי)	Leibush Lensky	
HUB-D2232	entry	P-3-facs_317_tr_1756045223	לענסקי, לייבוש [קשיענסקי]	vol 3	human_align
HUB-D2232	surface	ל. לענסקי	ל. לענסקי	initials ×1.0	validated_surface
HUB-D2232	surface	לייב לענסקי	לייב לענסקי	full ×1.0	validated_surface
HUB-D2232	surface	לייבוש לענסקי	לייבוש לענסקי	full ×1.0	validated_surface
HUB-D2233	db	2233	וואַמפיראַ לעאָנעסקאָ (שומסקי)	Vampira Leoneska	
HUB-D2233	entry	P-2-facs_174_r_20	לעאָנעסקאָ, וואַמפּיראַ	vol 2	ra_align
HUB-D2233	entry	P-6-facs_405_tr_1747930577	לעאָנעסקאָ, וואַמפּיראָ	vol 6	ra_align
HUB-D2234	db	2234	לעאָניד לעאָנאָוו	Leonid Leonov	
HUB-D2234	entry	P-5-facs_438_r_20	לעאָנאָוו, לעאָניד,	vol 5	human_align
HUB-D2234	surface	לעאָנאָוו	לעאָנאָוו	surnames ×1.0	validated_surface
HUB-D2235	db	2235	מרים לערער	Miriam Lerer	
HUB-D2235	entry	P-2-facs_194_tr_1744279148	לערער מרים	vol 2	ra_align
HUB-D2236	db	2236	שפרה לערער	Shifra Lerer	
HUB-D2236	entry	P-3-facs_341_tr_1756106971	לערער שפרה	vol 3	human_align
HUB-D2236	surface	שפּרה לערער	שפּרה לערער	full ×2.0	validated_surface
HUB-D2237	db	2237	אַדעלאַ לערעסקאׇ (קערנער)	Adela Leresko	
HUB-D2237	entry	P-2-facs_193_tr_1744279114	לערעסקאָ, אַדעלאַ [קערנער]	vol 2	ra_align|ra_dup
HUB-D2237	entry	P-5-facs_431_r	לערעסקאָ אַדעלאַ קערנער]	vol 5	ra_align|ra_dup
HUB-D2237	surface	לערעסקאַ	לערעסקאַ	surnames ×1.0	validated_surface
HUB-D2238	db	2238	סאַמוּעל לערעסקאׇ (שמוּאל לעהרער)	Samuel Leresko	
HUB-D2238	entry	P-2-facs_194_tr_1744279147	לערעסקאָ, סאַמועל [שמואל לעהרער]	vol 2	ra_align|ra_dup
HUB-D2238	entry	P-5-facs_430_r	לערעסקאָ, סאַמועל [שמואל לערער]	vol 5	ra_align|ra_dup
HUB-D2239	db	2239	א. לערמאַן (אליהו)	Eliyahu Lerman	
HUB-D2239	entry	P-5-facs_559_tr_1739222341	לערמאַן, אַ[ליהו]	vol 5	ra_align
HUB-D2239	surface	לערמאַן	לערמאַן	surnames ×10.0	validated_surface
HUB-D2240	db	2240	חנה לערנער	Chana Lerner	
HUB-D2240	entry	P-2-facs_189_tr_1744279163	לערנער חנה	vol 2	ra_align|ra_dup
HUB-D2240	entry	P-5-facs_111_tr_1733832758	לערנער חנה	vol 5	ra_align|ra_dup
HUB-D2240	surface	חנה לערנער	חנה לערנער	full ×9.0	validated_surface
HUB-D2240	surface	לערנער	לערנער	surnames ×4.0	validated_surface
HUB-D2240	surface	לערנערס	לערנערס	surnames ×2.0	validated_surface
HUB-D2241	db	2241	יוסף-יהוּדה לערנער	Joseph Judah Lerner	
HUB-D2241	entry	P-2-facs_189_tr_1744279158	לערנער יוסף-יהודה	vol 2	ra_align
HUB-D2241	surface	י. ח. לערנער	י. ח. לערנער	initials ×1.0	validated_surface
HUB-D2241	surface	י. י. לערנער	י. י. לערנער	initials ×8.0	validated_surface
HUB-D2241	surface	יהודה לערנער	יהודה לערנער	full ×1.0	validated_surface
HUB-D2241	surface	יוסף לערנער	יוסף לערנער	full ×1.0	validated_surface
HUB-D2243	db	2243	יעקב לערמאַן	Yakov Lerner	
HUB-D2243	entry	P-5-facs_216_tr_1739220872	לערמאַן, יעקב	vol 5	ra_align
HUB-D2244	db	2244	ישעיה לערנער (שבּתי)	Yeshayahu Lerner	
HUB-D2244	entry	P-2-facs_192_r_8	לערנער ישעיה (שבתי?)	vol 2	ra_align
HUB-D2244	surface	י. לערנער	י. לערנער	initials ×1.0	validated_surface
HUB-D2244	surface	ישעיה (שבתי) לערנער	ישעיה (שבתי) לערנער	full ×1.0	validated_surface
HUB-D2245	db	2245	דזשאָזעף לעסינג	Joseph Lessing	
HUB-D2245	entry	P-2-facs_189_tr_1744279165	לעסינג, דזשאָזעף	vol 2	ra_align
HUB-D2245	surface	לעסינג	לעסינג	surnames ×6.0	validated_surface
HUB-D2246	db	2246	זיגמונט לעוו (אשר זעליג)	Zygmunt Lev	
HUB-D2246	entry	P-3-facs_350_tr_1756108023	לעוו, זיגמונט [אש-זעליג]	vol 3	human_align
HUB-D2246	surface	זיגמונט לעווין	זיגמונט לעווין	full ×1.0	validated_surface
HUB-D2246	surface	זינמונט לעווין	זינמונט לעווין	full ×1.0	validated_surface
HUB-D2246	surface	זעליג שאָר	זעליג שאָר	full ×10.0	validated_surface
HUB-D2247	db	2247	פייגע לעוואַנדאָ (לעווין)	Feyga Levando	
HUB-D2247	entry	P-2-facs_177_r_2	לעוואנדאָ פֿייגע [לעווין]	vol 2	ra_align
HUB-D2248	db	2248	אברהם לעוועבּראָווסקי	Avraham Levebrovski	
HUB-D2248	entry	P-2-facs_186_tr_1744279126	לעוועבראָווסקי, אַברהם	vol 2	ra_align
HUB-D2248	surface	אַברהם לעוועבראָווסקי	אַברהם לעוועבראָווסקי	full ×3.0	validated_surface
HUB-D2249	db	2249	לאה לעוועבּראׇווסקי (דיכטענבּערג)	Leah Levebrovski	
HUB-D2249	entry	P-2-facs_186_tr_1744279145	לעוועבראָווסקי, לאה [דיכטענבערג]	vol 2	ra_align|ra_dup
HUB-D2249	entry	P-5-facs_199_tr_1736588971	לעווייבאַראָווסקאַ, לאה [דיכטענבערג]	vol 5	ra_align|ra_dup
HUB-D2249	surface	לאה לעוויבאַראָווסקאַ	לאה לעוויבאַראָווסקאַ	full ×1.0	validated_surface
HUB-D2249	surface	לאה לעוועבראָווסקי	לאה לעוועבראָווסקי	full ×1.0	validated_surface
HUB-D2249	surface	לאה לעוועבראָוועקאַ	לאה לעוועבראָוועקאַ	full ×1.0	validated_surface
HUB-D2250	db	2250	פעני לעווענשטיין (פּערלמאַן)	Fannie Levenshteyn	
HUB-D2250	entry	P-2-facs_188_tr_1744279090	לעווענשטיין, פעני (פּערלמאַן]	vol 2	ra_align
HUB-D2251	db	2251	דוד לעווענזאָן	David Levenson	
HUB-D2251	entry	P-2-facs_186_r_2	לעווענזאָן, דוד	vol 2	ra_align
HUB-D2251	surface	דוד לעווענסאָן	דוד לעווענסאָן	full ×7.0	validated_surface
HUB-D2251	surface	לעווענזאָן	לעווענזאָן	surnames ×1.0	validated_surface
HUB-D2252	db	2252	יעקב לעווענסאָהן	Jacob Levenson	
HUB-D2252	entry	P-2-facs_187_r_6	לעווענסאָהן, יעקב	vol 2	ra_align
HUB-D2253	db	2253	איזידאָר לעווענשטיין (אפרים-יצחק)	Isidor Levenstein	
HUB-D2253	entry	P-2-facs_187_tr_1744279120	לעווענשטיין, איזידאָר (אַפֿרים-יצחק)	vol 2	ra_align
HUB-D2253	surface	א. לעווענשטיין	א. לעווענשטיין	initials ×1.0	validated_surface
HUB-D2253	surface	איזידאָר לעווענשטיין	איזידאָר לעווענשטיין	full ×2.0	validated_surface
HUB-D2254	db	2254	אַלטער לעווין	Alter Levin	
HUB-D2254	entry	P-5-facs_592_r_26	לעווין, אַלטער,	vol 5	human_align
HUB-D2256	db	2256	אברהם לעווין	Avraham Levin (Vilnius)	
HUB-D2256	entry	P-2-facs_179_r	לעווין, אַברהם	vol 2	ra_align
HUB-D2256	surface	א. לעווין	א. לעווין	initials ×1.0	validated_surface
HUB-D2256	surface	אַברהם לעווין	אַברהם לעווין	full ×1.0	validated_surface
HUB-D2257	db	2257	חנה לעווין	Chana Levin	
HUB-D2257	entry	P-4-facs_660_tr_1755030252	חנה לעווין	vol 4	ra_align
HUB-D2257	surface	חנה לעווין	חנה לעווין	full ×5.0	validated_surface
HUB-D2258	db	2258	דוד לעווין	David Levin	
HUB-D2258	entry	P-2-facs_180_tr_1744279174	לעווין, דוד	vol 2	ra_align
HUB-D2258	surface	דוד לעווין	דוד לעווין	full ×1.0	validated_surface
HUB-D2259	db	2259	דזשוליאַ לעווין	Julia Levin	
HUB-D2259	entry	P-3-facs_316_tr_1756045031	לעווין, דזשוליאַ	vol 3	human_align
HUB-D2260	db	2260	לוּסי לעווין (ליבּע)	Lucy Levin	
HUB-D2260	entry	P-2-facs_182_r_4	לעווין, לוסי (ליבע)	vol 2	ra_align
HUB-D2260	surface	לוס לעווין	לוס לעווין	full ×1.0	validated_surface
HUB-D2261	db	2261	נייטאַן לעווין	Neytan Levin	
HUB-D2261	entry	P-2-facs_182_tr_1744279063	לעווין, נייטאן	vol 2	ra_align
HUB-D2262	db	2262	שמוּאל לעווין	Shmuel Levin	
HUB-D2262	entry	P-2-facs_182_tr_1744279093	לעווין, שמואל	vol 2	ra_align
HUB-D2263	db	2263	ז. לעווין	Z. Levin	
HUB-D2263	entry	P-2-facs_180_r_2	לעווין, ז.	vol 2	ra_align
HUB-D2263	surface	ז. לעוו	ז. לעוו	initials ×1.0	validated_surface
HUB-D2263	surface	ז. לעווין	ז. לעווין	initials ×2.0	validated_surface
HUB-D2264	db	2264	אַננאַ לעווין (לעווענשטיין)	Anna Levine	
HUB-D2264	entry	P-2-facs_179_tr_1744279081	לעווין, אַננאַ [לעווענשטיין]	vol 2	ra_align
HUB-D2265	db	2265	אברהם לעווינסאָן	Abraham Levinson	
HUB-D2265	entry	P-2-facs_185_tr_1744279134	לעווינסאָן, אַברהם	vol 2	ra_align
HUB-D2265	surface	לעווינסאָן	לעווינסאָן	surnames ×3.0	validated_surface
HUB-D2266	db	2266	אַנאַ לעווינשטיין	Ana Levinstein	
HUB-D2266	entry	P-7-facs_68_tr_1756359771	לעווינשטיין, אַנאַ	vol 7	ra_align
HUB-D2267	db	2267	לוּדוויג לעווינזאָן (אריה-לייבּ)	Ludvig Levinzon	
HUB-D2267	entry	P-2-facs_183_tr_1744279136	לעווינזאָן, לודווייג (אַריה-לייב)	vol 2	ra_align
HUB-D2267	surface	לודווייג לעווינזאָן	לודווייג לעווינזאָן	full ×1.0	validated_surface
HUB-D2267	surface	לעווינזאָן	לעווינזאָן	surnames ×1.0	validated_surface
HUB-D2268	db	2268	זשעני לעוויטאַס	Jennie Levitas	
HUB-D2268	entry	P-2-facs_179_tr_1744279074	לעוויטאָס, זשעני	vol 2	ra_align
HUB-D2268	surface	לעוויטאָן	לעוויטאָן	surnames ×5.0	validated_surface
HUB-D2269	db	2269	מאריס דר. לעוויט (מאיר-לייב לעוויצקי)	Morris Levitt	
HUB-D2269	entry	P-2-facs_178_r_5	לעוויט, מאָריס דר. מאיר-לייב לעוויצקי]	vol 2	ra_align
HUB-D2269	surface	מ. לעוויט	מ. לעוויט	initials ×1.0	validated_surface
HUB-D2270	db	2270	גרשון-חיים לעוונער	Gershon-Chaim Levner	
HUB-D2270	entry	P-2-facs_185_r_8	לעוונער, גרשון-חיים	vol 2	ra_align
HUB-D2270	surface	נ. ח. לעוונער	נ. ח. לעוונער	initials ×1.0	validated_surface
HUB-D2271	db	2271	זשאַק לעווי	Jack Levy	
HUB-D2271	entry	P-2-facs_178_tr_1744279111	לעווי זשאַק	vol 2	ra_align
HUB-D2271	entry	P-5-facs_243_tr_1739220911	לעווי, זשאַק	vol 5	ra_align
HUB-D2271	surface	זשאַק לעווי	זשאַק לעווי	full ×5.0	validated_surface
HUB-D2271	surface	זשאַק לעוויי	זשאַק לעוויי	full ×1.0	validated_surface
HUB-D2271	surface	לעווי	לעווי	surnames ×1.0	validated_surface
HUB-D2272	db	2272	יוליוס ליוויי	Julius Levy	
HUB-D2272	entry	P-2-facs_132_tr_1744279073	ליוויי, יוּליוּס	vol 2	ra_align
HUB-D2273	db	2273	א. לייב (אברהם-מרדכי)	A. Leyb	
HUB-D2273	entry	P-6-facs_64_tr_1747746195	לייב אַ [אַברהם-מרדכי]	vol 6	ra_align
HUB-D2274	db	2274	דזש. לייבּנער (שניאוּר-זלמן)	Dzh. Leybner	
HUB-D2274	entry	P-2-facs_137_r_6	לייבּנער דזש. (שניאור-זלמן)	vol 2	ra_align
HUB-D2275	db	2275	א. לעיעלעס (אהרן גלאַנץ)	A. Leyeles	
HUB-D2275	entry	P-1-facs_259_r_2	גלאַנץ, א.	vol 1	human_align
HUB-D2275	entry	P-1-facs_322_tr_1741260430	הירשביין-טרופּע	vol 1	ra_align
HUB-D2275	entry	P-2-facs_188_tr_1744279095	לעיעלעס, א. [אַהרן גלאַנץ]	vol 2	ra_align
HUB-D2275	surface	א. גלאַנץ	א. גלאַנץ	initials ×1.0	validated_surface
HUB-D2275	surface	א. גלאַנץ-לעיעלעס	א. גלאַנץ-לעיעלעס	initials ×4.0	validated_surface
HUB-D2275	surface	א. לעיעלעס-גלאַנץ	א. לעיעלעס-גלאַנץ	initials ×1.0	validated_surface
HUB-D2275	surface	איטשע גלאַנץ	איטשע גלאַנץ	full ×1.0	validated_surface
HUB-D2275	surface	גלאַנץ-לעיעלעס	גלאַנץ-לעיעלעס	surnames ×2.0	validated_surface
HUB-D2275	surface	הירשביין	הירשביין	surnames ×56.0	validated_surface
HUB-D2277	db	2277	שמוּאל ליאַמפּערט	Shmuel Liampert	
HUB-D2277	entry	P-2-facs_120_tr_1744279168	ליאַמפּערט, שמוּאל	vol 2	ra_align
HUB-D2277	surface	ליאַמפּע	ליאַמפּע	surnames ×2.0	validated_surface
HUB-D2278	db	2278	בּנציון ליבּער	Bentsion Liber	
HUB-D2278	entry	P-2-facs_128_tr_1744279152	ליבּער, בּנציון דר.	vol 2	ra_align
HUB-D2278	surface	דר. ב. ליבער	דר. ב. ליבער	initials ×1.0	validated_surface
HUB-D2278	surface	דר. בנציון ליבער	דר. בנציון ליבער	initials ×1.0	validated_surface
HUB-D2279	db	2279	משה ליבערמאַן	Moshe Liberman	
HUB-D2279	entry	P-2-facs_129_tr_1744279180	ליבּערמאַן, משה	vol 2	ra_align
HUB-D2280	db	2280	מענוּכאַ ליבּערט	Menukha Libert	
HUB-D2280	entry	P-2-facs_129_tr_1744279177	ליבערט, מענוּכאַ	vol 2	ra_align
HUB-D2280	surface	מ. ליבערט	מ. ליבערט	initials ×1.0	validated_surface
HUB-D2281	db	2281	שרה ליבערט (לאה)	Sarah L. Libert	
HUB-D2281	entry	P-4-facs_405_tr_1755029979	ליבערט, שרה ל. [לאה]	vol 4	ra_align
HUB-D2282	db	2282	יאַנקעוו ליבּערט	Yankev Libert	
HUB-D2282	entry	P-2-facs_128_tr_1744279149	ליבּערט, יאַנקעוו	vol 2	ra_align
HUB-D2283	db	2283	אָליא ליבערט-לובאָצקי	Olya Libert-Lubotski	
HUB-D2283	entry	P-6-facs_467_tr_1747930274	ליבערט-לובאָצקי, אָליא	vol 6	ra_align
HUB-D2283	surface	א. לובעצקי	א. לובעצקי	initials ×1.0	validated_surface
HUB-D2283	surface	ליבערטן	ליבערטן	surnames ×3.0	validated_surface
HUB-D2284	db	2284	פּאוּל ליבּמאַן (איצקאָווסקי)	Paul Libman	
HUB-D2284	entry	P-2-facs_128_tr_1744279151	ליבּמאַן, פּאול [איצקאָווסקי]	vol 2	ra_align
HUB-D2285	db	2285	דוד ליכט (דניאל פרענקל)	David Licht	
HUB-D2285	entry	P-2-facs_147_tr_1744279083	ליכט, דוד [דניאל פרענקל]	vol 2	ra_align
HUB-D2285	surface	דוד לייכט	דוד לייכט	full ×6.0	validated_surface
HUB-D2285	surface	דוד ליכט	דוד ליכט	full ×19.0	validated_surface
HUB-D2285	surface	דניאָל פרענקעל	דניאָל פרענקעל	full ×1.0	validated_surface
HUB-D2285	surface	פֿרענקל	פֿרענקל	surnames ×1.0	validated_surface
HUB-D2286	db	2286	סידני ליכט	Sidney Licht	
HUB-D2286	entry	P-2-facs_147_tr_1744279089	ליכט, סידני	vol 2	ra_align
HUB-D2287	db	2287	משה ליכטענשטיין	Moshe Lichtenstein	
HUB-D2287	entry	P-2-facs_147_tr_1744279091	ליכטענשטיין, משה	vol 2	ra_align
HUB-D2287	surface	ליכטענשטיין	ליכטענשטיין	surnames ×1.0	validated_surface
HUB-D2288	db	2288	בּ לידין (אליהו ברוך ליוועראַנט)	B. Lidin	
HUB-D2288	entry	P-2-facs_132_tr_1744279065	לידין, בּ. [אליהו-ברוך ליוועראַנט]	vol 2	ra_align
HUB-D2288	entry	P-5-facs_170_tr_1735652615	לידין, ב. [אַליהו-ברוך ליוועראַנט]	vol 5	ra_align
HUB-D2288	surface	ב. לידין	ב. לידין	initials ×1.0	validated_surface
HUB-D2289	db	2289	אברהם ליבערמעאַן	Abraham Lieberman	
HUB-D2289	entry	P-2-facs_129_r_4	ליבּערמאַן, אברהם	vol 2	ra_align
HUB-D2289	entry	P-6-facs_463_tr_1747930281	ליבערמאַן אַברהם	vol 6	ra_align
HUB-D2289	surface	ליבערמאַן	ליבערמאַן	surnames ×2.0	validated_surface
HUB-D2290	db	2290	באַסיע לבגאׇלד	Basha Liebgold	
HUB-D2290	entry	P-2-facs_121_tr_1744279182	ליבּגאָלד בּאַסיע	vol 2	ra_align
HUB-D2290	entry	P-5-facs_271_tr_1739221089	ליבגאָלד, באַסיע	vol 5	human_align
HUB-D2290	surface	באַסיע	באַסיע	surnames ×1.0	validated_surface
HUB-D2290	surface	באַשע ליבגאָלד	באַשע ליבגאָלד	full ×1.0	validated_surface
HUB-D2291	db	2291	לעאָן ליבגאָלד	Leon Liebgold	
HUB-D2291	entry	P-3-facs_332_tr_1756058893	ליבגאָלד לעאָן	vol 3	human_align
HUB-D2291	surface	לעאָן ליבגאָלד	לעאָן ליבגאָלד	full ×3.0	validated_surface
HUB-D2292	db	2292	זלמן ליבגאׇלד	Zalman Liebgold	
HUB-D2292	entry	P-2-facs_121_r	ליבּגאָלד, זלמן	vol 2	ra_align
HUB-D2292	entry	P-5-facs_271_tr_1739221094	ליבגאַלד זלמן	vol 5	ra_align
HUB-D2292	surface	זלמן ליבגאָלד	זלמן ליבגאָלד	full ×3.0	validated_surface
HUB-D2293	db	2293	זעליג ליבגאָלד	Zelig Liebgold	
HUB-D2293	entry	P-2-facs_121_tr_1744279183	ליבּגאָלד, זעליג	vol 2	ra_align
HUB-D2293	surface	זעליג ליבגאָלד	זעליג ליבגאָלד	full ×3.0	validated_surface
HUB-D2294	db	2294	מאָריץ ליבּליך (יצחק-משה)	Moritz Lieblich	
HUB-D2294	entry	P-2-facs_127_tr_1744279075	ליבּליך, מאָריץ (יצחק-משה)	vol 2	ra_align
HUB-D2294	surface	יצחק-משה (מאָריץ) ליבליך	יצחק-משה (מאָריץ) ליבליך	full ×1.0	validated_surface
HUB-D2294	surface	מ. ליבליך	מ. ליבליך	initials ×2.0	validated_surface
HUB-D2295	db	2295	פריידעלע ליפּשיץ	Freydele Lifschitz	
HUB-D2295	entry	P-3-facs_276_tr_1755674177	ליפשיץ, פֿריידעלע	vol 3	human_align
HUB-D2295	surface	פֿריידעלע ליפשיץ	פֿריידעלע ליפשיץ	full ×2.0	validated_surface
HUB-D2296	db	2296	האָדע ליפּשיץ	Hoda Lifshits	
HUB-D2296	entry	P-2-facs_172_tr_1744279164	ליפשיץ, האָדע	vol 2	ra_align
HUB-D2297	db	2297	מרים ליפשיץ	Miriam Lifshits	
HUB-D2297	entry	P-2-facs_157_r_4	ליפּאָוויעצקי, מרים	vol 2	ra_align
HUB-D2297	entry	P-2-facs_160_tr_1744279178	ליפּאָווסקי, סאַשאַ [שמחה זשעלאַזאָ]	vol 2	ra_align
HUB-D2297	entry	P-2-facs_173_r_2	ליפשיץ, מיריאָם [שומסקי]	vol 2	ra_align
HUB-D2297	surface	זשעלאַזאָן	זשעלאַזאָן	surnames ×2.0	validated_surface
