mention	occurrences	as_heading	alternative_heading	notes
מאַראַ סילווא	1.0			
מאַרגאַ קאָפּטאָל	1.0			
מאַרגאָליס עדוואַרד (יקותיאל)	1.0			
מאַרגאַרעט עדעלהיים	1.0			
מאָרטאָ גרעיהעם	1.0			
מאַרטאַ פּאָל	1.0			
מאַרטאָן דייטש	1.0			
מאַרטן בובער	1.0			
מאָרי האָטשטיין	1.0			
מאָרי ראָטה	1.0			
מאַריאַ טערעסאַ לעאָן	1.0			
מאַריאַ לאַרסקאַ	1.0			
מאַריאָ קאָנאָפּניצקאַ	1.0			
מאַריאָן דייווייס	1.0			
מאַריאָן נויטייך	1.0			
מאָריס אַקסעלראָדן	1.0			
מאָריס באָלאַנאָוו	1.0			
מאָריס ביעלאָווסקי	1.0	ביעלאָווסקי, מאָריס		
מאָריס גאָלדבערג	1.0	גאָלדבערג, מאָריס		
מאָריס גאַנז	1.0			
מאָריס גליקליך	1.0			
מאָריס געסט	1.0			
מאָריס גערבער	1.0			
מאָריס דיימאָנט	1.0			
מאָריס האָניג	1.0			
מאָריס האָפמאַן	1.0			
מאָריס הילקוויט	1.0			
מאָריס הערמאַנסדאַרף	1.0			
מאָריס זאַגער	1.0			
מאָריס זילבערמאַן	1.0			
מאָריס טוכבאַנד	1.0			
מאָריס כּהן	1.0			
מאָריס לאָרענץ	1.0			
מאָריס ליבליך	1.0			
מאָריס מעדאָף	1.0			
מאָריס פאל	1.0			
מאָריס פֿאַרבער	1.0			
מאָריס פֿאַרבערן	1.0			
מאָריס פֿיינקעל	1.0			
מאָריס פּעלץ	1.0			
מאָריס שאַפּיראָ	1.0			
מאָריץ באַנדע	1.0			
מאָריץ גראָסמאַן	1.0			
מאָריץ פינסקער	1.0			
מאַרישע ווינדער	1.0			
מאַרלאָן בראַנדאָ	1.0			
מאַרסעל סעלעסטע	1.0			
מאַרסעלאַ ווייס	1.0			
מאַרעק אַרנשטיין	1.0			
מאַרעק ווינדהיים	1.0			
מאַרצעליש שייפער	1.0			
מאַרק איזראַעל	1.0			
מאָרק אַרענשטיין	1.0			
מאַרק דוואָזשעצקי	1.0			
מאַרק דוואָרזשעצקי	1.0			
מאַרק טוועין	1.0			
מאַרק יואַווילער	1.0			
מאַרק לאַוורי	1.0			
מאַרק לאַזאַראָוויטש מעריסאָן	1.0			
מארק לייפציגער	1.0			
מאַרק רובינשטיין	1.0			
מאַרק שאַפּיראָ	1.0			
מאַרק שוואַרץ	1.0			
מאַרק שוויין	1.0			
מאַרק שווייס	1.0			
מאַרקאָ מילנער	1.0			
מאָרקאַ פריאַנאַ	1.0			
מאָרקוס גליקמאַן	1.0			
מאַרקוס סטופּעל	1.0			
מאַרקוס עפּשטיין	1.0			
מאַרקס שווייד	1.0			
מאַשאַ באַביצקי	1.0			
מאַשאַ בעניאָ	1.0			
מאַשאַ ראָטמאַן	1.0			
מאַשע דאָלניק	1.0			
מאַשע פּוטערמאַן	1.0			
מאַשע פֿישער	1.0			
מאַשע פעטערמאַן	1.0			
מאַשע ראָלניק	1.0			
מוטער (שיינדל ריסע טייטל)	1.0			
מוישע גאָלדבלאַט	1.0			
מומע טאַבענקין	1.0			
מוני ווייזנפֿריינט	1.0			
מוני ווייזענפֿריינד (פּאָול מוני)	1.0			
מוני שטרענג	1.0			
מוניע גלייזער	1.0			
מונקאַטשער דינאַסטיע	1.0			
מוסיאַ דיי כעס	1.0			
מוסיאַ קורץ לאַנגמאַן (שפּעטער — סמאַרגאָנסקי)	1.0			
מוסיע רעכעס	1.0			
מי קאַליש	1.0			
מיטגלידער פֿון דער אַקטיאָרן-יוניע	1.0			
מיטיע (מנחם) בליאַכער	1.0			
מייגעל גערבאַנאָוו	1.0			
מיינע גורעוויטש	1.0			
מייסטער גלאַזער	1.0			
מייסטער וויט	1.0			
מייעטשיסלאָוו פֿרידמאַן	1.0			
מייק ווילענסקי	1.0			
מייקל גאָלד	1.0			
מייקל ווילענסקי	1.0			
מייקל סעיערס	1.0			
מייראָן העריק	1.0			
מיכאַאיל הערמאָלענסקי	1.0			
מיכאיל ראַזומני	1.0			
מיכאָל בראַנדט	1.0			
מיכאָל גנעסין	1.0			
מיכאָל הלוי ראָדקינסאָן	1.0			
מיכאָל וועקסלער	1.0			
מיכאל זאַמעטקין	1.0			
מיכאָל זניטש	1.0			
מיכאָל יוסף גוזיקאָוו	1.0			
מיכאָל לובלינער	1.0			
מיכאָל מילבערגער	1.0			
מיכאָל מעסינגער	1.0			
מיכאָל ניטש	1.0			
מיכאָל עזריאל	1.0			
מיכאל פינקעלשטיין	1.0			
מיכאָל פּרייס	1.0			
מיכאָל קליין	1.0			
מיכה יוסף ברדיצבסקי	1.0			
מיכל בערטשינסקי	1.0			
מיכל גאָלדבערן	1.0			
מיכל גאָלדשטיין	1.0			
מיכל גאָרדאַן	1.0			
מיכל נאָרדאָן	1.0			
מיכל פֿרידמאַן	1.0	פֿרידמאַן, מיכל		
מיכל קאַץ	1.0			
מילדרעך בלאַק	1.0			
מילטאָן וויינטרויב	1.0	וויינטרויב, מילטאָן		
מילטאָן טאָמאַשעווסקי	1.0			
מים ניקלס	1.0			
מינאַ (יאָווילער)	1.0			
מינאַ שיינגאָלד	1.0			
מינדל בערקאָוויטש	1.0			
מיני בוירנס	1.0			
מיני בירנבוים	1.0			
מיני פילפּעל	1.0			
מינסקער סטאָליער	1.0			
מינע בירנבוים	1.0			
מינע בלומעפעלד	1.0			
מינע דייטש	1.0			
מינע יאָוועל	1.0			
מינע ליכטענבערג	1.0			
מיס גענדלער	1.0			
מיס דאָראָטי הייוואַרד	1.0			
מיס לי	1.0			
מיעטעק (מרדכי)	1.0			
מיעטעק ראָטשיין	1.0			
מיצי האָפּע	1.0	האָפּע, מיצי		
מיקי רוני	1.0			
מיריאָם ליפשיץ	1.0			
מישאַ גימפּעל	1.0			
מישאַ גענפֿער	1.0			
מישאַ וועקסלער	1.0			
מישאַ סאַרווער	1.0			
מישאַ שיין	1.0			
מישע גענפער	1.0			
מישע נאַטאַן	1.0			
מישע נעמער	1.0			
מישע שוואַרץ	1.0			
מישעל אַדאָלף ווערבל	1.0			
מישעל פאקין	1.0			
מישעל פֿאַקין	1.0			
מלך דאָכעס	1.0			
מלך הערשקאָוויטש	1.0	הערשקאָוויטש, מלך		
מלך לאַיעוו	1.0			
מלך ניישטאָט	1.0			
מלך קאַרפּינאָוויטש	1.0			
מלכה די רופא'טע	1.0			
מלכה חפץ	1.0			
מלכה קאָרן	1.0			
מלכּה קאָרנשטיין	1.0			
מלכה קאָרענשטיין	1.0			
מלכה ראָבינאָוויטש	1.0			
מלכה ריטען	1.0	ריטען, מלכה		
מלכהלע קאַרפּינאָוויטש	1.0			
מנחם באַריישאַ	1.0			
מנחם בן-ישראל	1.0			
מנחם דעסער	1.0			
מנחם לינדער	1.0			
מנחם פלאַקסער	1.0			
מנחם רעסלער	1.0			
מנחס קיפּניס	1.0			
מנחס-מענדל הורוויץ	1.0			
מנשה אונגער	1.0			
מנשה אפנהיים	1.0			
מנשה אָפּענהיים	1.0			
מנשה כדרי	1.0			
מנשה מרגלית	1.0			
מנשה סקילניק	1.0			
מעדזש לענעגאָוו	1.0			
מעי וועסט	1.0			
מעידזשאָר באוס	1.0			
מעכל ניעגריניץ	1.0			
מעכעלע גליקמאַן	1.0	גליקמאַן, מעכעלע		
מעלכיאָר לענגיעל	1.0			
מען סיימאַן	1.0			
מענדל בייליס	1.0			
מענדל בייליסן	1.0			
מענדל וואָהלמאַן	1.0			
מענדל טעפּליצקי	1.0			
מענדל ליפּסקי	1.0			
מענדל נייגעשל	1.0			
מענדל נייגרעשל	1.0			
מענדל עלקינד	1.0			
מענדל פּלאַוונער	1.0	פּלאַוונער, מענדל		
מענדל קאָן	1.0			
מענדעל ליעפּיוס	1.0			
מער גאָרדין	1.0			
מער ווילענסקי	1.0			
מערי אַבראַמאָוו	1.0			
מערי וויגמאַן	1.0			
מערי ווילסאָן	1.0			
מערי טאַרסיי	1.0			
מערי קאַץ	1.0			
מעריאָן גערינג	1.0			
מערעלין מייקלס	1.0			
מרדכי (מאָטל) הילסבערג	1.0			
מרדכי אַנילעוויטש	1.0			
מרדכי גאָרעליק	1.0			
מרדכי געבירטיק	1.0			
מרדכי דער בדחן	1.0			
מרדכי יחסן	1.0	יחסן, מרדכי		
מרדכי מאַזאָ	1.0			
מרדכי מאיר לייזעראָוויטש	1.0			
מרדכי מילער	1.0			
מרדכי מעלדוד	1.0			
מרדכי סענאָלעסקאַ	1.0			
מרדכי ערענפּרייז	1.0			
מרדכי פּוטערשניט	1.0			
מרדכי פֿורמאַן	1.0			
מרדכי קאָפּלאַן	1.0			
מרדכי ראַקאָווער	1.0			
מרדכי רודענסקי	1.0			
מרדכי ריבאַלסקי	1.0	ריבאַלסקי, מרדכי		
מרדכי שאַדאָווסקי	1.0			
מרדכי-בייניש שמולעוויטש	1.0			
מרדכן סענאָלעסקאָ	1.0			
מרים איזראַעלס	1.0			
מרים איינהאָרן	1.0			
מרים בערנעט	1.0			
מרים בראָדערזאָן	1.0			
מרים גאָלד	1.0			
מרים גורעווטש	1.0			
מרים לאה די שוחטקע	1.0			
מרים לערנער	1.0			
מרים נאָוויטש	1.0			
מרים עליאָס	1.0			
מרים קאַראָלאָוואָ-קאַמבאַראָוו	1.0			
מרים קאַרפּילאָוו	1.0			
מרים קרעדער	1.0			
מרים שאָמער צונזער	1.0			
מרים שיק	1.0			
מרים שנאָבעל-העפליך	1.0			
מרס פֿיינבערג	1.0			
מרס קראַנער	1.0			
משה אהרן ווינער	1.0			
משה אַכלער	1.0			
משה אַלטמאַן	1.0			
משה אַפֿרים	1.0			
משה אָרענשטיין	1.0			
משה בורשטיין	1.0	בורשטיין, משה		
משה בלינדמאַן	1.0			
משה ברענדמאַן	1.0			
משה גאַרבאַזש	1.0	גאַרבאַזש, משה		
משה גורוויטש	1.0	גורוויטש, משה		
משה גליקאָווסקי	1.0			
משה גערשענזאָנס	1.0			
משה גערשענסאָן	1.0			
משה גראָס-צימערמאַן	1.0			
משה דוד	1.0			
משה דוכאָווניס	1.0			
משה דלוזשנאָווסקי	1.0	דלוזשנאָווסקי, משה		
משה דעם בלינדן	1.0	משה דער בלינדער [זינגער]		
משה הויזווירט	1.0	אַריעל, סאָניאַ [בעזמאַן]		
משה הורוויץ	1.0	הורוויץ, [האָרוויץ - הורוויטש] משה איש הלוי פּראָפעסאָר		
משה היינע-חיימאָוויטש	1.0	היינע-חיימאָוויטש, משה		
משה הלוי	1.0			
משה העלער	1.0	אונדזערע בויער		
משה וואַרשע	1.0	וואַרשע, משה		
ווידע משה	1.0	וויידע, משה		
משה וויינשטיין	1.0			
משה וועספעלד	1.0	ווייספעלד, משה		
משה זאַרניצקי	1.0	אונדזערע בויער		
משה זוילבערמאַן	1.0	זילבערמאַן, משה		
משה זיידערמאַן	1.0	זיידערמאַן, משה		
משה זעלווער	1.0	זעלווער משה		
משה חיים לוצאַטאָ	1.0			
משה טרילער	1.0			
משה טשיזשיק	1.0	טשיזשיק, משה		
משה יאָקאָב	1.0			
משה יעקב גאָלדענבערג	1.0	גאָלדענבערג, יעקב-משה		
משה יצחק הרכני	1.0	גאַריעלאָוו, אַליעזר		
משה לאַנדוי	1.0	לאַנדוי-קלעקוי, משה		
משה לוטערמאַן	1.0			
משה ליוושיץ	1.0	ליפשיץ [ליוושיץ], משה		
משה ליטוואַקאָוו	1.0	ליטוואַקאָוו, מוישע		
משה לייב לוליענבלום	1.0	ליליענבלום, משה-לייב		
משה לייב לילענבלום	1.0	ליליענבלום, משה-לייב		
משה לעסער	1.0	משה לעסער (לאזניק)		
משה לערער	1.0			
משה מאָראָחאָווסקע	1.0			
משה מאַרקוזי	1.0	גאָלדענבערג, יעקב-משה		
משה מלמד	1.0	מלמד, משה		
משה מרדכי צוקערמאַנן	1.0			
משה נאָס	1.0			
משה נוי	1.0			
משה נירנבערג	1.0	גאַריעלאָוו, אַליעזר		
משה נעסטאָר	1.0	נעסטאָר משה		
משה סאָבעל	1.0			
משה סאלאָמינקער	1.0			
משה סאָראָקער	1.0			
משה סוריץ	1.0	סוריץ, משה		
משה סלאָוועס	1.0			
משה סק'לניק	1.0	סקולניק, משה		
משה עהרענקראַנץ	1.0			
משה עלבוים	1.0	עלבוים, משה		
משה פּאָטאַשינסקי	1.0	פּאַטאַשינסקי, משה		
משה פּאַסטאָר	1.0	פּאַסטאָר, משה		
משה פּאַפּיערין	1.0	פּאַפּיערין, משה		
משה פֿאַקס	1.0	אַריעל, סאָניאַ [בעזמאַן]		
משה פינטשעווסקי	1.0			
משה פינקל	1.0			
משה פֿעדער	1.0	פעדער, משה		
משה פֿראָסטיג	1.0			
משה פרידמאן	1.0	גאַריעלאָוו, אַליעזר		
משה פֿרידמאַן	1.0			
משה פריזאַמענט	1.0	פריזאַמענט, משה		
משה צימבלער	1.0			
משה קאַנאַרעק	1.0			
משה קאָפּ	1.0	קאָפּ, משה		
משה קאַץ	1.0	קאַטץ, משה		
משה ראַוך	1.0			
משה ראָזען	1.0			
משה ראָנד	1.0			
משה ראָפֿאָלסקי	1.0			
משה רבינו	1.0			
משה שאָליט	1.0			
משה שאמיר	1.0			
משה שאַפּיראָ	1.0	שפּיראָ, משה		
משה שווייליך	1.0	שווייליך, משה		
משה שוידער	1.0			
משה שטאָקפעדער	1.0			
משה שטראַסבערגס	1.0			
משה שיין	1.0			
משה שיפּער	1.0			
משה שמואל ניימאַן	1.0	נוימאַן, משה-שמואל		
משה שמיר	1.0			
משה שמש	1.0	שמש, משה		
משה שניידער	1.0			
משה שעווער	1.0	פורמאַן, נאָרמאַן		
משה שעפטעלזאָן	1.0			
משה'לע לובער	1.0	קאַהאַן, סאָלאָמאָן [שלמה]		
משהאהרן שאַצקעס	1.0			
משהלע בורשטיין	1.0	וויינבערג, סאָניאַ [קאַרל]		
משהלע פריזאָמענט	1.0			
משולם האָרוויץ	1.0			
משולם לעווין	1.0			
משולם סורקיס	1.0			
משך דוד וואַקסמאַן	1.0	וואַקסמאַן, מאָריס [משה דוד]		
משפּחה אַרטיסטן	1.0			
משפּחה זאַנדאָוויטש	1.0			
משפּחה מאָרגוליעס	1.0			
משפּחה קאָמפּאַניעיעץ	1.0			
מתחיהו בענסמאַן	1.0			
מתתיהו בענסמאַן	1.0			
מתתיהו טהור	1.0	טהור מאַטיאָס (מתתיהו)		
מתתיהו שמחה ראַבינער	1.0			
מתתיהן טהור	1.0			
נאַאום גאָרדאָן	1.0			
נאָאום פּאָדלובני	1.0			
נאַדיאַ נעראָסלאָווסקאַיאַ	1.0			
נאַדיע וויניסקי	1.0			
נאָזער שיינגאָלד	1.0			
נאַטאליא (שפּעטער) ליפּמאַן	1.0	ליפּמאַן, נאַטאַליאַ [נייטשע עלבּוים]		
נאַטאַן זאַבאַרע	1.0			
נאַטאַנסאָן דזשולייס	1.0			
נאָעל קאָוואַרד	1.0			
נאָראַ נעי	1.0			
נאַרבערט וואָלהיים	1.0			
נאַרמאַן האָראָוויץ	1.0			
נאָרמאַן טוגענבערג	1.0			
נאָרמאַן פֿאַרמאַן	1.0	פורמאַן, נאָרמאַן		
נאָרמאַן פֿורמאַן	1.0	פורמאַן, נאָרמאַן		
נאַרסיסאָ איבאַניעס מענטאָ	1.0			
נוירטרוך בולמאַן	1.0			
נח לידער	1.0			
נח פינקעלשטיין	1.0			
נח פּרולוצקי	1.0	פרילוצקי, נח		
נח ראָזענפעלד	1.0			
נחום אויסלענדער	1.0	אויסלענדער נחום		
נחום גאַרדי	1.0			
נחום כאָנין	1.0			
נחום לעווין	1.0			
נחום מאיר שייקעוויטש	1.0			
נחום מאיר שייקעוויטש (שמיר)	1.0			
נחום מרדכי	1.0			
נחום שטיף	1.0			
נחום-פֿייוול (פיליפּ) ווייזענפֿריינד	1.0			
נחמה [נינאַ שולמאַן]	1.0			
נחמה-רחל (העלענא) רינגעלהיים	1.0			
נחמיה הכהן	1.0			
נחמיה פינקעלשטיין	1.0			
נחמן זיידענוועבער	1.0			
נחמן פֿון בראָדי	1.0			
נחמן קראָכמאַל	1.0			
נטע צעסאַרסקי	1.0	צעסאַרסקי,		
נטע שעהנפעלד	1.0			
ניאָמע ניצבערג	1.0			
ניונאַ דעלמאן-קלעבאָוונאַ	1.0			
ניטאָן פֿאַרמאַן	1.0			
נייטאָן גאָלבערג	1.0	גאָלדבערג, נייטאָן		
נייטאן פרענק	1.0	פרענק נייטאַן [נפתלי]		
נייטאן ראָזענטאָ	1.0	ראָזענטאַל, נייטן (נחום]		
נייטאָן שולמאַן	1.0	שולמאַן, נייטאָן		
נייטן (נחום)	1.0			
נייטן גאָלדבערג	1.0			
נייטן עהרליך	1.0			
נינאַ הערצאָג	1.0	שייקעוויטש, נינאַ [הע צאָג]		
נינאַ טאַלינא	1.0			
נינאַ ראָזענבערג	1.0			
ניסל בלומענטאַל	1.0			
ניסן אַלטער	1.0			
ניקאָלאַס בראָדסקי	1.0			
ניקאָליי דעם צווייטען	1.0			
ניקאָליי יעוורעיאינאָוו	1.0			
ניקאָליי ל.	1.0			
ניקאָליי ניקאָלייעוויטש	1.0			
ניקאָליי פּאָפּאָוו	1.0			
ניקן פּאָיענאָרו	1.0			
נעמי לעווענטאַל	1.0	לעווענטאַל, נעמי		
נפתלי אימבער	1.0			
נפתלי באַטווין	1.0			
נפתלי גראָס	1.0	גראָס נפתלי		
נפתלי דער גראָמענזאָגער	1.0			
נפתלי צבי יהודה בערלין	1.0			
נפתלי ראָפּשיצער	1.0			
נתלי נאָלדפאָדען	1.0			
נתלי-הערץ אימבער	1.0			
נתן אַלטערמאַן	1.0			
נתן ביסטריצקי	1.0			
נתן בירנבוים	1.0	בירנבוים (נחום) נתן, דר.		
נתן דראַנאָוו	1.0			
נתן זילבערצווייג (כספי)	1.0	זילבּערצווייג, נתן		
נתן מייזלער	1.0			
נתן מינסקי	1.0			
נתן סמאַרגאַן (נוסי דער סופר)	1.0			
נתן עק	1.0			
נתן פידעל	1.0			
נתן שלאָסבערג	1.0			
סאַבינאַ לעזשינסקאָ	1.0			
סאַבינאַ ראָזענטאַל (וויינבלאַט)	1.0	ראָזענטאַל, סאַבינאַ		
סאָוואַ מאָראַזאָוו	1.0			
סאול דיקשטיין	1.0	דיקשטיין, סאול		
סאָכאַטשאָווער רבין	1.0			
סאָל ליפּצין	1.0			
סאָל סמאָל	1.0			
סאַלאָמאָן (סעם)	1.0			
סאָלאָמאָן (שלמה) קוסטין	1.0	קוסטין, סאַלאָמאַן [שלמה]		
סאָלאָמאָן אַליווענבוים	1.0			
סאָלאָמאָן לעסער	1.0			
סאָלאָמאָן מענדעלסאָן	1.0			
סאָלאָמאָן קאהאָן	1.0	קאַהאַן, סאָלאָמאָן [שלמה]		
סאָלאָמאַן שמולעוויטש	1.0			
סאַלטשע דעסער	1.0			
סאָלטשע שאָר	1.0			
סאלטשע שמילאָוויטש	1.0			
סאַלי באַשטענדיג דעסער	1.0			
סאָלי בעשטענדיג	1.0	בעשטענדיג, סאַלי [שרה רבקה]		
סאַלי וואָלערשטיין	1.0			
סאַליווער מאַראַסקאַ	1.0			
סאָלקע סקולניק	1.0			
סאָלקע קוטנער	1.0			
סאַמואיל גענפֿער	1.0			
סאַמועל מאַסאָף	1.0	מאַסאָף, סאַמועל		
סאַמועל קופּערמאַן	1.0	קופּערמאַן, סאַמועל		
סאמי (שמואל) שמילאָוויטש	1.0			
סאמי אוריך	1.0	אוריך סאמי [שמאי, גדליהו]		
סאַמערסעט מאָהעם	1.0			
סאַנאַ רייפעל	1.0			
סאָני וועיל	1.0			
סאָני שאַפּיראָ	1.0	שאַפּיראָ, סאַני [נתנאַל-דוד]		
סאָניאַ (שרה) חיימאָוויטש היינע	1.0			
סאָניאַ בראָדערזאָן	1.0			
סאָניאַ ווידאָוו (לאַסקאָווסקי)	1.0	ווידאָוו, סאָניאַ		
סאָניאַ וויינבערג	1.0	וויינבערג, סאָניאַ [קאַרל]		
סאָניאַ טעפּער	1.0			
סאָניאַ ליבערט	1.0			
סאָניאַ מינץ	1.0			
סאָניאַ נאַדאָלסקי	1.0	נאַדאָלסקי, סאָניאַ [שרה קאַץ]		
סאָניאַ צימערמאַן	1.0			
סאָניאַ קאָמפּאַנעעץ	1.0			
סאָניאַ קאָצמאַן	1.0			
סאָניאַ קאַראַבעלאָ	1.0			
סאָניאַ רובינא	1.0			
סאָניאַ שלאָסבערג	1.0			
סאָניאַ שעפטל-שטערנפעלד	1.0			
סאָניע אָבערלענדער	1.0			
סאָניע אפרת	1.0			
סאָניע ברוין	1.0			
סאָניע מאַדייסקער	1.0			
סאָניע מייערסאָן	1.0			
סאָניע מיכעלסאָן-אָבערלענדער	1.0			
סאָניע מישוראט	1.0	מישוראַט, סאָניע [שרה-כייקע ראַבינאָוויטש]		
סאָניע רעכטבין	1.0	גאָלדפֿאַרב, שמואל		
סאַנפֿאָרד מייזנער	1.0			
סאַנפֿאָרן מייזנער	1.0			
סאָנץ אַדאָ	1.0			
סאָפיאַ בעלאָיא	1.0			
סאָפיאַ ווישניאָק	1.0			
סאַפֿיע אָבערלענדער	1.0	אָבערלענדער, סאָׁפיע		
סאָפֿיע ברעסלוי	1.0			
סאָפיע גאָלדשטיין-קאַרפּ	1.0			
סאָפֿיע פֿרידמאַן	1.0			
סאָפֿיע קאָרפּ	1.0	קאַרפּ, סאָפיע		
סאָפיע שוואַרץ	1.0			
סארא בערנארד	1.0			
סאַשאַ בעקער	1.0	בעקער, סאַשאַ		
סאַשאַ קרעמער	1.0			
סאַשאַ ראָיענטאָל	1.0			
סאַשקאַ (ראַפּאָפּאַרט)	1.0			
סוזאַנאַ זאַפראַן	1.0			
סוזי קעסטין	1.0	קעסטין, סוזי [סילווער]		
סטאניסלאוו ווייספּיאנסקי	1.0			
סטאַניסלאָוו זאַוואדזקי	1.0			
סטאַניסלאַוו קאָוואַלסקי	1.0			
סטאַניסלאָוו שטייגער	1.0			
סטאַניסלאָוו שיעלאַנסקי	1.0			
סטודענט ווייסבלאָט (וועריטע)	1.0			
סטודענטן פֿון דער אַגראָנאָמישער הויכשול אין פּולאַוו	1.0			
סטעלאַ שולמאַן	1.0			
סטעפֿאַן בלאַכאָווסקי	1.0			
סטעפֿאַן גראָסמאַן	1.0			
סטעפאַן יאַראַטש	1.0			
סטעפאַניאַ פעלטענשטיין	1.0			
סטעפאַניאַ שטייף	1.0			
סי' אלשוואַנגער	1.0			
סיאַמע גענפער	1.0			
סיגאָלעווסקאַ לענאַ	1.0			
סיד (שלמה) זינגער	1.0			
סידאָר בעלאַרסקי	1.0			
סידני גרינבוים	1.0			
סידני קינגלי	1.0			
סידני ראָס	1.0			
סיידי דזשעראַרד	1.0			
סיידי פּאָמעראַנץ	1.0			
סיימאָן וואולפס	1.0			
סיימאָן ווינסעלבערג	1.0			
סיימאַן טאָמאָשעווסקי	1.0			
סילוויאַ בערנשטיין	1.0			
סילוויאַ נויפעלד	1.0			
סילוויאַ סידני	1.0			
סילוויאַ פֿעדער	1.0			
סילוויאַ פעליקא	1.0			
סילווען ריטש	1.0			
סילי גרינבּערג	1.0			
סיליע סילווער	1.0			
סימע (סילוויאַ)	1.0			
סימע שאַפּיראָ	1.0			
סיני וויינשטאָק	1.0			
סיעראצקיס פרוי	1.0			
סירני האַרט	1.0			
סעב לאָהנפעלד	1.0			
סעגאַלאָווסקי (שפּעטער — סעגאַלעסקאָ)	1.0			
סעווערין שטיינוואַרצל	1.0			
סעינט קלעיר	1.0			
סעם אַגעד	1.0	אַנעד, סעם [שלמה]		
סעם אָגעדן	1.0			
סעם אַדלערס	1.0	אַדלער, סעם		
סעם אויערבאָד	1.0			
סעם אינדין	1.0			
סעם אלוני	1.0	אלוני, סעם (שמואל קאָפּעלבוים)		
סעם גאָלדשטיין	1.0			
סעם גערטלער	1.0	גערטלער סעם [ישראל]		
סעם דאיאן	1.0	דאיען, סעם		
סעם דייטש	1.0			
סעם דיימאָנט	1.0	דיימאַנט, סעם [גאָלובאַק]		
סעם האָדעם	1.0			
סעם העריס	1.0			
סעם לאָהנפעלד	1.0			
סעם לודוויג	1.0	לודוויק, סעם		
סעם לודנער	1.0			
סעם ליודנער	1.0	ליודנער, סעם (שמוּאל)		
סעם מאָרגענבעסער	1.0			
סעם מאָריס	1.0	מאָריס, סעם [שמואל-משה גאַנז]		
סעם סאָלאָמאָן	1.0			
סעם סאקלאָמאָן	1.0			
סעם פּאָדעם	1.0	פּאָדעם, סעם		
סעם פֿאַרקויף	1.0			
סעם פּעווזנער	1.0			
סעם קאָהען	1.0			
סעם קלוג	1.0			
סעם קרייצבערג	1.0			
סעם ראוז	1.0			
סעם ראָוז	1.0			
סעם ראַטנער	1.0			
סעם שאָר	1.0			
סעם שיפמאַן	1.0			
סעמועל אָרניץ	1.0			
סעמועל גאָלדענבורנ	1.0			
סעמועל גאָמפּערס	1.0			
סעמועל גראָסמאָן	1.0	גראָסמאַן, סעמועל ב.		
סעמועל טאָרנבערג	1.0			
סעמועל פישער	1.0			
סעמועל פישקינד	1.0			
סעמועל ראָזענשטיין	1.0	ראָזענשטיין, סעמועל [שמואל]		
סעמיוועל גאָלדענבורג	1.0			
סעמיול גאָלדענבורג	1.0			
סעמיועל (יעקב-שמואָל)	1.0			
סעמיועל (שמואל) באַטשעליס	1.0			
סעמיועל גאָלדענבודג	1.0			
סעמיועל גראָסמאַן	1.0			
סעמיועל גרינבערג	1.0	גרינבערג, סעמיועל [שמחה]		
סעמיועל דאַרף	1.0			
סעמיועל זילבערבערג	1.0			
סעמיועל לערעסקאַ	1.0			
סעמיועל סאָלאָמאָן	1.0			
סעמיועל פענער	1.0			
סעמיועל פערקויף	1.0			
סעמיועל קופּערמאַן	1.0			
סעמיועל רודענס	1.0			
סעמיועל שיינבערג	1.0			
סענדער בדחן	1.0	סענדער בדחן [אליהו-אַלכסנדר פידעלמאַן]		
סענדער ווייסמאַן	1.0			
סענע שאָפּיראָ	1.0			
סער אויגוסטוס האָריס	1.0			
סער אָסוואַלד סטאָל	1.0			
סער הערי לאודער	1.0			
סער מאָזעס מאָנטעפיאָרע	1.0			
סער פרענציס מאָנטעפיאָרע	1.0			
סעראַ גאָלדבערג	1.0			
סעראַפיס אַלוואַרעס קווינטעראַ	1.0			
סערגעי סאבאַטיעוו	1.0			
סערטאָ קאַליש	1.0			
עדואַרד דרימאַן	1.0			
עדואָרד מאָרגוליעס	1.0			
עדוואַרד דזשי ראָבינסאָן	1.0			
עדוואַרד מאָרגולעס	1.0			
עדווין פֿאָרעסט	1.0			
עדווין פֿראַנקאָ גאָלדמאַן	1.0			
עדווין שאַלבערט	1.0			
עדווין שעלדאָן	1.0			
עדי קאַנטאָר	1.0			
עדי קלאַרק	1.0			
עדיאַ (בערקאָווער)	1.0			
עדמאַנד ראָסטאָן	1.0			
עדמונד קין	1.0			
עודזשען זשענעלעאַנו	1.0			
עוואַ (חוה)	1.0			
עוואַ פיביג	1.0			
עוויאָל פליישמאַן	1.0			
עוזר וואַרשאָווסקי	1.0			
עוזר מאָרשעליק	1.0	עוזר מאַרשעליק [ראָהאַטינער ?]		
עוזר ראַהאַטינער	1.0			
עזיז דאַמעט	1.0			
עזראַ פֿינינבערג	1.0			
עזראַ שיין	1.0			
עזריה אַזאַריין-מעסערער	1.0			
עטאַ מייראַנסקי	1.0			
עטל (פֿון דער היים פינקעלשטיין)	1.0			
עטל באַרימאָר	1.0			
עטל גאָלד-וויינשל	1.0			
עטל קאָדונער	1.0			
עטלעכע אַקטיאָרן	1.0			
על שענק	1.0			
עלאַ זיבעל	1.0	זיבּעל, עלאַ		
עליאָס לאַזאַראָוו	1.0	לאַזאַראָוו, עליאַס [אַליעזר שאַפיר]		
