mention	occurrences	as_heading	alternative_heading	notes
עליאָס סאָליווען	1.0			
עליאַס פּאַטראָן	1.0			
עליאַס שייד	1.0			
עליזאַ אָרזשעשקאָ	1.0			
עליזה גרינבלאַט	1.0			
עלים גלוקמאַן	1.0			
עליע מינץ	1.0	מינץ, עליע [אליהו זאַץ]		
עלמאַ גלוק	1.0			
עלמאַ עהרליך-לעווענדזשער	1.0			
עלמאַר רייסעס	1.0			
עלע לייכטענבערג	1.0			
עלעאנארא דיזע	1.0			
עלען דעגנער	1.0			
עלען מייקעלסאָן	1.0			
עלענאָר רוזוועלט	1.0			
עלקע דאָרף	1.0			
עלקע לובינסקי	1.0			
עמאַ טאָמאַשעווסקי	1.0	פינקעל, עמאַ [טאָמאַשעווסקי]		
עמאַ לאַזאַרוס	1.0			
עמאַ שייווער	1.0			
עמאַ שעיווער	1.0	שעיווער לאַזאַראָוו, עמאַ		
עמאַנואל רינגעלבלום	1.0			
עמאַנועל ראָבלעס	1.0			
עמאַנועל רייכער	1.0			
עמי ראָבסאַרד	1.0			
עמיל גימפּל	1.0			
עמיל וו.	1.0			
עמיל זאָלאַס	1.0			
עמיל פֿרידעם	1.0			
עמיל פּרידעסעס	1.0			
עמיליע באַבאַד	1.0			
עמנואל האַמבורסקי	1.0			
עמנואל רינגלבלום	1.0			
עמעריק פעלדזש	1.0			
ען ניקעל	1.0			
ען ניקעלס	1.0			
ענדיקע דע ראָסאַס	1.0			
עני טשערניאק	1.0	טשערניאַק, עני [פיינמאַן]		
עני יאָזעפזאָהן	1.0			
עני לוביז	1.0			
עני לובין	1.0	לוּבּין, עני [הענדזשיאַ לוּבניאָק]		
עני סיגאַל	1.0			
עני פֿראַנקענבערג	1.0			
עני פרענק	1.0			
עני קאַפּלאַנסקי	1.0			
ענריקאַ קאַרוזאָ	1.0			
עסטעל ליבלינג	1.0			
עסטרייכישער הערצאָג	1.0			
עסקין ראַפּל	1.0			
עקב ספּיוואַקאָווסקי	1.0	ספּיוואַקאָווסקי, יעקב		
עקיבא אָפּטער	1.0			
עקיבא גינזבורג	1.0			
עקיבאַ דורמאַשקין	1.0			
ערווין טירקווי	1.0			
ערווין פיסקאַטאָר	1.0			
עריך קאַרוס	1.0			
עריק לוקאַס	1.0			
ערנאַ וויינשטיין	1.0			
ערנסט טאָלערס	1.0			
ערנסט לוביטש	1.0			
ערנסט שטערן	1.0			
ערנעסטינא (אסתר פינקעלשטיין)	1.0			
ערנעסטינע מינהיים	1.0			
פ' אָפּעל	1.0			
פ' גאָלד	1.0			
פ' גוטענטאַג	1.0			
פ' ווייסמאָן	1.0			
פ' לאָנדאָן	1.0			
פ' מייזעל	1.0			
פּ' פינקעלשטיין	1.0			
פֿ'ג היקל	1.0			
פּאָ-ל ברייטמאַן	1.0			
פּאַאולאָ ר.	1.0			
פּאָאולינאַ סטרוזשעצקא	1.0			
פֿאַביאַן שטראָבער	1.0			
פֿאַביוס מיזעס	1.0			
פּאַבלאָ פיקאַסאָ	1.0			
פּאָדרעם מילאָ	1.0			
פּאַוועל אָרלענעוו	1.0			
פּאַוועל שטשענלאָוו	1.0			
פּאַול (פּסח) ווהייטמאַן	1.0			
פאול באַראַטאָוו	1.0			
פֿאַול באַראַטאָוו	1.0			
פּאַול באָרכין	1.0			
פּאַול דיסקאָונט	1.0			
פאַול מעלראָד	1.0			
פּאַול נאָרדאָף	1.0			
פּאולאַ ווייס	1.0			
פּאָולאַ פּאַטראָני	1.0			
פאַולאַ פּרילוצקי	1.0			
פּאַולין האָפמאַן	1.0	האָפמאַן, פאולין		
פּאַולין ווהייטמאַן	1.0			
פּאַולין ווינטער	1.0			
פּאַולינאַ ווענגראָוו	1.0			
פּאָולינאָ ווערבעל	1.0			
פאולינא עדעלשטיין	1.0			
פּאַולינאַ עדעלשטיין	1.0	עדעלשטיין, פאולינאַ [פינקעלשטיין]		
פּאַולינע פינקעלשטיין	1.0			
פּאָל מוני	1.0			
פֿאַל קווינט	1.0			
פֿאָל קלאָצקין	1.0			
פּאָלאַ וואַלטער	1.0			
פּאָלאַ נעגרי	1.0			
פֿאָלאַ קאָסטערשטיין	1.0			
פּאָלי ווינטערס	1.0			
פאָליאַ אַש	1.0			
פֿאָליאַ בן-גוריון	1.0			
פּאָליאַ פֿינקעלשטיין	1.0			
פּאָליאַ קאַדיסאָן	1.0			
פאַלינאַ עדעלשטיין	1.0			
פאַלינאַ פּרילוצקאַ	1.0			
פֿאָלק האַלפּעדין	1.0			
פֿאַלק היילפּערין	1.0			
פֿאַמיליע אָדלער	1.0			
פֿאַמיליע גראָסמאַן	1.0			
פֿאַמיליע הערשמאַן	1.0			
פֿאַמיליע לייבעל	1.0			
פֿאַמיליע נאַטאַן	1.0			
פֿאָמיליע ראָזענשטיין	1.0			
פֿאַמיליע שיינגאָלד	1.0			
פֿאָן מאיער	1.0			
פֿאָן מייער	1.0			
פֿאַני ציפקוס	1.0			
פֿאַניאָ (פאַנינאַ, יאָקיבאָוויטש)	1.0			
פֿאָניאַ עפּשטיין-קאַמינסקאַ	1.0			
פאַניאַ ראַבעל	1.0			
פאַניאַ רובינאַ	1.0			
פֿאַניאַ רייבער	1.0			
פֿאַניי דורמאַשקין	1.0			
פּאַשאַ מאָשקאָוויטש	1.0	מאָשקאָוויטש, פּאַשאַ (באַסיאַ?]		
פי אַבראַמאָוויטש	1.0			
פֿי בענדעל	1.0			
פי מאַריענהאָף	1.0			
פי ספּעקטאָר	1.0			
פי ריינהאָרד	1.0			
פיאָדאָר שאַליאַפּין	1.0			
פּיאָטר וויינבערגער	1.0			
פּיאַסקער רב	1.0			
פּיטער פריי	1.0			
פֿייגעלע (פעני)	1.0			
פייגעלע פּאָניטש	1.0			
פֿייגעלע פּאַניץ	1.0	פּאַניץ, פֿייגעלע [פֿייגע-לאה מעראָן]		
פֿייוויש פינקעל	1.0			
פֿייוול סיטאָ	1.0			
פייוול פֿריד	1.0			
פייוול שרייער	1.0			
פֿיינגאקלד (שפּעטער — שאַכט)	1.0			
פֿיל בעיקער	1.0			
פֿיליפּ בערטאָלאַמי	1.0			
פֿיליפּ גולקיס	1.0			
פיליפּ ווייזענפריינד	1.0	ווייזענפֿריינד פֿיליפּ [נחום-פייוול]		
פֿיליפּ יאָרדאַן	1.0			
פיליפ לאַסקאָווסקי	1.0	לאַסקאָווסקי, פיליפּ		
פֿיליפּ לאַסקאָווסקי	1.0	לאַסקאָווסקי, פיליפּ		
פֿיליפּ מאַרק	1.0	מאַרק, פֿיליפּ		
פֿיליפּ ספּיטאַלני	1.0			
פֿיליפּ פֿרידמאַן	1.0			
פֿילער שפּערבער	1.0			
פּילצער רבי	1.0			
פּינאַ סערבי	1.0			
פּיני מינקאָווסקי	1.0			
פיניע כץ	1.0			
פּיניע ספּעקטאָר	1.0			
פּיניע עמערמאַן	1.0			
פינקו פֿרידמאַן	1.0			
פּיצע אַבראַמס	1.0			
פירשט ביסמאַרק	1.0			
פֿירשט סוויאַטאָפּאָלק-מירסקי	1.0			
פֿירשט סולקאָווסקי	1.0			
פֿירשט פּשעבילסקי	1.0			
פֿירשטין באַריאַטינסקאָיאָ (יאָוואָרסקאָיאָ)	1.0			
פישל בימקאָ	1.0	בימקאַ פֿישל		
פישל זיניער	1.0	זינגער, פישל		
פֿישל נעשקין	1.0	אַריעל, סאָניאַ [בעזמאַן]		
פֿישל קנאַפּאָוו	1.0			
פֿישל ראָטשיין	1.0			
פישלזאָן, אפֿרים-פישל	1.0			
פּלאַטאָן ברונאָוו	1.0	ברונאָוו, פּלאַטאָן		
פלאָרענציאָ סאָנטשעס	1.0			
פֿלאָרענציאָ סאָנטשעס	1.0			
פלמה ראָזלנבערג	1.0			
פּנחס גינגאָלד	1.0			
פּנחס גראָבאַרד	1.0			
פּנחס גראובאַרד	1.0			
פּנחס דינער	1.0			
פּנחס וועלנער	1.0			
פּנחס טאַנצמאַן	1.0			
פנחס לייב	1.0			
פּנחס קאָן	1.0			
פּנחס קרוואָ	1.0			
פּני יהושע	1.0			
פּנס שוואַרץ	1.0			
פּסח אַליהון	1.0			
פּסח בורשטיין	1.0	בורשטיין, פּסח		
פּסח גוטמאַרק	1.0			
פּסח מאַרעק	1.0			
פּסח מאַרקוס	1.0			
פּסח קלעזמער	1.0			
פּסח קערמאַן	1.0	קערמאַן, פּסח [פתחיה אַקערמאַן]		
פּסח קפּלן	1.0			
פעדיאָ הוסאַק	1.0			
פעטער הורוויץ	1.0			
פעטער טאַבענקין	1.0			
פּעטערבורגער גאָלאָוואַ	1.0			
פעלאַ גאַרבאַזש	1.0	גאַרבאַזש, פעלאַ		
פעלאַ לאַנצמאַן-שומסקי	1.0			
פעלאַ ראָטשיין	1.0			
פעליקס פרידמאַן	1.0	פֿרידמאַן, פעליקס (פישל)		
פעם אָדלער	1.0			
פען פינקל	1.0			
פעני אַבעלמאַן	1.0			
פעני אַדלער	1.0			
פעני גאָלדבערג	1.0			
פעני הוירסט	1.0			
פעני וואדי עפּשטיין	1.0			
פעני וואַקסמאַן-בלומענטאַל	1.0	טאָמאַשעווסקי, עני		
פעני טאָמאָשעווסקי	1.0	טאָמאַשעווסקי, עני		
פעני לוברעצקי	1.0	לובּריצקי, פעני		
פעני מאָרגולעס	1.0			
פעני מאַרקס	1.0			
פעני עדעלמאַן	1.0			
פעני עדעלמאַנס	1.0			
פעני פֿרידמאַן	1.0			
פעני ראָזענבערג	1.0			
פעני רייבער	1.0			
פעני ריינהאַרד	1.0	ריינהאָרט פעני [זלאטע-פֿייגע בראון]		
פעני ריינהאָרד-ברוין	1.0			
פעני ריינהאַרט	1.0	ריינהאָרט פעני [זלאטע-פֿייגע בראון]		
פעני שוואָרץ	1.0	שוואַרץ פעני [גלאַזער, גרינבערג]		
פעני שנער	1.0			
פּעפּי (פּערל)	1.0	וויינשטאָק, סאָפיע [פֿרידמאַן]		
פּעפּי (פּערעלע)	1.0			
פּעפּיטאַ גאַנסאָלעס	1.0			
פערדינאַנד לאַסאָל	1.0			
פּערל זעלצער	1.0			
פּערל קאָן	1.0			
פערנאַנדאַ איילעסקאָ	1.0	אַלעסקאָ פערנאַנדאָ		
פּערעלע אוריך	1.0			
פּערץ הירשביין	1.0			
פּראַגער רב	1.0			
פראַנטשישעק וויסאָצקי	1.0			
פֿראַנטשישעק וויסאָצקי	1.0			
פראַנטשישעק לאַנגער	1.0			
פֿראַנטשישעק לאַנגער	1.0			
פראַניאַ ווינטער	1.0	ווינטער פֿראַניאַ [פריידל ראָזענראַט]		
פֿראַנץ אוערבאַך	1.0			
פֿראַנץ באָריץ	1.0			
פֿראַנץ יאָזער	1.0			
פֿראַנץ מאָלנאָר	1.0			
פראַנץ סטעפאַנסקי	1.0			
פֿראַנץ ראָזענצווייג	1.0			
פֿראַנץ שטוּק	1.0			
פראַנק וועדעקינד	1.0			
פֿראַנק וועדעקינד	1.0			
פראַנקאַ ווינאָגראַדאָף	1.0			
פּראָפּ ברזשעזשינסקי	1.0			
פּראָפ' הוגאָ דעבלין	1.0			
פּראָפעסאָר בערדיאַיעוו	1.0			
פּראָפעסאָר בּריטיאַנו	1.0			
פּראָפעסאָר געריקע	1.0			
פּראָפעסאָר גרעץ	1.0			
פּראָפעסאָר האַקמייער	1.0			
פּראָפעסאָר האָראָוויץ	1.0			
פּראָפעסאָר וועניגער	1.0			
פּראָפעסאָר ווערטהיים	1.0			
פּראָפעסאָר חיות	1.0			
פּראָפעסאָר יאָהאַן נעפּאָמוק פוקס	1.0			
פּראָפעסאָר מאָריס ליבמאַן	1.0			
פּראָפעסאָר מעלניץ	1.0			
פּראָפעסאָר מעשוגע	1.0			
פּראָפעסאָר סטאַניסלאָוו לענץ	1.0			
פּראָפעסאָר פּ קאָגאן	1.0			
פּראָפעסאָר פּראָוד	1.0			
פּראָפעסאָר פֿריילעך	1.0			
פּראָפעסאָר שאַניאָווסקי	1.0			
פּראָפעסאָר שפּאַן	1.0			
פּראָפעסאָרין אַסטראָווסקאַ	1.0			
פּראָפעסאָרין גערשאָוויטש	1.0			
פּראָפעסער פוכאַלסקי	1.0			
פרוי (הער) ראַפאָלאָוויטש	1.0			
פרוי אַקסעלראד	1.0			
פרוי בלום	1.0			
פרוי בערגער	1.0			
פרוי בערנאָרדי	1.0			
פֿרוי בערנאָרדי	1.0			
פרוי בערענסאָן	1.0			
פרוי בריה	1.0			
פרוי גאָטליב	1.0			
"פרוי ד""ר קליינמאַן"	1.0			
פרוי דרי סאָפיאַ סירקין-בינשטיין	1.0			
פרוי ווייזענפֿריינד	1.0			
פרוי וויינבלאַט	1.0			
פרוי זאַק	1.0			
פרוי זאַקס	1.0			
פרוי יוווילער	1.0			
פרוי יעדוואָבניק	1.0			
פרוי יערמאָלינאַ	1.0			
פרוי כרעניקאָוואַ	1.0			
פרוי ליפּצין	1.0			
פרוי לעוויצקי	1.0			
פרוי מאַנ ווי טשיקל	1.0			
פרוי מאַקס ראָזענטאָל	1.0			
פרוי מעקיי	1.0			
פרוי נאַדאָלסקי	1.0			
פרוי ספּעקטאָר	1.0			
פרוי פּאַלעפּאַדע	1.0			
פרוי פון א געשטאפא-מאן	1.0			
פרוי פינקעל	1.0			
פרוי פערשטענפעלד	1.0			
פרוי פּראָזעראָוואָ	1.0			
פרוי קאָרנפעלד	1.0			
פרוי קאַרפּ	1.0			
פרוי ראָזענבערג	1.0			
פרוי שאַפּיראָ	1.0			
פרוי שוואַרצבאַרד	1.0			
פרוי שטשערבאַקאָוו	1.0			
פרוי שמ'ר	1.0			
פרוי שנעבעלין	1.0			
פֿרוי שפּילמאַן (לאָדזשאַ שפּילמאַנס [שפּעטער — פעלד])	1.0			
פרי אַניעלאַ	1.0			
פרידאַ בלומענטאַל	1.0			
פרידאַ וויטאַלינאַ	1.0			
פֿרידאַ וויטאַלינאַ	1.0			
פרידאַ זיבעל	1.0			
פֿרידאַ לאַניוס	1.0			
פֿרידאַ צווייבעל	1.0			
פֿרידעריק דזשעקאַלבי	1.0			
פֿרידרייך לאַסאַל	1.0			
פרידרייך קייזער	1.0			
פרידריך גאַטטער	1.0			
פֿרידריך וואָלף	1.0			
פֿרידריך מיטערוואורצער	1.0			
פֿרידריך שאָר	1.0			
פֿרידרין שילער	1.0			
פריידע לאנדאָן	1.0			
פֿריידעל לאַסקער	1.0			
פֿריידעלע ליפֿשיץ	1.0			
פרייליין דאָיען	1.0			
פּרינץ קאַראָל	1.0			
פּרינצעסין מאָריצא	1.0			
פריעדרייך ווילהעלם גאַטער	1.0			
פריץ קליינמאַן	1.0			
פֿריץ קליינמאַן	1.0	קליינמאַן, פֿריץ		
פריצי אַרקאָ	1.0			
פֿריצי אַרקאָ	1.0			
פּרעזידענט קולידזש	1.0			
פּרעזידענט רוזוועלט	1.0			
פרעמיער נערו	1.0			
פרענסין לאַרימאָר	1.0			
פרענציס (פייגע)	1.0			
פרענציס (ריסל)	1.0			
פרענציס [נוניאַ] אַדלער	1.0			
פֿרענציס לערערער	1.0			
פרענק וואולף	1.0			
פרענק ווערנאָן	1.0			
פרענק ראָטענשטרייך	1.0			
פרענקלין רוזוועלט	1.0			
פרץ הירשבייןס	1.0			
פרץ וויערניק	1.0			
פרץ זעלמאַנאָווסקי	1.0			
פרץ מאָרעק	1.0			
פרץ מאַרקישעס	1.0			
צבי אייזענמאַן	1.0			
צבי בן-יעקב [זילבערצווייג]	1.0			
צבי הירש מאַסליאַנסקי	1.0			
צבי הערש זילבערצווייג	1.0			
צבי פֿרידלענדער	1.0			
צבי קעסעל	1.0			
צבי ראַקאָווסקי	1.0			
צבי שאַרשטיין	1.0			
צבי-ניסן גאָלאָמב	1.0			
צילי טעקסט	1.0			
