play,full_line,direction,type,line_id,page,page_url
Al Naharot Bavel,פאָרהאַנג.,פאָרהאַנג.,,r1l33,50,https://app.transkribus.org/collection/2372172/doc/820975/detail/50
Al Naharot Bavel,"(דֶער קֶענִיג זִיצְט אוֹיף דֶעם טְרָאהן, געבּען אִיהם דְלִילָה, הויפּטמאן. האפֿלייטע, פאזשֶׁען עטצ. אַלֶעס מִיט בֶּעכֶער וֵויין אִין דִי הֶענְד).","(דֶער קֶענִיג זִיצְט אוֹיף דֶעם טְרָאהן, געבּען אִיהם דְלִילָה, הויפּטמאן. האפֿלייטע, פאזשֶׁען עטצ. אַלֶעס מִיט בֶּעכֶער וֵויין אִין דִי הֶענְד).",setting,r1l9,51,https://app.transkribus.org/collection/2372172/doc/820975/detail/51
Al Naharot Bavel,קעניג: (האלב בעטרונקען) אוּן וֶוער הָאט דֶען נוּר אֵיין מינוּט אָן אונְזֶערֶער,(האלב בעטרונקען),business,r1l17,51,https://app.transkribus.org/collection/2372172/doc/820975/detail/51
Al Naharot Bavel,דלילה: (מיט איין בּעכער וויין זינגט).,(מיט איין בּעכער וויין זינגט),business,r1l25,51,https://app.transkribus.org/collection/2372172/doc/820975/detail/51
Al Naharot Bavel,אלע: (אפלוידירען) בּראווא!,(אפלוידירען),business,r1l26,51,https://app.transkribus.org/collection/2372172/doc/820975/detail/51
Al Naharot Bavel,דלילה: (לויפט צו איהם קאקעט) מַיין קֶענִיג!,(לויפט צו איהם קאקעט),business,r1l28,51,https://app.transkribus.org/collection/2372172/doc/820975/detail/51
Al Naharot Bavel,"קעניג: (שוין בערוישט, אומארמט זי) מַיין פֵייגֶעלֶע, מַיין טאבּעלע! ווִי פֶער⸗","(שוין בערוישט, אומארמט זי)",business,r1l29,51,https://app.transkribus.org/collection/2372172/doc/820975/detail/51
Al Naharot Bavel,דִיך מַיין קֶעצֶעלֶע דִיך האבּ אִיך געֶקעֶנְט פֶערְשׁטוִיסֶען? (וויטהענד) אוּן,(וויטהענד),business,r1l31,51,https://app.transkribus.org/collection/2372172/doc/820975/detail/51
Al Naharot Bavel,אַנגעבּאטען אוּן זִי? זִי הָאט מִיט שימפּף מִיך צורִיקגֶעוויעזֶען (שׁרֶעקלִיך וויטהעָנד) וואוּ אִיז זִי?,(שׁרֶעקלִיך וויטהעָנד),business,r1l3,52,https://app.transkribus.org/collection/2372172/doc/820975/detail/52
Al Naharot Bavel,"(מֶען בּרעֶנגט פַּאלֶמִירַא בלאס, אַלֶע צַייגֶען מִיט דִי פונְגֶער אוֹיף אִיהר שׁטִיל רֶעדֶענְד, דָאן בּרעֶנגט מַאן זִמְרִי ווִי וואהנְזִינִיג, בֵּיידע גֶעקלֵיידֶעט מִיט קוטֶעס).","(מֶען בּרעֶנגט פַּאלֶמִירַא בלאס, אַלֶע צַייגֶען מִיט דִי פונְגֶער אוֹיף אִיהר שׁטִיל רֶעדֶענְד, דָאן בּרעֶנגט מַאן זִמְרִי ווִי וואהנְזִינִיג, בֵּיידע גֶעקלֵיידֶעט מִיט קוטֶעס).",business,r1l8,52,https://app.transkribus.org/collection/2372172/doc/820975/detail/52
Al Naharot Bavel,קעניג: (נאך פויזע) דְלִילָה!...,(נאך פויזע),business,r1l10,52,https://app.transkribus.org/collection/2372172/doc/820975/detail/52
Al Naharot Bavel,קעניג: (צייגט אויף פאלמירא) זֶעהסט דוּ? דאָס אִיז זִי צוּליעבּ וֶועלְכֶער אִיך,(צייגט אויף פאלמירא),business,r1l12,52,https://app.transkribus.org/collection/2372172/doc/820975/detail/52
Al Naharot Bavel,"זמרי: (ערציטערט, וויל פאלען)..","(ערציטערט, וויל פאלען)",business,r1l17,52,https://app.transkribus.org/collection/2372172/doc/820975/detail/52
Al Naharot Bavel,קעניג: (צוּ זמרי) אוּן דוּ פּאסע אוֹיף! געבּט אִיהם אַיינֶע פּייטשע (געשיהט),(צוּ זמרי),business,r1l18,52,https://app.transkribus.org/collection/2372172/doc/820975/detail/52
Al Naharot Bavel,קעניג: (צוּ זמרי) אוּן דוּ פּאסע אוֹיף! געבּט אִיהם אַיינֶע פּייטשע (געשיהט) (ער נעהמט זי מעכאניש) יעדֶעס מאַל וֶוען דוּ זֶעהסט פוּן אִיהר אֵיין,(געשיהט) (ער נעהמט זי מעכאניש),business,r1l18,52,https://app.transkribus.org/collection/2372172/doc/820975/detail/52
Al Naharot Bavel,דְלִילָה! מאכֶע אֵיין געבּרויך פוּן דַיין איינענטהוּם (ווייזט אויף פאלמירא),(ווייזט אויף פאלמירא),business,r1l22,52,https://app.transkribus.org/collection/2372172/doc/820975/detail/52
Al Naharot Bavel,דלילה: (שטאלץ) הִיעהֶער צוּ מִיר שקלאווין.,(שטאלץ),business,r1l23,52,https://app.transkribus.org/collection/2372172/doc/820975/detail/52
Al Naharot Bavel,פאלמירא: (געהט לאנגזאם צו).,(געהט לאנגזאם צו),business,r1l24,52,https://app.transkribus.org/collection/2372172/doc/820975/detail/52
Al Naharot Bavel,דלילה: (בעפעהלענד) אֵיין בּעכער וֵויין שנעֶל.,(בעפעהלענד),business,r1l25,52,https://app.transkribus.org/collection/2372172/doc/820975/detail/52
Al Naharot Bavel,פאלמירא: (זוכט מיט די אויגען נאך דעם וויין).,(זוכט מיט די אויגען נאך דעם וויין),business,r1l26,52,https://app.transkribus.org/collection/2372172/doc/820975/detail/52
Al Naharot Bavel,דְלִילָה (אונגעדולדיג) נוּן? ווִי לאַנְג וֶועסְט דוּ מִיך לאזֶען וַוארְטֶען? האסטוּ,(אונגעדולדיג),business,r1l27,52,https://app.transkribus.org/collection/2372172/doc/820975/detail/52
Al Naharot Bavel,נָאך הַיינְט נִישְט גֶעגֶעסֶען? וואוּ אִיז מַיין בּעכער וֵויין? (ווַארְפְט אִיהר אַ בֶּעכֶער).,(ווַארְפְט אִיהר אַ בֶּעכֶער),business,r1l28,52,https://app.transkribus.org/collection/2372172/doc/820975/detail/52
Al Naharot Bavel,קעניג: (מיט שאדענפריידע לאכענד) חַ חַ חַ חַ.,(מיט שאדענפריידע לאכענד),business,r1l30,52,https://app.transkribus.org/collection/2372172/doc/820975/detail/52
Al Naharot Bavel,"(זִמְרִי פֶערְלִיערְט דִי פֵייטשֶׁע פוּן דֶער הַאנּד, בֵּייסט דִי לִיפֶען, צִיטֶערְט, אוּן בּאלְט דִי פוִיסטֶען פאַר וואוטה, פַּאלֶמִירַא האַט געפוּנען וֵויין אַיינְגֶעשֶׁענְקט גיִט דלִילְה'ן).","(זִמְרִי פֶערְלִיערְט דִי פֵייטשֶׁע פוּן דֶער הַאנּד, בֵּייסט דִי לִיפֶען, צִיטֶערְט, אוּן בּאלְט דִי פוִיסטֶען פאַר וואוטה, פַּאלֶמִירַא האַט געפוּנען וֵויין אַיינְגֶעשֶׁענְקט גיִט דלִילְה'ן).",business,r1l32,52,https://app.transkribus.org/collection/2372172/doc/820975/detail/52
Al Naharot Bavel,דלילה: (שרייט) פארְזִיכטִיג (היט זיך דאס קלייד) נֶעם דִיך אִין אכט ווֶעמֶען דוּ,(שרייט),business,r1l35,52,https://app.transkribus.org/collection/2372172/doc/820975/detail/52
Al Naharot Bavel,דלילה: (שרייט) פארְזִיכטִיג (היט זיך דאס קלייד) נֶעם דִיך אִין אכט ווֶעמֶען דוּ,(היט זיך דאס קלייד),business,r1l35,52,https://app.transkribus.org/collection/2372172/doc/820975/detail/52
Al Naharot Bavel,בּעדיענסט. (נעמט דעם בעכער) יֶעצְט פאָרט אוֹיס מיֵינֶע אוַיינֶען!,(נעמט דעם בעכער),business,r1l36,52,https://app.transkribus.org/collection/2372172/doc/820975/detail/52
Al Naharot Bavel,פאלמירא: (וויל אב).,(וויל אב),exit,r1l2,53,https://app.transkribus.org/collection/2372172/doc/820975/detail/53
Al Naharot Bavel,פֶעסטֶער צוּ מיֵינֶע סאנְדאלֶען (שׁטרֶעקט אוֹיס אֵיין פוס. פַּאלֶמִירַא קנִיעט אוּן פאנְגט אָן צוּ בִּינְדֶען).,(שׁטרֶעקט אוֹיס אֵיין פוס. פַּאלֶמִירַא קנִיעט אוּן פאנְגט אָן צוּ בִּינְדֶען),business,r1l4,53,https://app.transkribus.org/collection/2372172/doc/820975/detail/53
Al Naharot Bavel,"זמרי: (שטיל וויינענד) ווִי ערגעבּען, ווִי שׁטִיל, ווִי פרוּם אוּן געדוּלדיג זִי",(שטיל וויינענד),business,r1l8,53,https://app.transkribus.org/collection/2372172/doc/820975/detail/53
Al Naharot Bavel,ערגיבּט זִיך אִיהר שִׁיקזאל! (שלוכצט) אָה בּין אִיך דֶען ווערְטה,(שלוכצט),business,r1l10,53,https://app.transkribus.org/collection/2372172/doc/820975/detail/53
Al Naharot Bavel,דֶעם הִימֶעל (בליקט מיט וועהמוטה אויף איהר).,(בליקט מיט וועהמוטה אויף איהר),business,r1l12,53,https://app.transkribus.org/collection/2372172/doc/820975/detail/53
Al Naharot Bavel,דלילה: (שרייט פלעצליך אויף) אָה... נִישְט אַזוֹי שְׁטַארְק (וויטהענד) טהוּסטוּ,(שרייט פלעצליך אויף),business,r1l13,53,https://app.transkribus.org/collection/2372172/doc/820975/detail/53
Al Naharot Bavel,דלילה: (שרייט פלעצליך אויף) אָה... נִישְט אַזוֹי שְׁטַארְק (וויטהענד) טהוּסטוּ,(וויטהענד),business,r1l13,53,https://app.transkribus.org/collection/2372172/doc/820975/detail/53
Al Naharot Bavel,"דאָס צוּפלייס מִיר וֶועה צוּ טְהוּן, דוּ פֶערְדאמְטֶע שקלאווין? (אַלֶע לאכֶען זִי גיִט אִיהר מִיטְ'ן פוס אַ זֶעטץ דָאס פַּאלֶמִירַא פאלְט רִיקווערְטס צור עֶרְד. זִמְרִי טְהוּט אֵיין ערְשׁטִיקטֶען שׁמֶערְצֶענְסשׁרֵיי).",(אַלֶע לאכֶען זִי גיִט אִיהר מִיטְ'ן פוס אַ זֶעטץ דָאס פַּאלֶמִירַא פאלְט רִיקווערְטס צור עֶרְד. זִמְרִי טְהוּט אֵיין ערְשׁטִיקטֶען שׁמֶערְצֶענְסשׁרֵיי),business,r1l16,53,https://app.transkribus.org/collection/2372172/doc/820975/detail/53
Al Naharot Bavel,קעניג: (צוּ זמרי) נוּן ווארוּם טהוּסטוּ נִישְט דַיינֶע פּפליכט ווארוּם מַאכְסְט,(צוּ זמרי),business,r1l19,53,https://app.transkribus.org/collection/2372172/doc/820975/detail/53
Al Naharot Bavel,דוּ קֵיין געבּרויך פוּן דֶער פּייטשע? (ווייזט אויף פאלמירא).,(ווייזט אויף פאלמירא),business,r1l21,53,https://app.transkribus.org/collection/2372172/doc/820975/detail/53
Al Naharot Bavel,"זמרי: (ווי וואהנזיניג אויפשרייענד) דִי פּייטשע? יאה, (הייבט זי אויף) געבּרויכען",(ווי וואהנזיניג אויפשרייענד),business,r1l23,53,https://app.transkribus.org/collection/2372172/doc/820975/detail/53
Al Naharot Bavel,"זמרי: (ווי וואהנזיניג אויפשרייענד) דִי פּייטשע? יאה, (הייבט זי אויף) געבּרויכען",(הייבט זי אויף),business,r1l23,53,https://app.transkribus.org/collection/2372172/doc/820975/detail/53
Al Naharot Bavel,בּיזט... (וויל זי איבּער'ן קעניג אויפהייבען).,(וויל זי איבּער'ן קעניג אויפהייבען),business,r1l25,53,https://app.transkribus.org/collection/2372172/doc/820975/detail/53
Al Naharot Bavel,אלע: (אויפשרייענד) אָה! (מען פאלט איבער איהם שלאגענד און בינדענד).,(אויפשרייענד),business,r1l26,53,https://app.transkribus.org/collection/2372172/doc/820975/detail/53
Al Naharot Bavel,אלע: (אויפשרייענד) אָה! (מען פאלט איבער איהם שלאגענד און בינדענד).,(מען פאלט איבער איהם שלאגענד און בינדענד),business,r1l26,53,https://app.transkribus.org/collection/2372172/doc/820975/detail/53
Al Naharot Bavel,"זמרי: (שלוכצענד) נֵיין, נִישְט אָן דַיין בּרוּסט, נִישְט אָן דַיין רֵיין עדֶעל הארְץ",(שלוכצענד),business,r1l32,53,https://app.transkribus.org/collection/2372172/doc/820975/detail/53
Al Naharot Bavel,דארפסטוּ צודְרִיקֶען דִיעזֶען אונווירְדִיגֶען! (ווַארְפְט זִיך אוֹיף דֶער עֶרְד פַאר אִיהְרֶע פִיס) דָא אִין שטויבּ פַאר דַיינֶע פִיס לאָז מִיך לִיעגֶען דוּ הֵיילִיגֶע,(ווַארְפְט זִיך אוֹיף דֶער עֶרְד פַאר אִיהְרֶע פִיס),business,r1l33,53,https://app.transkribus.org/collection/2372172/doc/820975/detail/53
Al Naharot Bavel,קעניג: (צארניג) פאָרט מִיט אִיהם!,(צארניג),business,r1l36,53,https://app.transkribus.org/collection/2372172/doc/820975/detail/53
Al Naharot Bavel,פַאר דַיין עֶנְדֶע! (אבגעפיהרט פון סאלדאטען. פאלמירא בעגלייט איהם שלוכצענד).,(אבגעפיהרט פון סאלדאטען. פאלמירא בעגלייט איהם שלוכצענד),business,r1l6,54,https://app.transkribus.org/collection/2372172/doc/820975/detail/54
Al Naharot Bavel,הויפטמאן: (צוּ אייניגע פאזשען) קוּמט! (אב מיט זיי).,(צוּ אייניגע פאזשען),business,r1l17,54,https://app.transkribus.org/collection/2372172/doc/820975/detail/54
Al Naharot Bavel,הויפטמאן: (צוּ אייניגע פאזשען) קוּמט! (אב מיט זיי).,(אב מיט זיי),business,r1l17,54,https://app.transkribus.org/collection/2372172/doc/820975/detail/54
Al Naharot Bavel,קעניג: (צו פאלמירא'ן) שקלאווין! טראג אוּנְז פַאר אֵיין שֶׁעהנֶעם לִיעד,(צו פאלמירא'ן),business,r1l21,54,https://app.transkribus.org/collection/2372172/doc/820975/detail/54
Al Naharot Bavel,"(וועהרֶענְד זֵיי זיִנְגעֶן וִוירְד הֶערֵיינְגֶעבּראכט ערְשׁטֶענְס דִיא מנורְה, דָאן פֶער⸗ שִׁיעדֶענֶע גֶעפֶעסֶע אַלֶע נָאך פארְשׁרִיפט דֶער בִּיבֶּעל פֶערְפֶערְטִיגט. קֶענִיג אוּן דְלִילָה טְריִנְקעֶן דארוִיס וֵויין).","(וועהרֶענְד זֵיי זיִנְגעֶן וִוירְד הֶערֵיינְגֶעבּראכט ערְשׁטֶענְס דִיא מנורְה, דָאן פֶער⸗ שִׁיעדֶענֶע גֶעפֶעסֶע אַלֶע נָאך פארְשׁרִיפט דֶער בִּיבֶּעל פֶערְפֶערְטִיגט. קֶענִיג אוּן דְלִילָה טְריִנְקעֶן דארוִיס וֵויין).",business,r1l24,54,https://app.transkribus.org/collection/2372172/doc/820975/detail/54
Al Naharot Bavel,פאלמירא: (שמייסט אוועק די הארפע אויסשרייענד) גָאט פוּן יִשְרָאֵל! ווארוּם,(שמייסט אוועק די הארפע אויסשרייענד),business,r1l27,54,https://app.transkribus.org/collection/2372172/doc/820975/detail/54
Al Naharot Bavel,"הגוִים אִיה אלְקִיהם“ (אוִין פורְכטבּארֶער דאנֶערְשׁלאג, עֶס וִוירְד מִיט אמאהל פִינְסטֶער. — אִים הינטערגרוּנד ערְשַׁיינְט אֵיין בּלויזע האנְדְשׁרֵייבֶּענְד אָדֶער אַ טאפֶעל לָאזְט זִיך אראב מִיט פֵייערִיגֶע בּוכשׁטאבֶּען „מנִי מנא תקל ופרְסִין"" אַלֶע שְׁרֵייעֶן ערְשׁאקֶען אוֹיף, צַייגֶען אוֹיף דִי בּוכשטאבען). — דֶער קֶענִיג לִיעגט אוֹיף דֶער עֶרְד","(אוִין פורְכטבּארֶער דאנֶערְשׁלאג, עֶס וִוירְד מִיט אמאהל פִינְסטֶער. — אִים הינטערגרוּנד ערְשַׁיינְט אֵיין בּלויזע האנְדְשׁרֵייבֶּענְד אָדֶער אַ טאפֶעל לָאזְט זִיך אראב מִיט פֵייערִיגֶע בּוכשׁטאבֶּען „מנִי מנא תקל ופרְסִין"" אַלֶע שְׁרֵייעֶן ערְשׁאקֶען אוֹיף, צַייגֶען אוֹיף דִי בּוכשטאבען)",business,r1l29,54,https://app.transkribus.org/collection/2372172/doc/820975/detail/54
Al Naharot Bavel,קעניג: לאָז אוֹיך דֶער יוּך דָנִיאֵל אַהער קוּמען (הויפטמאן אב) רוּפט אוֹיס,(הויפטמאן אב),exit,r1l7,55,https://app.transkribus.org/collection/2372172/doc/820975/detail/55
Al Naharot Bavel,(ערבּליקט פאלמירא) אָה! אִין דִיר פַּאלֶמִירַא האבּ אִיך אִין גַאנְצעֶן,(ערבּליקט פאלמירא),business,r1l12,55,https://app.transkribus.org/collection/2372172/doc/820975/detail/55
Al Naharot Bavel,"פֶערְגֶעסֶען, (ביטענד) קוּם נֶעהֶער פּאלמירא, דוּ בּיט דָאך יאָ אֵיין קִינְד",(ביטענד),business,r1l13,55,https://app.transkribus.org/collection/2372172/doc/820975/detail/55
Al Naharot Bavel,פאלמירא: חַ חַ חַ חַ (טריוּמפיערענד) דוּ בּיזט דָאס קֶענִיג בּלשצר? וֶואהר⸗,(טריוּמפיערענד),business,r1l17,55,https://app.transkribus.org/collection/2372172/doc/820975/detail/55
Al Naharot Bavel,קעניג: (וויטהענד) אָה פערפלוּכטעס ווייבּ! גלויבּסט דוּ אִיך בּין שׁוֹין,(וויטהענד),business,r1l26,55,https://app.transkribus.org/collection/2372172/doc/820975/detail/55
Al Naharot Bavel,פאלמירא: (אומרינגט פון סאלדאטען) אוּן מִיטֶען אִין דֶען פֵייערְפלאמֶען אַזוֹי,(אומרינגט פון סאלדאטען),business,r1l31,55,https://app.transkribus.org/collection/2372172/doc/820975/detail/55
Al Naharot Bavel,"(אויפטריט הויפטמאן, מעלדעט). (אויפטריט פריסטער קוליאן, שטערענזעהער).","(אויפטריט הויפטמאן, מעלדעט). (אויפטריט פריסטער קוליאן, שטערענזעהער).",entrance,r1l34,55,https://app.transkribus.org/collection/2372172/doc/820975/detail/55
Al Naharot Bavel,פריסטער: (הייבט די הענד) דֶער זֶעגֶען פוּן דִי גֶעטֶער זָאל אויִסגעֶהן צוּ דַיין,(הייבט די הענד),business,r1l39,55,https://app.transkribus.org/collection/2372172/doc/820975/detail/55
Al Naharot Bavel,פריסטער: וָואס קֶאן דַיין הֵיילִיגֶער פּריסטער דֶען נִישְט? (גֶעהט צור שׁרִיפט — רײבט זִיך דִי אוֹיגֶען — שׁטעלְט זִיך אַלֶע מאל אִין אֵיין אנְדֶערֶער זֵייט.,(גֶעהט צור שׁרִיפט — רײבט זִיך דִי אוֹיגֶען — שׁטעלְט זִיך אַלֶע מאל אִין אֵיין אנְדֶערֶער זֵייט.,business,line_1649541263060_186,56,https://app.transkribus.org/collection/2372172/doc/820975/detail/56
Al Naharot Bavel,קעניג: (אונגעדולדיג) נוּן?,(אונגעדולדיג),business,r1l8,56,https://app.transkribus.org/collection/2372172/doc/820975/detail/56
Al Naharot Bavel,פריסטער: (פערדריסליך אפארט) נוּ? קֶאן מֶען נִישְט פּלאצען? אַזַא גְרוֹיסֶען,(פערדריסליך אפארט),delivery,r1l9,56,https://app.transkribus.org/collection/2372172/doc/820975/detail/56
Al Naharot Bavel,קעניג: (בעז) ווארוּם שְׁוַוייגְסְט דוּ?,(בעז),business,r1l14,56,https://app.transkribus.org/collection/2372172/doc/820975/detail/56
Al Naharot Bavel,פריסטער: (ערשראַקען געהט צו איהם) דֶער זֶעגֶען פוּן דִי הֵיילִיגֶע גֶעטֶער,(ערשראַקען געהט צו איהם),business,r1l15,56,https://app.transkribus.org/collection/2372172/doc/820975/detail/56
Al Naharot Bavel,קעניג: (ווייטהענד) צור הֶעלֶע מִיט דִיר! (פריסטער שפרינגט צוריק ערשראקען).,(ווייטהענד),business,r1l17,56,https://app.transkribus.org/collection/2372172/doc/820975/detail/56
Al Naharot Bavel,קעניג: (ווייטהענד) צור הֶעלֶע מִיט דִיר! (פריסטער שפרינגט צוריק ערשראקען).,(פריסטער שפרינגט צוריק ערשראקען),business,r1l17,56,https://app.transkribus.org/collection/2372172/doc/820975/detail/56
Al Naharot Bavel,"(אויפטריט דויפטמאן, מעלדעט). (אויפטריט דניאל).","(אויפטריט דויפטמאן, מעלדעט). (אויפטריט דניאל).",entrance,r1l18,56,https://app.transkribus.org/collection/2372172/doc/820975/detail/56
Al Naharot Bavel,"דִי שׁרִיפט לֶעזֶען אוּן דַייטֶען וֶועל אִיך דִיר אוּנענטגעלטליך, (פראפעטיש)",(פראפעטיש),business,r1l23,56,https://app.transkribus.org/collection/2372172/doc/820975/detail/56
Al Naharot Bavel,שׁרִיפט! (צייגענד) מנא מנא גֶעצֶעהלְט הָאט גָאט דִי יָאָהרעֶן פוּן דַיין,(צייגענד),business,r1l31,56,https://app.transkribus.org/collection/2372172/doc/820975/detail/56
Al Naharot Bavel,דַיין קֶענִיגרֵייך צווישֶׁען דַיינֶע צְוֵויי פֵיינְדֶע כּורש אוּן דרִיושׁ! (טראמ- פֶעטֶענְשׁאל מִיט פוִיקֶען אוּן גֶעשׁרֵיי).,(טראמ- פֶעטֶענְשׁאל מִיט פוִיקֶען אוּן גֶעשׁרֵיי),business,r1l34,56,https://app.transkribus.org/collection/2372172/doc/820975/detail/56
Al Naharot Bavel,קעניג: (און אלע ערשרעקען) וָואס אִיז דָאס?,(און אלע ערשרעקען),business,r1l2,57,https://app.transkribus.org/collection/2372172/doc/820975/detail/57
Al Naharot Bavel,הויפטמאן: (שטירצט אריין יאמערנד) רֶעטֶעט אַייך!,(שטירצט אריין יאמערנד),business,r1l3,57,https://app.transkribus.org/collection/2372172/doc/820975/detail/57
Al Naharot Bavel,הויפטמאן: מִיר זֶענֶען בּעזיענט! מִיר זֶענֶען פֶערְלארֶען. (אַלֶע לֶערְמֶענְד אוּ שׁרֵייענְד אִין פֶערְשִׁיעדֶענֶע זַייטעֶן אַב).,(אַלֶע לֶערְמֶענְד אוּ שׁרֵייענְד אִין פֶערְשִׁיעדֶענֶע זַייטעֶן אַב),business,r1l8,57,https://app.transkribus.org/collection/2372172/doc/820975/detail/57
Al Naharot Bavel,קעניג: (בלייבט אליין ווי געלעהמט אויס איבערראשונג) נֵיין! נֵיין! נֵיין זָאג אִיך!,(בלייבט אליין ווי געלעהמט אויס איבערראשונג),business,r1l10,57,https://app.transkribus.org/collection/2372172/doc/820975/detail/57
Al Naharot Bavel,דאַס אִיז נָאר נִישְט מֶעגלִיך! (שרייט) לאָזט אַלע זאַמלען צוּם,(שרייט),business,r1l11,57,https://app.transkribus.org/collection/2372172/doc/820975/detail/57
Al Naharot Bavel,"כּורש מוּז נָאך פַאר מיֵינֶע פִיס לִיעגֶען! (וִויל אַב, עֶס קוּמְט אִיהם אַ קֶעגֶען זִמְרִי אבּגֶערִיסֶען, עֶס שׁלֶעפט זִיך אִיהם נָאך דִי שׁטִיקֶער קֶעטֶען).","(וִויל אַב, עֶס קוּמְט אִיהם אַ קֶעגֶען זִמְרִי אבּגֶערִיסֶען, עֶס שׁלֶעפט זִיך אִיהם נָאך דִי שׁטִיקֶער קֶעטֶען)",business,r1l13,57,https://app.transkribus.org/collection/2372172/doc/820975/detail/57
Al Naharot Bavel,קעניג: (ערשראקען) וֶוער בּיזט דוּ? הָאט דִיך דִי הֶעלֶע אויסגעשפּיגען?,(ערשראקען),business,r1l17,57,https://app.transkribus.org/collection/2372172/doc/820975/detail/57
Al Naharot Bavel,"! (ווארפט איהם צום דער ערד, ווארגט איהם).","(ווארפט איהם צום דער ערד, ווארגט איהם)",business,r1l28,57,https://app.transkribus.org/collection/2372172/doc/820975/detail/57
Al Naharot Bavel,קעניג: (וועהרט זיך) פערפלוּכטער יוּד לאָז מִיך צוּרוּה!,(וועהרט זיך),business,r1l29,57,https://app.transkribus.org/collection/2372172/doc/820975/detail/57
Al Naharot Bavel,קעניג: (ערשטיקט) לוִיף... שנעֶל... נָאך... קֶענֶען... רֶעטֶען... לוִיף... שנעֶל!,(ערשטיקט),business,r1l32,57,https://app.transkribus.org/collection/2372172/doc/820975/detail/57
Al Naharot Bavel,"בּיז דוּ וֶועסְט דַיין לֶעצטֶען אטֶעם אוִיסגֶעהוִיכט האבּען! (ציִהט דֶען קֶענִיגס זעבּעל אוּן שׁטֶעכט אִיהם מֶעהרֶערֶע מאל) אַזוֹי אַזוֹי... חַ חַ חַ חַ ,,כן יאָבדוּ כּל",(ציִהט דֶען קֶענִיגס זעבּעל אוּן שׁטֶעכט אִיהם מֶעהרֶערֶע מאל),business,r1l35,57,https://app.transkribus.org/collection/2372172/doc/820975/detail/57
Al Naharot Bavel,"אוִיבִּיך ד'"" אוּן אַצינד צוּ מַיין קִינְד, צוּ מַיין קִינְד (מִיט דֶעם זֶעבֶּעל אִין דֶער הַאנּד, אַב).","(מִיט דֶעם זֶעבֶּעל אִין דֶער הַאנּד, אַב)",business,r1l2,58,https://app.transkribus.org/collection/2372172/doc/820975/detail/58
Al Naharot Bavel,קעניג: (אויף דער ערד זיך וועלצענד) הִילְפֶע! הִילְפֶע! וואוּ זֶענְט אִיהר אַלֶע?,(אויף דער ערד זיך וועלצענד),business,r1l4,58,https://app.transkribus.org/collection/2372172/doc/820975/detail/58
Al Naharot Bavel,(אויפטריט דלילה. מעדכען).,(אויפטריט דלילה. מעדכען).,entrance,r1l5,58,https://app.transkribus.org/collection/2372172/doc/820975/detail/58
Al Naharot Bavel,דלילה: (פון ווייטען) מַיין לעבּען אִיז מִיר ליעבּער (אב מיט די מעדכען).,(פון ווייטען),business,r1l9,58,https://app.transkribus.org/collection/2372172/doc/820975/detail/58
Al Naharot Bavel,דלילה: (פון ווייטען) מַיין לעבּען אִיז מִיר ליעבּער (אב מיט די מעדכען).,(אב מיט די מעדכען),business,r1l9,58,https://app.transkribus.org/collection/2372172/doc/820975/detail/58
Al Naharot Bavel,פּריסטער (לויפט זיי נאך) דְלִילָה! דְלִילָה נוּ וָוארְּט אוֹיף מִיר דֶען הַיילִיגֶען,(לויפט זיי נאך),business,r1l10,58,https://app.transkribus.org/collection/2372172/doc/820975/detail/58
Al Naharot Bavel,פריסטער: אִיך האבּ דִיך אִין דר'ערְד (שרייט) דְלִילָה... דלִילְה'נִיו (אב).,(שרייט),business,r1l13,58,https://app.transkribus.org/collection/2372172/doc/820975/detail/58
Al Naharot Bavel,פריסטער: אִיך האבּ דִיך אִין דר'ערְד (שרייט) דְלִילָה... דלִילְה'נִיו (אב).,(אב),exit,r1l13,58,https://app.transkribus.org/collection/2372172/doc/820975/detail/58
Al Naharot Bavel,(טראמפעטענשאל מיט פויקען. אליקים'ס שטימע פון דרויסען).,(טראמפעטענשאל מיט פויקען. אליקים'ס שטימע פון דרויסען).,business,r1l14,58,https://app.transkribus.org/collection/2372172/doc/820975/detail/58
Al Naharot Bavel,"זרובבל: (פון דרויסען) בּעזעצט אַלֶע טוִירֶען בּעוואכט אַלע אוִיסגֶענְגֶע, לָאזְט",(פון דרויסען),business,r1l18,58,https://app.transkribus.org/collection/2372172/doc/820975/detail/58
Al Naharot Bavel,"נִיעמאנְדֶען ענְטרִינֶען (ערשיינט געפֿאלגט פון פערזער) דָא, דָא אִיז דֶער",(ערשיינט געפֿאלגט פון פערזער),business,r1l20,58,https://app.transkribus.org/collection/2372172/doc/820975/detail/58
Al Naharot Bavel,אוּן מיֵינֶע פּאלמירא? (זוכט אין אלע זייטען). וָואס אִיז אוֹיס מַיין פּאלמירא,(זוכט אין אלע זייטען),business,r1l22,58,https://app.transkribus.org/collection/2372172/doc/820975/detail/58
Al Naharot Bavel,קעניג: (מיט לעצטער קראפט) דַיינֶע פּאלמירא? דַיינֶע? חַ חַ חַ חַ דָאן האבּ,(מיט לעצטער קראפט),business,r1l24,58,https://app.transkribus.org/collection/2372172/doc/820975/detail/58
