current_official_name,name_1945_1991,name_1918_1939,name_pre_1918,region,north_latitude,east_longitude,km_from,dir_from,nearest_major_city,yiddish_transcription,born_there_yiddish,yiddish_name
"Bagaslaviškis, Pagailaviškis? (Li)",,,Boguslavishki? (R),northern Lithuania,55° 5',24° 46',50,NNW,Vilnius,/BOGOSLA'VIShIK/,--,באָגאָסלאַווישיק
Baisogala (Li),,,Beysagola (R),northern Lithuania,55° 38',23° 43',50,SE,Šiauliai,/BEySEGOLE/,--,בייסעגאָלע
Balbieriškis (Li),,,Balwierzyszki (P),Suwałki,54° 32',23° 53',40,SSW,Kaunas,/BALBI'IRIShOK/,--,באַלבירישאָק
Balninkai (Li),,,Bol'niki (R),northern Lithuania,55° 18',25° 8',70,NNW,Vilnius?,/BOLNIK/,,באָלניק
Bazilionai (Li),,,Bazilyonay?,northern Lithuania,55° 48',23° 8',20,SSW,Šiauliai?,/BAZILyA'N/,--,באַזיליאַן
Betygala (Li),,,Betigola (R),northern Lithuania,55° 22',23° 22',60,NNW,Kaunas,/BETIGOLE/,--,בעטיגאָלע
Biržai (Li),,,Birzhi (R),northern Lithuania,56° 12',24° 45',55,NNE,Panevėžys,/BIRZ/,"יצחק־אַהרן בערגער, צבֿי גאָלאָמבעק, אלחנן־בונים וואַסערמאַן",בירז
Butrimonys (Li),,Butrymańce (P),Butrimantsy (R),northern Lithuania,54° 30',24° 15',45,SSE,Kaunas?,"/BALTREMA'NTs/, /BU'TRIMANTs/","שלמה בינדער, קדיש־יהודה סילמאַן, אַהרן פּערציקאָוויטש (פּרץ)","באַלטרעמאַנץ, בוטרימאַנץ"
Čekiškė (Li),,,Chekishki (R),northern Lithuania,55° 10',23° 31',35,NW,Kaunas,/TsA'yKIShOK/,--,צײַקישאָק
Darbėnai?(Li),,,Dorbyany (R),northern Lithuania,56° 1',21° 15',35,NNE,Klaipėda,/DORBYA'N/? /DROBYA'N/?,יהושע בלאָך,דאָרביאַן? דראָביאַן?
Darsūniškis (Li),,,Dersunishki (R),northern Lithuania,54° 44',24° 7',20,SE,Kaunas,/DARShU'NIShOK/,--,דאַרשונישאָק
Daugai (Li),,,Daugay? (R),northern Lithuania,54° 22',24° 20',60,SSE,Kaunas,/DOyG/,בן־ציון כּץ,דויג
Daugailiai (Li),,,Daugelay? (R),northern Lithuania,55° 36',25° 50',90,ESE,Panevėžys,/DAUGE'L/?,--,דאַוגעל
Deveikiai? (Li),,,Dobeyki (R),northern Lithuania,55° 35',25° 19',60,ESE,Panevėžys,/DABE'yK/,--,דאַבייק
Devieniškės (Li),,Dziewieniszki (P),Devenishki (R),southern Lithuania,54° 12',25° 37',55,SSE,Vilnius,/DEVE'NIShOK/,שמעון יודקאָוו,דעווענישאָק
"Dotnuva, Dotnava (Li)",,,Datnovo? (R),northern Lithuania,55° 21',23° 54',45,N,Kaunas,/DA'TNEVE/,--,דאַטנעווע
Druskininkai (Li),,"Druskieniki, Druzgieniki (P)",Druskeniki (R),southern Lithuania,54° 1',23° 58',95,S,Kaunas,/DRU'ZGENIK/,־־,דרוזגעניק
Dubingai (Li),,,Dubinki (R),northern Lithuania,55° 4',25° 27',40,N,Vilnius?,/DUBINIK/ (stress?),--,דוביניק
Dusėtos (Li),,,Dusyaty? (R),northern Lithuania,55° 45',25° 51',90,E,Panevėžys,/DUSyA'T/,"יצחק גאָלדין, מרדכי יפֿה (יאָפֿע)",דוסיאַט
Eišiškės (Li),,Ejszyszki (P),Yeyshishki (R),southern Lithuania,54° 10',25° 0',60,SSW,Vilnius,/E'YShIShOK/,באַרטעל??,איישישאָק
Eržvilkas (Li),,,Erzhvilki (R),northern Lithuania,55° 16',22° 43',75,SSW,Šiauliai,/E'RZVILIK/,ישעיהו־שמעון גלאַזער,ערזוויליק
Gargždai (Li),,,Gorzdy (R),northern Lithuania,55° 43',21° 24',15,E,Klaipėda,/GORDZ/,יודיקאַ,גאָרדז
Garliava (Li),,,Gorleva? (R),Suwałki,54° 49',23° 52',10,S,Kaunas,"/GU'DLEVE/, /GA'RLEVE/?",--,"גודלעווע, גאַרלעווע?"
Gaurė (Li),,,Gavry (R),northern Lithuania,55° 15',22° 28',85,SW,Šiauliai,/GAVRE/?,נחמיה־דבֿ האָפֿמאַן,גאַוורע?
Gelvonai (Li),,,Gelvony? (R),northern Lithuania,55° 4',24° 42',50,ENE,Kaunas,/GELVA'N/,--,געלוואַן
Giedraičiai (Li),,,Gedraychay? (R),northern Lithuania,55° 5',25° 17',40,N,Vilnius,/GE'DREVITs/,--,געדרעוויץ
Girkalnis (Li),,,Girtakol' (R),northern Lithuania,55° 19',23° 13',60,NW,Kaunas,/GIRTEGOLE/,--,גירטעגאָלע
Grinkiškis (Li),,,Grinkishki? (R),northern Lithuania,55° 34',23° 38',40,SSE,Šiauliai,/GRI'NKIShOK/,--,גרינקישאָק
Griškabūdis (Li),,,Gryszkabuda (P),Suwałki,54° 51',23° 10',45,WSW,Kaunas,/GRIShKABU'D/,--,גרישקאַבוד
Gruzdžai (Li),,,Gruzdy? (R),northern Lithuania,56° 6',23° 16',15,N,Šiauliai,/GRUZD/,--,גרוזד
Gudeliai (Li),,,Gudele (P),Suwałki,54° 31',23° 42',40,SSW,Kaunas,/GUDE'?L/,--,גודעל
Ignalina (Li),,Ignalino (P),?,southern Lithuania,55° 21',26° 10',85,NE,Vilnius,/IGNALINE/,--,איגנאַלינע
Janukiškiai? (Li),,,?,Suwałki?,54° 46',23° 6',40,WSW,Kaunas,/YENU'KIShOK/,אַבֿרהם בן־מאיר לוריא,יענוקישאָק
Jašiūnai (Li),,Jaszuny (P),Yashuny (R),southern Lithuania,54° 27',25° 20',25,S,Vilnius,/YAShU'N/,־־,יאַשון
Jieznas? (Li),,Jezno (P),?,northern Lithuania?,54° 36',24° 10',30,SSE,Kaunas,/JEZNE/,--,יעזנע
Jonava (Li),,,Yanov? (R),northern Lithuania,55° 5',24° 17',25,NE,Kaunas,/YA'NEVE/,"קאָנסטאַנטין גאַללאָפּ, שמואל־יוסף גאָלדשמידט, יעקבֿ גינזבורג, ישׂראל דאַווידזאָן, אַבֿרהם־שלמה וואַלדשטיין, מאָריס ווינטשעווסקי",יאַנעווע
Joniškėlis (Li),,,Yoganishkely? (R),northern Lithuania,56° 2',24° 10',30,NNW,Panevėžys,/YANIShKEL/ (stress?),--,יאַנישקעל
Joniškis (Li),,,Yanishki (R),northern Lithuania,56° 14',23° 37',35,NNE,Šiauliai,/YA'NIShOK/,"אַהרן באַראָן, יהודה־לייב סעגאַל, יחזקאל פּולערעוויץ?",יאַנישאָק
Josvainiai (Li),,,Yasvoyny (R),northern Lithuania,55° 15',23° 50',35,N,Kaunas,/YASVE'?N/,יצחק־אליהו־מיכל הכּהן,יאַסווען
Jurbarkas (Li),,,Yurburg? (R) [Jurburg (G)],northern Lithuania,55° 4',22° 46',70,WNW,Kaunas,/YU'RBERIK/,--,"יורבעריק, יורבורג?"
Kaišiadorys (Li),,,Koshedary (R),northern Lithuania,54° 52',24° 27',30,E,Kaunas,/KOShEDA'R/,אסתּר גראָדזענסקי־ האָלצבערג,קאָשעדאַר
Kaltanėnai (Li),,Kołtyniany (P),Koltynyany (R),southern Lithuania,55° 16',26° 0',70,NNE,Vilnius,/KOLTUNyA'N/,נעכע באַקאַלטשוק,קאָלטוניאַן
Kaltinėnai (Li),,,Koltynyany (R),northern Lithuania,55° 34',22° 27',60,SW,Šiauliai,/KOLTENyA'N/,נעכע באַקאַלטשוק,קאָלטעניאַן
Kalvarija (Li),,,Kalwaria (P),Suwałki,54° 24',23° 14',65,SW,Kaunas,/KALVARI'(E)/?,"אַריה־אָשר אָנקורין, יוסף יצחק־אײַזיק בלוישטיין, יהודה־לייב בלומענזאָן, אליהו גוטקאָווסקי, יעקבֿ יאָסאַדע, ישׂראל לאָנדאָן, הלל מײַמון, שלמה פּרעס, מאיר־יעקבֿ פֿרייד, ל[ייב] קאָפּעלאָוויטש, לאה רודניצקי (איין שטאָט?)",קאַלוואַריִע
Kamajai (Li),,,?,northern Lithuania,55° 49',25° 30',70,ENE,Panevėžys,/KAMA'?y/,שמואל הער,קאַמײַ
Kapčiamiestis (Li),,,Kopciowo (P),Suwałki,54° 0',23° 39',95,SSW,Kaunas,/KO'PTShEVE/,--,קאָפּטשעווע
Karklėnai (Li),,,?,northern Lithuania,55° 40',22° 34',50,SW,Šiauliai,/KARKLA'N/,--,קאַרקלאַן
Kaunas (Li),,,Kovno (R),northern Lithuania,54° 54',23° 54',,,,/KOVNE/,"מאַקס אָגוז, יוסף אַחי, פּאַול איי?בעלסאָן, אַ. אַלפּערט, שבתי אַ(ה)ראָנסאָן, יוסף באַנק, משה באַסאָק, אַבא בוך, מאַקס בוקאַנסקי, בעל־מחשבֿות (איזידאָר עליאַשעוו), אַבראַם בראַמסאָן, לעאָן בראַמסאָן, אַבֿרהם־ברוך גאָטליב, אײַזיק גאָטליב, יעקבֿ גאָטליב, נח־יצחק גאָטליב, שמואל גאָלבורט, אַהרן גאָלדבלאַט, יצחק גאָל?בערג, דימקע גאַלפּערן, יוסף גאַר, שמואל גאָרדאָן, לייב גאָרפֿינקעל, ראָזאַ גוטמאַן־יאַסני, מאַקס גירזשדאַנסקי, נטע גליק, מאַשע גרינבוים, יצחק־נחמן דאָנסקי, דיסקאָנט, זלמן האָלצבערג, אַבֿרהם־אליעזר האָראָוויץ, הדסה הירשאָוויץ־לעווין, ישׂראל־דוד ווײַס, מאיר־צבֿי זאַקהיים, מאָריס זיסקינד, יהושע־דוד טאָיב, ז.ל. טוב, יעקבֿ־פּרץ יאָזעליט, חיים יעלין, מאיר יעלין?, לייב יפֿה (יאַפֿע), העלענע כאַצקעל(ע?)ס, אליזער־דניאל לאַקסאָן, שׂרה לבֿ, אַבֿרהם־משה לונץ, ה(ירש־צבֿי) ליוושין, יוסף ליוושין, יצחק־אליעזר לייזעראָוויטש, חיים לייקאָוויטש, זלמן ליפֿשיץ, דבֿ לעווין, יוסף־מרדכי לעווינסאָן, משה מאַטיס, ל. מה־יפֿית, מאַרק מראַטשני, כאַצקל נאַדעל, לעאָן סאַווידזש, אָסקאַר סטרעליץ, אסתּר עליאַשעוו, בנימין עמדין, יעקבֿ עמית, לאַזאַר עפּשטיין, הערש (צבֿי) פּאָרט, עוזר פֿינקעלשטיין, סײַמאַן פֿרימאַן, וויליאַם קאַיזער?, אי.ב. קאָצין, שמעון קלעוואַנסקי, יצחק ראַבינאָוויטש, נפֿתּלי־הערצל ראָזענבלום, אַננאַ ראַפּאַ?פּאָרט, אליעזר רובינסאָן, משה רובינסאָן, שלמה שאַוולער",קאָוונע
Kavarskas (Li),,,Kovarsk (R),northern Lithuania,55° 26',24° 55',45,SE,Panevėžys,/KOVA'RSK/,"אליעזר היימאַן, סימע יאַשונסקי",קאָוואַרסק
Kazlų-Rūda (Li),,,Kozłowa Ruda (P),Suwałki,54° 46',23° 30',30,WSW,Kaunas,/KAZLOVE-RUDE/,--,קאַזלאָווע־רודע
Kėdainiai (Li),,,Keydany? (R),northern Lithuania,55° 17',23° 58',40,N,Kaunas,/KEyDA'N/,"אַהרן איינהאָרן, איסר־יוסף איינהאָרן, הירש בלאָשטיין, נתן בערגער, דוד־אלימלך וואָלפּע, ישׂראל־מיכל טרויב, משה־לייב ליליענבלום, ישׂראל־משה פֿישלעדער, איסר־משה רובין, בערנאַרד גרשון ריטשאַרדס, אַבֿרהם שלעזינגער",קיידאַן
Kelmė (Li),,,Kelmy? (R),northern Lithuania,55° 38',22° 56',35,SSW,Šiauliai,/KELEM/,"חיים־יחיאל אָשרי, שפֿרה ווײַס, רפֿאל כאַסמאַן, זבֿולן? לעווין, ח.ל. סײַמאָן, וואָלף צייטלין",קעלעם
Kiduliai (Li),,,Kidule (P),Suwałki,55° 4',22° 47',70,WNW,Kaunas,/KIDU'L/,--,קידול
Klaipėda (Li),,,Memel (G),Memel,55° 43',21° 7',,,,/MEML/?,--,מעמל?
Klykoliai (Li),,,?,northern Lithuania,56° 22',22° 50',50,NNW,Šiauliai,/KLIKO'L/,--,קליקאָל
Krakės (Li),,,Kroki (R),northern Lithuania,55° 24',23° 44',50,SSE,Panevėžys,/KROK/,שירה גאָרשמאַן,קראָק
Kražiai (Li),,,Krozhi (R),northern Lithuania,55° 36',22° 42',50,SW,Šiauliai,/KROZh/,בערנאַרד אַברהמס,קראָזש
Krekenava (Li),,,Krakinovo (R),northern Lithuania,55° 33',24° 6',25,SSW,Panevėžys,/KRAKINOVE/,"לוי־חיים גערשאַטער, יעקבֿ לעווינזאָן, רבֿקה־ליפּאַ? קאַמייקאַ, אַבא שאַבאַן",קראַקינאָווע
Kretinga (Li),,,?,northern Lithuania,55° 49',21° 12',20,NNE,Klaipėda,/KRETINGE/,גיטל־רבֿקה קושעלעוויטש,קרעטינגע
Krikliai (Li),,,?,northern Lithuania,55° 53',22° 49',30,W,Šiauliai,/KRIKA'L/,אַבאלע ליין,קריקאַל
Kriūkiai (Li),,,Kruki (R),northern Lithuania,56° 18',23° 50',45,NE,Šiauliai,/KRUK/,--,קרוק
Kriūkiai (Li),,,Kruki (P),Suwałki,55° 5',23° 25',35,WNW,Kaunas,/KRUK/,--,קרוק
Kruonis (Li),,,Krony? (R),northern Lithuania,54° 46',24° 14',20,SE,Kaunas,/KRON/,--,קראָן
Kudirkos Nau(ja)miestis (Li),,,Władysławów (P),Suwałki,54° 46',22° 53',65,WSW,Kaunas,"/NA'YShTOT-ShIRVI'NT/, /-ShAKI/","הערמאַן בערנשטיין, צבֿי־הירש בערנשטיין, לאַזאַר גאָלדשטיין","נײַשטאָט־שירווינט, ־שאַקי"
Kuktiškės (Li),,,Kuktishki? (R),northern Lithuania,55° 24',25° 40',75,NNE,Vilnius,/KU'KTIShOK/,--,קוקטישאָק
Kuliai (Li),,,Kuli? (R),northern Lithuania,55° 48',21° 39',30,ENE,Klaipėda,/KUL/,--,קול
Kupiškis (Li),,,Kupishki (R),northern Lithuania,55° 50',24° 58',35,ENE,Panevėžys,/KU'PIShOK/,"שלמה־יהושע גרינבלוי, שניאור יאָפֿפֿע, יעקבֿ־שמואל יפֿה, נתן סווערדלין, אליהו־מאיר פֿײַוועלזאָן",קופּישאָק
Kurkliai (Li),,,Kurkli? (R),northern Lithuania,55° 25',25° 3',50,SE,Panevėžys?,/KURKLE/,--,קורקלע
Kuršėnai (Li),,,Kurshany? (R),northern Lithuania,56° 0',22° 56',20,WNW,Šiauliai,/KURShA'N/,"שמואל קאָטלער, אַריה־לעאָן קובאָווי?",קורשאַן
Kurtuvėnai (Li),,,Kurtyovany? (R),northern Lithuania,55° 50',23° 3',15,SW,Šiauliai?,/KURTEVYA'N/,--,קורטעוויאַן
Kvėdarna (Li),,,Khveydany? (R),northern Lithuania,55° 33',22° 0',50,ESE,Klaipėda,/KHVEyDA'N/,"יחזקאל־יעקבֿ הדס, יוסף הלוי, דניאל ווידאַנס, עמיל ווידאַנס",כוויידאַן
Kvetkai (Li),,,Kvetki (R),northern Lithuania,56° 10',25° 9',55,NE,Panevėžys,/KVETKI/ (stress?),--,קוועטקי
Kybartai (Li),,,Kibarty (P),Suwałki,54° 39',22° 45',75,WSW,Kaunas,/KIBA'?RT/,"רחבֿיה מאָגיליוקער, אַבֿרהם פֿינקעלשטיין",קיבאַרט
Laižuva (Li),,,Layzhev (R),northern Lithuania,56° 23',22° 34',65,NW,Šiauliai,/LA'yZEVE/,--,לײַזעווע
Latava? (Li),,,?,northern Lithuania,,,,SE,Panevėžys,/LOTOVE/ (stress?),--,לאָטאָווע
"Latveliai, Žarėnai? (Li)",,,?,northern Lithuania,56° 10',23° 3',15,NW,Šiauliai,/ZARA'?N/,--,זאַראַן
Laukuva (Li),,,?,northern Lithuania,55° 37',22° 14',60,ESE,Klaipėda,/LO'yKEVE/,--,לויקעווע
Lazdijai (Li),,,Łoździeje (P),Suwałki,54° 14',23° 31',70,SSW,Kaunas,/LAZDE'y/,ישׂראל פּרײַס,לאַזדיי
Leckava (Li),,,Lyatskovo (R),northern Lithuania,56° 23',22° 15',80,NW,Šiauliai,/LA'TsKEVE/,--,לאַצקעווע
Leipalingis (Li),,,Lejpuny (P),Suwałki,54° 5',23° 51',85,S,Kaunas,/LEyPU'N/,--,לייפּון
Lentvaris? Liutavariškės (Li),,Landwarowo (P),Lyandvarovo (R),southern Lithuania,54° 39',25° 3',15,W,Vilnius,/LANDVEROVE/,--,לאַנדוועראָווע
Linkmenys (Li),,Łyngmiany? (P),Lyngmyany (R),southern Lithuania?,55° 18',25° 57',70,NNE,Vilnius,/LIGEMYA'N/,שלמה־פֿײַוויש?,ליגעמיאַן
Linkuva (Li),,,?,northern Lithuania,56° 5',23° 59',40,ENE,Šiauliai,/LI'NKEVE/,"מיכא?ל בן־משה, מיכאל גראָסמאַן, הירש הכּהן ראַבינאָוויטש",לינקעווע
Liškiava (Li),,,Liszków (P),Suwałki,54° 6',24° 3',85,S,Kaunas,/LI'ShKEVE/,--,לישקעווע
Liubavas (Li),,,Lubowo (P),Suwałki,54° 22',23° 3',75,SW,Kaunas,/LyUBAVE/,--,ליובאַווע
Liudvinavas (Li),,,Ludwinów (P),Suwałki,54° 29',23° 21',55,SW,Kaunas,/LUDVINOVE/,--,לודווינאָווע
Luokė (Li),,,Lukniki (R),northern Lithuania,55° 53',22° 31',45,W,Šiauliai,/LUKNIK/,--,לוקניק
Lyduvėnai (Li),,,Lidovyany (R),northern Lithuania,55° 30',23° 6',45,SSW,Šiauliai,/LIDEVYA'N/,--,לידעוויאַן
Lygumai (Li),,,Ligum (R),northern Lithuania,56° 0',23° 39',20,ENE,Šiauliai,/LIGEM/,מרדכי־בצלאל שנײַדער,ליגעם
Maišagala (Li),,Mejszagoła (P),Meyshagola (R),southern Lithuania,54° 52',25° 4',25,NW,Vilnius,/MEyShEGOLE/,"דוד־לייב מעקלער, קלמן־צבֿי מרמר (מאַרמאָר)",מיישעגאָלע
Marijampolė (Li),,,Mariampol' (P),Suwałki,54° 34',23° 21',50,SW,Kaunas,/MARYAMPOL/,"יהונתן באַטניצקי, יהודה בוכהאַלטער, אליהו גומענער, משה גלוך?, אליהו סגל, אַבֿרהם פֿראַנק, ניסן פֿראַנק בנימין קאָוואַלסקי",מאַריאַמפּאָל
Mažeikiai (Li),,,Mozheyki? (R),northern Lithuania,56° 19',22° 20',70,NW,Šiauliai,/MAZhE'yK/,"לייב יודייקין, חיים קרוגער",מאַזשייק
Merkinė (Li),,,Merech? (R),northern Lithuania,54° 10',24° 10',85,SW,Vilnius,/MERETSh/ (stress?),--,מערעטש
Mickūnai (Li),,Mickuny (P),Mitskuny (R),southern Lithuania,54° 42',25° 32',10,E,Vilnius,/MITsKU'N/,--,מיצקון
Miroslavas (Li),,,Mirosław (P),Suwałki,54° 20',23° 54',60,S,Kaunas,/MI'?ROSLAV/,--,מיראָסלאַוו
Molėtai (Li),,,Malaty (R),northern Lithuania,55° 14',25° 25',55,N,Vilnius,/MAL(y)A'T/,יוהנ שאַפּיראָ,מאַל(י)אַט
Mosėdis (Li),,,Masyady? (R),northern Lithuania,56° 10',21° 35',55,NNE,Klaipėda,/MAySyA'?D/,--,מײַסיאַד
Musninkai (Li),,,Musniki? (R),northern Lithuania,54° 57',24° 51',40,NW,Vilnius,/MUS(h)NIK/,--,"מוסניק, מושניק"
Naujamiestis (Li),,,?,northern Lithuania,55° 41',24° 9',15,WSW,Panevėžys,/NAyShTOT-PONEVEZh/,--,נײַשטאָט־פּאָנעוועזש
Naujasis? Daugeliškis (Li),,Daugieliszki Nowe? (P),Daugelishki? (R),southern Lithuania,55° 22',26° 18',90,NNE,Vilnius,/DUGE'LIShOK/,הירש־לייב גאָרדאָן,דוגעלישאָק
Naujoji Vilnia (Li),,Nowa Wilejka (P),,southern Lithuania,54° 42',25° 25',,,part of Vilnius?,/NAy-VILEyKE/,הענעך סאָלאָווייטשיק,נײַ־ווילייקע
Nemakščiai (Li),,,Nemokshty? (R),northern Lithuania,55° 26',22° 46',60,SW,Šiauliai,/NEMO'KShT/,"דוד־מתּתיהו ליפּמאַן, וויליאַם סיגעל",נעמאָקשט
Nemenčinė (Li),,Niemenczyn (P),Nemenchin (R),southern Lithuania,54° 51',25° 29',15,NNE,Vilnius,/NEMENTShI'N/,־־,נעמענטשין
Nemunaitis (Li),,,?,northern Lithuania,54° 18',24° 2',60,S,Kaunas,/NEMUNA'yTs/,--,נעמונײַץ
Nemunėlio Radviliškis (Li),,,Radvilishki? (R),northern Lithuania,56° 24',24° 46',75,NNE,Panevėžys,/NAy-RADVI'LIShOK/,--,נײַ־ראַדווילישאָק
Nevarėnai (Li),,,Neverany? (R),northern Lithuania,56° 6',22° 17',65,WNW,Šiauliai,/NAVERA'N/?,ניסן פּופּס,נאַוועראַן
Obeliai (Li),,,Abeli? (R),northern Lithuania,55° 56',25° 48',90,ENE,Panevėžys,/ABE'?L/,בנימין־גוטעל זאַק,אַבעל
"Onuškis, Oniškis (Li)",,,Ganushishki (R),northern Lithuania,54° 29',24° 36',45,WSW,Vilnius,/(H)ANU'ShIShOK/,הירש לעקערט?,(ה)אַנושישאָק
Onuškis? (Li),,,Ganushishki (R),northern Lithuania,56° 8',25° 32',80,ENE,Panevėžys,/A'NIShOK/,--,אַנישאָק
Pabradė (Li),,Podbrodzie (P),Podbrod'ye (R),southern Lithuania,55° 0',25° 47',40,NNE,Vilnius,/PODBRO'DZ,"אלחנן־לייב לעווינסקי, לייב לעוויץ, ב. (בר־תּנא) מרדכי, יקותיאל פּאָרטנאָי, נ. פּערסקי, אַבֿרהם קאַהאַן (איין שטאָט)",פּאָדבראָדז
Pačineliai (Li),,,?,northern Lithuania?,,,,,,/PATsINE'L/,יוסף־זעליג גליק,פּאַצינעל
Padubysis? Padubysys? (Li),,,?,northern Lithuania,,,,,,/PADUBISE/?,[משה] דיסקאָנט,פּאַדוביסע
Pagiriai (Li),,,Pogiry (R),northern Lithuania,55° 21',24° 24',45,S,Panevėžys?,/PAGI'R/,--,פּאַגיר
Pajūris (Li),,,Poyury? Poyurzhe? (R),northern Lithuania,55° 27',22° 3',60,SE,Klaipėda,/PAyURE/,--,פּאַיורע
Pakruojis (Li),,,?,northern Lithuania,55° 58',23° 52',30,E,Šiauliai,/POKRO'y/,יהושע לאַנצמאַן,פּאָקרוי
Palanga (Li),,,Polonga? (R),northern Lithuania,55° 55',21° 3',20,N,Klaipėda,/PALONGE/,"יודל מאַרק, יעקבֿ־יהודה מאַרק, מענדל מאַרק",פּאַלאָנגע
Pamūšis (Li),,,Pomushe (R),northern Lithuania,56° 05',23° 40',30,ENE,Šiauliai,/POMUShE/,"בנציון־זונדל הערש, פּסח־ליבמאַן הערש",פּאָמושע
Pandėlys? (Li),,,Ponedeli (R),northern Lithuania,56° 1',25° 13',60,ENE,Panevėžys,/PONEDE'?L/,־־,פּאָנעדעל
Panemunėlis (Li),,,?,northern Lithuania,55° 55',25° 29',65,ENE,Panevėžys,/PANEMUNEK/,אַלטער עפּשטיין,פּאַנעמונעק
Paneriai (Li),,Ponary (P),Ponary (R),southern Lithuania,54° 38',24° 11',5,S,Vilnius,/PONA'R/,דוד קאַמבער,פּאָנאַר
Panevėžys (Li),,,?,northern Lithuania,55° 44',24° 21',,,,/PO'NEVEZh/,"שׂרה אײַזען, דוד אַפּאָטהעקער, א. (אליהו) אָשעראָוויטש, הירש אָשעראָוויטש, נתן באָלעל, מאיר בירמאַן, בנימין בליודז, גרשון גאַרווין, יעקבֿ־עזריאל דייווידסאָן (דאַווידזאָן), זלמן טראַוב, הלל לוריע, שמואל לייבאָוויץ, חיים מאַלטינסקי, דזשאַן (יוסף־שלמה) מילל, יצחק סאַדין, שלמה עפּשטיין, דוד פֿראַם, ניסן ראַבין, יוסף שיין",פּאָנעוועזש
Papilė (Li),,,Popelyany (R),northern Lithuania,56° 9',22° 48',35,NW,Šiauliai,/POPELyA'N/,"הירש בריל, יעקבֿ־שמואל יודעלאָוויטץ?",פּאָפּעליאַן
Papiškės (Li),,Popiszki (P),?,southern Lithuania,54° 29',25° 9',25,SSW,Vilnius,/PO'PIShOK/,---,פּאָפּישאָק
Pasvalys (Li),,,Posvol (R),northern Lithuania,56° 4',24° 24',35,N,Panevėžys,/POSVAL/,אַרי־לייבל גלאַזמאַן,פּאָסוואַל
Pašvitinys (Li),,,Poshvityn (R),northern Lithuania,56° 9',23° 49',40,NE,Šiauliai,/POShVETI'?N/,אליעזר (לייזער)? לייבאָוויטש,פּאָשוועטין
Petrošiunai? (Li),,,?,northern Lithuania,55° 12',24° 18',30,NE,Kaunas,/PETROShU'N/,ישׂראל־יעקבֿ שוואַרץ,פּעטראָשון
Pikeliai (Li),,,?,northern Lithuania,56° 25',22° 7',90,NW,Šiauliai,/PIKELN/ (stress?),"לוי בערמאַן, חיים־ישׂראל זאַכּס, אַבא־יצחק קרים",פּיקעלן
Pilviškiai (Li),,,Pilwiszki (P),Suwałki,54° 43',23° 13',45,WSW,Kaunas,/PI'LVIShOK/,--,פּילווישאָק
Plateliai (Li),,,?,northern Lithuania,56° 3',21° 49',55,NE,Klaipėda,/PLOTL/,"יוסף גאָרדאָן, חנה־לאה כווידאַנסקי, אַבא־הלל שקאָלניק",פּלאָטל
Plungė (Li),,,Plungyany (R),northern Lithuania,55° 55',21° 51',50,ENE,Klaipėda,/PLUNGYA'N/,"ש. אַבעל, צבֿי בריק, זלמן לעווי, רחל קירש־האָלטמאַן",פּלונגיאַן
Prienai (Li),,,Preny (P),Suwałki,54° 38',23° 57',25,S,Kaunas,/PREN/,יוסף גאָטפֿאַרשטיין,פּרען
"Pumpėnai, Pampėnai (Li)",,,Pompyany? (R),northern Lithuania,55° 56',24° 21',20,N,Panevėžys,/PUMPYA'N/,"בנימין־יעקבֿ ביאַלאָסטאָצקי, לייב גליצמאַן, יוסף לוריא, יעקבֿ ראָסיין",פּומפּיאַן
Punia (Li),,,Puni? (R),northern Lithuania,54° 31',24° 6',40,SSE,Kaunas,/PUN/,--,פּון
Pušalotas (Li),,,Pusholaty? (R),northern Lithuania,55° 55',24° 15',20,NNW,Panevėžys,/PUSELA'T/,־־,"פּוסעלאַט, פּושאַלאַט"
Radviliškis (Li),,,Radvilishki? (R),northern Lithuania,55° 49',23° 32',20,SE,Šiauliai,/RADVI'LIShOK/,--,ראַדווילישאָק
Rageliai? (Li),,,?,northern Lithuania,55° 53',25° 37',,,,/ROGOLE/,חיים־יעקבֿ עפּשטיין,ראָגאָלע
Raguva (Li),,,Rogov (R),northern Lithuania,55° 34',24° 36',30,SE,Panevėžys,/RO'GEVE/,"יהושע פּעלאָוויץ, הענעך שטיין",ראָגעווע
Ramygala (Li),,,Remigola? (R),northern Lithuania,55° 31',24° 18',20,S,Panevėžys,/RAM(I)GOLE/,יצחק־אײַזיק בן־יעקבֿ,ראַמ(י)גאָלע
Raseiniai (Li),,,?,northern Lithuania,55° 22',23° 7',55,SSW,Šiauliai,/RASE'yN/,"אַבֿרהם־יצחק ברוק, צמח־משה האַלפּערין, ישׂראל־יצחק וואָלף, אַבֿרהם־שמואל זאַכער, אלחנן זאַלצבערג, יוסף־יוזל מאָגילניצקי, מרדכי־יצחק עדעלמאַן, חיים ראַפֿאַלאָוויטש",ראַסיין
Ratnyčia (Li),,Rotnica (P),Rotnitsa? (R),southern Lithuania,54° 0',24° 1',95,S,Kaunas,/RA'TNITsE/,"י. בערעביטשעס, משה־שמואל שקלאַרסקי",ראַטניצע
Riešė? (Li),,Rzesza (P),Resha (R),southern Lithuania,54° 49',25° 17',15,N,Vilnius?,/REShE/,־־,רעשע
