kima_id	kima_rom	variant	source	attestations	contexts	wikidata_qid	notes
27130	Litzmannstadt-Getto (Łódź, Poland)	לאָדזשער געטאָ	Zylbercweig lexicon (Maaty reconciliation)	5-facs_56_r_1|5-facs_73_tr_1733059356|5-facs_185_tr_1736588927|5-facs_199_tr_1736588975|5-facs_355_tr_1739221117|5-facs_418_tr_1739222210	death	Q327895	match_status:WIKIDATA
86925	Žydų gatvė (Vilnius, Lithuania)	ווילנער געטאָ	Zylbercweig lexicon (Maaty reconciliation)	5-facs_74_tr_1733059496|5-facs_126_tr_1733832829	death	Q707539	match_status:WIKIDATA
20619	Ashmi︠a︡ny (Belarus)	אָשמענע	Zylbercweig lexicon (Maaty reconciliation)	5-facs_89_tr_1733059487	death	Q722836	match_status:WIKIDATA
642	Ashkhabad (Turkmenistan)	אַשכאַבאַד	Zylbercweig lexicon (Maaty reconciliation)	5-facs_123_tr_1733832749	death	Q23438	match_status:WIKIDATA
724	Szydłowiec (Województwo Mazowieckie, Poland)	שיידלאָוויעץ	Zylbercweig lexicon (Maaty reconciliation)	5-facs_134_tr_1733832740	death	Q213086	match_status:NAME_EXACT
11525	Ternopilʹ (Ukraine)	טאַרנאָפּאָל	Zylbercweig lexicon (Maaty reconciliation)	5-facs_154_tr_1735652626|6-facs_268_tr_1747928948|1-facs_107_tr_1740521167|1-facs_130_tr_1740521101|1-facs_130_tr_1740521095|1-facs_130_tr_1740521102|1-facs_131_r_3|1-facs_150_tr_1740521116	death|birth	Q156743	match_status:WIKIDATA
635	Samarqand (Uzbekistan)	סאַמאַרקאַנד	Zylbercweig lexicon (Maaty reconciliation)	5-facs_213_tr_1739221759|5-facs_335_r|5-facs_371_r_2|5-facs_547_tr_1739222023|6-facs_48_tr_1747746197	death	Q5753	match_status:WIKIDATA
767	Tashkent (Uzbekistan)	טאַשקענט	Zylbercweig lexicon (Maaty reconciliation)	5-facs_213_tr_1739221756|5-facs_247_tr_1739222205|5-facs_356_tr_1739222186|5-facs_372_tr_1739222351|5-facs_589_tr_1739220595|6-facs_35_tr_1747746200	death	Q269	match_status:WIKIDATA
12318	Drancy (France)	דראַנסי	Zylbercweig lexicon (Maaty reconciliation)	5-facs_216_tr_1739220872	death	Q201348	match_status:WIKIDATA
12816	Astrakhan (Russia)	אַסטראַכאַן	Zylbercweig lexicon (Maaty reconciliation)	5-facs_248_tr_1739220762	death	Q3927	match_status:WIKIDATA
882	Hrodna (Belarus)	גראָדנע	Zylbercweig lexicon (Maaty reconciliation)	5-facs_345_r|1-facs_270_TextRegion_1711971070302_285|1-facs_340_tr_1741260473|1-facs_341_r_7|1-facs_395_tr_1739715052|1-facs_415_TextRegion_1710155871558_109|1-facs_40_tr_1740521046|1-facs_84_tr_1740520941|1-facs_144_tr_1740521018|2-facs_34_tr_1744131425|2-facs_62_tr_1744131375|2-facs_173_r_2|2-facs_351_tr_1744365735|3-facs_272_tr_1755674152|3-facs_326_tr_1756057710|5-facs_26_r_861|5-facs_71_tr_1733059392|5-facs_100_tr_1733059460|5-facs_115_tr_1733832744|5-facs_190_tr_1736588983|5-facs_482_tr_1739221607|5-facs_618_tr_1739221558|6-facs_60_tr_1747746187|6-facs_60_tr_1747746173|6-facs_110_tr_1747825087|6-facs_564_r_27|7-facs_37_r_6	death|birth	Q181376	match_status:WIKIDATA
18781	Mohyliv-Podilʹsʹkyĭ (Ukraine)	מאָגילעוו	Zylbercweig lexicon (Maaty reconciliation)	5-facs_351_r	death	Q997469	match_status:WIKIDATA
9158	Mozhaĭsk (Russia)	מאַזשיאָסק	Zylbercweig lexicon (Maaty reconciliation)	5-facs_400_tr_1739220489	death	Q159139	match_status:WIKIDATA
424	Przemyśl (Poland)	פּשעמישל	Zylbercweig lexicon (Maaty reconciliation)	5-facs_401_tr_1739221644|1-facs_133_tr_1740521134|5-facs_95_r_9|5-facs_446_tr_1739220512	death|birth	Q208473	match_status:WIKIDATA
652	Sevastopolʹ (Ukraine)	סעוואַסטאָפּאָל	Zylbercweig lexicon (Maaty reconciliation)	5-facs_414_tr_1739222253	death	Q7525	match_status:WIKIDATA
526	Stanislav (Ukraine)	סטאַניסלאָוו	Zylbercweig lexicon (Maaty reconciliation)	5-facs_415_tr_1739221390	death	Q156726	match_status:WIKIDATA
166	Lʹviv (Ukraine)	לוואָוו [לעמבערגער]	Zylbercweig lexicon (Maaty reconciliation)	5-facs_422_r_2	death	Q36036	match_status:WIKIDATA
8380	Kharkiv (Ukraine)	כאַרקאָוו	Zylbercweig lexicon (Maaty reconciliation)	5-facs_438_tr_1739221804|4-facs_651_tr_1755030222|2-facs_194_tr_1744279150|2-facs_279_tr_1744280711|5-facs_414_tr_1739222253|6-facs_71_r_6	death|birth	Q42308	match_status:WIKIDATA
11652	Starai︠a︡ Russa (Russia)	סטאַראַיאַ רוסאַ	Zylbercweig lexicon (Maaty reconciliation)	5-facs_442_tr_1739222531	death	Q196479	match_status:WIKIDATA
17989	Bishkek (Kyrgyzstan)	פרונזע	Zylbercweig lexicon (Maaty reconciliation)	5-facs_482_tr_1739221607	death	Q9361	match_status:WIKIDATA
250	Piotrkow Trybunalski (Poland)	פּיעטריקאָוו טריבונאַלני	Zylbercweig lexicon (Maaty reconciliation)	5-facs_558_tr_1739222086	death	Q158004	match_status:WIKIDATA
7366	Alma-Ata (Kazakhstan)	אַלמאַ-אַטאָ	Zylbercweig lexicon (Maaty reconciliation)	5-facs_587_tr_1739221101	death	Q35493	match_status:WIKIDATA
13800	Luninets (Belarus)	לונינעץ	Zylbercweig lexicon (Maaty reconciliation)	5-facs_590_tr_1739222448	death	Q956132	match_status:WIKIDATA
957	Zhytomyr (Ukraine)	זשיטאָמיר	Zylbercweig lexicon (Maaty reconciliation)	5-facs_592_r_7|5-facs_593_r_26|1-facs_258_tr_1741260274|1-facs_261_tr_1741260196|2-facs_33_r_12|2-facs_49_tr_1744131387|2-facs_162_tr_1744279209|2-facs_314_tr_1744365761|6-facs_658_tr_1747931529|6-facs_665_r|7-facs_41_tr_1756359817	death|birth	Q156713	match_status:WIKIDATA
571	Berdychiv (Ukraine)	באַרדיטשעוו	Zylbercweig lexicon (Maaty reconciliation)	5-facs_592_r_10	death	Q158799	match_status:WIKIDATA
166	Lʹviv (Ukraine)	לוואָוו	Zylbercweig lexicon (Maaty reconciliation)	5-facs_592_r_32	death	Q36036	match_status:WIKIDATA
75148	Moline (Ill.)	מאָלינע	Zylbercweig lexicon (Maaty reconciliation)	5-facs_593_r_34	death	Q579736	match_status:WIKIDATA
7033	Mexico City (Mexico)	מעקסיקע סיטי	Zylbercweig lexicon (Maaty reconciliation)	5-facs_597_tr_1739222302|5-facs_617_r_6|5-facs_618_tr_1739221549|6-facs_459_tr_1747930174|6-facs_604_tr_1747930212|6-facs_665_r_1	death	Q1489	match_status:WIKIDATA
71460	Miami Beach (Fla.)	מימי ביעטש	Zylbercweig lexicon (Maaty reconciliation)	5-facs_597_r|6-facs_55_tr_1747746152|6-facs_124_tr_1747825116	death	Q201516	match_status:WIKIDATA
27130	Litzmannstadt-Getto (Łódź, Poland)	לאָדזשער געטאָ	Zylbercweig lexicon (Maaty reconciliation)	5-facs_616_r	death	Q327895	match_status:WIKIDATA
282	Chicago (Ill.)	שיקאַגע	Zylbercweig lexicon (Maaty reconciliation)	6-facs_47_tr_1747746190|6-facs_202_tr_1747928985|7-facs_74_tr_1757228890|6-facs_192_tr_1747825120	death|birth	Q1297	match_status:WIKIDATA
402	Cleveland (Ohio)	קליוולאַנד	Zylbercweig lexicon (Maaty reconciliation)	6-facs_71_r_13|6-facs_178_tr_1747825078|3-facs_348_tr_1756107767|6-facs_435_r|6-facs_656_r	death|birth	Q37320	match_status:WIKIDATA
25	São Paulo (Brazil)	סאַן פּאַולאַ	Zylbercweig lexicon (Maaty reconciliation)	6-facs_76_tr_1747746207	death	Q174	match_status:WIKIDATA
229	Miami (Fla.)	מיאַמי	Zylbercweig lexicon (Maaty reconciliation)	6-facs_78_tr_1747746119	death	Q8652	match_status:WIKIDATA
13994	Kherson (Ukraine)	כערסאָן	Zylbercweig lexicon (Maaty reconciliation)	6-facs_92_r|1-facs_376_tr_1741260448|2-facs_305_tr_1744365746|2-facs_324_tr_1744365762|2-facs_360_tr_1744365774|5-facs_423_r_4|6-facs_126_tr_1747825032|6-facs_237_tr_1747928923|7-facs_60_tr_1756359809	death|birth	Q156732	match_status:WIKIDATA
791	Haifa (Israel)	חיפֿה	Zylbercweig lexicon (Maaty reconciliation)	6-facs_110_tr_1747825087	death	Q41621	match_status:WIKIDATA
7181	Colorado Springs (Colo.)	קאָלאָראַדאָ	Zylbercweig lexicon (Maaty reconciliation)	6-facs_156_tr_1747825108	death	Q49258	match_status:WIKIDATA
9750	Montréal (Québec)	מאָנטרעאָל	Zylbercweig lexicon (Maaty reconciliation)	6-facs_190_tr_1747825169	death	Q340	match_status:WIKIDATA
72301	Oral (Kazakhstan)	אוראַלסק	Zylbercweig lexicon (Maaty reconciliation)	6-facs_226_tr_1747928999	death	Q487439	match_status:WIKIDATA
32	New York (N.Y.)	בראַנקסער שפּיטאָל	Zylbercweig lexicon (Maaty reconciliation)	6-facs_265_r	death	Q60	match_status:WIKIDATA
510	Buenos Aires (Argentina)	בוענאָס-אַיירעס	Zylbercweig lexicon (Maaty reconciliation)	6-facs_418_tr_1747930192|6-facs_56_r_17	death|birth	Q1486	match_status:WIKIDATA
25	São Paulo (Brazil)	סאַן פאַולאָ	Zylbercweig lexicon (Maaty reconciliation)	6-facs_419_tr_1747930126	death	Q174	match_status:WIKIDATA
408	Philadelphia (Pa.)	פילאָדעלפיע	Zylbercweig lexicon (Maaty reconciliation)	6-facs_424_tr_1747930496	death	Q1345	match_status:WIKIDATA
951	Wrocław (Poland)	ווראָצלאַוו (ברעסלוי)	Zylbercweig lexicon (Maaty reconciliation)	6-facs_463_tr_1747930281	death	Q1799	match_status:WIKIDATA
7220	Montevideo (Uruguay)	מאָנטעוויידעאָ	Zylbercweig lexicon (Maaty reconciliation)	6-facs_537_tr_1747930464	death	Q1335	match_status:WIKIDATA
154	Los Angeles (Calif.)	לאָס אַנדזעלעס	Zylbercweig lexicon (Maaty reconciliation)	6-facs_651_r	death	Q65	match_status:WIKIDATA
154	Los Angeles (Calif.)	לאָס אָנדזשעלעס	Zylbercweig lexicon (Maaty reconciliation)	6-facs_653_r	death	Q65	match_status:WIKIDATA
7909	Richmond (Va.)	סימפּעראָפּאל	Zylbercweig lexicon (Maaty reconciliation)	7-facs_11_r_2	death	Q43421	match_status:WIKIDATA
25	São Paulo (Brazil)	סאַן פּאַול	Zylbercweig lexicon (Maaty reconciliation)	7-facs_14_r_5	death	Q174	match_status:WIKIDATA
25	São Paulo (Brazil)	סאַן פּאַולאָ	Zylbercweig lexicon (Maaty reconciliation)	7-facs_15_r_3	death	Q174	match_status:WIKIDATA
678	Saint Petersburg (Russia)	לענינגראָד	Zylbercweig lexicon (Maaty reconciliation)	7-facs_18_tr_1756799204	death	Q656	match_status:WIKIDATA
888	Dallas (Tex.)	דאָלאָס	Zylbercweig lexicon (Maaty reconciliation)	7-facs_37_r_9	death	Q16557	match_status:WIKIDATA
7400	Vladivostok (Russia)	וולאַדיוואָסטאָק	Zylbercweig lexicon (Maaty reconciliation)	7-facs_40_r	death	Q959	match_status:WIKIDATA
89840	Stavyshche (Ukraine)	סטאָווישטשע	Zylbercweig lexicon (Maaty reconciliation)	7-facs_62_tr_1756359784	death	Q65270	match_status:WIKIDATA
862	Jarosław (Poland)	יאָראָסלאָוו	Zylbercweig lexicon (Maaty reconciliation)	7-facs_62_tr_1756359788	death	Q721928	match_status:WIKIDATA
321	Harbin (China)	כאַרבין	Zylbercweig lexicon (Maaty reconciliation)	7-facs_87_r	death	Q42956	match_status:WIKIDATA
576	Brest (Belarus)	ברעסט-ליטאָווסק	Zylbercweig lexicon (Maaty reconciliation)	4-facs_34_r_1|4-facs_387_tr_1755030250|1-facs_342_tr_1741260505|1-facs_58_tr_1740521154|1-facs_147_tr_1740521038|1-facs_152_tr_1740521014|2-facs_277_tr_1744280830	birth	Q140147	match_status:WIKIDATA
18245	Teofipolʹ (Ukraine)	טשאַן	Zylbercweig lexicon (Maaty reconciliation)	4-facs_35_r_2	birth	Q2637331	match_status:WIKIDATA
20619	Ashmi︠a︡ny (Belarus)	אָשמיאַנאַ	Zylbercweig lexicon (Maaty reconciliation)	4-facs_47_r_2	birth	Q722836	match_status:WIKIDATA
675	Koret︠s︡ʹ (Ukraine)	קאָריץ	Zylbercweig lexicon (Maaty reconciliation)	4-facs_55_tr_1753681940	birth	Q997398	match_status:WIKIDATA
21375	Briceni (Moldova)	בריטשאַן	Zylbercweig lexicon (Maaty reconciliation)	4-facs_60_r_1	birth	Q2019727	match_status:NAME_EXACT
13452	Rz︠h︡yshchiv (Ukraine)	רעזישטשעוו	Zylbercweig lexicon (Maaty reconciliation)	4-facs_69_tr_1753681922	birth	Q71731	match_status:WIKIDATA
18119	Ozorków (Poland)	אַזאָרקאָוו	Zylbercweig lexicon (Maaty reconciliation)	4-facs_79_tr_1753938275|1-facs_264_tr_1741260321|1-facs_42_tr_1740520980	birth	Q628460	match_status:WIKIDATA
89923	Teplyk (Ukraine)	טעפּליקי	Zylbercweig lexicon (Maaty reconciliation)	4-facs_85_tr_1753938252	birth	Q2473433	match_status:WIKIDATA
12816	Astrakhan (Russia)	אַסטראָ	Zylbercweig lexicon (Maaty reconciliation)	4-facs_86_tr_1753938264	birth	Q3927	match_status:WIKIDATA
9907	Glatz (Germany)	גאַלאַץ	Zylbercweig lexicon (Maaty reconciliation)	4-facs_92_r_1|4-facs_123_tr_1753936429|1-facs_21_tr_1740515226|2-facs_232_tr_1744280746|7-facs_62_r_7	birth	Q170996	match_status:WIKIDATA
83618	Lipsko (Województwo Mazowieckie, Poland)	ליפּסק	Zylbercweig lexicon (Maaty reconciliation)	4-facs_95_tr_1753602024	birth	Q2342620	match_status:WIKIDATA
678	Saint Petersburg (Russia)	פּעטערבורג	Zylbercweig lexicon (Maaty reconciliation)	4-facs_97_tr_1753602022|1-facs_49_tr_1740521083|3-facs_286_tr_1755674601|7-facs_48_tr_1756359786	birth	Q656	match_status:WIKIDATA
8525	Biała Podlaska (Poland)	ביאַלע	Zylbercweig lexicon (Maaty reconciliation)	4-facs_98_r_2	birth	Q209932	match_status:WIKIDATA
16772	Fălești (Moldova)	פֿאַלעשט	Zylbercweig lexicon (Maaty reconciliation)	4-facs_101_r_1|1-facs_251_tr_1741260232	birth	Q2078085	match_status:WIKIDATA
18781	Mohyliv-Podilʹsʹkyĭ (Ukraine)	מאָהילעוו אויפֿן דניעסטער	Zylbercweig lexicon (Maaty reconciliation)	4-facs_264_tr_1754998383	birth	Q997469	match_status:WIKIDATA
10174	Szolnok (Hungary)	אונגאַרן	Zylbercweig lexicon (Maaty reconciliation)	4-facs_270_tr_1754998433	birth	Q181276	match_status:WIKIDATA
19050	Lakhva (Belarus)	לאַכווע	Zylbercweig lexicon (Maaty reconciliation)	4-facs_380_tr_1755030217	birth	Q1527795	match_status:WIKIDATA
9048	Kam'i︠a︡net︠s︡ʹ-Podilʹsʹkyĭ (Ukraine)	קאָמענעץ-פּאָדאָלסק	Zylbercweig lexicon (Maaty reconciliation)	4-facs_381_tr_1755030081|1-facs_207_tr_1741260330|1-facs_79_tr_1740520939|1-facs_121_tr_1740521041|1-facs_149_r_8|2-facs_302_tr_1744365753|2-facs_353_tr_1744365776|5-facs_373_r_2	birth	Q193965	match_status:WIKIDATA
953	Warsaw (Poland)	פּראַגע וואַרשע	Zylbercweig lexicon (Maaty reconciliation)	4-facs_382_tr_1755030077	birth	Q270	match_status:WIKIDATA
10740	Kazanʹ (Russia)	רוסלאַנד	Zylbercweig lexicon (Maaty reconciliation)	4-facs_386_tr_1755029936|1-facs_79_tr_1740520948|3-facs_280_tr_1755674193|5-facs_173_tr_1736588922|5-facs_247_tr_1739222208|5-facs_279_tr_1739222367|5-facs_344_r	birth	Q900	match_status:WIKIDATA
18919	Bershadʹ (Ukraine)	בערשאַד	Zylbercweig lexicon (Maaty reconciliation)	4-facs_398_tr_1755030162	birth	Q827229	match_status:WIKIDATA
188	Moscow (Russia)	מאָסקוואַ	Zylbercweig lexicon (Maaty reconciliation)	4-facs_439_tr_1755030088	birth	Q649	match_status:WIKIDATA
636	Radom (Województwo Mazowieckie, Poland)	ראַדאָם	Zylbercweig lexicon (Maaty reconciliation)	4-facs_452_tr_1755030299|5-facs_418_tr_1739222210|5-facs_439_tr_1739220587|5-facs_559_tr_1739222341|6-facs_41_tr_1747746161|6-facs_537_tr_1747930464	birth	Q104740	match_status:WIKIDATA
81312	Phillipsburg (Kan.)	טרייסק	Zylbercweig lexicon (Maaty reconciliation)	4-facs_591_tr_1755030161	birth	Q1022993	match_status:WIKIDATA
408	Philadelphia (Pa.)	פֿילאַדעלפיאַ	Zylbercweig lexicon (Maaty reconciliation)	4-facs_624_tr_1755029866	birth	Q1345	match_status:WIKIDATA
10105	Tomaszów Mazowiecki (Poland)	טאָמאַשאָוו מאַזאָוויעצק	Zylbercweig lexicon (Maaty reconciliation)	4-facs_625_tr_1755029931	birth	Q157994	match_status:WIKIDATA
250	Piotrkow Trybunalski (Poland)	פּיעטראָקאָוו	Zylbercweig lexicon (Maaty reconciliation)	4-facs_635_tr_1755030187|1-facs_147_tr_1740521016	birth	Q158004	match_status:WIKIDATA
408	Philadelphia (Pa.)	פֿילאָדעלפֿיע	Zylbercweig lexicon (Maaty reconciliation)	4-facs_639_tr_1755030118	birth	Q1345	match_status:WIKIDATA
18781	Mohyliv-Podilʹsʹkyĭ (Ukraine)	מאָהילעוו פּאָדאָלסק	Zylbercweig lexicon (Maaty reconciliation)	4-facs_658_tr_1755030002	birth	Q997469	match_status:WIKIDATA
18781	Mohyliv-Podilʹsʹkyĭ (Ukraine)	מאָהילעוופּאָדאָלסק	Zylbercweig lexicon (Maaty reconciliation)	4-facs_661_tr_1755030263	birth	Q997469	match_status:WIKIDATA
638	Prague (Czech Republic)	פּראַגע	Zylbercweig lexicon (Maaty reconciliation)	4-facs_666_tr_1755030166	birth	Q1085	match_status:WIKIDATA
675	Koret︠s︡ʹ (Ukraine)	קאָרעץ	Zylbercweig lexicon (Maaty reconciliation)	4-facs_667_tr_1755030056|5-facs_615_r_11	birth	Q997398	match_status:WIKIDATA
62	Sosnówka (Jelenia Góra, Poland)	סאָסנאָוויץ	Zylbercweig lexicon (Maaty reconciliation)	4-facs_667_tr_1755030055|2-facs_408_tr_1744366808|3-facs_28_r	birth	Q105060	match_status:WIKIDATA
8525	Biała Podlaska (Poland)	ביאלאָ-פּאָדלאַסקי	Zylbercweig lexicon (Maaty reconciliation)	4-facs_669_tr_1755030279	birth	Q209932	match_status:WIKIDATA
7033	Mexico City (Mexico)	מעקסיקאַ סיטי	Zylbercweig lexicon (Maaty reconciliation)	4-facs_671_tr_1755030277	birth	Q1489	match_status:WIKIDATA
512	Babruĭsk (Belarus)	באָברויסק	Zylbercweig lexicon (Maaty reconciliation)	1-facs_211_r_4|1-facs_252_tr_1741260228|1-facs_350_r_7|1-facs_89_tr_1740521008|2-facs_41_tr_1744131372|2-facs_229_tr_1744280772|2-facs_404_tr_1744366810|5-facs_61_tr_1733059383|5-facs_186_tr_1736588948|5-facs_360_tr_1739221925	birth	Q207294	match_status:WIKIDATA
957	Zhytomyr (Ukraine)	זשיטאָמיר [?]	Zylbercweig lexicon (Maaty reconciliation)	1-facs_211_tr_1741260281	birth	Q156713	match_status:WIKIDATA
21375	Briceni (Moldova)	בריטשאָן	Zylbercweig lexicon (Maaty reconciliation)	1-facs_211_tr_1741260276	birth	Q2019727	match_status:NAME_EXACT
14587	Kirovohrad (Ukraine)	יעליסאָוועטגראָד	Zylbercweig lexicon (Maaty reconciliation)	1-facs_249_r_2	birth	Q158292	match_status:WIKIDATA
30	Suwałki (Poland)	סווואָלק	Zylbercweig lexicon (Maaty reconciliation)	1-facs_250_tr_1741260264	birth	Q236083	match_status:WIKIDATA
75353	Attica (Ind.)	אָטיק	Zylbercweig lexicon (Maaty reconciliation)	1-facs_250_tr_1741260271|1-facs_283_tr_1741260226|1-facs_291_tr_1741260460	birth	Q2087882	match_status:WIKIDATA
9129	Umanʹ (Ukraine)	אומאַן	Zylbercweig lexicon (Maaty reconciliation)	1-facs_250_tr_1741260262|1-facs_363_TextRegion_1710854112959_462|1-facs_392_tr_1739715078|1-facs_112_tr_1740521163|2-facs_40_r|3-facs_28_tr_1752653010|5-facs_81_tr_1733059413|5-facs_196_tr_1736589003|5-facs_368_tr_1739221068	birth	Q208499	match_status:WIKIDATA
17537	Vișeu de Sus (Romania)	רומעניע	Zylbercweig lexicon (Maaty reconciliation)	1-facs_252_tr_1741260224|1-facs_48_tr_1740521128|2-facs_221_r_10|2-facs_298_tr_1744280754|2-facs_352_r_2|2-facs_363_tr_1744366852|2-facs_371_tr_1744366831|5-facs_295_tr_1739221311|5-facs_333_tr_1739220886|5-facs_333_tr_1739220896|5-facs_546_tr_1739220662|6-facs_149_tr_1747825121	birth	Q596609	match_status:WIKIDATA
18705	Lepelʹ (Belarus)	לעפּעל	Zylbercweig lexicon (Maaty reconciliation)	1-facs_253_tr_1741260231	birth	Q954132	match_status:WIKIDATA
11525	Ternopilʹ (Ukraine)	טאָרנאָפּאָל	Zylbercweig lexicon (Maaty reconciliation)	1-facs_256_tr_1741260273|1-facs_402_r_3|1-facs_73_tr_1740521067|1-facs_106_r_2|2-facs_135_tr_1744279191|6-facs_268_tr_1747928948	birth	Q156743	match_status:WIKIDATA
576	Brest (Belarus)	בריסק-דליטאָ	Zylbercweig lexicon (Maaty reconciliation)	1-facs_258_r_1	birth	Q140147	match_status:WIKIDATA
16166	Mazyr (Homelʹskai︠a︡ voblastsʹ, Belarus)	מאָזיר	Zylbercweig lexicon (Maaty reconciliation)	1-facs_258_tr_1741260285	birth	Q386487	match_status:WIKIDATA
399	Chișinău (Moldova)	קעשעניעוו	Zylbercweig lexicon (Maaty reconciliation)	1-facs_265_tr_1741260317|1-facs_294_tr_1741260448|1-facs_364_tr_1741260422|1-facs_413_r_4|1-facs_41_tr_1740521073|1-facs_43_tr_1740521002|1-facs_46_tr_1740521016|1-facs_56_tr_1740521000|1-facs_102_r_9|2-facs_301_tr_1744365783|2-facs_337_tr_1744365766|2-facs_352_tr_1744365751|2-facs_371_tr_1744366835|6-facs_57_tr_1747746149|7-facs_48_tr_1756359789	birth	Q21197	match_status:WIKIDATA
489	Krakow (Poland)	קראָקאַ	Zylbercweig lexicon (Maaty reconciliation)	1-facs_268_tr_1741260218	birth	Q31487	match_status:WIKIDATA
87632	Dnipro (Ukraine)	יעקאַטערינאָזלאָוו	Zylbercweig lexicon (Maaty reconciliation)	1-facs_268_tr_1741260225	birth	Q48256	match_status:WIKIDATA
23603	Viekšniai (Lithuania)	וועקשניע	Zylbercweig lexicon (Maaty reconciliation)	1-facs_269_tr_1741260229	birth	Q379669	match_status:NAME_EXACT
526	Stanislav (Ukraine)	סטאָניסלאָוואָוו	Zylbercweig lexicon (Maaty reconciliation)	1-facs_274_tr_1741260198|1-facs_284_tr_1741260304|1-facs_115_tr_1740520961	birth	Q156726	match_status:WIKIDATA
1742	Strasbourg (France)	שטראָסבורג	Zylbercweig lexicon (Maaty reconciliation)	1-facs_276_r	birth	Q6602	match_status:WIKIDATA
81	Fălticeni (Romania)	פֿאָלטיטשען	Zylbercweig lexicon (Maaty reconciliation)	1-facs_280_r_2|1-facs_133_tr_1740521125	birth	Q303015	match_status:WIKIDATA
23399	Svaryn (Ukraine)	סאָווראַן	Zylbercweig lexicon (Maaty reconciliation)	1-facs_288_tr_1741260227	birth	Q1529447	match_status:WIKIDATA
18655	Skvyra (Ukraine)	סקוויראַ	Zylbercweig lexicon (Maaty reconciliation)	1-facs_291_tr_1741260453	birth	Q70598	match_status:WIKIDATA
282	Chicago (Ill.)	שיקאָגאַ	Zylbercweig lexicon (Maaty reconciliation)	1-facs_292_tr_1741260503	birth	Q1297	match_status:WIKIDATA
23815	Narol (Poland)	גאַליציע	Zylbercweig lexicon (Maaty reconciliation)	1-facs_302_tr_1741260411|1-facs_415_TextRegion_1710155983674_155|1-facs_78_tr_1740521032|1-facs_83_tr_1740521018|1-facs_132_tr_1740520959|2-facs_48_r|7-facs_71_tr_1757228899	birth	Q2439514	match_status:NAME_EXACT
1701	Zolochiv (Lʹvivsʹka oblastʹ, Ukraine)	זלאָטשאָוו	Zylbercweig lexicon (Maaty reconciliation)	1-facs_306_r_5|2-facs_390_tr_1744366849	birth	Q623594	match_status:WIKIDATA
20695	Rava-Rusʹka (Ukraine)	ראָוואָ-רוסקאָ	Zylbercweig lexicon (Maaty reconciliation)	1-facs_310_tr_1741260420	birth	Q1048138	match_status:NAME_EXACT
23137	Abbirim (Israel)	טישמיעניץ	Zylbercweig lexicon (Maaty reconciliation)	1-facs_310_tr_1741260422	birth	Q973977	match_status:WIKIDATA
526	Stanislav (Ukraine)	סטאַניסלאַוואָוו	Zylbercweig lexicon (Maaty reconciliation)	1-facs_312_TextRegion_1708860417410_829|3-facs_278_tr_1755674210|5-facs_154_tr_1735652626	birth	Q156726	match_status:WIKIDATA
167	Fürth (Germany)	פירט	Zylbercweig lexicon (Maaty reconciliation)	1-facs_334_tr_1741260429	birth	Q3075	match_status:WIKIDATA
18019	Kałuszyn (Warsaw, Poland)	קאָלושין	Zylbercweig lexicon (Maaty reconciliation)	1-facs_338_tr_1741260416	birth	Q987160	match_status:WIKIDATA
427	Częstochowa (Poland)	טשענסטאָכאָוו	Zylbercweig lexicon (Maaty reconciliation)	1-facs_339_tr_1741260407|1-facs_96_r_7|1-facs_139_tr_1740521040|2-facs_58_tr_1744131430|3-facs_20_tr_1752653050|3-facs_342_tr_1756107070|5-facs_607_tr_1739222283|6-facs_41_tr_1747746148|6-facs_664_r_1|7-facs_34_r_4	birth	Q103217	match_status:WIKIDATA
667	Alexandria (Egypt)	אַלעקסאַנדריע	Zylbercweig lexicon (Maaty reconciliation)	1-facs_342_tr_1741260504	birth	Q87	match_status:WIKIDATA
11333	Chęiny (Województwo Święokrzyskie, Poland)	כענטשין	Zylbercweig lexicon (Maaty reconciliation)	1-facs_344_tr_1741260464|2-facs_177_tr_1744279201|5-facs_438_tr_1739221803	birth	Q991924	match_status:NAME_EXACT
413	Płock (Poland)	פּלאָצק	Zylbercweig lexicon (Maaty reconciliation)	1-facs_344_tr_1741260465|1-facs_104_tr_1740521041|2-facs_107_r_2|2-facs_360_tr_1744365766|3-facs_17_tr_1752653009|5-facs_248_tr_1739220762|5-facs_401_tr_1739221667	birth	Q104725	match_status:WIKIDATA
656	Bucharest (Romania)	בוקאַרעסטער	Zylbercweig lexicon (Maaty reconciliation)	1-facs_356_tr_1741260418	birth	Q19660	match_status:WIKIDATA
683	Botosani (Romania)	באַטאָשאָן	Zylbercweig lexicon (Maaty reconciliation)	1-facs_359_TextRegion_1710852502307_117|7-facs_78_r_1	birth	Q178855	match_status:WIKIDATA
10310	Pskov (Russia)	דרום-רוסלאַנד	Zylbercweig lexicon (Maaty reconciliation)	1-facs_362_r_17	birth	Q2214	match_status:WIKIDATA
25	São Paulo (Brazil)	סאָן פּאולא	Zylbercweig lexicon (Maaty reconciliation)	1-facs_364_tr_1741260435	birth	Q174	match_status:WIKIDATA
23506	Sadhora (Chernivtsi, Ukraine)	סאָדאַגורע	Zylbercweig lexicon (Maaty reconciliation)	1-facs_365_tr_1741260404	birth	Q2005381	match_status:WIKIDATA
17123	Błonie (Warsaw, Poland)	בלוינע	Zylbercweig lexicon (Maaty reconciliation)	1-facs_365_tr_1741260391	birth	Q608376	match_status:WIKIDATA
