current_official_name,name_1945_1991,name_1918_1939,name_pre_1918,region,north_latitude,east_longitude,km_from,dir_from,nearest_major_city,yiddish_transcription,born_there_yiddish,yiddish_name,country,lat_dec,lon_dec,country,lat_dec,lon_dec
Lyady? (Br),Lyady (R),,,eastern Belarus,54° 36',31° 10',80,SE,Vitsebsk,/LyADI'/,"ז.י. אָנכי, שניאור־זלמן אָסיפּאָוו, יצחק ברײַנין, ראובֿן ברײַנין, זלמן סאָרקין, משה ערעם, אַלכּסנדר־זיסקינד ראַבינאָוויטש",ליאַדי,Belarus,54.6000,31.1667,Belarus,54.6000,31.1667
Lyakhautsy (Br),Lyakhovtsy (R),Lachowce (P),,western Belarus [Called Volhynia in the sources because it was in Volhynia gubernya at the time of the Russian empire],51° 47',24° 12',45,SE,Brest?,/LE'KhEVITs/?,"אַהרן בן־ציון גאַווזע, בן־ציון פֿייגאַן",לעכעוויץ?,Belarus,51.7833,24.2000,Belarus,51.7833,24.2000
Lyakhavichy (Br),Lyakhovichi (R),Lachowicze (P),,western Belarus,53° 2',26° 16',115,SW,Minsk,/LE'KhEVITSh/,"חנה ברעסלאַו, דזשעני גאָלדבערג־פּרענאָוויץ, רבֿקה גאַלין, יהושע גרינבערג, ישׂראל מדרש, אַ. מוקדוני, רבֿקה פֿעלדמאַן",לעכעוויטש,Belarus,53.0333,26.2667,Belarus,53.0333,26.2667
Lyntupy (Br),Lyntupy (R),Łyntupy (P),,western Belarus,55° 3',26° 19',135,NW,Minsk,/LINTU'?P/,־־,לינטופּ,Belarus,55.0500,26.3167,Belarus,55.0500,26.3167
Lyskava (Br),Lyskovo (R),Łysków (P),,western Belarus,52° 51',24° 37',95,NE,Brest,/LI'SKEVE/,־־,ליסקעווע,Belarus,52.8500,24.6167,Belarus,52.8500,24.6167
Lyuban' (Br),Lyuban' (R),,,eastern Belarus,52° 48',28° 0',120,SSE,Minsk?,/LUBAN/?,"שׂמחה אַסף, זלמן עפּשטיין, רחל פֿײַגענבערג (אמרי)",לובאַן?,Belarus,52.8000,28.0000,Belarus,52.8000,28.0000
Lyubashava? (Br),Lyubashyovo (R),Lubaszewo? (P),,western Belarus,52° 47',26° 26',135,SW,Minsk,/LIBAShE/?,מלכּה כּהן,ליבאַשע,Belarus,52.7833,26.4333,Belarus,52.7833,26.4333
Lyubcha (Br),Lyubcha (R),Lubcza (P),,western Belarus,53° 45',26° 4',90,WSW,Minsk,/LUPTs(h)/,"חיים בערניקער, פּנחס בערניקער, מאיר פּיסיוק",לובטש,Belarus,53.7500,26.0667,Belarus,53.7500,26.0667
Lyubonichy? (Br),Lyubonichi (R),,,eastern Belarus,53° 17',29° 14',90,SW,Mahilyou,/LyUBONITSh/ (stress?),־־,ליובאָניטש?,Belarus,53.2833,29.2333,Belarus,53.2833,29.2333
Lyudzyanevichy (Br),Lyudenevichi (R),,,eastern Belarus,52° 13',27° 42',170,S,Minsk,/LIDE'NEVITSh/,־־,לידענעוויטש,Belarus,52.2167,27.7000,Belarus,52.2167,27.7000
Lyutsina? (Br),Lyutsyna? (R),,,eastern Belarus,53° 24',29° 5',95,SW,Mahilyou,/LyUTsIN/,־־,ליוצין,Belarus,53.4000,29.0833,Belarus,53.4000,29.0833
Mahilyou (Br),Mogilyov (R),,,eastern Belarus,53° 54',30° 21',,,,/MOLyEV/,"אליקום־געצל הירשענזאָהן, פֿײַוול וויימאַן, משה טערמאַן, ברוך־מרדכי (ווירגילי) כּהן, מרדכי בן־הלל (ה)כּהן, וואָלף ליטינסקי, ישעיה ליפּאָווסקי, חיים לעווין, ליפּמאַן לעווין, וואָלף־יעקבֿ מענדלין, נחמן סירקין, אליהו־זאבֿ עבערלין, דוד פּינסקי, מאיר פּינעס, אליעזר־צבֿי צווייפֿעל, לייזער צוקערמאַן, נשה קאַל",מאָליעוו,Belarus,53.9000,30.3500,Belarus,53.9000,30.3500
Maladzechna (Br),Molodechno (R),Mołodeczno (P),,western Belarus,54° 19',26° 51',60,NW,Minsk,/MOLODETShNE/,"זעליק אַקסעלראָד,?? מאיר אַקסעלראָד, שבֿל וואָלקאָווסקי, משה זילבורג, דוד־יוחנן לעווין, שלום מילער",מאָלאָדעטשנע,Belarus,54.3167,26.8500,Belarus,54.3167,26.8500
Malaryta (Br),Malorita (R),Małoryta (P),,western Belarus,51° 47',24° 5',40,SE,Brest,/MALERITE/,ראובֿן ליכטשטיין,מאַלעריטע,Belarus,51.7833,24.0833,Belarus,51.7833,24.0833
Malastouka? (Br),Molostovka (R),,,eastern Belarus,53° 20',31° 24',90,SE,Mahilyou,/MOLOSTOyKE/?,־־,מאָלאָסטויקע,Belarus,53.3333,31.4000,Belarus,53.3333,31.4000
Malech (Br),Malech' (R),Małecz (P),,western Belarus,52° 29',24° 42',75,ENE,Brest?,/MALTSh/,"אַהרן בענעט, שמואל וואַרשאָ",מאַלטש,Belarus,52.4833,24.7000,Belarus,52.4833,24.7000
Malyatsichy (Br),Molyatichi (R),,,eastern Belarus,53° 51',31° 32',70,E,Mahilyou,/MALyATITSh/,יצחק אַלטשולער,מאַליאַטיטש,Belarus,53.8500,31.5333,Belarus,53.8500,31.5333
Martynovka? (Br),Martynovka (R),,,eastern Belarus,53° 9',32° 9',105,NE,Homel'?,/MARTINOFKE/,־־,מאַרטינאָווקע,Belarus,53.1500,32.1500,Belarus,53.1500,32.1500
Masty (Br),Mosty (R),Mosty (P),,western Belarus,53° 25',24° 32',50,SE,Hrodna,/MOST/,באָריס האַלפּערן,מאָסט,Belarus,53.4167,24.5333,Belarus,53.4167,24.5333
Mazyr (Br),Mozyr' (R),,,eastern Belarus,52° 3',29° 16',115,WSW,Homel',/MAZhI'R/,"(דבֿורה־)רייזל לאַנדוי, ישׂראל־דבֿ רוחמאָווסקי, שמואל־מאיר שאַפּיראָ",מאַזשיר,Belarus,52.0500,29.2667,Belarus,52.0500,29.2667
Mikalayeva? (Br),Nikolayev (R),Mikołajewo? (P),,western Belarus,?,,,N,Minsk?,/MIKOLA'y(E)VE/,"אײַוואַן אַבראַמסאָן, הערי אַ. דעל",מיקאָלײַ(ע)ווע,Belarus,,,Belarus,,
Mikhalishki? (Br),Mikhalishki (R),Michaliszki (P),,western Belarus,54° 49',26° 10',125,NW,Minsk,/MIKhA'LIShEK/,"א. בן־צבֿי, אַבא גאָרדין, אַהרן ב""ר יחיאל־מיכל הלוי","מיכאַלישעק, מיכײַלישאָק?",Belarus,54.8167,26.1667,Belarus,54.8167,26.1667
Mikulina? (Br),Mikulino (R),,,eastern Belarus,54° 42',27° 28',80,N,Minsk?,/MIKULI'?N/,־־,מיקולין,Belarus,54.7000,27.4667,Belarus,54.7000,27.4667
Milashavichy (Br),Milashevichi (R),,,eastern Belarus,51° 39',27° 56',215,WSW,Homel',/MILAShEVITSh/,־־,מילאַשעוויטש,Belarus,51.6500,27.9333,Belarus,51.6500,27.9333
Milaslavichy (Br),Miloslavichi (R),,,eastern Belarus,53° 41',32° 15',120,ESE,Mahilyou,/MILASLAVITSh/,־־,מילאַסלאַוויטש,Belarus,53.6833,32.2500,Belarus,53.6833,32.2500
Milkevichy? (Br),Milkovichi? (R),Milkiewicze (P),,western Belarus,52° 40',27° 32',115,S,Minsk?,/MI'LKEVITSh/,--,מילקעוויטש,Belarus,52.6667,27.5333,Belarus,52.6667,27.5333
Minsk (Br),Minsk (R),,,eastern Belarus,53° 54',27° 34',,,,/MINTs(I)K/,"יעקבֿ־משע אַבֿיגדור, שלמה אבֿן־שושן, מ[שה] איטקאָוויטש, ראָזע אײַ??כנער, אסתּר (פֿרומקין), זעליק אַקסעלראָד,?? לייב באַסיין, בנימין־הערצל בערגער, הערי בערגער, רחל ברכות, וויקטאָר גאָלאָווטשינער, לוי גאָלדבערג, יעקבֿ גאָלדמאַן, ל. גאָרעליק, סאָפֿיע גורעוויטש, שאָול גינזבורג, יצחק־אַהרן גרייזעל, הירש דאָבין, יוסף דרייזין, מ. האָדער, חיים האָלמשטאָק, פֿײַוול האָלמשטאָק, פֿיליפּ האַלפּערן, אַלכּסנדר־זיסקינד הורוויץ, ליפּע העלער, ישׂראל־מאיר וואָהלמאַן, אַהרן וואָלאָברינסקי, נאָטע ווײַנהויז, רחל ווישניצער־ בערנשטיין, נייטען (נתן) זווירין, ה.ל. זעליג, רפֿאל זעליגמאַן, משה טייף/טײַף??, עליע טשערניאַווסקי, יהודית, יהל""ל, זלמן כײַקין, שׂרה כײַקין, חיים לאַסקער, עזרא להד, פֿישל ליבערטע, א. ליטווין, לייב ליטווינאָוו, אַבֿרהם (וואַלט) ליעסין), לייב לעוויטע, נחום לעווין, דוד מאַץ, מרים מאַרגאָלין,","מינצ(י)ק, מינסק, גרויס־מינצק",Belarus,53.9000,27.5667,Belarus,53.9000,27.5667
Motal' (Br),Motol' (R),Motol (P),Motol'? (R),western Belarus,52° 19',25° 36',125,ENE,Minsk,/DAMI'R/,"אַננאַ בלאָך, משה־יונה האַימאָוויטש, ג. טשאָרני, מיכל־יצחק ראַבינאָוויטש, שניאור זלמן שזר",דאַמיר,Belarus,52.3167,25.6000,Belarus,52.3167,25.6000
Mouchadz (Br),Molchad' (R),Mołczadź (P),Molchad' (R),western Belarus,53° 19',25° 42',125,SE,Brest,/MO'TELE/,"חיים ווייצמאַן?, שמואל יאַנאָווסקי, ר' מרדכילע (חיים טשעמערינסקי), חיים פֿיאַלקאָוו",מאָטעלע,Belarus,53.3167,25.7000,Belarus,53.3167,25.7000
Mstsibava (Br),Mstibovo (R),Mścibów (P),,western Belarus,53° 7',24° 15',60,SSE,Hrodna,/MEyTShET/,"אליהו זאַבלודאָווסקי, שיינע־רחל סימקאָף(סעמקאָף)־באַדער",מייטשעט,Belarus,53.1167,24.2500,Belarus,53.1167,24.2500
Mstsislau? (Br),Mstislavl' (R),,,eastern Belarus,54° 2',31° 44',85,ENE,Hrodna,/AMSTI'BEVE/,--,אַמסטיבעווע,Belarus,54.0333,31.7333,Belarus,54.0333,31.7333
Myadzel (Br),Myadel? (R),Miadzioł (P),,western Belarus,54° 52',26° 56',105,NNW,Mahilyou,/A'MTShISLEV/,"שמואל ווײַנטרויב, יהודה־צבֿי יעווזעראָוו",אַמטשיסלעוו,Belarus,54.8667,26.9333,Belarus,54.8667,26.9333
Myadzvedzicy (Br),Medvedichi (R),Niedźwiedzica (P),,western Belarus,52° 56',26° 18',125,SW,Minsk,/ME'?DVEDITs(h)/,--,"מעדוועדיטש, מעדוועדיץ?",Belarus,52.9333,26.3000,Belarus,52.9333,26.3000
Myadzvinavichy (Br),"Medvedinovichi, Medvinovtsy (R)",Miedwinowicze (P),,western Belarus,53° 23',25° 18',95,ESE,Hrodna,/MEDVINOVITSh/,---,מעדווינאָוויטש,Belarus,53.3833,25.3000,Belarus,53.3833,25.3000
Myory? (Br),Myory (R),Miory (P),,western Belarus,55° 37',27° 38',160,WNW,Vitsebsk,/MYOR/,--,מיאָר,Belarus,55.6167,27.6333,Belarus,55.6167,27.6333
Nacha (Br),Nacha (R),Nacza (P),,western Belarus,54° 4',24° 50',75,NE,Hrodna,/NATsE/,מלכּה חיימסאָן,נאַצע,Belarus,54.0667,24.8333,Belarus,54.0667,24.8333
Nalibaki (Br),Naliboki (R),Naliboki (P),,western Belarus,53° 42',25° 42',135,W,Minsk?,/NALIBO'?K/,־־,נאַליבאָק?,Belarus,53.7000,25.7000,Belarus,53.7000,25.7000
Narach? Kobyl'niki? (Br),Naroch' (R),Kobylnik (P),,western Belarus,54° 56',26° 43',115,NNW,Minsk?,/KOBILNIK/,־־,קאָבילניק,Belarus,54.9333,26.7167,Belarus,54.9333,26.7167
Nasovichy (Br),Nosovichi (R),,,eastern Belarus,52° 17',31° 16',15,SE,Homel'?,/NO'SE?VITSh/,אַהרן ראַסקין,נאָסע?וויטש,Belarus,52.2833,31.2667,Belarus,52.2833,31.2667
Navahrudak (Br),Novogrudok (R),Nowogródek (P),Novogrudok (R),western Belarus,53° 36',25° 50',110,WSW,Minsk,"/(N)AVA'REDOK/, /NAVA'REDIK/","הירש אַלטמאַן, ישׂראל־בער ביילין, שלום־זיסל ביילין, אַלכּסנדר האַרקאַווי??, לוא??יס האַרקאַווי, יהושע זינגער, נחמה יאַניטש, דוד כּהן, ישׂראל־איסר כּהן, חיים לייבאָוויטש, משה־שמואל לעסיגער, בערטאַ קלינג","(נ)אַוואַרעדאָק, נאַוואַרעדיק?",Belarus,53.6000,25.8333,Belarus,53.6000,25.8333
Navayel'nya? (Br),Novoyel'nya (R),Nowojelnia (P),,western Belarus,53° 28',25° 35',110,ESE,Hrodna,?,שלמה בעלסקי,?,Belarus,53.4667,25.5833,Belarus,53.4667,25.5833
Nestanavichy? (Br),Nestanovichi (R),,,eastern Belarus,52° 32',29° 5',120,W,Homel',/NESTANOVITSh/,מענדל ליפֿשיץ,נעסטאַנאָוויטש,Belarus,52.5333,29.0833,Belarus,52.5333,29.0833
Nova Mysh? (Br),Novaya Mysh' (R),Nowa Mysz? (P),,western Belarus,53° 8',25° 54',125,SW,Minsk,/MUSh(-KhODESh)/,"הלל מאַלאַכאָווסקי, נח נאַכבוש",מוש(־חדש),Belarus,53.1333,25.9000,Belarus,53.1333,25.9000
Novy Dvor1? (Br),Novyy Dvor (R),Nowy Dwór (P),,western Belarus,53° 48',24° 34',45,ENE,Hrodna,/NO'VEDVOR/,־־,נאָווידוואָר,Belarus,53.8000,24.5667,Belarus,53.8000,24.5667
Novy Dvor2? (Br),Novyy Dvor (R),Nowy Dwór (P),,western Belarus,52° 50',24° 21',85,NNE,Brest?,/NO'VEDVOR/,־־,נאָווידוואָר,Belarus,52.8333,24.3500,Belarus,52.8333,24.3500
Novy Pahost (Br),Novyy Pogost (R),Pohost Nowy (P),,western Belarus,55° 30',27° 29',160,WNW,Vitsebsk,/PO?HO'ST/,"ברוך אורן, בן־ציון ווײַס, גרשו חורגין, פּנחס חורגין, אַהרן ענטין, יואל ענטין",נײַ־פּאָהאָסט?,Belarus,55.5000,27.4833,Belarus,55.5000,27.4833
Nyasvizh (Br),Nesvizh (R),Nieśwież (P),,western Belarus,53° 13',26° 40',85,SW,Minsk,"/NEZVIZh/, /NEZhVIZ/","משה אײַזענבונד, משה־אליעזר אײַזענשטאַדט, יוסף בעקער, שלמה דמשׂק, פֿאַלק הײַלפּערין, נחום ליפּאָוובקי, משה־חיים לפּידות, נח מײַז(ע)ל, לאַזאַר פֿאָגעלמאַן, חיים קראַסנאָסיעלסקי, מרדכי־זאבֿ (מאַקס) רייזען, שמ""ר, שׂרה שבת","נעזוויזש, נעזשוויז",Belarus,53.2167,26.6667,Belarus,53.2167,26.6667
Opsa (Br),Opsa(R),Opsa (P),,western Belarus,55° 32',26° 50',175,NNW,Minsk,/OPSE/,--,אָפּשע,Belarus,55.5333,26.8333,Belarus,55.5333,26.8333
Orkevichy? (Br),?,Orkiewicze (P),,western Belarus,,,,W,Minsk?,/O'RKEVITSh/,--,אָרקעוויטש,Belarus,,,Belarus,,
Orlya (Br),Orlya (R),Orla (P),,western Belarus,53° 30',24° 59',75,ESE,Hrodna,/ARLOVE/?,"ירוחם באַכראַק, חיים־משה זילבערשטיין, יצחק פּריבולסקי [די שטאָט צי די אין פּוילן??]",אַרלאָווע?,Belarus,53.5000,24.9833,Belarus,53.5000,24.9833
Orsha (Br),Orsha (R),,,eastern Belarus,54° 31',30° 26',60,N,Mahilyou,/ORShE/,־־,אָרשע,Belarus,54.5167,30.4333,Belarus,54.5167,30.4333
Pahost? (Br),Pogost Zagorodskiy (R),Pohost Zahorodny/Zahorodzki (P),,western Belarus,52° 19',26° 21',170,ENE,Brest?,/POHO'ST/?,ישׂראל־חיים זאַגאָראָדסקי,פּאָהאָסט?,Belarus,52.3167,26.3500,Belarus,52.3167,26.3500
Pahost? (Br),?,?,,western Belarus,?,?,?,?,?,/POHO'ST/?,־־,פּאָהאָסט?,Belarus,,,Belarus,,
Palonka (Br),Polonka (R),Połonka (P),,western Belarus,53° 9',25° 43',130,SE,Hrodna?,/PALONKE/,יצחק־יעקבֿ ווײַסבערג,פּאַלאָנקע,Belarus,53.1500,25.7167,Belarus,53.1500,25.7167
Parechcha (Br),Porech'ye (R),Porzecze (P),,western Belarus,53° 53',24° 8',25,NE,Hrodna,/PORETSh/ (stress?),לייב באָראָוויק,פּאָרעטש,Belarus,53.8833,24.1333,Belarus,53.8833,24.1333
Pastavy (Br),Postavy (R),Postawy (R),Postavy (R),western Belarus,55° 7',26° 50',130,NNW,Minsk,"/POSTAV/, /POSTEV/","אַנגאַ באָגין, שלמה־זײַנוול שרעבערק","פּאָסטאַוו, פּאָסטעוו",Belarus,55.1167,26.8333,Belarus,55.1167,26.8333
Pechishtse? (Br),Pechishche (R),,,eastern Belarus,53° 38',28° 40',90,ESE,Minsk,/PETShITsE/,יהושע קאַפּלאַן,פּעטשיצע,Belarus,53.6333,28.6667,Belarus,53.6333,28.6667
Petrykau (Br),Petrikov (R),,,eastern Belarus,52° 8',28° 30',160,WSW,Homel',/PE'TRIKEV/,"משה־מאיר גאָלדבערג, אַבֿרהם האַמער [אָדער פּ', פּוילן??], יצחק ליבמאַן, אַבֿרהם ראובֿן פּינקוסעוויטש [איין שטאָט??]",פּעטריקעוו,Belarus,52.1333,28.5000,Belarus,52.1333,28.5000
Pinsk (Br),Pinsk (R),Pińsk (P),Pinsk (R),western Belarus,52° 7',26° 7',150,E,Brest,/PINTsK/,"מנחם אָגולניק, לעאָן איזראַעל, יצחק אײַזנבערג, שמואל אלישיבֿ??, שלמה באַס, משה באַקאַל, מיכאַל בולין, יהושע־העשל גאָטליב, אַהרן גאָלדין, משה הכּהן גאָלדמאַן, יהושע גלבוע־גלויבערמאַן, ומשה גלויבערמאַן, שמאי גרינבערג, שמואל דאַוויטש (דאָבזשעוויטש), אַבֿרהם־בער דובזעוויטש, אַבֿרהם־אײַזיק דמשׂק (דאַמעסעק), לעאָן האָכשטיין, יצחק הירשענזאָן, מנחם העלבערג, אַבֿרהם־זעליק ווײַנשטיין, דוד זאַריצקי, אײַזיק זאַרעצקי, משה זאַרעצקי, יהודה־לייב זיסעלמאַן, יאַנקל זשעלעזניקאָוו, שאָול־יוסף יאַנאָווסקי, דוד לוצקי, נחמיה ליפּשיץ, אפֿרים־דבֿ ליפֿשיץ (ליפּשיץ), בערטע לעלטשוק, אַבֿרהם מאיראָוויטש, יעקבֿ מאַנדעלבוים, לייב מאָרגענטוי, אײַזיק מירסקי, משה מענאַכאָווסקי, יצחק־אָשר נײַדיטש, גרשון סאַפּאָזשניקאָוו, הערשל פּינסקי, פּסח פּיעקאַרזש, לייב פּריבולסקי, יצחק פֿאָגעל, אַהרן פֿעלדמאַן, יאָסעלע קאָלאָדני, יוסף קאַמענעצקי, יעקבֿ קאַנטאָר, משה קאָסטרינסקי, שיינע קאָרנגאָלד, יהודה קרני, זאבֿ ראַבינאָוויטש, אַבֿרהם שאָמער, שלמה שמולעוויטש","פּינצק, פּינסק",Belarus,52.1167,26.1167,Belarus,52.1167,26.1167
Pleshchanitsy (Br),Pleshchenitsy (R),,,eastern Belarus,54° 25',27° 50',55,NNE,Minsk,/PLE'ShTShENITs/,"משה כּהן, חיים ליבערמאַן, יאָהאַן פּאַליי, מנחם־מענדל ראָזענבוים",פּלעשטשעניץ,Belarus,54.4167,27.8333,Belarus,54.4167,27.8333
Plisa? (Br),Plisa (R),,,eastern Belarus,54° 2',28° 12',30,ENE,Minsk,/PLISE/?,"משה ביילקינד, דוד פּליסקין",פּליסע,Belarus,54.0333,28.2000,Belarus,54.0333,28.2000
Plotnitsa (Br),Plotnitsa (R),Płotnica (P),,western Belarus,52° 3',26° 39',160,SSW,Minsk,/PLO'TNITsE/,־־,פּלאָטניצע,Belarus,52.0500,26.6500,Belarus,52.0500,26.6500
Pobalava (Br),Pobolovo (R),,,eastern Belarus,53° 1',29° 47',95,NW,Homel',/PO'BELEV/?,שמואל־בער לייקין,"פּאָבעלעוו, פּאָבאַלאָוו?",Belarus,53.0167,29.7833,Belarus,53.0167,29.7833
Polatsk (Br),Polotsk (R),,,eastern Belarus,55° 29',28° 47',80,WNW,Vitsebsk,/POLOTsK/,"שמעון איינהאָרן, משה ברכהן, אלימלך טשעסנאָ, הירש שובין",פּאָלאָצק,Belarus,55.4833,28.7833,Belarus,55.4833,28.7833
Porazava (Br),Porozovo (R),Porozów (P),,western Belarus,52° 56',24° 22',85,SSE,Hrodna,/PO'RZEVE/,אסתּר־רחל קאַמינסקי,פּאָרזעווע,Belarus,52.9333,24.3667,Belarus,52.9333,24.3667
Pruzhany (Br),Pruzhany (R),Prużana (P),,western Belarus,52° 33',24° 28',65,NE,Brest,/PRU'ZhENE/,"גרשון אורינסקי, אַבֿרהם באַביטש, איסר גאָלדבערג, יואל לינקאָווסקי, מרדכי לעוו, מרדכי־לייב מאַנסקי, ישׂראל מאַקראַנסקי, יודל סעלעצקי, נתן פּאָמעראַנץ, ציפּע פּרעס, יוסף פֿרידלענדער",פּרוזשענע,Belarus,52.5500,24.4667,Belarus,52.5500,24.4667
Ptsich (Br),Ptich' (R),,,eastern Belarus,52° 11',28° 49',140,WSW,Homel',/PTITSh/,"מינאַ באָרדאָ־ריווקין, מאָטע דעכטיאַר",פּטיטש,Belarus,52.1833,28.8167,Belarus,52.1833,28.8167
Pukhavichy (Br),Pukhovichi (R),,,eastern Belarus,53° 32',28° 15',55,SE,Minsk?,/PU'KhEVITSh/?,"אַבֿרהם ניסנעוויטש, יוליוס ראַק","פּוכעוויטש, פּוכאָוויטש?",Belarus,53.5333,28.2500,Belarus,53.5333,28.2500
Pyaski (Br),Peski (R),Piaski? (P),,western Belarus,53° 21',24° 38',60,SE,Hrodna,/PYESK/,"בנימין ווענד, אַבֿרהם לעוו, לייב נירענשטיין",פּיעסק,Belarus,53.3500,24.6333,Belarus,53.3500,24.6333
Radashkovichy (Br),Radoshkovichi (R),Radoszkowice (P),,western Belarus,54° 9',27° 14',30,NW,Minsk,/RADOShKEVITSh/? /RADITKOVITs/?,"נפֿתּלי משׂכּיל־לאיתן?, חיים־דוד ראָזענשטיין, ישׂאל רובין","ראַדאָשקעוויטש, ראַדיטקאָוויץ?",Belarus,54.1500,27.2333,Belarus,54.1500,27.2333
Radun' (Br),Radun' (R),Raduń (P),,western Belarus,54° 3',25° 0',80,SW,Minsk,/RADN/,־־,ראַדין,Belarus,54.0500,25.0000,Belarus,54.0500,25.0000
Rahachou (Br),Rogachyov (R),,,eastern Belarus,53° 5',30° 3',85,SSW,Mahilyou,/RATsE'V/,"שמואל בוגאַטש, סאָלאָמאָן (זלמן) דינגאָל, שמואל האַלקין, עזריאל נאַקס, הערש ראָזענפֿעלד","ראַצעוו, ראָגאַטשאָוו",Belarus,53.0833,30.0500,Belarus,53.0833,30.0500
Rahin' (Br),Rogin' (R),,,eastern Belarus,52° 53',30° 38',50,NNW,Homel',/RAHI'N/,־־,ראַהין,Belarus,52.8833,30.6333,Belarus,52.8833,30.6333
Rakau (Br),Rakov (R),Raków (P),,western Belarus,53° 58',27° 3',25,W,Minsk,/RAKEV/,"בערל באָטוויניק, משה דיקשטיין, ברוך מערין, אורי פֿינקעל, יצחק פֿינקעל",ראַקעוו,Belarus,53.9667,27.0500,Belarus,53.9667,27.0500
Rakitna (Br),Rokitno (R),Rokitno (P),,western Belarus,52° 13',26° 56',180,SSW,Minsk,/ROKITNE/,־־,ראָקיטנע,Belarus,52.2167,26.9333,Belarus,52.2167,26.9333
Rasasna (Br),Rossasna (R),,,eastern Belarus,54° 38',30° 53',70,SSE,Vitsebsk,/ROSOSNE/?,צבֿי־הירש זעלטשענקאָ,ראָסאָסנע?,Belarus,54.6333,30.8833,Belarus,54.6333,30.8833
Ratamka (Br),Ratomka (R),,,eastern Belarus,53° 56',27° 21',10,W,Minsk,/RA'TAMKE/,־־,ראַטאַמקע,Belarus,53.9333,27.3500,Belarus,53.9333,27.3500
Razhanka (Br),Rozhanka (R),Różanka (P),,western Belarus,53° 32',24° 44',60,ESE,Hrodna?,/ROZhANKE/?,יצחק־זאבֿ ווענדראָווסקי,ראָזשאַנקע,Belarus,53.5333,24.7333,Belarus,53.5333,24.7333
Rechytsa (Br),Rechitsa (R),,,eastern Belarus,?,,30,W,Minsk,/RETShITsE/,ה. גאָלדאָווסקי,רעטשיצע,Belarus,,,Belarus,,
Rodnya (Br),Rodnya (R),,,eastern Belarus,53° 31',32° 7',115,ESE,Mahilyou,/RODNYE/,־־,ראָדניע,Belarus,53.5167,32.1167,Belarus,53.5167,32.1167
Ros' (Br),Ros(s)' (R),Roś (P),,western Belarus,53° 17',24° 24',55,SE,Hrodna,/ROSh/?,־־,ראָש,Belarus,53.2833,24.4000,Belarus,53.2833,24.4000
Rositsa? (Br),Rositsa (R),,,eastern Belarus,55° 55',27° 45',160,NW,Vitsebsk,/ROSITsE/ (stress?),־־,ראָסיצע,Belarus,55.9167,27.7500,Belarus,55.9167,27.7500
Rubel' (Br),Rubel' (R),Rubel (P),,western Belarus,51° 58',27° 4',200,SSW,Minsk,/RUBLyE/,־־,רובליע,Belarus,51.9667,27.0667,Belarus,51.9667,27.0667
Rubyazhevichy (Br),Rubezhevichi (R),Rubieżewicze (P),,western Belarus,53° 41',26° 52',45,WSW,Minsk,/RU'BZhEVITs/,־־,רובזשעוויץ,Belarus,53.6833,26.8667,Belarus,53.6833,26.8667
Rudnya Bartalameyeuskaya? (Br),Rudnya Bartolomeyevka? (R),,,eastern Belarus,53° 3',31° 11',60,NNE,Homel'?,/RUDNYE/,־־,רודניע,Belarus,53.0500,31.1833,Belarus,53.0500,31.1833
Rudzensk (Br),Rudensk (R),,,eastern Belarus,53° 36',27° 52',35,SSE,Minsk,/RUDE'?NSK/,־־,רודענסק,Belarus,53.6000,27.8667,Belarus,53.6000,27.8667
Ruzhany (Br),Ruzhany (R),Różana? (P),Ruzhany (R),western Belarus,52° 52',24° 53',105,NE,Brest,/ROZh(E)NO'y/,"יצחק גאָרדין, צבֿי לוקאַטשעווסקי, אַהרן ליובאָשיצקי, שמואל לעוו, אליקום־געצל לעוויטאַן, מלך עפּשטיין, חיים פּלאָטקין, מאַגנוס קרינסקי, זעליק שער, לייב שערעשעווסקי [איין שטאָט?]",ראָזש(ע)נוי,Belarus,52.8667,24.8833,Belarus,52.8667,24.8833
Ryasna? (Br),Ryasna (R),,,eastern Belarus,54° 39',29° 50',60,SSW,Vitsebsk,/RYASNE/,יצחק־יוסף פּויזנער,ריאַסנע,Belarus,54.6500,29.8333,Belarus,54.6500,29.8333
Samakhvalavichy (Br),Samokhvalovichi (R),,,eastern Belarus,53° 44',27° 30',15,S,Minsk,/SAMOKhVA'LEVITs/,---,סאַמאָכוואַלעוויץ,Belarus,53.7333,27.5000,Belarus,53.7333,27.5000
Sapotskin (Br),Sopotskin (R),Sopockinie? (P),,western Belarus,53° 50',23° 39',15,NW,Hrodna,/SAPETKIN/,חנן אַיאַלטי,סאַפּעטקין,Belarus,53.8333,23.6500,Belarus,53.8333,23.6500
Sernichki? (Br),Sernichki (R),Serniki (P),,western Belarus,52° 4',26° 15',155,ESE,Brest?,/SERNIK/,"מלך באַקאַלטשוק־פֿעלין, יעקבֿ מאַרינאָוו, מרדכי קאַפּלאַן [איין שטאָט?]",סערניק,Belarus,52.0667,26.2500,Belarus,52.0667,26.2500
Shamava (Br),Shamovo (R),,,eastern Belarus,54° 12',31° 22',65,NE,Mahilyou,/ShA'MOVE/?,־־,שאַמאָווע,Belarus,54.2000,31.3667,Belarus,54.2000,31.3667
Shamki? (Br),Shamki (R),,,eastern Belarus,54° 33',28° 54',100,SW,Vitsebsk,/ShAMKE/?,---,שאַמקע?,Belarus,54.5500,28.9000,Belarus,54.5500,28.9000
