current_official_name,name_1945_1991,name_1918_1939,name_pre_1918,region,north_latitude,east_longitude,km_from,dir_from,nearest_major_city,yiddish_transcription,born_there_yiddish,yiddish_name,country,lat_dec,lon_dec,country,lat_dec,lon_dec
Sharashova (Br),Shereshevo (R),Szereszów (P),Shereshevo (R),western Belarus,52° 33',24° 13',55,NNE,Brest,/ShERShEV/,"מרדכי בירנבוים, ישׂראל־אליהו האַנדעלזאַלץ",שערשעוו,Belarus,52.5500,24.2167,Belarus,52.5500,24.2167
Sharkaushchyna (Br),Sharkovshchina (R),Szarkowszczyzna (P),Sharkovshchina (R),western Belarus,55° 22',27° 28',150,N,Minsk,/ShARKE'yShTShINE/,"יהודה־לייב הדקל, מתּתיהו (מאָריס) הדקל, שלמה סוסקאָוויטש",שאַרקוישטשינע,Belarus,55.3667,27.4667,Belarus,55.3667,27.4667
Shatsk (Br),Shatsk (R),,,eastern Belarus,53° 25',27° 41',45,S,Minsk,/ShATsK/,אַבֿרהם־משה בערנשטיין,שאַצק,Belarus,53.4167,27.6833,Belarus,53.4167,27.6833
Shchadryn (Br),Shchedrin (R),,,eastern Belarus,52° 53',29° 33',100,NW,Homel',/ShTShEDRI'N/,"מיכאַיִל אײַזענשטאַדט־ אַרגוס, ס. ביילין, זלמן גאָרדין, יעקבֿ גאַרעליק, שלמה גאָרעליק",שטשעדרין,Belarus,52.8833,29.5500,Belarus,52.8833,29.5500
Shchuchyn (Br),Shchuchin (R),Szczuczyn (P),Shchuchin (R),western Belarus,53° 36',24° 45',55,ESE,Hrodna?,/ShTShUTShI'N/,"מ. בן־אליעזר, זאבֿ גאָלד, כיענע?? יאָפֿע, טשאַרלש־קדיש יאָפֿע, בן־ציון יפֿה (יאָפֿע), ירחמיאל לאַזאַרסאָן",שטשוטשין,Belarus,53.6000,24.7500,Belarus,53.6000,24.7500
Shklou (Br),Shklov (R),,,eastern Belarus,54° 13',30° 18',25,N,Mahilyou,/ShKLOV/,"משה אַלעקס, שלמה ווערמעל, משה מערקין, אליעזר פּינעס, גרשון פּיעסטון, יצחק־מרדכי פּסחזאָן, אלחנן קאַלמאַנסאָן, אפֿרים ראַסקין, פֿיליפּ ראַסקין, גרשון שאַפּיראָ, בנימין שימין, זלמן (זאַלקינד) שניאור",שקלאָוו,Belarus,54.2167,30.3000,Belarus,54.2167,30.3000
Shumyache? (Br),Shumyachi? (R),,,eastern Belarus,53° 52',32° 25',,,RUSSIA?,/ShUMYATSh(E?)/,"מאַקס (מרדכי) גאַפֿט, שמואל ראָסין [איין שטאָט צי 2?]",שומיאַטש(ע?),Belarus,53.8667,32.4167,Belarus,53.8667,32.4167
Sirotsina (Br),Sirotino (R),,,eastern Belarus,55° 23',29° 37',35,NW,Vitsebsk,/SIRO'TINE/,יואל באַרקאַן,(אַלט?־)סיראָטינע,Belarus,55.3833,29.6167,Belarus,55.3833,29.6167
Skidal' (Br),Skidel' (R),Skidel (P),,western Belarus,53° 35',24° 15',25,ESE,Hrodna,/SKIDL/,"הלל־יעקבֿ הורוויץ, אַבע?? לעוו, נחמן מיפֿעלעוו, הײַ??מאַן פּאָלסקי, יוסף רובינשטיין, הירש שקליאַר",סקידל,Belarus,53.5833,24.2500,Belarus,53.5833,24.2500
Slonim (Br),Slonim (R),Słonim (P),Slonim (R),western Belarus,53° 6',25° 19',110,SE,Hrodna,/SLONIM/,"עליע אַבראַמאָוויטש, נחום אַלפּערט, חנה בושעל־סאָלאָוו, בן־יוסף, הײַמאַן (חיים־שרגא) בראָדסקי, מרדכי גינזבורג, שמואל הירשהאָרן, מנחם העלבערג, יצחק וויערניקאָווסקי (ווערנע), משה זאַבלאָצקי, יוסף (דניאלי) טשערניכאָוו, שלמה לב??די, אידע לונסקי, חײַקל לונסקי, מאָטל ליבערמאַן, יעקבֿ לידסקי, קלמן ליכטענשטיין, לייב מישקאָווסקי, מרדכי מישקין, ישׂראל מערעמינסקי־מרום, שמואל סאַוויצקי, בנימין סקודיצקי, משה־מרדכי עפּשטיין, רחל ערטעל, אַבֿרהם שלום קאַמענעצקי, פּ. קאַנטאָראָוויטש, נח קאַצאָוויטש, מרים ראַסקין, איטשע־יצחק ראַפֿאַעל, מאיר שוואַרץ",סלאָנים,Belarus,53.1000,25.3167,Belarus,53.1000,25.3167
Slutsk (Br),Slutsk (R),,,eastern Belarus,53° 1',27° 33',85,S,Minsk,/SLUTsK/,"יצחק־דבֿ בערקאָוויטש, יצחק־צבֿי בראָדאָצקי, מרדכי־ליפּאַ?? גאָרין, ש.ס. גאַרסאָן, יצחק־שאָול (איזידאָר) הורוויץ, מאיר ווּאַקסמאַן, זלמן ווענדראָף, אליהו טשאַרני, שלמה מאָלצאָן, צבֿי־הירש מאַסליאַנסקי, משה סטרוגאַטש, ראָזע סימכאָוויטש, אַבֿרהן עפּשטיין, ברוך קאַצענעלסאָן, אליהו שולמאַן",סלוצק,Belarus,53.0167,27.5500,Belarus,53.0167,27.5500
Smalyany (Br),Smolyany (R),,,eastern Belarus,54° 36',30° 4',65,S,Vitsebsk,/ShMILyA'N/,־־,שמיליאַן,Belarus,54.6000,30.0667,Belarus,54.6000,30.0667
Smalyavichy (Br),Smolevichi (R),,,eastern Belarus,54° 2',28° 5',30,ENE,Minsk,/SMO'LOVITSh/?,אליהו־מרדכי מזאה,סמאָלאָוויטש?,Belarus,54.0333,28.0833,Belarus,54.0333,28.0833
Smarhon' (Br),Smorgon' (R),Smorgonie (P),,western Belarus,54° 29',26° 24',90,NW,Minsk,/SMARGO'N/,"מנשה איליער, אידאַ באַדאַנעס־ראָווינסקי, בן־שלום, ברוך־משה בראַז, גרשון ברוידאָ, יוסף דאָקטאָראָוויטש, חיים אַב.?? הורוויץ, חיים־ישׂראל מגידס, דוד־דובער סווירען, אַבֿרהם סוצקעווער, נחום סלושץ, אַבֿרהם פֿאָרסײַט, אַבֿרהם־אַהרן קאַבאַק, משה קולבאַק, זשאַק קוריצקי, נתן ראָזאָווסקי",סמאַרגאָן,Belarus,54.4833,26.4000,Belarus,54.4833,26.4000
Snou (Br),Snov (R),Snów (P),Snov (R),western Belarus,53° 13',26° 24',100,SW,Minsk,/SNOV/,יהושע עפּשטיין,סנאָוו,Belarus,53.2167,26.4000,Belarus,53.2167,26.4000
Snyadzin? (Br),Snyadin' (R),,,eastern Belarus,52° 4',28° 19',175,WSW,Homel',?,זלמן ליבמאַן,סנאַדיטין?,Belarus,52.0667,28.3167,Belarus,52.0667,28.3167
Sokoly? (Br),,Sokolce? (P),,western Belarus,,,95,NW,Minsk?,?,צבֿי־הירש דאַכאָוויץ,סאָקאָלע,Belarus,,,Belarus,,
Solan? (Br),Solon (R),,,eastern Belarus,53° 3',28° 7',100,SSE,Minsk,?,לעאָ קעניג,סאַלען?,Belarus,53.0500,28.1167,Belarus,53.0500,28.1167
Sta'lboushchina? (Br),Stal'bovshchina (R),,,eastern Belarus,53° 25',27° 2',60,SW,Minsk,/STALBOVShTShINE/?,"יכּנה""ז [יקנה""ז?]",סטאַלבאָוושטשינע?,Belarus,53.4167,27.0333,Belarus,53.4167,27.0333
Stakhava (Br),Stakhovo (R),Stachów (P),Stakhovo (R),western Belarus,52° 5',26° 43',165,SSW,Minsk,/STAKhEV/,מרדכי ליכטשטיין,סטאַכעוו,Belarus,52.0833,26.7167,Belarus,52.0833,26.7167
Staraselle? (Br),?,,,eastern Belarus,?,,45,NNW,Mahilyou,/STAROSELE/ (stress?),נחום פּאָזנער,סטאַראָסעלע,Belarus,,,Belarus,,
Starobin (Br),Starobin (R),,,eastern Belarus,52° 44',27° 28',120,S,Minsk,/STAROBIN/?,"חיים גורעוויטש, שמואל דאָמניץ, משה־חיים דוכאָוויטש, אליהו־חיים כיניטש, יעקבֿ פֿעדער, זלמן ראַטנער",סטאַראָבין,Belarus,52.7333,27.4667,Belarus,52.7333,27.4667
Stolin (Br),Stolin (R),Stolin (P),Stolin (R),western Belarus,51° 53',26° 51',205,ESE,Brest,/STOLN/,"יוסף בערמאַן, יצחק פֿייגעלמאַן, מאיר קראַוועץ",סטאָל(י)ן,Belarus,51.8833,26.8500,Belarus,51.8833,26.8500
Stoubtsy (Br),Stolbtsy (R),Stołpce (P),,western Belarus,53° 29',26° 44',60,SW,Minsk,/S(h?)TEyPTs/,"אַלטער ברעסלער, אַהרן חייט, נייטן (נתן) לעמפּערט","סטייפּץ, סטויפּץ, שטויבץ?",Belarus,53.4833,26.7333,Belarus,53.4833,26.7333
Streshyn (Br),Streshin (R),,,eastern Belarus,52° 43',30° 7',60,NW,Homel'?,/STREShIN/ (stress?),מאיר דוואָרקין,סטרעשין,Belarus,52.7167,30.1167,Belarus,52.7167,30.1167
Subotniki (Br),Sub(b)otniki (R),Sobotniki/Subotniki (P),,western Belarus,54° 6',25° 45',110,WNW,Minsk,/SUBOTNIK/,־־,סובאָטניק,Belarus,54.1000,25.7500,Belarus,54.1000,25.7500
Sukhary (Br),Sukhari (R),,,eastern Belarus,53° 58',30° 42',20,E,Mahilyou,?,"חיים־עהרענרײַך, צבֿי־הירש עהרענרײַך",סוכאַרי?,Belarus,53.9667,30.7000,Belarus,53.9667,30.7000
Sukhavolya? (Br),,Suchowola (P),,western Belarus,,,,,,/SUKhOVOLyE/,־־,סוכאָוואָליע,Belarus,,,Belarus,,
Svir? (Br),Svir' (R),Świr (P),,western Belarus,54° 51',26° 24',120,NW,Minsk,/SVIR/,אַבא באַלאָשער,סוויר,Belarus,54.8500,26.4000,Belarus,54.8500,26.4000
Svislach (Br),Svisloch' (R),Świsłocz (P),,western Belarus,53° 2',24° 6',70,SSE,Hrodna,"/SI'SLEVITSh, ShIShLEVITs/","ראובֿן אָגושעוויטש, יחיאל אינדיצקי, חיים זילבערמאַן, שמריהו לעווין, יוסף קאַפּלאַן, יצחק קאַפּלאַן","סיסלעוויטש, שישלעוויץ",Belarus,53.0333,24.1000,Belarus,53.0333,24.1000
Svyataya Volya (Br),Svyataya Volya (R),Święta Wola (P),,western Belarus,52° 32',25° 41',135,ENE,Brest,/ShVYENTA-VOLyE/?,אײַזיק גראַיעווסקי,שוויענטאַ־וואָליע?,Belarus,52.5333,25.6833,Belarus,52.5333,25.6833
Syalets (Br),Selets (R),Sielec (P),,western Belarus,52° 35',24° 53',90,NE,Brest,/SELTs/,"פּנחס־לייב אַלקאַן, מאיר וואָלאַנסקי",סעלץ,Belarus,52.5833,24.8833,Belarus,52.5833,24.8833
Talachyn (Br),Tolochin (R),,,eastern Belarus,54° 25',29° 42',65,NW,Mahilyou,/TALATShI'N/,"יחזקאל הלוי לעוויט, יעקבֿ(־לייב) לעווין, מאיר שאַפּיראָ",טאַלאַטשין,Belarus,54.4167,29.7000,Belarus,54.4167,29.7000
Tatarsk? (Br),Tatarsk (R),,,eastern Belarus,54° 30',30° 20',,,part of Orsha?,/TATA'RSK/,אַהרן פּאַטקין,טאַטאַרסק,Belarus,54.5000,30.3333,Belarus,54.5000,30.3333
Tonezh (Br),Tonezh (R),,,eastern Belarus,51° 50',27° 48',210,S,Minsk,/TONEZh/,־־,טאָנעזש,Belarus,51.8333,27.8000,Belarus,51.8333,27.8000
Traby (Br),Traby (R),Traby (P),,western Belarus,54° 9',25° 55',105,WNW,Minsk,/TRAB/,"פּנחס ברוידאָ, מ. קאָטלער",טראַב,Belarus,54.1500,25.9167,Belarus,54.1500,25.9167
Tselyakhany (Br),Telekhany (R),Telechany (P),,western Belarus,52° 31',25° 51',140,ENE,Brest,/TELEKhA'N/,"שמואל־ניסן גאָרדינער, אסתּר מילער, אליהו פּאָרעצקי, יוסף ראַקאָוו??",טעלעכאַן,Belarus,52.5167,25.8500,Belarus,52.5167,25.8500
Tsikhinichy (Br),Tikhinichi (R),,,eastern Belarus,53° 10',29° 52',80,SSW,Mahilyou,/TIKhENI'TSh/,־־,טיכעניטש,Belarus,53.1667,29.8667,Belarus,53.1667,29.8667
Tsimkavichy (Br),Timkovichi (R),,,eastern Belarus,53° 4',26° 59',90,SSW,Minsk,/TI'MKOVITs/?,יהודה־לייב פּערלמאַן,טימקאָ?וויץ,Belarus,53.0667,26.9833,Belarus,53.0667,26.9833
Tsyatseryn (Br),Teterin (R),,,eastern Belarus,54° 10',29° 46',40,NW,Mahilyou,/TITERN/,־־,טיטערן,Belarus,54.1667,29.7667,Belarus,54.1667,29.7667
Tsyryn (Br),Tsirin (R),Cyryn (P),,western Belarus,53° 24',26° 9',95,SW,Minsk,/TsIRN/,־־,ציר(י)ן,Belarus,53.4000,26.1500,Belarus,53.4000,26.1500
Turau (Br),Turov (R),,,eastern Belarus,52° 4',27° 44',195,S,Minsk,/TUREV/,"אָשר־אַריה גאָלדין, חיים טאָלמאַטש",טורעוו,Belarus,52.0667,27.7333,Belarus,52.0667,27.7333
Turets (Br),Turets (R),Turzec (P),,western Belarus,53° 31',26° 19',80,WSW,Minsk,/TURE'Ts/,יצחק־אײַזיק לובעצקי,טורעץ,Belarus,53.5167,26.3167,Belarus,53.5167,26.3167
Uhly? (Br),Ugly (R),,,eastern Belarus,53° 7',27° 14',80,SSW,Minsk,/UGLI?/,אײַדאַ מאַזע,אוגלי,Belarus,53.1167,27.2333,Belarus,53.1167,27.2333
Ula (Br),Ulla (R),,,eastern Belarus,55° 14',29° 15',55,W,Vitsebsk,/ULE/,־־,אולע,Belarus,55.2333,29.2500,Belarus,55.2333,29.2500
Urechcha (Br),Urech'ye (R),,,eastern Belarus,52° 57',27° 54',95,SSE,Minsk,/URETShE/,־־,אורעטשע,Belarus,52.9500,27.9000,Belarus,52.9500,27.9000
Urytskaye (Br),Uritskoye (R),,,eastern Belarus,52° 28',30° 47',5,W,Homel',/URI'?TsK/,־־,אוריצק,Belarus,52.4667,30.7833,Belarus,52.4667,30.7833
Ushachy (Br),Ushachi (R),,,eastern Belarus,55° 11',28° 37',95,W,Vitsebsk,/UShA'?TSh/,חיים זשיטלאָווסקי,אושאַטש,Belarus,55.1833,28.6167,Belarus,55.1833,28.6167
Uvaravichy (Br),Uvarovichi (R),,,eastern Belarus,52° 36',30° 44',20,NW,Homel',/UVAROVITSh/ (stress?),אַהרן צייטלין,אוּוואַראָוויטש,Belarus,52.6000,30.7333,Belarus,52.6000,30.7333
Uzda (Br),Uzda (R),,,eastern Belarus,53° 27',27° 13',45,SSW,Minsk,/UZDE/,־־,אוזדע,Belarus,53.4500,27.2167,Belarus,53.4500,27.2167
Valozhyn (Br),Volozhin (R),Wołożyn (P),Volozhin (R),western Belarus,54° 5',26° 32',60,WNW,Minsk,/VALO'ZhN/,מאיר בערלין,וואַלאָזשין,Belarus,54.0833,26.5333,Belarus,54.0833,26.5333
Valyntsy (Br),Volyntsy (R),,,eastern Belarus,55° 42',28° 11',130,NW,Vitsebsk,/VO'LINITs/,־־,וואָליניץ,Belarus,55.7000,28.1833,Belarus,55.7000,28.1833
Varonichy (Br),Voronech' (R),,,eastern Belarus,55° 20',28° 38',90,WNW,Vitsebsk?,/VORONE'Ts/,־־,וואָראָנעץ,Belarus,55.3333,28.6333,Belarus,55.3333,28.6333
Vasilishki (Br),Vasilishki (R),Wasiliszki (P),,western Belarus,53° 47',24° 51',65,ENE,Hrodna,/VAS(h)I'LIShOK/,"נח באַס, עני? גאָלוב",וואַסילישאָק,Belarus,53.7833,24.8500,Belarus,53.7833,24.8500
Vaukavysk (Br),Volkovysk (R),Wołkowysk (P),,western Belarus,53° 10',24° 28',65,SE,Hrodna,/VALKEVI'SK/,"משה אײַנהאָרן, אליהו גילנער, לאה האַלפּערן, זרח וואָרהאַפֿטיק, שמשון זאַמאָשטשאַנסקי, צבֿי־הירש כּהן, לעאָ ליאָוו, יוסף ליפֿשיץ",וואַלקעוויסק,Belarus,53.1667,24.4667,Belarus,53.1667,24.4667
Vetka (Br),Vetka (R),,,eastern Belarus,52° 33',31° 10',15,NE,Homel',/V(Y)ETKE/,"מאיר גוסין, יהודה זעליטש (ראַסקין), מרדכי ערליך, נחום ערליך, אײַזיק פֿריידקין",וו(י)עטקע,Belarus,52.5500,31.1667,Belarus,52.5500,31.1667
Vidzy? (Br),Vidzy (R),Widzy (P),Vidziai (Li) [in Kovno province],western Belarus,55° 24',26° 38',165,NNW,Minsk,/VIDZ/,"??נתן גורן, ברוך געלמאַן, הענעך סאָלאָווייטשיק",ווידז,Belarus,55.4000,26.6333,Belarus,55.4000,26.6333
Vileyka? (Br),Vileyka (R),Wilejka (P),,western Belarus,54° 30',26° 55',70,NNW,Minsk,/(GROyS?)-VILEyKE/,"אַהרן לעווין, שמואל לעוואַנדע [איין שטאָט?]",(גרויס?)־ווילייקע,Belarus,54.5000,26.9167,Belarus,54.5000,26.9167
Vishneva (Br),Vishnevo (R),Wiszniew (P),,western Belarus,,,80 / 105,WNW / NNW,Minsk?,/VI'ShNEVE/,"חיים בערקאָוויטש, נחום גאָלדמאַן, יצחק גרינבלאַט, אַבֿרהם דיקענשטיין",ווישנעווע,Belarus,,,Belarus,,
Vitse?bsk (Br),Vitebsk (R),,,eastern Belarus,55° 12',30° 11',,,,/VITEPSK/,"אַבֿרהם־מאיר אַמסטערדאַם, הירש־שמריהו בעלענקי, ישׂראל גורעוויטש, אײַזיק (דזשיימס) גלאָבוס, משה־דוד ווידרעוויטש, מיכאל וויטענבערג, משה־נחמן ווײַמאַן, מיכאַיִל יאָ, י.ש. לעוומאַן, סאָלאָמאָן (שלמה??) סײַמאָן, קאָפּל עפּשטיין, לעאָן קאָברין",וויטעבסק,Belarus,55.2000,30.1833,Belarus,55.2000,30.1833
Voupa (Br),Volpa (R),Wołpa (P),Volpa? (R),western Belarus,53° 22',24° 22',45,SE,Hrodna,/VOLP/,"זעליג העללער, דוד יעלינאָוויטש, דוד־לייזער יעלינאָוויטש, בערל פּעט, חיים פּעט",וואָלפּ,Belarus,53.3667,24.3667,Belarus,53.3667,24.3667
Vuzlyany (Br),Uzlyany (R),,,eastern Belarus,53° 37',27° 43',25,S,Minsk,/UZLyA'N/,־־,אוזליאַן,Belarus,53.6167,27.7167,Belarus,53.6167,27.7167
Vyalikaya Berestavitsa (Br),Bol'shaya Berestovitsa (R),Wielka Brzostowica (P),,western Belarus,53° 12',24° 1',50,SSE,Hrodna,/GROyS-BRE'STEVITs/,אַבֿרהם טיקטין,"גרויס־ברעסטעוויץ, ־ברעסטאָוויץ?",Belarus,53.2000,24.0167,Belarus,53.2000,24.0167
Vysokaye (Br),Vysokoye (R),Wysokie Litewskie (P),,western Belarus,52° 22',23° 22',30,NW,Brest,/VISOKE(-LITO'FSK)/,שמואל (מוליע) עדעלמאַן,וויסאָקע(־ליטאָווסק),Belarus,52.3667,23.3667,Belarus,52.3667,23.3667
Yakshytsy (Br),Yakshitsy (R),,,eastern Belarus,53° 37',28° 55',85,ESE,Minsk,/YAKShITs/,־־,יאַקשיץ,Belarus,53.6167,28.9167,Belarus,53.6167,28.9167
Yanavichy (Br),Yanovichi (R),,,eastern Belarus,55° 18',30° 42',30,NNE,Vitsebsk,/YANOVITSh/ (stress?),־־,יאַנאָוויטש,Belarus,55.3000,30.7000,Belarus,55.3000,30.7000
Yasen' (Br),Yasen' (R),,,eastern Belarus,53° 15',28° 56',105,SE,Minsk,/YASEN?/,־־,יאַסען,Belarus,53.2500,28.9333,Belarus,53.2500,28.9333
Yel'nya? (Br),Yel'nya (R),,,eastern Belarus,53° 23',31° 12',80,SE,Mahilyou?,/YELNE/,־־,יעלנע,Belarus,53.3833,31.2000,Belarus,53.3833,31.2000
Yel'sk (Br),Yel'sk (R),,,eastern Belarus,51° 48',29° 9',135,SW,Homel',/YELySK/,יעקבֿ רײַך,יעלסק,Belarus,51.8000,29.1500,Belarus,51.8000,29.1500
Yezyaryshcha (Br),Yezerishche (R),,,eastern Belarus,55° 50',29° 59',65,NNW,Vitsebsk,/YEZERI'TSh/?,־־,יעזעריטש,Belarus,55.8333,29.9833,Belarus,55.8333,29.9833
Yukhavichy (Br),Yukhovichi (R),,,eastern Belarus,56° 2',28° 39',125,NW,Vitsebsk,/YUKhOVITSh/ (stress?),־־,יוכאָוויטש,Belarus,56.0333,28.6500,Belarus,56.0333,28.6500
Yur'eva (Br),Yur'yevo (R),,,eastern Belarus,54° 10',28° 6',40,NE,Homel',/YU'REVITSh/,־־,יורעוויטש,Belarus,54.1667,28.1000,Belarus,54.1667,28.1000
Yuravichy (Br),Yurevichi (R),,,eastern Belarus,51° 57',29° 32',105,SW,Minsk,/YURYEV/,־־,יוריעוו,Belarus,51.9500,29.5333,Belarus,51.9500,29.5333
Zabalotstse (Br),Zabolot'ye (R),,,eastern Belarus,53° 45',30° 5',15,SW,Mahilyou,/ZABOLOTyE/,־־,זאַבאָלאָטיע,Belarus,53.7500,30.0833,Belarus,53.7500,30.0833
Zaslauye (Br),Zaslavl' (R),,,eastern Belarus,54° 0',27° 17',15,NW,Minsk?,/ZASLEV/,א.ס. ליריק,זאַסלעוו [וואָלין?],Belarus,54.0000,27.2833,Belarus,54.0000,27.2833
Zastav'ye? (Br),Zastav'ye (R),,,western Belarus,52° 18',25° 19',105,ENE,Brest,/ZASTAVYE/,פֿאַליק זאָלף,זאַסטאַוויע,Belarus,52.3000,25.3167,Belarus,52.3000,25.3167
Zaymishche? (Br),Zaymishche (R),Zajmiszcze (P),Zaymishche (R),western Belarus,53° 23',24° 50',75,SE,Hrodna,/ZA'YMIShITs/?,ישעיהו בערשאַדסקי,זײַמישיץ?,Belarus,53.3833,24.8333,Belarus,53.3833,24.8333
Zembin (Br),Zembin (R),,,eastern Belarus,54° 22',28° 13',50,NNE,Minsk,/ZEMBIN/,"לייב־וואָלף חפֿץ, איזי (יצחק) כאַריק",זעמבין,Belarus,54.3667,28.2167,Belarus,54.3667,28.2167
Zhaluda?k (Br),Zheludok (R),Żołudek (P),Zheludok (R),western Belarus,53° 36',24° 59',70,ESE,Hrodna,/ZhELUDE?K/,"א.ל. אַבֿיגדור, מאיר בעזאָוויק, רחל גאַלינקין, ס. לאָפּוכאָוו (תּנחום קרעמען)",זשעלודאָק,Belarus,53.6000,24.9833,Belarus,53.6000,24.9833
Zhlobin (Br),Zhlobin (R),,,eastern Belarus,52° 54',30° 3',70,NW,Homel',/ZhLOBIN/,"ל. גאָרעליק, הירש דאָבין",זשלאָבין,Belarus,52.9000,30.0500,Belarus,52.9000,30.0500
Zhodzina (Br),Zhodina? (R),,,eastern Belarus,54° 6',28° 20',45,NE,Minsk,/ZhODIN/ (stress?),־־,זשאָדין,Belarus,54.1000,28.3333,Belarus,54.1000,28.3333
Zhurouka (Br),Zhurovka (R),,,eastern Belarus,53° 54',29° 4',90,E,Minsk,/ZhIROFKE/,־־,זשיראָווקע,Belarus,53.9000,29.0667,Belarus,53.9000,29.0667
Zhytkavichy (Br),Zhitkovichi (R),,,eastern Belarus,52° 14',27° 52',170,SSE,Minsk,/ZhI'TKOVITSh/,־־,זשיטקאָוויטש,Belarus,52.2333,27.8667,Belarus,52.2333,27.8667
Zhytkavichy (Br),Zhitkovichi (R),? (P),Zhitkovichi (R),western Belarus,52° 13',27° 52',175,S,Minsk,/ZhI'TKE?VITs/,בערנאַרד לוא?יס (אליעזר מישקין),זשיטקאָ?וויץ,Belarus,52.2167,27.8667,Belarus,52.2167,27.8667
