qid,label_en,label_yi,place_type,category,kima_id,kima_rom,kima_heb,lat,lon,n_attestations,n_person,n_org,n_flagged_mentions,fields,n_variants,variants,corpora,external_sources
Q586369,Mogilev Governorate,מאהילעווער גובערניע,"governorate, governorate of the Russian Empire",country,70729,Mogilevskaya gubernīi︠a︡ (Russia),פלך מוהילב (רוסיה),,,21,21,0,0,country;province,6,מאַהיל. גוב.;מאַהילעווער גוב.;מאָהיל. גוב.;מאָהילעווער גוב.;מאָהילעווער גובערניע;מאָהילעווער געגנט,person,wikidata;kima
Q587155,Kolno,,Q3558970,settlement,,,,,,2,1,1,0,place;settlements,1,קאָלנע,org;person,wikidata
Q593230,Minsk Governorate,,,settlement,,,,,,44,44,0,0,province,8,"מינסק. גוב.;מינסקעגוב.;מינסקער גוּבּ;מינסקער גוב;מינסקער גוב.;מינסקער גובערניע;מינסקער געגנט;מינסקער, שפּעטער פּאָלעסיער געגנט",person,wikidata
Q597,Lisbon,,,settlement,136,Lisbon (Portugal),ליסבון (פורטוגל),38.708042,-9.139016,2,0,2,0,settlements,1,ליסאַבאָן,org,wikidata;kima
Q598,Rzeszów,ריישע,"city with powiat rights in Poland, city, big city",settlement,451,Rzeszów (Poland),רישא (פולין),50.041111,21.998889,11,4,7,2,place;settlements,4,רזשעקאַ;רזשעשאָוו;רזשעשוב (ריישע);ריישע,org;person,wikidata;kima
Q599542,Zhyvotivka,,village of Ukraine,settlement,,,,,,2,2,0,0,place,2,זיוויטיוו;זשיאַוואַטאָוו,person,wikidata
Q60,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,32,New York (N.Y.),ניו יורק (נ.י.),40.712778,-74.006111,994,355,639,23,countries;place;province;settlement;settlements;venues,33,אַרבעטער רינג סאַנאַטאָריע פֿאַר שווינדזיכטיקע;אויפֿן וועג פֿון כאָסטאָן קיין ניו יאָרק;בראַנקסער שפּיטאָל;לאַנג איילאַנד;לאַנגאיילאַנד;לאָנג איילאַנד;לאנג איילאַנד;מאַנטעפיאָרע-שפּיטאָל;מאָוונט סיני האָספּיטאָל;מאָונט וואוירנאָן;נ. י.;נויאָרק;ני-ויאָרק;ניו יאַרק;ניו יאָרק;ניו יארק;ניו יאָָרק;ניו יאָרק;ניו-יאָרק;ניו-יארק;ניו-יאָָרק;ניו-יאָרק;ניוּ-יאָרק;ניו־יאָרק;ניויאָרק;ניויאָרקער שפּיטאָל פֿאַר גייסטיק-קראַנקע;ניויאָָרק;סאַראַטאָגאַ ספּרינגס;פּעלהאַם-קע;קינגס קאָונטיהאַספּיטאָל;רייקערס אינדזל;„מאַנהעטן סטעיט האָספּיטאַל״ פֿון סענטראל אייסליפּ;פֿוירנדעיל,org;person,wikidata;kima
Q60498333,Sukharia,,village in India,settlement,,,,23.129280,88.443250,3,2,1,0,place;settlements,2,סוכאַרי;סוכארי,org;person,wikidata
Q6058,Solok,,"regency of Indonesia, second-level administrative country subdivision in Indonesia",country,,,,,,1,1,0,0,country,1,סאָלאָק,person,wikidata
Q606706,Trostianets,,"city in Ukraine, urban-type settlement",settlement,,,,,,1,1,0,0,place,1,טראָיאנעץ,person,wikidata
Q607410,Brańsk,,,settlement,,,,,,1,0,1,0,settlements,1,בראנסק,org,wikidata
Q608376,Błonie,,"city, Royal city in Polish-Lithuanian Commonwealth",settlement,17123,"Błonie (Warsaw, Poland)","בלוניה (ורשה, פולין) (פולין)",,,1,1,0,0,place,1,בלוינע,person,wikidata;kima
Q609246,Radzymin (Poland),,,settlement,18483,Radzymin (Poland),רדזימין (פולין),,,4,3,1,0,place;settlements,2,ראַדזימין;ראָדזימין,org;person,wikidata;kima
Q61,"Washington, D.C.",,,settlement,954,Washington (D.C.),ושינגטון (די. סי.),38.895,-77.036666666667,4,0,4,0,settlements,1,וואַשינגטאָן,org,wikidata;kima
Q611784,Włoszczowa,,city,settlement,17474,Włoszczowa (Poland),וולושצובה (פולין),,,1,1,0,0,place,1,וולאַשטשאווא,person,wikidata;kima
Q615132,Ruzhany,ראזשינאי,urban settlement in Belarus,other,20849,Ruzhany (Belarus),רוז'ינוי (בלארוס),,,3,3,0,2,place,3,רואיזנא;רוזשאַני;רוזשאַניי,person,wikidata;kima
Q617624,Râmnicu Sărat,,"municipality of Romania, city",settlement,23503,Rîmnicu Sărat (Romania),רמניקו סראט (רומניה),,,1,1,0,0,place,1,רעמניקו,person,wikidata;kima
Q62,San Francisco,סאן פראנציסקא,"charter city and county, city in the United States, big city, sanctuary city, consolidated city-county, city, charter city",settlement,6462,San Francisco (Calif.),סן פרנסיסקו (קליפורניה),37.777500,-122.416389,8,3,5,0,place;settlements,4,סאַן פֿראַנציסקאָ;סאָן פראַנציסקאָ;סאָן פֿראַנציסקאָ;סאָן-פֿראַנציסקאָ,org;person,wikidata;kima
Q623594,Zolochiv,,city in Ukraine,settlement,1701,"Zolochiv (Lʹvivsʹka oblastʹ, Ukraine)","זולוצ'יב (מחוז לביב, אוקראינה)",,,13,13,0,0,place,5,זלאַטשעוו;זלאָ טשעוו;זלאָטשאָוו;זלאָטשעוו;זלאטשעוו,person,wikidata;kima
Q628460,Ozorków,אזארקאוו,urban municipality of Poland,settlement,18119,Ozorków (Poland),אזארקוו (פולין),51.966667,19.283333,11,9,2,0,place;settlements,3,אַזאַרקאָוו;אַזאָרקאָוו;אָזאָרקאָוו,org;person,wikidata;kima
Q628623,Braslaw,ברעסלעוו,city of raion subordinance,settlement,15018,Braslaŭ (Belarus),בראסלאו (בלארוס),,,1,1,0,1,place,1,בראסלאוו,person,wikidata;kima
Q62937,Pułtusk,,city,settlement,86,Pułtusk (Poland),פולטוסק (פולין),,,1,1,0,0,place,1,פולטוסק,person,wikidata;kima
Q629648,Dobra Wola,,Q3558970,settlement,,,,,,2,2,0,0,place,1,דאָבראַ וואָלאַ,person,wikidata
Q633601,Buzen,,city of Japan,settlement,,,,,,1,1,0,1,place,1,בוזען,person,wikidata
Q639428,Verkhnodniprovsk,,"city in Ukraine, urban-type settlement",settlement,10820,Verkhnʹodniprovsʹk (Ukraine),וארחנדניפרובסק (אוקראינה),,,1,1,0,0,place,1,ווערכנאָדניעפּראָווסק,person,wikidata;kima
Q639830,Bohorodchany,,"human settlement, urban-type settlement in Ukraine",settlement,20456,Bohorodchany (Ukraine),בוהורודצ'ני (אוקראינה),,,1,1,0,1,place,1,באַהאַראָדשאָני (בראָדשין),person,wikidata;kima
Q639839,Pereiaslav,,"city of regional significance of Ukraine, city in Ukraine, human settlement",settlement,,,,,,1,1,0,0,place,1,פּעריאָסלאָוו,person,wikidata
Q64,Berlin,בערלין,"seat of government, metropolis, integrated municipality, Unitary municipality in Germany, urban municipality in Germany, city-state, independent city in Berlin, largest city, big city, federated state of Germany, federal capital, Hanseatic city, town divided by border, town divided by border",settlement,578,Berlin (Germany),ברלין (גרמניה),52.516667,13.383333,101,12,89,0,place;province;settlements,2,בּערלין;בערלין,org;person,wikidata;kima
Q640661,Piatykhatky,,city in Ukraine,settlement,,,,,,1,1,0,0,place,1,פּיאַסיכאַטקאָ,person,wikidata
Q647051,Telenești,,"city, urban-type settlement",settlement,82089,Telenești (Moldova),טלנשטי (מולדובה),,,2,2,0,0,place,2,טעלענעשט;טעלענעשטי,person,wikidata;kima
Q649,Moscow,מאסקווע,"capital of Russia, federal city of Russia, big city, megacity, largest city, largest city, largest city, largest city, city or town, federal subject of Russia, federal capital, human settlement, city/town in Russia",settlement,188,Moscow (Russia),מוסקבה (רוסיה),55.750556,37.617500,145,21,124,0,place;province;settlements;venues,4,מאָסקווא;מאָסקוואַ;מאָסקווע;מאָסקווער,org;person,wikidata;kima
Q65,Los Angeles,לאס אנדזשעלעס,"charter city, city in the United States, city, global city, metropolis, megacity, business cluster, big city, LGBT sanctuary city",settlement,154,Los Angeles (Calif.),לוס אנג'לס (קליפורניה),34.052230,-118.243680,141,39,102,2,place;province;settlements;venues,11,ל. א.;לאַס אַנדזשעלעס;לאָס אַנדזעלעס;לאָס אַנדזשעלאַס;לאָס אַנדזשעלאָס;לאָס אַנדזשעלעס;לאָס אָנדזשעלעס;לאָס-אַנדזשעלאָס;לאָס-אַנדזשעלעס;לאָסאַנדזשעלעס;לאָסאַנדזשעלעסער,org;person,wikidata;kima
Q6507691,Liubča,,Q65661087,settlement,,,,,,1,1,0,0,place,1,לופץ,person,wikidata
Q651860,Embu (Brazil),,,settlement,11944,Embu (Brazil),אמבו (ברזיל),-23.648888888889,-46.851944444444,1,0,1,0,venues,1,אַמבו,org,wikidata;kima
Q65270,Stavyshche,,"urban-type settlement in Ukraine, human settlement",settlement,89840,Stavyshche (Ukraine),סטאוויששה (אוקראינה),,,1,1,0,0,place,1,סטאָווישטשע,person,wikidata;kima
Q65380,Tarashcha,,city in Ukraine,settlement,21486,Tarashcha (Ukraine),טרשצ'ה (אוקראינה),,,1,1,0,0,place,1,טאַראשטשע,person,wikidata;kima
Q6541521,Liberty,,,settlement,,,,,,4,1,3,0,place;venues,1,ליבערטי,org;person,wikidata
Q656,Saint Petersburg,פעטערבורג,"federal city of Russia, big city, capital of Russia, former national capital, largest city, city or town, federal subject of Russia, million city, million city, million city, judicial capital, metropolis, cultural capital",settlement,678,Saint Petersburg (Russia),פטרבורג (רוסיה),59.950000,30.316667,96,8,88,0,place;settlements,8,לענינגראַד;לענינגראָד;פּעטערבּורגער;פּעטערבורג;פּעטערסבורג;פּעטראָגראַד;פּעטראָגראָד;פּעטראָגראד,org;person,wikidata;kima
Q658230,Kelmė,,city,settlement,6915,Kelme (Lithuania),קלם (ליטא),,,1,1,0,0,place,1,קעלעם,person,wikidata;kima
Q658562,Raseiniai,,city or town,settlement,12861,Raseiniai (Lithuania),ראסייני (ליטא),55.366667,23.116667,2,1,1,0,place;settlements,1,ראָסיין,org;person,wikidata;kima
Q6602,Strasbourg,שטראסבורג,"commune of France, big city, border city, free imperial city, state in the Holy Roman Empire",settlement,1742,Strasbourg (France),שטרסבורג (צרפת),,,1,1,0,0,place,1,שטראָסבורג,person,wikidata;kima
Q66263,Homel,,,,,,,,,1,0,1,0,settlements,1,האַמעל,org,wikidata
Q663482,Maheriv,,"human settlement, urban-type settlement in Ukraine",settlement,80991,Maheriv (Ukraine),מאגיירוב (אוקראינה),,,1,1,0,1,place,1,מאַגעראָוו,person,wikidata;kima
Q663764,Auschwitz II-Birkenau concentration camp,,Q152081;Q153813;Q756102;Q210272,settlement,,,,,,8,8,0,0,place,3,אָסוויענטשים;אָשוויענטשים;אשוויענטשים,person,wikidata
Q665853,Bodrogkeresztúr,קערעסטיר,municipality of Hungary,settlement,16904,Bodrogkeresztúr (Hungary),קרסטיר (הונגריה),,,2,2,0,2,place,1,אַ דאַרף,person,wikidata;kima
Q672157,,,railway station,other,,,,,,2,1,1,1,place;settlements,2,סיטאָוואַ;סיטאווא,org;person,wikidata
Q672990,Bilhorod-Dnistrovskyi,,"city in Ukraine, port city",settlement,16672,Bilhorod-Dnistrovsʹkyĭ (Ukraine),בילהורוד-דניסטרובסקי (אוקראינה),,,1,1,0,0,place,1,אַקערמאַן,person,wikidata;kima
Q6853122,Makova (Hasidic dynasty),מאקאווא,,other,,,,,,1,1,0,1,place,1,מאַקאָוו,person,wikidata
Q688654,Dubăsari,,"city, disputed territory",settlement,14528,Dubăsari (Moldova),דובוסרי (מולדובה),,,1,1,0,1,place,1,דובאַסאָר,person,wikidata;kima
Q690039,Nowy Dwór Mazowiecki (Poland),,,settlement,42,Nowy Dwór Mazowiecki (Poland),נובי דבור מזוביצקי (פולין),,,2,2,0,0,place,1,נאָווידוואָר,person,wikidata;kima
Q693738,Dąbrowa,,village of Poland,settlement,,,,,,1,1,0,1,place,1,דאַמבראָוואַ,person,wikidata
Q693998,Klooga concentration camp,,concentration camp,death_site,,,,,,7,7,0,0,place,4,לאַגער קלאַגע;קאָנצענטראַציע-לאַגער קלאָאַגע;קאָנצענטראַציע-לאַגער קלאָאָגאָ;קלאַגע,person,wikidata
Q698342,Riga Ghetto,ריגע געטא,ghetto in Nazi-occupied Europe,death_site,,,,,,12,9,3,0,place;province;settlements;venues,1,ריגער געטאָ,org;person,wikidata
Q70,Bern,,,settlement,686,Bern (Switzerland),ברן (שווייץ),46.94809,7.44744,3,0,3,0,settlements,1,בערן,org,wikidata;kima
Q702259,Elberfeld,,quarter,neighborhood,18850,Elberfeld (Germany),אלברפלד (גרמניה),,,1,1,0,0,place,1,עלבּערפעלד בּיים רהיין,person,wikidata;kima
Q7052783,Vilijampolė,סלאבאדקע,neighborhood of Kaunas,neighborhood,23606,"Vilijampolė (Kaunas, Lithuania)","ויליאמפולה (קובנה, ליטא)",54.916667,23.883333,1,1,0,0,place,1,סלאָבאָדקע,person,wikidata;kima
Q70598,Skvyra,סקווירא,city in Ukraine,settlement,18655,Skvyra (Ukraine),סקווירה (אוקראינה),,,1,1,0,0,place,1,סקוויראַ,person,wikidata;kima
Q707539,Vilna Ghetto,ווילנער געטא,ghetto in Nazi-occupied Europe,death_site,,,,,,18,3,15,0,place;settlements;venues,2,ווילנער;ווילנער געטאָ,org;person,wikidata
Q707561,Lvov Ghetto,לעמבערגער געטא,"ghetto in Nazi-occupied Europe, neighborhood",death_site,,,,,,3,3,0,0,place,1,לעמבערגער געטאָ,person,wikidata
Q708092,Aukštieji Paneriai,פאנאר,"neighborhood, neighborhood of Vilnius",neighborhood,,,,,,32,32,0,0,place,2,פּאָנאַר;פאָנאַר,person,wikidata
Q70979,Sullivan County,,,settlement,,,,,,1,1,0,0,province,1,סאָליוואן קאונטי,person,wikidata
Q71,Geneva,,,settlement,955,Geneva (Switzerland),ז'נבה (שווייץ),46.2,6.15,2,0,2,0,settlements,1,זשענעווע,org,wikidata;kima
Q713750,West Germany,מערב דייטשלאנד,"state, historical period, historical country, sovereign state",country,9524,Germany (West),גרמניה (מערבית),,,5,2,3,0,countries;country;venues,1,מערב-דייטשלאַנד,org;person,wikidata;kima
Q71731,Rzhyshchiv,,city in Ukraine,settlement,13452,Rz︠h︡yshchiv (Ukraine),רזישצ.ב (אוקראינה),,,1,1,0,0,place,1,רעזישטשעוו,person,wikidata;kima
Q72,Zurich (Switzerland),,,settlement,434,Zurich (Switzerland),ציריך (שווייץ),47.3744444444444,8.54111111111111,1,0,1,0,settlements,1,ציריך,org,wikidata;kima
Q721928,Jarosław,,urban municipality of Poland,settlement,862,Jarosław (Poland),ירוסלב (פולין),,,1,1,0,0,place,1,יאָראָסלאָוו,person,wikidata;kima
Q722836,Ašmiany,אָשמענע/Oshmene,city of raion subordinance,settlement,20619,Ashmi︠a︡ny (Belarus),אשמיאני (בלארוס),54.425000,25.937500,4,3,1,0,place;settlements,3,אָשמיאַנאַ;אָשמינע;אָשמענע,org;person,wikidata;kima
Q72360,Dmitriyev,,city or town,settlement,,,,,,1,1,0,0,place,1,דמיטריעוו,person,wikidata
Q724115,Gródek,,village of Poland,settlement,,,,,,1,1,0,1,place,1,גריידיק,person,wikidata
Q7248,Bukittinggi,,"city of Indonesia, Kota Besar, Kotapraja, capital of regency",settlement,80407,Fort de Kock (Dutch East Indies),בוקיטינגי (הודו המזרחית ההולנדית),,,1,1,0,1,place,1,בוקי,person,wikidata;kima
Q727,Amsterdam,,,settlement,550,Amsterdam (Netherlands),אמסטרדם (הולנד),52.3727777777778,4.89361111111111,3,0,3,0,settlements,2,אַמסטערדאַם;אַמסטערדאָם,org,wikidata;kima
Q730175,Škłow,שקלאָוו,city of raion subordinance,settlement,262,Shkloŭ (Belarus),שקלוב (בלארוס),,,1,1,0,1,place,1,שקלאָוו,person,wikidata;kima
Q730929,Ostrowiec Świętokrzyski (Poland),,,settlement,745,Ostrowiec Świętokrzyski (Poland),אוסטרוביץ (פולין),,,3,3,0,0,place,2,אַסטראָווצע;אסטראָווצע,person,wikidata;kima
Q7341,Auschwitz,אוישוויץ,"Nazi concentration camp, museum, extermination camp, architectural ensemble",death_site,11759,Oświęcim (Poland),אושויץ (פולין),,,16,16,0,0,place,1,אוישוויץ,person,wikidata;kima
Q734122,Kapčiamiestis,,human settlement,settlement,22731,Kapciamiestis (Lithuania),קופצ'ווה (ליטא),,,1,1,0,1,place,1,קאַפּצאָווע,person,wikidata;kima
Q738777,Iŭje,אייוויע,"city of raion subordinance, urban settlement in Belarus",settlement,14862,Iŭe (Belarus),איויה (בלארוס),,,3,3,0,3,place,1,איוויע,person,wikidata;kima
Q739491,Vawkavysk,וואלקאוויסק,city of raion subordinance,settlement,941,Vaŭkavysk (Belarus),וולקוביסק (בלארוס),,,1,1,0,1,place,1,וואָלקאָוויסק,person,wikidata;kima
Q741876,Piaseczno,פּיסעצנע,city,settlement,17110,"Piaseczno (Warsaw, Poland)","פיאסיצ'נה (ורשה, פולין)",,,1,1,0,0,place,1,פּיאַסעטשנא,person,wikidata;kima
Q743535,Chelsea,,,settlement,7129,"Chelsea (London, England)","צ'לסי (לונדון, אנגליה)",51.4875,-0.1684,3,0,3,0,settlements,1,טשעלסי,org,wikidata;kima
Q744948,New Rochelle,,city in the United States,settlement,11953,New Rochelle (N.Y.),ניו רושל (ניו יורק),,,1,1,0,0,place,1,ניו-ראָשעל,person,wikidata;kima
Q745059,Otwock,אטוואצק,urban municipality of Poland,settlement,741,Otwock (Poland),אוטבוצק (פולין),52.116666666667,21.266666666667,2,1,1,0,place;settlements,2,אָטוואָצק;אטוואַצק,org;person,wikidata;kima
Q745074,Sieradz (Poland),,,settlement,14700,Sieradz (Poland),שייראדז (פולין),,,3,3,0,0,place,1,שעראָדז,person,wikidata;kima
Q745661,Krustpils,,neighborhood,neighborhood,,,,,,1,1,0,1,place,1,קרייצבורג,person,wikidata
Q7525,Sevastopol,,"city or town, big city, port city, city in Ukraine, federal city of Russia, federal subject of Russia",settlement,652,Sevastopolʹ (Ukraine),סבסטופול (אוקראינה),44.605,33.5225,2,1,1,0,place;settlements,1,סעוואַסטאָפּאָל,org;person,wikidata;kima
Q7530,Volhynia,,,settlement,,,,,,43,41,2,0,country;province;venues,1,וואָלין,org;person,wikidata
Q7550,Lutsk,לוצק,"city of regional significance of Ukraine, city or town, Royal city in Polish-Lithuanian Commonwealth, big city",settlement,,,,,,2,2,0,0,place,1,לוצק,person,wikidata
Q760230,Prymorsk,,Q7930989;Q12051488,settlement,,,,,,1,1,0,0,place,1,באָלשאָי טאָקמאָק,person,wikidata
Q760235,Tokmak,,"city of regional significance of Ukraine, human settlement, city",settlement,76965,Tokmak (Ukraine),טוקמק (אוקראינה),,,2,2,0,1,place,2,גרויס טאָקמאַק;טאַק-מאַק,person,wikidata;kima
Q761,Białystok,ביאליסטאק,"city with powiat rights in Poland, city, big city, tourist destination, private town",settlement,523,Białystok (Poland),ביאליסטוק (פולין),53.132356,23.168672,76,40,36,0,place;province;settlements,5,ביאַליסטאַק;ביאַליסטאָק;ביאַליסטאָקער;ביאָליסטאָק;ביאליסטאָק,org;person,wikidata;kima
Q762209,Sokil,,village of Ukraine,settlement,,,,,,1,1,0,0,place,1,סאָקילען,person,wikidata
Q7630230,Stępin,,Q3558970,settlement,,,,,,1,1,0,0,place,1,סטעפּין,person,wikidata
Q766790,Janówka,,village of Poland,settlement,,,,,,1,1,0,1,place,1,יאַנאָווקעף,person,wikidata
Q77,Uruguay,,,settlement,,,,,,3,0,3,0,countries,1,אורוגוויי,org,wikidata
Q771572,Williamsburg (Brooklyn),,,settlement,,,,37.2708,-76.7069,2,0,2,0,settlements,1,וויליאַמסבורג,org,wikidata
Q7769,Birobidzhan,,,settlement,6905,Birobidzhan (Russia),בירוביג'אן (רוסיה),48.783333333333,132.93333333333,5,0,5,0,settlements,4,ביראַ בידזשאַן;ביראָ בידזשאָן;ביראָבידזשאַן;ביראָבידזשאָן,org,wikidata;kima
Q78,Basel (Switzerland),,,settlement,521,Basel (Switzerland),בזל (שווייץ),47.560555555556,7.5905555555556,2,0,2,0,settlements,2,באַזעל;באָזעל,org,wikidata;kima
Q7835,Crimea,קרים,"peninsula, disputed territory",province,17099,Crimea (Ukraine),קרים (אוקראינה),45.0,34.0,15,14,1,0,place;province;venues,1,קרים,org;person,wikidata;kima
Q786484,gibberish,דזשיבעריש,,other,,,,,,3,3,0,3,place,1,קיידאן,person,wikidata
Q787968,Szydłów,,"village of Poland, city",settlement,23888,"Szydłów (Województwo Świętokrzyskie, Poland)",שידלוב (פולין),,,1,1,0,0,place,1,שיידלאָוו,person,wikidata;kima
Q79,Egypt,,,settlement,,,,,,6,0,6,0,countries;venues,1,עגיפּטען,org,wikidata
Q793424,Berezhany,ברעזשאן,city in Ukraine,settlement,347,Berez︠h︡any (Ukraine),בז'ז'ני (אוקראינה),,,2,2,0,1,place,2,ברזעזשין;ברזשעזשאַני (בערזשאַן),person,wikidata;kima
Q7966953,Wampierzów,,village of Poland,settlement,,,,,,1,1,0,0,place,1,וואַמפּיעזשאָוו,person,wikidata
Q7971720,Washington Cemetery,,Jewish cemetery,cemetery,,,,,,25,25,0,0,place,10,וואַשיינגטאָן בית-עולם;וואַשינגטאָן בית עולם;וואַשינגטאָן בית-עולם;וואַשינגטאָן סעמעטער;וואַשינגטאָן סעמעטערי;וואַשינגטאָן-בּית-עולם;וואַשינגטאָן-בית עולם;וואַשינגטאָן-בית-עולם;וואַשינגטאָן-סעמעטרי;וואַשינגטאָנער בית עולם,person,wikidata
Q80021,Daugavpils,דענענבורג,"state city of Latvia, city under state jurisdiction in Latvia",settlement,898,Daugavpils (Latvia),דוינסק (לטביה),55.871389,26.516111,20,17,3,16,place;settlements,4,באָריסאָגלעפּסק;דוווינסק;דווינסק;דינאַבורג,org;person,wikidata;kima
Q801,Israel,ישראל,"Mediterranean country, country, region, state with limited recognition",country,697,Israel,ישראל,31.0,35.0,44,9,35,0,countries;country;place;settlements;venues,3,ישראָל;ישראל;מדינת ישראל,org;person,wikidata;kima
Q802,Nowy Sącz,צאנז,"city with powiat rights in Poland, city",settlement,435,Nowy Sącz (Poland),צנז (פולין),,,2,2,0,1,place,2,ניו-סאַנדעץ;ניי-זאַגער,person,wikidata;kima
Q805554,Balta,,"city in Ukraine, city of regional significance of Ukraine",settlement,21649,Balta (Ukraine),בלטה (אוקראינה),47.936111,29.622500,4,2,2,0,place;settlements,4,באַלטע;באָלטאָ;באָלטע;באלטא,org;person,wikidata;kima
Q8081273,"Łęczyca, West Pomeranian Voivodeship",,Q3558970;Q486972,settlement,,,,,,2,2,0,0,place,2,לעלציץ;לענטשיץ,person,wikidata
Q813,Kyrgyzstan,קירגיזסטאן,"sovereign state, landlocked country, republic, country",country,17988,Kyrgyzstan,קירגיזסטן,,,2,1,1,0,countries;country,1,קירגיזיע,org;person,wikidata;kima
Q815903,Bochnia,,"urban municipality of Poland, town",settlement,11230,Bochnia (Poland),בוכניה (פולין),,,1,1,0,1,place,1,באָניאַ,person,wikidata;kima
Q816185,Bieĺsk,,village in Belarus,settlement,528,Bielsk Podlaski (Poland),בילסק (פולין),,,1,1,0,0,place,1,בעלסק,person,wikidata;kima
Q827229,Bershad,,"city in Ukraine, urban-type settlement in Ukraine, city of district significance",settlement,18919,Bershadʹ (Ukraine),ברשד (אוקראינה),,,1,1,0,0,place,1,בערשאַד,person,wikidata;kima
Q8304493,Senasis Daugėliškis,,Q486972,settlement,,,,,,1,1,0,0,place,1,דוגעלישאָק,person,wikidata
Q835843,Varėna,,city,settlement,72580,Varėna (Lithuania),וריאנה (ליטא),,,2,2,0,2,place,2,אַראן;אָראַן,person,wikidata;kima
Q83809,totem pole,,,other,,,,,,1,1,0,1,place,1,סט. מיקלאָש,person,wikidata
Q84,London,לאנדאן,"metropolis, financial center, city, global city, megacity, largest city, national capital",settlement,688,London (England),לונדון (אנגליה),51.507222,-0.127500,172,26,146,11,place;province;settlements,4,לאַנדאָן;לאָנדאָן;לאָנראָן;משוגעים-הויז לאָנדאָן,org;person,wikidata;kima
Q840381,Flatbush,,,settlement,,,,,,1,0,1,0,settlements,1,פלעטבוש,org,wikidata
Q841029,Izi︠a︡slav (Ukraine),,,settlement,15851,Izi︠a︡slav (Ukraine),איזיאסלב (אוקראינה),,,2,2,0,0,place,1,איזשביץ,person,wikidata;kima
Q8459286,Category:Finnish pole vaulters,,Wikimedia category,other,,,,,,2,2,0,2,place,2,גראָבאָוויץ;גראָבעוועץ,person,wikidata
Q847710,oogamy,,biological process,other,,,,,,1,1,0,1,place,1,בערעזנא,person,wikidata
Q847717,Akhrymava,,,other,,,,,,1,1,0,1,place,1,אַכרימאַוואָ (סאַרנאַ) ביי אומאַן,person,wikidata
Q847739,Central African CFA franc,,"currency, franc",other,,,,,,2,2,0,2,place,1,גלוכאָוו,person,wikidata
Q847782,1993–94 Ekstraklasa,,sports season,other,,,,,,1,1,0,1,place,1,מירגאָראָד,person,wikidata
Q847787,Forest Park South Gate station,,"metro station, underground station",other,,,,,,2,2,0,2,place,1,לובני,person,wikidata
Q848498,Slik,,musical group,other,,,,,,2,2,0,2,place,1,האָראָשקי,person,wikidata
Q849109,Buchach (Ukraine),,,settlement,360,Buchach (Ukraine),בוצ'ץ' (אוקראינה),49.064722222222,25.387222222222,1,1,0,0,province,1,בוטשאַטש,person,wikidata;kima
Q849116,Kremenets,קרעמעניץ,"city in Ukraine, Royal city in Polish-Lithuanian Commonwealth",settlement,658,Kremenets (Ukraine),קרמניץ (אוקראינה),50.108056,25.727500,6,4,2,1,place;settlements,2,קרעמעניץ;קרעמענעץ,org;person,wikidata;kima
Q849427,Brestovany,,municipality of Slovakia,settlement,,,,,,3,3,0,1,place,3,באָהיסלאַוו;באָהיסלאָוו;באָריסלאָוו,person,wikidata
Q849474,Battle of Qarqar,,battle,other,,,,,,1,1,0,1,place,1,איליניץ,person,wikidata
Q849499,Pereiaslav,,,other,,,,,,1,1,0,1,place,1,פּעריעסלאָוו,person,wikidata
Q85,Cairo,,,settlement,665,Cairo (Egypt),קהיר (מצרים),30.0444444444444,31.2358333333333,6,1,5,0,province;settlements,2,קאַאייראָ;קאַאיראָ,org;person,wikidata;kima
Q850714,Bielsk Podlaski,בילסק,urban municipality of Poland,settlement,528,Bielsk Podlaski (Poland),בילסק (פולין),,,1,1,0,0,place,1,ביעלסק-פּאָדלאָסקאַ,person,wikidata;kima
Q8519552,Mount Nebo,,,settlement,,,,,,2,2,0,0,place,1,הר נבו,person,wikidata
Q852272,Vilkaviškis (Lithuania),,,settlement,944,Vilkaviškis (Lithuania),וילקובישק (ליטא),54.666666666667,23.033333333333,1,0,1,0,settlements,1,ווילקאָווישקי,org,wikidata;kima
Q852398,Buteni,,"village, seat of the local council",settlement,,,,,,1,1,0,1,place,1,בוטען,person,wikidata
Q852786,Avaravichy,,,other,,,,,,1,1,0,1,place,1,אַוואַראָוויטשי,person,wikidata
Q853785,Soroca,,"city, municipality of Moldova",settlement,63,Soroca (Moldova),סורוקה (מולדובה),48.155833333333,28.2975,3,2,1,0,place;settlements,3,סאַראַקי;סאַראָקע;סאָראָקע,org;person,wikidata;kima
Q856018,Slavuta,סלאוויטא,city of regional significance of Ukraine,settlement,846,Slavuta (Ukraine),סלוויטה (אוקראינה),,,1,1,0,0,place,1,סלאַוואַטאַ,person,wikidata;kima
Q858,Syria,,,settlement,,,,,,1,0,1,0,settlements,1,סיריע,org,wikidata
Q858713,Ungheni,,"city, municipality of Moldova, border city",settlement,15533,Ungheni (Moldova),אונגני (מולדובה),,,1,1,0,0,place,1,אונגעני,person,wikidata;kima
Q863576,Slonim,סלאנים,city of raion subordinance,settlement,102,Slonim (Belarus),סלונים (בלארוס),53.083333,25.316667,17,12,5,5,place;settlements,1,סלאָנים,org;person,wikidata;kima
