source_value	english_name	wikidata_qid	kima_id	kima_rom	kima_heb	match_status	entry_ids	contexts	is_new_variant	source
איוויע	Iŭje	Q738777	14862	Iŭe (Belarus)	איויה (בלארוס)	WIKIDATA	1-facs_68_tr_1740521051|2-facs_406_tr_1744366834|3-facs_327_tr_1756057819	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
אַלעקסאַנדריע	Alexandria	Q88	7011	Alexandria (Va.)	אלכסנדריה (וירג'יניה)	NAME_EXACT	1-facs_77_tr_1740520979	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
נאָווייבוג	Novyi Buh	Q889563	26563	Novyi Buh (Ukraine)	ניז'ני בוג (אוקראינה)	NAME_EXACT	1-facs_89_tr_1740521007	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סטאַראָדוב	Starodub	Q196483	22057	Starodub (Russia)	סטארודוב (רוסיה)	WIKIDATA	2-facs_119_tr_1744279142	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
אַראן	Varena	Q327680	14007	Arán (Spain)	אראן (ספרד)	NAME_EXACT	2-facs_153_tr_1744279063	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
אָדעסער	Odesa	Q1874	740	Odesa (Ukraine)	אודסה (אוקראינה)	WIKIDATA	2-facs_162_r_2	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
פּעטריקאָוו	Piotrków Trybunalski	Q158004	250	Piotrkow Trybunalski (Poland)	פיוטרקוב (פולין)	WIKIDATA	2-facs_174_r_16	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קאַפּצאָווע	Kapčiamiestis	Q734122	22731	Kapciamiestis (Lithuania)	קופצ'ווה (ליטא)	WIKIDATA	2-facs_187_tr_1744279120	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
ריבינטשיק	Rîbnița	Q216363	20984	Ribnitz (Germany)	ריבניץ (גרמניה)	WIKIDATA	2-facs_197_r	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
מאַנטשעסטער	Manchester	Q18125	245	Manchester (England)	מנצ'סטר (אנגליה)	WIKIDATA	2-facs_212_r|2-facs_87_tr_1744131445|7-facs_10_r_5	birth|death	yes	Zylbercweig lexicon (Maaty reconciliation)
יאַנאָווקעף	Ivanivka	Q92603	11119	Ivanivka (Terebovli︠a︡nsʹkyĭ raĭon, Ukraine)	איווניבקה (מחוז טרנופול, אוקראינה)	NAME_EXACT	2-facs_217_tr_1744280767	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
באליץ	Bălți	Q37801	18584	Bălți (Moldova)	בלץ (מולדובה)	WIKIDATA	2-facs_219_tr_1744280724	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
שאָט	Shattuck	Q3287528	23620	Šėta (Lithuania)	שטא (ליטא)	NAME_EXACT	2-facs_220_r	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קאָלאָ	Kolomyia	Q52193	1674	Kolomyi︠a︡ (Ukraine)	קולומיה (אוקראינה)	WIKIDATA	2-facs_231_tr_1744280790	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
פאַסטאָוו	Pastavy	Q539012	19432	Pastavy (Belarus)	פסטאווי (בלארוס)	WIKIDATA	2-facs_241_tr_1744280742	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
פֿאַסטאָוו	Pastavy	Q539012	19432	Pastavy (Belarus)	פסטאווי (בלארוס)	WIKIDATA	2-facs_241_tr_1744280750|6-facs_73_tr_1747746199	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
ראָגאַטשאָוו	Rahachow	Q955468	20822	Rahachoŭ (Belarus)	רוגצ'וב (בלארוס)	WIKIDATA	2-facs_249_tr_1744280757	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
באָריסאָגלעפּסק	Daugavpils	Q80021	898	Daugavpils (Latvia)	דוינסק (לטביה)	WIKIDATA	2-facs_250_tr_1744280768	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
ניי-זאַגער	Nowy Sącz	Q802	435	Nowy Sącz (Poland)	צנז (פולין)	WIKIDATA	2-facs_252_tr_1744280813	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
לענין	Lienin	Q2093899	19528	Lenin (Z︠H︡ytkavitski rai︠o︡n, Belarus)	לנין (בלארוס)	WIKIDATA	2-facs_253_tr_1744280789	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
ברעסטליטאָווסק	Brest	Q140147	576	Brest (Belarus)	בריסק (בלארוס)	WIKIDATA	2-facs_262_tr_1744280732|2-facs_286_r_2|2-facs_286_tr_1744280806	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סקידעל	Skidzieĺ	Q958847	72099	Skidzelʹ (Belarus)	סקידל (בלארוס)	WIKIDATA	2-facs_273_r|5-facs_529_tr_1739221773	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
נאָוואָמינסק	Mińsk Mazowiecki	Q648071	18383	Mińsk Mazowiecki (Poland)	מינסק מזובייצקי (פולין)	WIKIDATA	2-facs_307_tr_1744365737|5-facs_254_r_2	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
מוש	Muş	Q118995	16753	Muş (Turkey)	מוס (טורקיה)	WIKIDATA	2-facs_310_tr_1744365749	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
ראָוונע	Rivne	Q156739	1728	Rivne (Rivnensʹka oblastʹ, Ukraine)	רובנו (מחוז רובנו, אוקראינה)	WIKIDATA	2-facs_312_tr_1744365809	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
בראָק	Brok	Q925506	13619	Brok (Ostrołęka, Poland)	ברוק (אוסטרולקה, פולין)	WIKIDATA	2-facs_340_tr_1744365809	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קעשעניעוו	Chișinău	Q21197	399	Chișinău (Moldova)	קישינב (מולדובה)	WIKIDATA	2-facs_342_tr_1744365726	death	yes	Zylbercweig lexicon (Maaty reconciliation)
קלינצי	Klintsy	Q4223948	19618	Klint︠s︡y (Bri︠a︡nskai︠a︡ oblastʹ, Russia)	קלינצי (רוסיה)	NAME_EXACT	2-facs_343_tr_1744365798	birth	no	Zylbercweig lexicon (Maaty reconciliation)
מייטשיט	Molėtai	Q957530	20210	Molėtai (Lithuania)	מולטאי (ליטא)	WIKIDATA	2-facs_354_r_2	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
אָדעס	Odesa	Q1874	740	Odesa (Ukraine)	אודסה (אוקראינה)	WIKIDATA	2-facs_376_tr_1744366815	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
בעלץ	Bălți	Q37801	18584	Bălți (Moldova)	בלץ (מולדובה)	WIKIDATA	2-facs_381_tr_1744366860	birth	no	Zylbercweig lexicon (Maaty reconciliation)
ברעסט-ליטאָווסק	Brest	Q140147	576	Brest (Belarus)	בריסק (בלארוס)	WIKIDATA	2-facs_39_r_1	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
ניי-שטאָט פֿון מוראפא	Murafa	Q4307889	18428	Murafa (Vinnyt︠s︡ʹka oblastʹ, Ukraine)	מוראפה (מחוז ויניצה, אוקראינה)	WIKIDATA	2-facs_59_tr_1744131426	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קרייצבורג	Krustpils	Q745661	13679	Krapkowice (Poland)	קרפקוביץ (פולין)	NAME_EXACT	2-facs_69_tr_1744131401	birth	no	Zylbercweig lexicon (Maaty reconciliation)
וויערזשבאָלאָוו (איצט ווירבאַלין)	Virbalis	Q1024673	947	Virbalis (Lithuania)	וירבלן (ליטא)	WIKIDATA	2-facs_74_tr_1744131378	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
דערעטשין	Dzyarechyn	Q2335805	83703	Dzi︠a︡rėchyn (Belarus)	דרצ'ין (בלארוס)	WIKIDATA	2-facs_75_tr_1744131430	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
בוזען	Bautzen	Q14835	506	Bautzen (Germany)	באוצן (גרמניה)	WIKIDATA	3-facs_147_tr_1754213828	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
בראסלאוו	Braslaw	Q628623	15018	Braslaŭ (Belarus)	בראסלאו (בלארוס)	WIKIDATA	3-facs_15_tr_1752653017	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
טשיגרינאָווקע	Dnipro	Q48256	87632	Dnipro (Ukraine)	דניפרו (אוקראינה)	WIKIDATA	3-facs_16_tr_1752653044	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
מאָגעלניצע	Yahilnytsya	Q4536122	23859	Jagielnica (Ukraine)	יאגיילניצה (אוקראינה)	WIKIDATA	3-facs_319_tr_1756045711	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
ברעסט ליטאָווסק (בריסק)	Brest	Q140147	576	Brest (Belarus)	בריסק (בלארוס)	WIKIDATA	3-facs_349_tr_1756107919	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
מאָגעלניץ	Mohyliv-Podilskyi	Q997469	18781	Mohyliv-Podilʹsʹkyĭ (Ukraine)	מויליב-פודילסקי (אוקראינה)	WIKIDATA	4-facs_323_tr_1754998450	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
שאַרגאָראָד	Sharhorod	Q691504	17813	Sharhorod (Ukraine)	שרגורוד (אוקראינה)	NAME_EXACT	4-facs_328_tr_1754998393	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
אַסטראָוו	Astroŭna	Q3646499	745	Ostrowiec Świętokrzyski (Poland)	אוסטרוביץ (פולין)	NAME_EXACT	4-facs_381_r	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
שוועקסנע	Švėkšna	Q606181	71708	Švėkšna (Lithuania)	סבקנה (ליטא)	WIKIDATA	4-facs_641_tr_1755030027	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
גראָדזשיסק	Grodzisk Mazowiecki	Q924078	19977	Grodzisk Mazowiecki (Poland)	גרודז'יסק מזובייצקי (פולין)	WIKIDATA	5-facs_133_tr_1733832671|5-facs_93_tr_1733059467|7-facs_41_r|7-facs_55_tr_1756359778	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
באַלטרעמאַנץ	Bełchatów	Q157992	15758	Bełchatów (Poland)	בלכטוב (פולין)	WIKIDATA	5-facs_192_tr_1736589026	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
נאָוואָ-סוויענצאַן	Švenčionys	Q137863	14451	Švenčionys (Lithuania)	שוינצין (ליטא)	WIKIDATA	5-facs_202_tr_1739221569	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קעשענעוו	Chișinău	Q21197	399	Chișinău (Moldova)	קישינב (מולדובה)	WIKIDATA	5-facs_354_tr_1739222151	birth	no	Zylbercweig lexicon (Maaty reconciliation)
מאָסט	Maastricht	Q1309	6899	Maastricht (Netherlands)	מסטריכט (הולנד)	WIKIDATA	5-facs_360_tr_1739221934	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
טשזשניקי	Chashniki	Q954421	19319	Chashniki (Belarus)	צ'שניקי (בלארוס)	WIKIDATA	5-facs_568_tr_1739221634	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קאָשיצע	Košice	Q25409	393	Košice (Slovakia)	קושיצה (סלובקיה)	WIKIDATA	5-facs_618_r_4	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
פּראַגע	Prague	Q1085	638	Prague (Czech Republic)	פראג (צ'כיה)	WIKIDATA	5-facs_89_tr_1733059487	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
ברזעזשין	Berezhany	Q793424	347	Berez︠h︡any (Ukraine)	בז'ז'ני (אוקראינה)	WIKIDATA	5-facs_95_tr_1733059363	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
פּראַגאָ	Prague	Q1085	638	Prague (Czech Republic)	פראג (צ'כיה)	WIKIDATA	6-facs_11_tr_1747745181	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
אָראַן	Varena	Q327680	14007	Arán (Spain)	אראן (ספרד)	NAME_EXACT	6-facs_171_tr_1747825164	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
אַ שטעטל	Kiryas Joel	Q913420	15756	Kiryas Joel (N.Y.)	קרית יואל (ניו יורק)	WIKIDATA	6-facs_248_tr_1747928920	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
באָגאָפּאָליע	Pervomaisk	Q1025181	86027	Pervomaĭsʹk (Mykolaïvsʹka oblastʹ, Ukraine)	פרבומייסק (מחוז מיקולאייב, אוקראינה)	WIKIDATA	6-facs_28_r_73	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קרעמעניץ	Kremenets	Q4240084	658	Kremenets (Ukraine)	קרמניץ (אוקראינה)	NAME_EXACT	6-facs_538_r_3	birth	no	Zylbercweig lexicon (Maaty reconciliation)
כארקאָוו	Kharkiv	Q42308	8380	Kharkiv (Ukraine)	חרקוב (אוקראינה)	WIKIDATA	6-facs_665_r	death	yes	Zylbercweig lexicon (Maaty reconciliation)
פּאַסטאָוו	Pastavy	Q539012	19432	Pastavy (Belarus)	פסטאווי (בלארוס)	WIKIDATA	7-facs_19_r_7	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
פּאָלוצק	Polatsk	Q200797	17006	Polatsk (Belarus)	פולוצק (בלארוס)	WIKIDATA	7-facs_49_r	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סיגעט	Sighetu Marmației	Q334874	99	Sighet (Romania)	סיגט (רומניה)	WIKIDATA	7-facs_49_r_3	birth	no	Zylbercweig lexicon (Maaty reconciliation)
שומסק	Shumsky	Q4025736	20463	Shumsʹk (Ukraine)	שומסק (אוקראינה)	NAME_EXACT	7-facs_76_r	birth	no	Zylbercweig lexicon (Maaty reconciliation)
פינסק	Pinsk	Q204150	409	Pinsk (Belarus)	פינסק (בלארוס)	WIKIDATA	2-facs_188_tr_1744279091|2-facs_213_r_2|2-facs_321_tr_1744365724|2-facs_59_tr_1744131425|2-facs_64_tr_1744131361|2-facs_88_tr_1744131404|3-facs_263_tr_1755674223|4-facs_654_tr_1755029981|5-facs_100_r|5-facs_341_tr_1739222058|6-facs_125_tr_1747825049|6-facs_158_tr_1747825103|6-facs_454_tr_1747930319|6-facs_74_tr_1747746112	birth|death	no	Zylbercweig lexicon (Maaty reconciliation)
לעמבערג	Lviv	Q36036	166	Lʹviv (Ukraine)	לבוב (אוקראינה)	WIKIDATA	1-facs_100_tr_1740521002|1-facs_123_tr_1740520962|1-facs_256_tr_1741260264|1-facs_259_tr_1741260207|1-facs_280_TextRegion_1711971594244_435|1-facs_293_tr_1741260469|1-facs_302_tr_1741260420|1-facs_339_tr_1741260401|1-facs_351_tr_1741260417|1-facs_357_r_10|1-facs_357_r_19|1-facs_367_tr_1741260404|1-facs_381_r_6|1-facs_393_tr_1741260467|1-facs_400_r_12|1-facs_98_tr_1740520997|2-facs_116_tr_1744279120|2-facs_147_tr_1744279083|2-facs_193_tr_1744279114|2-facs_231_tr_1744280785|2-facs_257_tr_1744280825|2-facs_272_tr_1744280722|2-facs_284_tr_1744280792|2-facs_329_tr_1744365808|2-facs_37_tr_1744131397|2-facs_39_tr_1744131440|2-facs_407_r_6|2-facs_64_tr_1744131363|2-facs_84_r_1|2-facs_88_tr_1744131405|3-facs_282_tr_1755674185|3-facs_353_r_2|4-facs_102_tr_1753681958|4-facs_11_r|4-facs_354_tr_1754998470|4-facs_79_tr_1753938272|4-facs_89_tr_1753938268|5-facs_146_tr_1733832663|5-facs_174_tr_1736589025|5-facs_187_tr_1736589011|5-facs_210_tr_1739220936|5-facs_217_tr_1739220732|5-facs_355_tr_1739221112|5-facs_416_tr_1739222225|5-facs_431_r|5-facs_50_tr_1733050548|5-facs_567_r_6|5-facs_68_tr_1733059493|5-facs_82_tr_1733059440|5-facs_96_tr_1733059348|6-facs_186_tr_1747825065|6-facs_265_tr_1747928990|6-facs_430_tr_1747930458|6-facs_44_tr_1747746150|6-facs_467_tr_1747930273|6-facs_604_tr_1747930212|6-facs_605_tr_1747930533|7-facs_28_r_6	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
יפֿו	Tel Aviv	Q33935	272	Tel Aviv-Yafo (Israel)	תל אביב-יפו (ישראל)	WIKIDATA	1-facs_106_tr_1740520993|1-facs_139_tr_1740521042	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סטאָניסלאַוואָוו	Ivano-Frankivsk	Q156726	526	Stanislav (Ukraine)	סטניסלב (אוקראינה)	WIKIDATA	1-facs_115_r_6	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
בראָדי	Brody	Q149790	677	Brody (Ukraine)	ברודי (אוקראינה)	NAME_EXACT	1-facs_124_tr_1740520974|1-facs_399_tr_1739715061	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קאָמאָרנע	Komarno	Q1004265	16505	Komarno (Ukraine)	קומרנה (אוקראינה)	WIKIDATA	1-facs_130_tr_1740521098|5-facs_557_r	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
ברזשעזשאָן	Berezhany	Q793424	347	Berez︠h︡any (Ukraine)	בז'ז'ני (אוקראינה)	WIKIDATA	1-facs_134_tr_1740520951	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
טאַרנאָפּאָל	Ternopil	Q156743	11525	Ternopilʹ (Ukraine)	טרנופול (אוקראינה)	WIKIDATA	1-facs_135_tr_1740521015|2-facs_407_tr_1744366825|4-facs_447_tr_1755029922|5-facs_460_tr_1739221038	birth|death	yes	Zylbercweig lexicon (Maaty reconciliation)
ירושלים	Jerusalem	Q1218	691	Jerusalem (Israel)	ירושלים (ישראל)	WIKIDATA	1-facs_144_tr_1740521019|1-facs_347_TextRegion_1710166960652_499	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קראָקע	Kraków	Q31487	489	Krakow (Poland)	קרקוב (פולין)	WIKIDATA	1-facs_259_r_14|1-facs_264_tr_1741260340|1-facs_306_tr_1741260485|1-facs_307_tr_1741260375|1-facs_380_tr_1739715264|2-facs_121_r|2-facs_219_tr_1744280715|2-facs_408_tr_1744366805|2-facs_89_tr_1744131429|5-facs_271_tr_1739221094|7-facs_24_tr_1756894820|7-facs_32_tr_1756359774	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
טרעמבאָוולע	Terebovlia	Q1020091	11092	Terebovli︠a︡ (Ukraine)	טרמבובלה (אוקראינה)	WIKIDATA	1-facs_259_tr_1741260207	death	yes	Zylbercweig lexicon (Maaty reconciliation)
סטאָניסלאָוואָוו	Ivano-Frankivsk	Q156726	526	Stanislav (Ukraine)	סטניסלב (אוקראינה)	WIKIDATA	1-facs_274_tr_1741260210|1-facs_352_tr_1741260455	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
מאָשטשיסק	Mostyska	Q1020108	13174	Mostysʹka (Ukraine)	מוסטיסקה (אוקראינה)	WIKIDATA	1-facs_288_r_4	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
טאָרנאָפּאָל	Ternopil	Q156743	11525	Ternopilʹ (Ukraine)	טרנופול (אוקראינה)	WIKIDATA	1-facs_299_tr_1741260427	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
בריגעל	Brzesko	Q324884	16514	Brzesko (Poland)	בריגל בז'סקו (פולין)	WIKIDATA	1-facs_300_tr_1741260418	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
אָטיק	Otaci	Q2608576	18276	Ataki (Moldova)	אטקי (מולדובה)	WIKIDATA	1-facs_304_tr_1741260494	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
כיראָוו	Kirov	Q5384	76896	Kirov (Kaluzhskai︠a︡ oblastʹ, Russia)	קירוב (מחוז קלוז'סקאיה, רוסיה)	WIKIDATA	1-facs_322_tr_1741260436	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
לעמערג	Lviv	Q36036	166	Lʹviv (Ukraine)	לבוב (אוקראינה)	WIKIDATA	1-facs_341_TextRegion_1710852325453_54	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
טישמיעניצע	Tysmenytsia	Q156588	671	Tysmenyt︠s︡i︠a︡ (Ukraine)	טיסמניץ (אוקראינה)	WIKIDATA	1-facs_343_tr_1741260417	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סאָדעגורע	Sadhora	Q2005381	23506	Sadhora (Chernivtsi, Ukraine)	סדיגורה (צ'רנוביץ, אוקראינה)	WIKIDATA	1-facs_356_tr_1741260401	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
בראָד	Brody	Q149790	677	Brody (Ukraine)	ברודי (אוקראינה)	NAME_EXACT	1-facs_360_TextRegion_1710852683904_242|2-facs_87_r_8|4-facs_251_tr_1754998368|6-facs_155_tr_1747825066|6-facs_52_tr_1747746168	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סימפעראָפּאָל	Simferopol	Q19566	101	Simferopol (Ukraine)	סימפרופול (אוקראינה)	WIKIDATA	1-facs_390_tr_1739715054|2-facs_134_tr_1744279145	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
אַנדריכאָוו	Andrychów	Q984857	17824	Andrychów (Poland)	אנדריחוב (פולין)	WIKIDATA	2-facs_106_tr_1744279091	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
כשאַנאָוו	Chrzanów	Q93323	165	Chrzanów (Poland)	כשנוב (פולין)	WIKIDATA	2-facs_118_r_6	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
פּשעמישל	Przemyśl	Q208473	424	Przemyśl (Poland)	פשמישל (פולין)	WIKIDATA	2-facs_121_tr_1744279182|3-facs_332_tr_1756058893|5-facs_271_tr_1739221089	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סניאטין	Śniatyn Ghetto	Q30007636	1738	Sni︠a︡tyn (Ukraine)	שניאטין (אוקראינה)	NAME_EXACT	2-facs_121_tr_1744279183	death	no	Zylbercweig lexicon (Maaty reconciliation)
רזשעשוב (ריישע)	Rzeszów	Q598	451	Rzeszów (Poland)	רישא (פולין)	WIKIDATA	2-facs_148_r	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
יאָגעלניצע	Yahilnytsya	Q4536122	23859	Jagielnica (Ukraine)	יאגיילניצה (אוקראינה)	WIKIDATA	2-facs_214_tr_1744280705|4-facs_330_tr_1754998386	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קראָסנאַ	Krasne	Q6436220	19756	Krasne (Odesʹka oblastʹ, Ukraine)	קרסנה (מחוז אודסק, אוקראינה)	NAME_EXACT	2-facs_218_tr_1744280790	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קיליקאוו	Kulykiv	Q1020037	84083	Kulykiv (Z︠H︡ovkivsʹkyĭ raĭon, Ukraine)	קוליקיב (מחוז ז'ובקיב, אוקראינה)	WIKIDATA	2-facs_257_tr_1744280824	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
זשולקיעוו	Zhovkva	Q864836	1703	Z︠H︡ovkva (Ukraine)	זולקוה (אוקראינה)	WIKIDATA	2-facs_284_tr_1744280797	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
רזשעשאָוו	Rzeszów	Q598	451	Rzeszów (Poland)	רישא (פולין)	WIKIDATA	2-facs_339_tr_1744365747	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
באַהאַראָדשאָני (בראָדשין)	Bohorodchany	Q639830	20456	Bohorodchany (Ukraine)	בוהורודצ'ני (אוקראינה)	WIKIDATA	2-facs_368_tr_1744366867	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סטאניסלאַוואָוו	Ivano-Frankivsk	Q156726	526	Stanislav (Ukraine)	סטניסלב (אוקראינה)	WIKIDATA	2-facs_407_tr_1744366814	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סטאַניסלאַוואָוו	Ivano-Frankivsk	Q156726	526	Stanislav (Ukraine)	סטניסלב (אוקראינה)	WIKIDATA	2-facs_54_r_13|2-facs_87_tr_1744131446	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
זגוריצאַ	Zgurița	Q2439578	20224	Zguriţa (Moldova)	זגוריצה (מולדובה)	WIKIDATA	2-facs_60_tr_1744131433	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
אוהאַנאָוו	Uhniv	Q156812	13189	Uhniv (Ukraine)	היבניב (אוקראינה)	WIKIDATA	3-facs_147_tr_1754213832	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
אָוהאַנאָוו (היבינעוו)	Uhniv	Q156812	13189	Uhniv (Ukraine)	היבניב (אוקראינה)	WIKIDATA	3-facs_148_tr_1754213822	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
פראָכניק	Frysztak	Q498777	420	Frysztak (Poland)	פריסטיק (פולין)	WIKIDATA	3-facs_16_r	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
דזשיקאָוו	Tarnobrzeg	Q28516	17845	Tarnobrzeg (Poland)	טרנובז'ג (פולין)	WIKIDATA	3-facs_274_tr_1755674150	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
דאָלינע	Dolyna	Q157472	18220	Vesela Dolyna (Odesʹka oblastʹ, Ukraine)	דאלינע (אוקראינה)	NAME_EXACT	3-facs_324_tr_1756057476	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קינגס קאָונטיהאַספּיטאָל	New York City	Q60	32	New York (N.Y.)	ניו יורק (נ.י.)	WIKIDATA	3-facs_326_tr_1756057710	death	yes	Zylbercweig lexicon (Maaty reconciliation)
רייקערס אינדזל	New York City	Q60	32	New York (N.Y.)	ניו יורק (נ.י.)	WIKIDATA	3-facs_327_tr_1756057819	death	yes	Zylbercweig lexicon (Maaty reconciliation)
סטרי	Stryieva	Q4443958	1743	Stryĭ (Ukraine)	סטריי (אוקראינה)	NAME_EXACT	3-facs_330_tr_1756058354	birth	no	Zylbercweig lexicon (Maaty reconciliation)
בעלז	Bălți	Q37801	18584	Bălți (Moldova)	בלץ (מולדובה)	WIKIDATA	3-facs_341_tr_1756106968	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סאַמבאָר	Sambir	Q156593	12414	Sambir (Sambirsʹkyĭ raĭon, Ukraine)	סמבור (אוקראינה)	NAME_EXACT	4-facs_129_r_2	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קאָלאָמיי	Kolomyia	Q52193	1674	Kolomyi︠a︡ (Ukraine)	קולומיה (אוקראינה)	WIKIDATA	4-facs_201_tr_1754998574|6-facs_94_tr_1747746225	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
באָפֿאַלאָ	Buffalo	Q40435	361	Buffalo (N.Y.)	באפלו (ניו יורק)	WIKIDATA	4-facs_270_tr_1754998435	death	yes	Zylbercweig lexicon (Maaty reconciliation)
באָניאַ	Bochnia	Q815903	11230	Bochnia (Poland)	בוכניה (פולין)	WIKIDATA	4-facs_325_tr_1754998561	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
רימאַנאָוו	Rymanów	Q2588425	17888	Rymanów (Poland)	רימנוב (פולין)	WIKIDATA	4-facs_616_tr_1755029946	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
פעאָדאַסיע	Feodosiia	Q158491	14307	Feodosii︠a︡ (Ukraine)	פאודוסיה (אוקראינה)	WIKIDATA	4-facs_652_tr_1755030209	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
הינטער סטאַניסלאַוואָוו	Ivano-Frankivsk	Q156726	526	Stanislav (Ukraine)	סטניסלב (אוקראינה)	WIKIDATA	5-facs_274_r	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קריסטאָפּאָל	Sheptytskyi	Q156825	19848	Chervonohrad (Ukraine)	קריסנפוליו (אוקראינה)	WIKIDATA	5-facs_332_tr_1739221453	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
