qid,label_en,label_yi,place_type,category,variants,lat,lon,n_attestations,_match_status,_match_method,_confidence,_kima_id,_kima_name_rom,_kima_name_heb,_distance_km,_candidates
Q191607,Podolia,פאדאליע,"Ukrainian historical regions, historical region, ethnographic region, cultural region",province,פּאָדאָל.;פּאָדאָליע;פּאָדואילאָי;פּאדאָל.,,,4,name_exact,wikidata,0.99,2226,Podillia (Ukraine),פודיליה (אוקראינה),,
Q191851,vase,,,other,סאָמבאָר,,,2,no_match,,0.0,,,,,
Q1921218,Gmina Dubienka,,rural municipality of Poland,settlement,דוביאַנקע,,,1,no_match,,0.0,,,,,
Q1929511,Lonavala,,hill station,other,לונאַ,,,1,fuzzy,fuzzy,0.667,,,,,16809|5034
Q193264,Marajó,,island,other,זגערזש,,,2,name_exact,wikidata,0.99,2573,Marajó Island (Brazil),מאראחו (ברזיל:אי),,
Q193352,field hockey at the 2012 Summer Olympics,,Olympic sports discipline event,other,ברזשעזין;ברזשעזשין,,,3,no_match,,0.0,,,,,
Q193517,Emily Blunt,,human,other,טיראַספּאָל;טיראָספּאָל;טעראָספּאָל,,,3,no_match,,0.0,,,,,
Q193697,Sugababes,,musical group,other,בענדער,,,2,no_match,,0.0,,,,,
Q196483,Starodub,,city or town,settlement,סטאַראָדוב,,,1,name_exact,wikidata,0.99,22057,Starodub (Russia),סטארודוב (רוסיה),,
Q196907,Usman,,city or town,settlement,אוסמאַן,,,1,fuzzy,fuzzy,1.0,,,,,20665
Q1973699,Vovkovyntsi,,urban-type settlement in Ukraine,other,וואָלקאָוויניעץ,,,1,name_exact,wikidata,0.99,70470,Vovkovyntsi (Ukraine),וובקובינצי (אוקראינה),,
Q198175,Maureen Fiedler,,human,other,גאָלדינגען,,,4,no_match,,0.0,,,,,
Q198480,Gugney-aux-Aulx,,commune of France,settlement,"גראָדזיסק;גראָדזשיסק;נאָוואָ-מינסק;נאָוואָמינסק;נאָוואמינסק, (איצט מינסק-מאַזאָוויעצק)",,,10,no_match,,0.0,,,,,
Q1993731,Iļģuciems,,neighborhood,neighborhood,אילגעצעם,,,1,no_match,,0.0,,,,,
Q199695,Staphylococcus,,taxon,other,ראַדזימין;ראָדזימין,,,3,no_match,,0.0,,,,,
Q1999838,Kamianets,,urban-type settlement in Ukraine,other,קאַמינקע,,,1,name_exact,name_exact,0.95,16219,"Kami︠a︡nets (Brėstskai︠a︡ voblastsʹ, Belarus)","קמניץ (מחוז בריסק, בלארוס)",,
Q2005090,Ponary massacre,,mass murder,other,פּאַָנאַר,,,1,no_match,,0.0,,,,,
Q200787,Gödel's incompleteness theorems,,"theorem, mathematical incompleteness",other,מלאַווע;מלאָוואַ;מלאָוואָ,,,4,no_match,,0.0,,,,,
Q200791,Archie Shepp,,human,other,סיגעט-מאָרמאַראָש,,,1,no_match,,0.0,,,,,
Q200855,Battle of Vienna,,"battle, relief, Muslim conquests",other,ווענגראָוו,,,1,no_match,,0.0,,,,,
Q200923,Brandolini,,Wikimedia disambiguation page,other,קאָלנע,,,1,no_match,,0.0,,,,,
Q200963,Treguaco,,"commune of Chile, city in Chile",settlement,ברזשעזשאָן,,,1,no_match,,0.0,,,,,
Q2011646,Krasnopillia,,"urban-type settlement in Ukraine, human settlement",settlement,קראַסנאָפּאָליע,,,1,no_match,,0.0,,,,,
Q201230,Niasviž,נעזשוויז,city of raion subordinance,settlement,נייעסוויעזש;ניעסוויזש;נעסוויזש,53.218778,26.681982,5,fuzzy,fuzzy,1.0,,,,,8141
Q2014032,Dzhurkovo,,village of Bulgaria,settlement,דזשורקאָוו,,,1,no_match,,0.0,,,,,
Q2019437,Olesko,,"urban-type settlement in Ukraine, human settlement",settlement,אַלעסק,,,1,fuzzy,fuzzy,1.0,,,,,71047|5360|1913|6461|11393
Q202048,Darya Nikolayevna Saltykova,,human,other,וואָלין;זוואָלין,,,3,no_match,,0.0,,,,,
Q202095,Federico Halbherr,,human,other,שאַוועל,,,2,no_match,,0.0,,,,,
Q202448,cryoablation,,,other,בילגאריי,,,1,no_match,,0.0,,,,,
Q202478,Sylvia borin,,taxon,other,סאָכאַטשאָוו,,,2,no_match,,0.0,,,,,
Q202481,Kunsthalle Rostock,,"art museum, museum building",other,ביאַלאָ מאַזאָוויעצק,,,1,no_match,,0.0,,,,,
Q202489,Gerrit Komrij,,human,other,קאַלושיין;קאַלושין,,,2,no_match,,0.0,,,,,
Q202591,Radzyń Podlaski,,,other,ראַדזיין;ראַדזין,,,2,fuzzy,fuzzy,1.0,,,,,491
Q202599,Stardust Resort and Casino,,"hotel, casino, skyscraper, music venue",other,פּאַרטשעוו,,,2,no_match,,0.0,,,,,
Q203680,postage stamps and postal history of Egypt,,"aspect of history, postage stamps and postal history by jurisdiction",other,וולאָשטשאַווע,,,1,no_match,,0.0,,,,,
Q203706,carpenter pencil,,,other,אַמשינאָוו,,,3,fuzzy,fuzzy,0.571,,,,,12417|73861
Q204011,Dronacharya Award,,sports award,other,זשיראַרדאָוו;זשיראָרדאָוו;זשירארדאָוו,,,6,no_match,,0.0,,,,,
Q2044126,Parahemiurus merus,,taxon,other,סאַטאַנאָף,,,1,no_match,,0.0,,,,,
Q2057024,Cornelis Marinus Pleyte,,human,other,יעדיניעץ,,,1,no_match,,0.0,,,,,
Q2057040,Lipcani,,,other,ליפקאַן,,,2,name_exact,name_exact,0.95,16651,Lipkany (Moldavian S.S.R.),ליפקני (מולדובה),,
Q2057074,Patric,,Wikimedia disambiguation page,other,סאַראַקי,,,1,fuzzy,fuzzy,1.0,,,,,80461|74741|250
Q2057083,Patric Klandt,,human,other,פּאַשקאַן,,,1,no_match,,0.0,,,,,
Q2057093,Microphiopholis subtilis,,taxon,other,סעקורען;סעקורעני,,,2,no_match,,0.0,,,,,
Q20615834,,"בלומינגבורג, אהייאו",,other,אָהייאָ,,,1,no_match,,0.0,,,,,
Q2062891,Weißkirchen,,"Gemarkung, Ortsbezirk of Germany",other,מאַרקולעשט,,,1,no_match,,0.0,,,,,
Q20765,Brăila,,,other,בראַאילא;בראַאילאַ;בראָאָילאַ,,,6,name_exact,name_exact,0.95,9693,Brăila (Romania),בראילה (רומניה),,
Q2093899,Lienin,לענין,agrotown,settlement,לענין,,,1,name_exact,wikidata,0.99,19528,"Lenin (Z︠H︡ytkavitski rai︠o︡n, Belarus)",לנין (בלארוס),,
Q2096227,Santa Catalina,,human settlement,settlement,דער קאָלאָניע סאַנטאַ קאַטאָלינאַ,,,1,fuzzy,fuzzy,0.632,,,,,2094|8994|16542|76406
Q21,England,ענגלאנד,"constituent country of the United Kingdom, cultural area, nation, country",country,ענגלאַנד,,,13,name_exact,wikidata,0.99,12708,England,אנגליה,,
Q210077,Kolomyia,,,,קאַלאָמעאַ,,,1,fuzzy,fuzzy,1.0,,,,,1674|6915|19460|12194|14264
Q210127,balanced scorecard,,management tool,other,פאָקשאָני,,,1,no_match,,0.0,,,,,
Q210131,Turn Around,,single,other,בערלאָד,,,1,no_match,,0.0,,,,,
Q2102,snake,שלאנג,organisms known by a particular common name,other,האָללע,,,1,fuzzy,fuzzy,1.0,,,,,13358|106|22199|15322
Q211,Latvia,לעטלאנד,"sovereign state, country bordering the Baltic Sea, country",country,לעטלאַנד;לעטלאָנד,,,37,name_exact,wikidata,0.99,9788,Latvia,לטביה,,
Q212,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,אַוקראַאינע;אָקראַאינע;אוּקראַאינע;אוקראַאונע;אוקראַאיינע;אוקראַאינע;אוקראַאנא;אוקראַזיינע;אוקראַינע;אוקראַניע;אוקראַנע;אוקראָאינע;אוקראָזינע;אוקראָינע;אוקראָננע;אוקראאינע;אוקראונע;אוקראינע;אוקרן,,,404,name_exact,wikidata,0.99,9105,Ukraine,אוקראינה,,
Q213106,Carlos Kameni,,human,other,דאָבראַ וואָלאַ,,,2,no_match,,0.0,,,,,
Q213142,shilling,,,other,זאַבלודאָוואַ;זאַלודאָוואַ,,,2,fuzzy,fuzzy,1.0,,,,,79344
Q213143,Ivan Tsonov,,human,other,קלעשטשעל,,,1,no_match,,0.0,,,,,
Q21336249,,,"posyolok, village",settlement,זאַוואָליע,,,1,no_match,,0.0,,,,,
Q214,Slovakia,סלאוואקיי,"sovereign state, republic, landlocked country, country, successor state",country,סלאָוואַקיי,,,1,name_exact,wikidata,0.99,6136,Slovakia,סלובקיה,,
Q214844,Michelin Guide,,guide book,other,מיעלעץ,,,2,no_match,,0.0,,,,,
Q215062,Mary Todd Lincoln,,human,other,קאָלבושאָוו,,,1,no_match,,0.0,,,,,
Q215107,2254,,radio program,other,סובאָלק,,,3,no_match,,0.0,,,,,
Q216363,Rîbnița,ריבניץ,city,settlement,ריבינטשיק,,,1,name_exact,wikidata,0.99,20984,Ribnitz (Germany),ריבניץ (גרמניה),,
Q216464,Carl-Christian Ochsenius,,human,other,וואידיסלאָוו,,,2,no_match,,0.0,,,,,
Q217,Moldova,מאלדאווע,"sovereign state, unitary state, landlocked country, country",country,מאָלדאַוואַ,,,1,name_exact,wikidata,0.99,17740,Moldova,מולדובה,,
Q217424,CH,,Wikimedia disambiguation page,other,אומשלאַג-פּלאַץ,,,2,no_match,,0.0,,,,,
Q218,Romania,רומעניע,"sovereign state, country",country,דומעניע;רומע ניע;רומעניע,,,175,name_exact,wikidata,0.99,7537,Romania,רומניה,,
Q218036,Saint-Carné,,commune of France,settlement,טערעספּאָל,,,2,no_match,,0.0,,,,,
Q219,Bulgaria,בולגאריע,"country, unitary state, sovereign state, demographics of country or region",country,בולגאָריע,,,1,name_exact,wikidata,0.99,9368,Bulgaria,בולגריה,,
Q219601,Shumsk,,city in Ukraine,settlement,שומסק,,,1,fuzzy,fuzzy,1.0,,,,,20463|5601
Q2216893,Yarmolyntsi Raion,,former raion of Ukraine,other,יאָרמאַלינעץ,,,1,fuzzy,fuzzy,0.667,,,,,723
Q2217937,Samuel Atkins Eliot,,human,other,זוויעניגראָדקאָ;זוועניגאָראָדקע;זוועניגראָדקאָ;זלאַטאָפּאָל,,,5,no_match,,0.0,,,,,
Q222726,shooting at the 1924 Summer Olympics,,Olympic sports discipline event,other,טאָמאַשאָוו,,,2,no_match,,0.0,,,,,
Q2277,Roman Empire,רוימישע אימפעריע,"empire, historical period, historical country",country,פּאַניעוויעזש;פּאַניעוועזש,,,2,name_exact,name_exact,0.95,7637,Rome,רומי,,
Q2314424,"Jawornik, Lesser Poland Voivodeship",,village of Poland,settlement,יאוואָרניק,,,1,no_match,,0.0,,,,,
Q2335805,Dzyarechyn,דערעטשין,agrotown,settlement,דערעטשין,,,1,name_exact,wikidata,0.99,83703,Dzi︠a︡rėchyn (Belarus),דרצ'ין (בלארוס),,
Q2341034,Bobowa,באבאוו,city,settlement,באָבאָוו,,,1,name_exact,wikidata,0.99,18415,Bobowa (Poland),בובוב (פולין),,
Q2350607,Rumbula massacre,רומבולער הריגה,mass murder,other,רומפֿולע,,,1,no_match,,0.0,,,,,
Q23793,Land of Israel,,,,אַרץ-ישראל,,,2,name_exact,name_exact,0.95,697,Israel,ישראל,,
Q239490,Ushomir,,village of Ukraine,settlement,אושאָמיר,,,1,fuzzy,fuzzy,0.667,,,,,1731
Q242149,Brakel,,"Hanseatic city, urban municipality in Germany",settlement,בראָק,,,1,name_exact,name_exact,0.95,17627,Brakel (Germany),ברקל (גרמניה),,
Q2439578,Zgurița,,"commune of Moldova, village",settlement,זגוריצאַ,,,1,name_exact,wikidata,0.99,20224,Zguriţa (Moldova),זגוריצה (מולדובה),,
Q244268,Olivellidae,,taxon,other,לאָוויטש,,,3,no_match,,0.0,,,,,
Q24483159,Orekhov,,"khutor, village",settlement,אָרעיעוו,,,1,fuzzy,fuzzy,1.0,,,,,88583
Q2451032,Hirișeni,,"commune of Moldova, village",settlement,הירש,,,1,fuzzy,fuzzy,0.667,,,,,7428|1189|13994|10166|1235
Q2453477,Kryve Ozero,,urban-type settlement in Ukraine,other,קריוואָיע אָזערע,,,1,name_exact,name_exact,0.95,19909,Kryve Ozero (Ukraine),קריבויה אוזרו (אוקראינה),,
Q249259,Jędrzejów,יענדזשעוו,city,settlement,יענדזשעוו,,,1,fuzzy,fuzzy,1.0,,,,,74300
Q250591,Klevan,,urban-type settlement in Ukraine,other,קלעוואן,,,1,name_exact,name_exact,0.95,22131,Klevan (Ukraine),קלוון (אוקראינה),,
Q2519393,Ceratophygadeuon rugifer,,taxon,other,אָנטאָפּאָל,,,1,no_match,,0.0,,,,,
Q2529,April 24,24סטן אפריל,point in time with respect to recurrent timeframe,other,טשאַרנאָבאָל;טשערנאָבאָל,,,2,no_match,,0.0,,,,,
Q25409,Košice,קאשוי,"municipality of Slovakia, big city, city",settlement,קאָשיצע,,,1,name_exact,wikidata,0.99,393,Košice (Slovakia),קושיצה (סלובקיה),,
Q2553042,Aleksota,,,other,אַלעקסאָט,,,2,fuzzy,fuzzy,1.0,,,,,26409|3708|20058
Q2553048,Wayne Dowdy,,human,other,דוגעלישאָק,,,1,no_match,,0.0,,,,,
Q2553051,Viviano Codazzi,,human,other,דושאַט,,,1,no_match,,0.0,,,,,
Q2553054,Girls on the Side,,television series episode,other,איווענען;איווענעץ,,,2,no_match,,0.0,,,,,
Q2553059,Opus Nocturne,,album,other,וועלנדיק,,,1,no_match,,0.0,,,,,
Q2553062,Wayne Hendrickson,,human,other,זאבלאָטוווקא,,,1,no_match,,0.0,,,,,
Q2553070,Wayne Henderson,,Wikimedia human name disambiguation page,other,קאַפּוליע;קאפּוליע,,,2,no_match,,0.0,,,,,
Q2553072,Doeringiella speciosa,,taxon,other,כאַטיעוויטש,,,2,no_match,,0.0,,,,,
Q2553073,Dmytro Shutkov,,human,other,לאַגער קלאַגע;קאָנצענטראַציע-לאַגער קלאָאָגאָ;קלאַגע,,,6,no_match,,0.0,,,,,
Q2553095,Kekko Kamen,,film series,other,יאַשאָנאָווקי,,,1,no_match,,0.0,,,,,
Q2553102,Zonitoschema pallida,,taxon,other,מוינעשטי [?],,,1,no_match,,0.0,,,,,
Q2553104,Sosnytsia,,,other,סאָסניצע,,,1,fuzzy,fuzzy,1.0,,,,,73989
Q2553107,Marcel Roele,,human,other,סוכאַרי,,,1,no_match,,0.0,,,,,
Q2553113,AZ Groeninge,,hospital,other,ניישטאָט שירווינט;ניישטאָט שערווינט,,,2,no_match,,0.0,,,,,
Q2553125,Wayne Stevenson,,human,other,פּאַנטשע,,,2,no_match,,0.0,,,,,
Q2553127,Aphidius pleotrichophori,,taxon,other,פּאָפּעליאַן,,,1,no_match,,0.0,,,,,
Q2553135,Wayss & Freytag,,"business, construction company",other,קאָנסקאָיאָליע,,,1,no_match,,0.0,,,,,
Q2553136,Kostukovitsh,,,other,קאָסטוקאָוויטש,,,1,no_match,,0.0,,,,,
Q2553137,Białystok Fabryczny train station,,railway station,other,קיטערשיקע,,,1,no_match,,0.0,,,,,
Q2553142,Daniel Jan Steyn Parvé,,human,other,ראָסנע,,,1,no_match,,0.0,,,,,
Q2553145,Emelina Sabajo,,human,other,שטשינקע,,,1,no_match,,0.0,,,,,
Q2558289,,,road running,other,טאָלטשיין,,,1,no_match,,0.0,,,,,
Q258,South Africa,דרום אפריקע,"sovereign state, country",country,דרוםאפריקע,,,1,name_exact,wikidata,0.99,2394,South Africa,דרום אפריקה,,
Q2629630,Sataniv,,"urban-type settlement in Ukraine, rural settlement in Ukraine",other,סאַטאַנאָוו,,,1,name_exact,name_exact,0.95,23839,Sataniv (Ukraine),סאטאניב (אוקראינה),,
Q2653301,Dashiv,דאשיעוו,urban-type settlement in Ukraine,other,דאַטשעוו,,,1,name_exact,wikidata,0.99,76730,Dashiv (Ukraine),דאשב (אוקראינה),,
Q269523,Pyriatyn,פיריאטין,city in Ukraine,settlement,פּיראַטיין,,,1,no_match,,0.0,,,,,
Q278100,Smilavičy,,urban settlement in Belarus,other,סמילאָוויטש,,,1,fuzzy,fuzzy,0.75,,,,,22492|81663
Q28,Hungary,אונגארן,"sovereign state, landlocked country, country, successor state",country,אונגאַרן;אונגאָרן;אונגארן,,,9,name_exact,wikidata,0.99,7547,Hungary,הונגריה,,
Q2837197,Kovalivka,,village of Ukraine,settlement,קאָוואָלאָווקאַ,,,1,fuzzy,fuzzy,1.0,,,,,74861
Q28513,Austria–Hungary,עסטרייך אונגארישע אימפעריע,"sovereign state, historical country, empire, real union, country",country,עסטרייך-אונגאָרן,,,1,no_match,,0.0,,,,,
Q28516,Tarnobrzeg,דזשיקאוו,"city with powiat rights in Poland, city",settlement,דזשיקאָוו,,,1,name_exact,wikidata,0.99,17845,Tarnobrzeg (Poland),טרנובז'ג (פולין),,
Q2903457,light unto the nations,אור־לגױים,,other,אָרלע,,,1,no_match,,0.0,,,,,
Q2919755,Kotsk,קאצק,,other,קאָצק,,,1,name_exact,name_exact,0.95,391,Kock (Poland),קוצק (פולין),,
Q2920508,Indura,,"agrotown, urban settlement in Belarus",settlement,אַמדור;אמדור,,,2,name_exact,wikidata,0.99,19671,Indura (Belarus),אמדור (בלארוס),,
Q29803,Isuzu,,"automobile manufacturer, business, brand",other,האַרבי;כאָרבין,,,3,no_match,,0.0,,,,,
Q2980432,Kornyn,,"urban-type settlement in Ukraine, human settlement",settlement,קאָרנין,,,1,fuzzy,fuzzy,0.6,,,,,15394
Q30,United States,פאראייניקטע שטאטן פון אמעריקע,"sovereign state, constitutional republic, democratic republic, federal republic, superpower, country, historical unrecognized state",country,אַמעריקע;אָמע'קע;אָמעייקע;אָמעריקע;אמעריקע;אַמעריקע;פֿאַרייניקטע שטאָטן פֿון אַמעריקע,,,98,name_exact,wikidata,0.99,6421,United States,ארצות הברית,,
Q30007506,Jezierzany Ghetto,אזיראן געטא,ghetto in Nazi-occupied Europe,death_site,אָזיראן,,,1,no_match,,0.0,,,,,
Q30007807,Lazdijai Ghetto,לאזדיי געטא,ghetto in Nazi-occupied Europe,death_site,לאזדיי,,,1,no_match,,0.0,,,,,
Q302169,balut,,,other,באַלוט,,,1,fuzzy,fuzzy,1.0,,,,,21649|18584|19240|75340|16344
Q305182,Dărmănești,,town in Romania,settlement,דאָרף דאַרמאַנעשטי,,,1,fuzzy,fuzzy,1.0,,,,,75531
Q30966549,Zaliztsi Hromada,,"amalgamated hromada, hromada",other,זאָלאָצע,,,1,no_match,,0.0,,,,,
Q31,Belgium,בעלגיע,"sovereign state, federation, country, colonial power, realm",country,בעלגיע,,,1,name_exact,wikidata,0.99,9530,Belgium,בלגיה,,
Q311867,Lipchani,,village of Ukraine,settlement,ליפקאָן,48.523611,27.490278,1,no_match,,0.0,,,,,
Q3208553,,,written work,other,יאַנאָווער לאַגער,,,3,no_match,,0.0,,,,,
Q3208684,Acer Liquid Glow E330,,smartphone model,other,קאָוונער געטאָ,,,3,no_match,,0.0,,,,,
Q324884,Brzesko,בריגעל,city,settlement,בריגעל,,,1,name_exact,wikidata,0.99,16514,Brzesko (Poland),בריגל בז'סקו (פולין),,
Q3287528,Shattuck,,town in the United States,settlement,שאָט,,,1,no_match,,0.0,,,,,
Q33172,Unibet Arena,,"indoor practice facility, event venue",other,סיביר,,,2,no_match,,0.0,,,,,
Q334874,Sighetu Marmației,סיגעט,"municipality of Romania, border city",settlement,סיגעט,47.930944,23.894694,1,name_exact,wikidata,0.99,99,Sighet (Romania),סיגט (רומניה),0.0,
Q33946,Czechoslovakia,טשעכאסלאוואקיי,"sovereign state, historical country",country,טשעכאָסלאָוואַקיי;טשעכאָסלאָוואַקייע;טשעכאָסלאָוואָקייע,,,4,name_exact,wikidata,0.99,9369,Czechoslovakia,צ'כוסלובקיה,,
Q339563,Gmina Krośniewice,,urban-rural municipality of Poland,settlement,קרושנעוויץ,,,1,no_match,,0.0,,,,,
Q3460944,Korczyna,קאַרטשין,village of Poland,settlement,קאָרטשין,,,1,fuzzy,fuzzy,1.0,,,,,20100|23561
Q3484694,Simple Headphone Mind,,extended play,other,טשאַשניקי,,,1,no_match,,0.0,,,,,
Q3494848,Maišiagala,מיישעגאָלע,human settlement,settlement,מישאַגאָלע,,,1,no_match,,0.0,,,,,
Q35,Denmark,דענמארק,"state, colonial power, country bordering the Baltic Sea, country, autonomous country within the Kingdom of Denmark",country,דענמאַרק,,,1,name_exact,wikidata,0.99,6281,Denmark,דנמרק,,
Q3545343,Župrany,,agrotown,settlement,זופּראַן,,,1,fuzzy,fuzzy,1.0,,,,,7562
Q36,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,פּאָלאַננאָיע;פּוילן;פוילן;פולין,,,702,name_exact,wikidata,0.99,7313,Poland,פולין,,
Q3646,Krasnodar,קראסנאדאר,"city or town, large city, million city, largest city, capital city, fortress, national capital, national capital, national capital, former national capital, metropolis",settlement,קראָסנאַ,,,1,name_exact,wikidata,0.99,10131,Krasnodarskii krai (Russia),קרסנודאר (רוסיה),,
Q3646499,Astroŭna,אָסטראָוונע,"village in Belarus, agrotown",settlement,אַסטראָוו,,,1,fuzzy,fuzzy,1.0,,,,,6081|20015|745|23695
Q369007,Tukums Municipality,,"municipality of Latvia, former municipality of Latvia",settlement,טוקוּם,,,1,no_match,,0.0,,,,,
Q37,Lithuania,ליטע,"sovereign state, unitary state, country bordering the Baltic Sea, country",country,ליטע,,,50,name_exact,wikidata,0.99,12464,Lithuania,ליטא,,
Q3829397,Leederville,לידערוויל,neighborhood,neighborhood,פּערט,-31.936000,115.834000,1,no_match,,0.0,,,,,
Q388079,Volodymyrets Raion,,raion of Ukraine,other,וולאדימירעץ,,,1,fuzzy,fuzzy,0.714,,,,,6101
Q38872,Prussia,פרייסן,"historical country, sovereign state, state of the German Confederation 1815–1848 & 1850–1866",country,פּרייסן,,,1,name_exact,name_exact,0.95,13763,Prussia (Germany),פרוסיה (גרמניה),,
Q391461,Grójec,גריצע,"city, Royal city in Polish-Lithuanian Commonwealth",settlement,גריצע,,,1,name_exact,wikidata,0.99,78155,"Grójec (Województwo Mazowieckie, Poland)","גרוייץ (מחוז מזוביץ, פולין)",,
Q392772,Švenčionėliai,,city,settlement,נאָוואָ-סוויענצאַן,,,1,name_exact,name_exact,0.95,23619,Švenčionėliai (Lithuania),נובו שוונציאן (ליטא),,
Q40,Austria,עסטרייך,"sovereign state, republic, Rechtsstaat, landlocked country, successor state, country",country,עסטרייך,,,4,name_exact,wikidata,0.99,7645,Austria,אוסטריה,,
Q40342,.an,,"country code top-level domain, unassigned top-level domain",country,בוכאַראַ,,,2,no_match,,0.0,,,,,
Q40357,prison,טורמע,type of prison facility,other,קאָרדאָוואַ;קאָרדאָוואָ,,,2,fuzzy,fuzzy,1.0,,,,,779|21782|8728|85366|89995
Q40435,Buffalo,באפאלא,"city in the state of New York, border city, big city",settlement,באָפֿאַלאָ,42.886389,-78.878056,1,name_exact,wikidata,0.99,361,Buffalo (N.Y.),באפלו (ניו יורק),0.0,
Q4076148,Baksha,,village of Ukraine,settlement,דאָרף באָקשאַ,,,1,no_match,,0.0,,,,,
Q408,Australia,אויסטראליע,"Commonwealth realm, dominion of the British Empire, sovereign state, federation, country",country,אויסטראַליע;אויסטראָליע,,,3,name_exact,wikidata,0.99,6306,Australia,אוסטרליה,,
Q4089653,,,village,settlement,באָגאָפּאָליע,,,1,no_match,,0.0,,,,,
Q4101340,Bishkiv,,village of Ukraine,settlement,ביטשקיף,,,1,no_match,,0.0,,,,,
Q4104023,Vartykivtsi,,village of Ukraine,settlement,וואַרטאַצי,,,1,no_match,,0.0,,,,,
Q41183,Harlem,,,,האַרלעם,,,2,name_exact,wikidata,0.99,794,Aleppo (Syria),חלב (סוריה),,
Q414,Argentina,ארגענטינע,"sovereign state, country, federal republic, nation, confessional state",country,אַרגענטינע;אָרגענטינע,,,9,name_exact,wikidata,0.99,7805,Argentina,ארגנטינה,,
Q4170692,Dunaiv,,village of Ukraine,settlement,דונאַיעוו,,,1,fuzzy,fuzzy,1.0,,,,,11063
Q4195751,Ivanytsia,,village of Ukraine,settlement,"איוואָניצע, נעבן פּרילוקי",,,1,fuzzy,fuzzy,1.0,,,,,71057|20825
Q42134,Uiwang,,"city of South Korea, big city",settlement,איוואָ,,,1,fuzzy,fuzzy,1.0,,,,,73779
Q4218591,Kvasiv,,village of Ukraine,settlement,דאַרף קוואָסעוו,,,1,no_match,,0.0,,,,,
Q4222383,Kytaigorod,,village of Ukraine,settlement,קיטייגאָראָד,,,1,fuzzy,fuzzy,1.0,,,,,19776
Q4232062,Koniukhy,,village of Ukraine,settlement,קאָניעוו,,,1,no_match,,0.0,,,,,
Q4262636,Lipniki,,village of Ukraine,settlement,דאַרף ליפּניקי;דאַרף ליפּניקע,,,2,fuzzy,fuzzy,1.0,,,,,20693
Q4262670,Lipna,,village in Belarus,settlement,ליפנאַ,,,1,name_exact,name_exact,0.95,18080,"Lipno (Włocławek, Poland)","ליפנו (ולוצלאווק, פולין)",,
Q4271340,Lyubavichi,,Wikimedia disambiguation page,other,ליבאָוויטש,,,2,name_exact,name_exact,0.95,18092,Li︠u︡bavichi (Russia),ליובויץ' (רוסיה),,
Q4272559,Liady,ליאַדי,"agrotown, urban settlement in Belarus",settlement,ליאדי,,,1,name_exact,wikidata,0.99,21831,Lyady (Belarus),ליאדי (בלארוס),,
Q427726,Wyszków County,,powiat,other,ווישקאָוו,,,1,no_match,,0.0,,,,,
Q4285547,Mount Carmel Cemetery,,Jewish cemetery,cemetery,"אַרבעטער-רינג סעמעטערי;בית עולם פון ""אַרבעטער-רינג"";בית עולם פון „אַרבייטער רינג‟;בית עולם פֿון אַרבעטער רינג;בית עולם פֿון „אַרבעטער-רינג"";בית עולם פֿון „אַרבעטער-רינג“;בית-עולם פֿין אַרבעטער-רינג (הר הכרמל);בית-עלמין פֿון „אַרבעטער-רינג"";הר הכרמל פון ""אַרבעטער רינג"";הר-הכרמל;הר-הכרמל בית עולם;הר-הכרמל בית-עולם",,,14,fuzzy,fuzzy,0.556,,,,,1156
Q43,Turkey,טערקיי,"sovereign state, transcontinental country, Mediterranean country, country, social state, regional power, secular state, successor state",country,טערקיי,,,1,name_exact,wikidata,0.99,8120,Turkey,טורקיה,,
Q4323336,Novovitebske,,village of Ukraine,settlement,נאָוואָוויטעבסק,,,1,no_match,,0.0,,,,,
Q4341950,Pavoloch,פאוועליטש,village of Ukraine,settlement,פּאָוועליטש,,,1,fuzzy,fuzzy,1.0,,,,,72894
Q4371769,Pomoryany,פאמארין,urban-type settlement in Ukraine,other,פּאָמארזשאָני,,,1,name_exact,wikidata,0.99,71243,"Pomori︠a︡ny (Lʹvivsʹka oblastʹ, Ukraine)",פומוז'אני (אוקראינה),,
Q43810,Roider Jackl,,human,other,הוש,,,2,no_match,,0.0,,,,,
Q4397,South Huron,,"town, lower-tier municipality of Ontario",settlement,אַנדידזשאַן,,,2,no_match,,0.0,,,,,
Q4427307,Sokolivka,,village of Ukraine,settlement,סאָקאָלאָווקע,,,1,name_exact,name_exact,0.95,15206,"Sokolivka (Vasylʹkivsʹkyĭ raĭon, Kiev, Ukraine)","סוקוליבקה (קייב, אוקראינה)",,
Q4442506,Stetseva,,village of Ukraine,settlement,סטעצאָוו,,,1,no_match,,0.0,,,,,
Q4455853,Terlytsia,,village of Ukraine,settlement,טערליצע,,,1,no_match,,0.0,,,,,
Q4475720,Univ,,"village of Ukraine, village",settlement,אוניעווא,,,1,no_match,,0.0,,,,,
Q4513379,Chernelytsia,,"urban-type settlement in Ukraine, human settlement",settlement,טשערנאַליציע,,,1,no_match,,0.0,,,,,
Q4734809,Alpendorf,,human settlement,settlement,אַלפענסדאָרף,,,1,no_match,,0.0,,,,,
Q485027,body armor,,,other,דיניווייל,,,1,no_match,,0.0,,,,,
